year,species_code,sex,sex_desc,iss,nss,nhl
1991,21720,0,total_pre,40.57611957203905,864,30
1991,21720,1,male,48.35275856263054,452,30
1991,21720,2,female,33.86953714542454,412,29
1991,21720,4,total_post,48.09753648965777,864,30
1991,21720,12,female_male,88.52363646952338,864,30
1991,21740,0,total_pre,94.79268018478439,695,20
1991,21740,1,male,73.67299106131345,356,20
1991,21740,2,female,59.11890463928235,339,19
1991,21740,4,total_post,83.6083507188186,695,20
1991,21740,12,female_male,138.21171218223927,695,20
1991,21921,0,total_pre,30.377130272718862,443,10
1991,21921,1,male,11.281819996816322,233,10
1991,21921,2,female,28.50323213018863,210,10
1991,21921,4,total_post,22.856313150890877,443,10
1991,21921,12,female_male,31.87347162851074,443,10
1991,30060,0,total_pre,109.43574287043793,807,22
1991,30060,1,male,75.63716097764168,446,22
1991,30060,2,female,49.31346052031444,360,22
1991,30060,4,total_post,81.73004632469701,807,22
1991,30060,12,female_male,121.91303810928385,806,22
1991,30420,0,total_pre,54.62038127501334,395,11
1991,30420,1,male,27.285192407157318,151,11
1991,30420,2,female,44.31047990658177,244,11
1991,30420,4,total_post,50.84017630940624,395,11
1991,30420,12,female_male,67.76262793505012,395,11
1994,21720,0,total_pre,14.908826436144839,1068,63
1994,21720,1,male,12.824894331848103,500,57
1994,21720,2,female,20.61551635322302,568,60
1994,21720,4,total_post,16.42783083514323,1068,63
1994,21720,12,female_male,34.177018580784626,1068,63
1994,21740,0,total_pre,42.19944850699737,989,39
1994,21740,1,male,28.33400281465945,455,33
1994,21740,2,female,41.36188571272163,534,37
1994,21740,4,total_post,49.765664495976466,989,39
1994,21740,12,female_male,72.26329048927546,989,39
1994,21921,0,total_pre,116.22346861803854,668,59
1994,21921,1,male,49.70521896008432,301,49
1994,21921,2,female,61.75257334089975,366,45
1994,21921,4,total_post,81.46204423959124,668,59
1994,21921,12,female_male,121.52816942341991,667,59
1994,30060,0,total_pre,107.21509223524988,788,45
1994,30060,1,male,90.700392559843,384,43
1994,30060,2,female,47.36513235454316,396,40
1994,30060,4,total_post,92.30094060650796,788,45
1994,30060,12,female_male,120.22858119672848,780,44
1994,30420,0,total_pre,60.97897431332964,402,18
1994,30420,1,male,37.555889254306344,192,16
1994,30420,2,female,28.85939552213829,210,16
1994,30420,4,total_post,47.87171074509398,402,18
1994,30420,12,female_male,61.36070409338528,402,18
1997,21720,0,total_pre,62.48029275983541,709,69
1997,21720,1,male,35.131328689648534,344,66
1997,21720,2,female,46.061980616108926,365,61
1997,21720,4,total_post,48.491492593153126,709,69
1997,21720,12,female_male,85.80993591505242,709,69
1997,21740,0,total_pre,138.74118603469927,925,76
1997,21740,1,male,59.2294278247424,419,64
1997,21740,2,female,99.81285072711428,506,69
1997,21740,4,total_post,119.39978473446469,925,76
1997,21740,12,female_male,168.81388841341345,925,76
1997,21921,0,total_pre,59.175640665796976,384,45
1997,21921,1,male,33.18099940426344,183,38
1997,21921,2,female,41.02088216451783,201,33
1997,21921,4,total_post,63.295447777816555,384,45
1997,21921,12,female_male,80.49314367938771,384,45
1997,30060,0,total_pre,144.83167188735413,1013,110
1997,30060,1,male,67.75234375154781,455,85
1997,30060,2,female,102.03667080069299,498,94
