year,species_code,sex,sex_desc,length,iss,nss,nhl
1991,21720,2,female,24,2.3342939481268012,1,1
1991,21720,2,female,25,2.315410342166195,1,1
1991,21720,2,female,26,2.1668946648426815,1,1
1991,21720,2,female,28,1.580860284080482,1,1
1991,21720,2,female,30,1.3809110132868108,1,1
1991,21720,2,female,31,2.4271384329682393,7,5
1991,21720,2,female,32,2.4495183420895428,7,6
1991,21720,2,female,33,2.4281619273851742,6,5
1991,21720,2,female,34,2.6757729781848028,10,6
1991,21720,2,female,35,3.1477707852945,14,9
1991,21720,2,female,36,2.7813714985918145,11,9
1991,21720,2,female,37,2.6485539279628063,8,6
1991,21720,2,female,38,3.697506168387876,9,5
1991,21720,2,female,39,3.0410945904822957,10,5
1991,21720,2,female,40,3.706215366851447,10,6
1991,21720,2,female,41,3.21493899437827,6,5
1991,21720,2,female,42,3.664750851435488,10,7
1991,21720,2,female,43,2.9490275725445905,7,6
1991,21720,2,female,44,3.6427325496399323,7,5
1991,21720,2,female,45,3.1815867736249617,5,4
1991,21720,2,female,46,4.325892099842641,9,8
1991,21720,2,female,47,3.1897357257579975,7,4
1991,21720,2,female,48,2.842209140458505,7,5
1991,21720,2,female,49,3.431818203086426,11,6
1991,21720,2,female,50,1.6582917799063783,3,2
1991,21720,2,female,51,4.725416242169233,10,9
1991,21720,2,female,52,2.732212526490981,5,5
1991,21720,2,female,53,4.016891077423535,8,7
1991,21720,2,female,54,2.9402209725712964,9,7
1991,21720,2,female,55,2.998506843871712,3,3
1991,21720,2,female,56,3.9948568778474094,9,7
1991,21720,2,female,57,1.4985617844020436,5,4
1991,21720,2,female,58,1.7277439169011717,7,6
1991,21720,2,female,59,3.2374332382770254,4,4
1991,21720,2,female,60,4.515039746493871,12,8
1991,21720,2,female,61,4.8135988470823134,19,12
1991,21720,2,female,62,3.3897046471306944,6,6
1991,21720,2,female,63,4.463277134061566,11,9
1991,21720,2,female,64,3.0989525985964597,3,2
1991,21720,2,female,65,4.405239648616813,10,7
1991,21720,2,female,66,3.365751556199354,9,7
1991,21720,2,female,67,2.280788167304858,8,5
1991,21720,2,female,68,5.144399420394843,9,5
1991,21720,2,female,69,4.0196422668002905,5,4
1991,21720,2,female,70,3.7846018005395488,9,7
1991,21720,2,female,71,1.3914847175893954,4,4
1991,21720,2,female,72,1.418901306568511,4,3
1991,21720,2,female,73,2.7442315031604254,4,3
1991,21720,2,female,74,3.6575031612347093,5,2
1991,21720,2,female,75,3.606004510567039,5,5
1991,21720,2,female,76,5.568156076700486,8,6
1991,21720,2,female,77,3.795361449665099,5,4
1991,21720,2,female,78,4.326182281640538,5,3
1991,21720,2,female,79,4.297398089247681,5,4
1991,21720,2,female,80,2.79569619851576,3,3
1991,21720,2,female,81,1.260946635695181,1,1
1991,21720,2,female,82,2.1678448697930945,2,2
1991,21720,2,female,83,2.9148015716366458,2,2
1991,21720,2,female,85,2.054003805445293,2,2
1991,21720,2,female,86,2.463286579039062,3,3
1991,21720,2,female,87,2.402399712049945,2,1
1991,21720,2,female,88,4.287039585066009,5,4
1991,21720,2,female,89,2.394893237141402,3,3
1991,21720,2,female,90,2.1563740996009786,2,2
1991,21720,2,female,91,0.9217326024891276,1,1
1991,21720,2,female,92,1.6640220080261123,3,3
1991,21720,2,female,93,0.9753776768155363,1,1
1991,21720,2,female,97,0.9698257333883149,1,1
1991,21720,2,female,99,1.0021775272081908,1,1
1991,21720,2,female,109,1.0051497843971593,1,1
1991,21740,0,total,29,2.292469475968453,3,1
1991,21740,0,total,29,2.292469475968453,3,1
1991,21740,0,total,30,2.4053963042996425,3,1
1991,21740,0,total,30,2.4053963042996425,3,2
1991,21740,0,total,31,3.2138794725069544,5,1
1991,21740,0,total,31,3.2138794725069544,5,2
1991,21740,0,total,32,4.1262995147677914,6,2
1991,21740,0,total,32,4.1262995147677914,6,1
1991,21740,0,total,33,3.962687989204354,7,1
1991,21740,0,total,33,3.962687989204354,7,1
1991,21740,0,total,34,4.824551785532232,9,1
1991,21740,0,total,34,4.824551785532232,9,1
1991,21740,0,total,35,2.9910495146303453,4,2
1991,21740,0,total,36,1.9044565565886504,1,1
1991,21740,0,total,38,3.875592112077914,8,3
1991,21740,0,total,38,3.875592112077914,8,2
1991,21740,0,total,39,4.469213873904476,10,2
1991,21740,0,total,39,4.469213873904476,10,2
1991,21740,0,total,40,5.2618488291393115,21,4
1991,21740,0,total,40,5.2618488291393115,21,3
1991,21740,0,total,41,4.38504287368475,23,6
1991,21740,0,total,41,4.38504287368475,23,4
1991,21740,0,total,42,5.391690103574296,24,7
1991,21740,0,total,42,5.391690103574296,24,2
1991,21740,0,total,43,5.849226232796626,27,6
1991,21740,0,total,43,5.849226232796626,27,4
1991,21740,0,total,44,9.092720177065422,32,8
1991,21740,0,total,44,9.092720177065422,32,6
1991,21740,0,total,45,10.574878737485138,41,10
1991,21740,0,total,45,10.574878737485138,41,8
1991,21740,0,total,46,10.624923419947185,38,12
1991,21740,0,total,46,10.624923419947185,38,8
1991,21740,0,total,47,10.233337684884894,39,11
1991,21740,0,total,47,10.233337684884894,39,8
1991,21740,0,total,48,15.26236434454324,46,11
1991,21740,0,total,48,15.26236434454324,46,12
1991,21740,0,total,49,17.50021541251357,52,14
1991,21740,0,total,49,17.50021541251357,52,10
1991,21740,0,total,50,16.07439193890894,37,8
1991,21740,0,total,50,16.07439193890894,37,11
1991,21740,0,total,51,20.234493876251612,43,14
1991,21740,0,total,51,20.234493876251612,43,10
1991,21740,0,total,52,12.430318409588338,39,12
1991,21740,0,total,52,12.430318409588338,39,9
1991,21740,0,total,53,10.883990758971912,29,10
1991,21740,0,total,53,10.883990758971912,29,7
1991,21740,0,total,54,9.039122409425518,34,6
1991,21740,0,total,54,9.039122409425518,34,13
1991,21740,0,total,55,14.42556390108125,30,6
1991,21740,0,total,55,14.42556390108125,30,10
1991,21740,0,total,56,11.515066371706403,24,6
1991,21740,0,total,56,11.515066371706403,24,7
1991,21740,0,total,57,8.529656709607494,18,2
1991,21740,0,total,57,8.529656709607494,18,9
1991,21740,0,total,58,4.202095974445352,9,1
1991,21740,0,total,58,4.202095974445352,9,6
1991,21740,0,total,59,4.148631918844032,8,4
1991,21740,0,total,60,2.4083822830949275,3,1
1991,21740,0,total,60,2.4083822830949275,3,2
1991,21740,0,total,61,3.1040073594301387,5,4
1991,21740,0,total,62,3.461789757262554,3,1
1991,21740,0,total,62,3.461789757262554,3,2
1991,21740,0,total,63,3.017890412241375,2,1
1991,21740,0,total,64,3.721226317150697,5,2
1991,21740,0,total,65,2.256170433256885,2,1
1991,21740,0,total,67,1.1025857579254614,2,2
1991,21740,0,total,68,1.002849619849738,1,1
1991,21740,0,total,72,1.0298069994909962,1,1
1991,21740,0,total,75,1.1743209340906606,1,1
1991,21740,1,male,29,2.3241142925102474,2,1
1991,21740,1,male,30,1.695786896257828,1,1
1991,21740,1,male,31,1.586237429637594,1,1
1991,21740,1,male,32,2.209354515253543,2,2
1991,21740,1,male,33,3.4546945234969635,3,1
1991,21740,1,male,34,4.126984964432388,6,1
1991,21740,1,male,38,3.2469009545733942,4,3
1991,21740,1,male,39,3.8522391426639415,7,2
1991,21740,1,male,40,5.207658681477476,14,4
1991,21740,1,male,41,3.9962208310843437,16,6
