year,region,species_code,sex,age,mean_length_bs,sd_length_bs,mean_length,sd_length
1991,ai,21720,0,1,31.749790974579433,3.53928618402231,25.79798525940167,4.893089969821262
1991,ai,21720,0,2,36.70515714965755,1.1960976895769284,35.62866291013457,3.0303973683784453
1991,ai,21720,0,3,46.998662481997606,3.331395371074271,47.310125525576275,6.467053085473211
1991,ai,21720,0,4,61.690845402548064,1.8128796526499122,63.31621846080714,7.430206127023153
1991,ai,21720,0,5,67.8341565900882,1.432987271121618,69.95812599545829,6.599424977513443
1991,ai,21720,0,6,72.41573876681271,1.7724204476242487,76.96530835178652,6.727292872398593
1991,ai,21720,0,7,77.21436680807399,2.3231419139006073,81.05265759623363,3.6294380545249694
1991,ai,21720,0,8,79.45352652959033,2.934265919939518,80.41045669652995,5.684890857862985
1991,ai,21720,0,9,82.3808732362955,5.012746867218325,82.99815089554053,3.8437768184424024
1991,ai,21720,0,10,86.27231133806838,6.778577394390944,86.91072102417343,2.154692228792848
1991,ai,21720,0,11,91.34929080505934,9.523308745241971,109,0
1991,ai,21720,0,12,91.13631631296452,10.584541968113763,NA,NA
1991,ai,21720,0,13,109,0,NA,NA
1991,ai,21720,0,14,89.54452867259319,6.788570473869968,NA,NA
1991,ai,21720,0,17,109,0,NA,NA
1991,ai,21720,1,1,31.537260055197084,4.004927879406375,24.017411188082836,5.930445788519213
1991,ai,21720,1,2,36.96026718874416,1.1642738144985094,35.956465389431706,2.7634745467292965
1991,ai,21720,1,3,46.55321013797801,3.359363581126726,46.721757990551396,6.812737291479251
1991,ai,21720,1,4,60.761454453348364,2.20865157268307,62.295075254710945,6.1852668573369325
1991,ai,21720,1,5,66.90108296099822,1.7475503532615222,69.22830519196242,6.131623329644113
1991,ai,21720,1,6,71.53857937235905,2.2432193961698457,75.0215070967451,5.783665299072083
1991,ai,21720,1,7,76.26626306144732,2.7090517568825225,80.17933640993914,2.167024613486984
1991,ai,21720,1,8,78.97834523190733,3.472477382204688,79.40777316009408,2.7057097167355515
1991,ai,21720,1,9,80.76980787133698,4.022543886920351,80,0
1991,ai,21720,1,10,82.43090094732742,4.136720971099886,85.63573180612701,0.796496871677516
1991,ai,21720,1,11,83.8177087807294,3.7438622865901796,NA,NA
1991,ai,21720,1,12,82.93825186803294,4.3584822661703875,NA,NA
1991,ai,21720,1,14,84.64285714285714,2.8448913148671595,NA,NA
1991,ai,21720,2,1,32.84602672381935,3.7273188620352586,25.057552377785168,1.2083141738346261
1991,ai,21720,2,2,36.51881629514628,1.446051554389435,35.27553582987375,3.0644577321697826
1991,ai,21720,2,3,47.222427142448694,3.9243955100949894,47.61472449902164,5.513489643972189
1991,ai,21720,2,4,61.70258956052571,2.2676719975790274,62.527862733289865,6.6550584735040115
1991,ai,21720,2,5,67.66329575673213,2.0978438985745296,70.34983133185644,6.782093283653324
1991,ai,21720,2,6,73.0238321178266,2.884272447566468,79.58984244089065,5.769914439930244
1991,ai,21720,2,7,77.74217609792022,3.3021743833895334,81.79146257014483,3.189739887651142
1991,ai,21720,2,8,81.41503925465327,6.194460621079299,76.63475227614025,2.923253948332523
1991,ai,21720,2,9,87.42037878638988,7.571284982729503,89.65751816657351,1.2391688523885283
1991,ai,21720,2,10,93.39595926684217,9.174805017180681,98.18875242404654,0
1991,ai,21720,2,11,99.90398527772066,7.764534304143887,109,0
1991,ai,21720,2,12,97.66728823448129,11.195380299159446,NA,NA
1991,ai,21720,2,13,109,0,NA,NA
1991,ai,21720,2,14,95.625,4.349329450233296,NA,NA
1991,ai,21720,2,17,109,0,NA,NA
1991,ai,21720,4,1,32.14698203671332,3.5652661786015907,24.390330506162417,4.2374313025395125
1991,ai,21720,4,2,36.7331643374793,1.185126174558778,35.62890543738501,2.9082619721037384
1991,ai,21720,4,3,46.782900029726505,3.29642410552773,47.11413006799728,6.2418441014957295
1991,ai,21720,4,4,61.196990075912886,1.8844001837360032,62.40971679521924,6.416626528931203
1991,ai,21720,4,5,67.25556023535043,1.5375605463627497,69.77415833264573,6.448210749844241
1991,ai,21720,4,6,72.1509498483113,1.9166911567702603,76.7250099074811,5.778537692310865
1991,ai,21720,4,7,76.76555104863797,2.160115339190539,80.8180535897101,2.572219834399153
1991,ai,21720,4,8,79.3051737125907,3.0769450697993426,78.03270771413544,2.8135839695288087
1991,ai,21720,4,9,82.77004058991835,4.8658609706427285,83.50837346856954,0.4501640121004483
1991,ai,21720,4,10,86.3676361961903,6.759187754133447,87.00353983609848,0.7097086116970885
1991,ai,21720,4,11,91.10901868099563,9.46794857286713,109,0
1991,ai,21720,4,12,91.25447738213059,11.54261474495005,NA,NA
1991,ai,21720,4,13,109,0,NA,NA
1991,ai,21720,4,14,90.5,6.6682469391421995,NA,NA
1991,ai,21720,4,17,109,0,NA,NA
1991,ai,21740,0,1,32.67633034521153,2.5207147951143005,NA,NA
1991,ai,21740,0,2,33.693138330714746,2.1956154050672065,32.3837655056008,1.4426769161233337
1991,ai,21740,0,3,39.8291511454359,2.3880292882546015,38.55503316242073,1.6347052412401286
1991,ai,21740,0,4,45.75663761300341,0.5656138353346347,45.897013381858514,2.3980638689820277
1991,ai,21740,0,5,47.576385507226625,0.8179661256670742,47.76114547839673,2.9885471750446784
1991,ai,21740,0,6,49.7822112517816,1.189585530475414,50.925692640312526,3.0760355158750023
1991,ai,21740,0,7,51.428446682658354,1.0464199895136161,52.50391996064287,2.0584083015069794
1991,ai,21740,0,8,51.87268810461296,0.9502482321253323,51.735354755633246,1.9598714147129233
1991,ai,21740,0,9,52.47268130575585,0.911493160373552,52.35990673910408,2.834912355849523
1991,ai,21740,0,10,53.01327067826932,0.9898233173653364,53.97508218376968,3.339489115928911
1991,ai,21740,0,11,53.12206802951006,1.128838209835865,52.79123837582184,3.308861048301261
1991,ai,21740,0,12,53.16652066307775,1.0810005548846273,53.46738028339159,2.345566342762822
1991,ai,21740,0,13,53.22503765679003,1.00234406524075,53.883260103281714,3.5371716530490906
1991,ai,21740,0,14,53.27813969045601,1.0574055330547074,53.38701001765426,2.475254385473182
1991,ai,21740,0,15,53.49817583248167,1.3696695926899969,53.92540213969628,3.018303113334233
1991,ai,21740,0,16,53.971131331519025,2.045784669451432,55.97597975266551,0.9921623721242638
1991,ai,21740,0,17,53.51415820463779,2.6701283401732563,53,0
1991,ai,21740,0,18,52.40522192823206,2.630795380463129,50.78,0.97
1991,ai,21740,0,19,51.36420934734524,2.296880868049847,51.26,2.49
1991,ai,21740,0,20,50.45496205115707,1.9784098580213751,49.70000000000001,1.49
1991,ai,21740,0,21,50.23202244605274,1.6384642960163553,50,0
1991,ai,21740,0,22,50.6291489361702,1.6608196315516155,NA,NA
1991,ai,21740,0,23,50.00607142857143,1.2573025651209577,NA,NA
1991,ai,21740,0,24,51.403829787234045,3.819901292368856,NA,NA
1991,ai,21740,0,26,51.52,0.8313843876330598,NA,NA
1991,ai,21740,0,28,50.42857142857143,2.439750182371333,NA,NA
1991,ai,21740,1,1,32.85509453653934,3.408659736925607,NA,NA
1991,ai,21740,1,2,34.591337113629244,3.3643693112900346,32.2001574421491,1.1769257598366847
1991,ai,21740,1,3,39.913061889726194,2.5589147952501663,38.46460705726528,1.2788828517942443
