year,region,species_code,sex,bias
1991,ai,21720,0,-5.4177839251173636e-5
1991,ai,21720,1,-1.1206027526299237e-4
1991,ai,21720,2,-9.898250023728963e-5
1991,ai,21720,4,-6.868171397323579e-5
1991,ai,21720,12,-5.550231358835113e-5
1991,ai,21740,0,-4.244460284835856e-4
1991,ai,21740,1,-2.1289109800781076e-4
1991,ai,21740,2,-5.936730432223024e-4
1991,ai,21740,4,-1.5247662635480076e-4
1991,ai,21740,12,-3.658577094271501e-4
1991,ai,21921,0,-3.696833842523062e-4
1991,ai,21921,1,-0.00402239705169287
1991,ai,21921,2,-0.0013958154180199768
1991,ai,21921,4,-8.314433403634311e-4
1991,ai,21921,12,-0.001333796905377086
1991,ai,30060,0,-5.315524938288545e-4
1991,ai,30060,1,-7.605778463589838e-4
1991,ai,30060,2,-0.003183345356121781
1991,ai,30060,3,-5.2930521030998e-5
1991,ai,30060,4,-5.058035614827881e-4
1991,ai,30060,12,-9.151170507508525e-4
1991,ai,30420,0,-0.0018240546503805416
1991,ai,30420,1,-0.004479671102723752
1991,ai,30420,2,-0.0026013914588052817
1991,ai,30420,4,-0.0018439923420553632
1991,ai,30420,12,-0.00229679236348934
1991,cai,21720,0,-2.956980164257366e-4
1991,cai,21720,1,-0.002210794807387649
1991,cai,21720,2,-0.008393369706726222
1991,cai,21720,4,-7.957075209410944e-4
1991,cai,21720,12,-0.0020682411941695196
1991,cai,21740,0,-0.001164734358055378
1991,cai,21740,1,-0.017294037234677265
1991,cai,21740,2,-0.0010853986082798456
1991,cai,21740,4,-9.254977940039596e-4
1991,cai,21740,12,-0.003410965012043638
1991,cai,21921,0,-0.002042566204961162
1991,cai,21921,1,-0.00483039367107014
1991,cai,21921,2,-0.007482442641394481
1991,cai,21921,4,-0.003804608644851664
1991,cai,21921,12,-0.003029376563742588
1991,cai,30060,0,-0.010868285700703058
1991,cai,30060,1,-0.013137914284160793
1991,cai,30060,2,-0.016963500557828977
1991,cai,30060,4,-0.008521613441059358
1991,cai,30060,12,-0.008055888948043374
1991,cai,30420,0,-0.003984823369921989
1991,cai,30420,1,-0.005729493436112441
1991,cai,30420,2,-0.004451042748942685
1991,cai,30420,4,-0.0034332346182201876
1991,cai,30420,12,-0.003187014111238502
1991,eai,21720,0,-9.732846471360053e-5
1991,eai,21720,1,-5.542816995483851e-4
1991,eai,21720,2,-0.0017200450531572678
1991,eai,21720,4,-7.767994921805496e-5
1991,eai,21720,12,-5.932269341380334e-4
1991,eai,21740,0,-1.3905807997492136e-4
1991,eai,21740,1,-4.089254043249866e-4
1991,eai,21740,2,-5.645205523459342e-4
1991,eai,21740,4,-1.8613047620377868e-4
1991,eai,21740,12,-3.908626102640309e-4
1991,eai,21921,0,-5.853680834385171e-5
1991,eai,21921,1,-3.55697052757052e-5
1991,eai,21921,2,-5.495993882497811e-5
1991,eai,21921,4,-2.5075972906721006e-5
1991,eai,21921,12,-3.967344177332634e-5
1991,eai,30060,0,-0.0015223687821484875
1991,eai,30060,1,-0.0022777760697847526
1991,eai,30060,2,-0.0065665822824441285
1991,eai,30060,3,-3.398376238786021e-4
1991,eai,30060,4,-0.0011908319388514597
1991,eai,30060,12,-0.0020187666457340634
1991,eai,30420,0,-0.005106766420663786
1991,eai,30420,1,-0.019921481163765145
1991,eai,30420,2,-0.008972717074112267
1991,eai,30420,4,-0.005421896153365378
1991,eai,30420,12,-0.00650779194149817
1991,sbs,21720,0,-0.01408039263739459
1991,sbs,21720,1,-0.00557040242606902
1991,sbs,21720,2,-0.0017304748017795042
1991,sbs,21720,4,-0.003995691922377224
1991,sbs,21720,12,-0.0022708753306487812
1991,sbs,21740,0,-0.005247196519891468
1991,sbs,21740,1,-0.03066420467654545
1991,sbs,21740,2,-0.015068176142536064
1991,sbs,21740,4,-0.006226520878549797
1991,sbs,21740,12,-0.012000034422982295
1991,sbs,30060,0,-0.006713847006121331
1991,sbs,30060,1,-0.013944557784235064
1991,sbs,30060,2,-0.021116204423667156
1991,sbs,30060,4,-0.00875957391435836
1991,sbs,30060,12,-0.01022967490379632
1991,sbs,30420,0,-0.009496087431840668
1991,sbs,30420,1,-0.025273581419653912
1991,sbs,30420,2,-0.022798931989208293
1991,sbs,30420,4,-0.012222080085085683
1991,sbs,30420,12,-0.013484790143434795
1991,wai,21720,0,-0.002504734656973761
1991,wai,21720,1,-0.0012002759574670841
1991,wai,21720,2,-0.0228400553570047
1991,wai,21720,4,-0.0012482814875390891
1991,wai,21720,12,-0.003579998322044256
1991,wai,30060,0,-0.0060601027364734555
1991,wai,30060,1,-0.00829354284902737
1991,wai,30060,2,-0.011936007561268096
1991,wai,30060,3,-0.026678372602996308
1991,wai,30060,4,-0.00661658104766165
1991,wai,30060,12,-0.005599519080416541
1994,ai,21720,0,-8.308830071944265e-5
1994,ai,21720,1,-5.129513309788499e-4
1994,ai,21720,2,-2.6809821935297527e-4
1994,ai,21720,4,-2.2860170217215364e-4
1994,ai,21720,12,-1.9175636463524074e-4
1994,ai,21740,0,-8.318024883160129e-5
1994,ai,21740,1,-2.4282294389512793e-4
1994,ai,21740,2,-4.951784027607261e-4
1994,ai,21740,3,-6.521262513138441e-4
1994,ai,21740,4,-2.800449170073825e-4
1994,ai,21740,12,-1.9437930762586866e-4
1994,ai,21921,0,-2.613311886906033e-4
1994,ai,21921,1,-0.0024970275333301983
1994,ai,21921,2,-9.649539799306585e-4
1994,ai,21921,3,-0.07443394992808072
1994,ai,21921,4,-0.00058545822265757485
1994,ai,21921,12,-9.903644367517885e-4
1994,ai,30060,0,-2.9971465013775664e-4
1994,ai,30060,1,-9.26680833615523e-4
1994,ai,30060,2,-5.741251554436911e-4
1994,ai,30060,3,-5.361806136491422e-4
1994,ai,30060,4,-1.922574889444438e-4
1994,ai,30060,12,-3.475790217799352e-4
1994,ai,30420,0,-0.0018427263079776235
1994,ai,30420,1,-0.005825719110751941
1994,ai,30420,2,-0.0038372480339537184
1994,ai,30420,4,-0.0018562084628454545
1994,ai,30420,12,-0.003238839132122142
1994,cai,21720,0,-3.460592865102609e-4
1994,cai,21720,1,-0.005736784393988731
1994,cai,21720,2,-0.0010568169235278424
1994,cai,21720,4,-6.400630304886065e-4
1994,cai,21720,12,-0.0012296294168358337
1994,cai,21740,0,-9.528429437993803e-4
1994,cai,21740,1,-0.0016270162331003635
1994,cai,21740,2,-0.0027675490921089695
1994,cai,21740,3,-5.864491256716859e-5
1994,cai,21740,4,-0.0012187871649585339
1994,cai,21740,12,-0.0012153331470532063
1994,cai,21921,0,-0.0013375429214951752
1994,cai,21921,1,-0.007745416795514302
1994,cai,21921,2,-0.001606060752759456
1994,cai,21921,3,-0.07443394992808072
1994,cai,21921,4,-0.0025390354905440544
1994,cai,21921,12,-0.0020017495320171115
1994,cai,30060,0,-0.004174284623224273
1994,cai,30060,1,-0.00569397614865624
1994,cai,30060,2,-0.00531188592701967
1994,cai,30060,4,-0.0028850230145642196
1994,cai,30060,12,-0.002755217233458522
1994,cai,30420,0,-0.010003053578724769
1994,cai,30420,1,-0.022990627806813
1994,cai,30420,2,-0.030965556606414816
1994,cai,30420,4,-0.011064330246483539
1994,cai,30420,12,-0.015592539371776282
1994,eai,21720,0,-4.75846297601715e-5
1994,eai,21720,1,-0.0010127474288627364
1994,eai,21720,2,-2.8468960673183784e-5
1994,eai,21720,4,-3.787780717257596e-4
1994,eai,21720,12,-2.50725275011434e-4
1994,eai,21740,0,-6.232117122456163e-4
1994,eai,21740,1,-0.0011278426360898748
1994,eai,21740,2,-0.001292913741039984
1994,eai,21740,3,-0.001126857653387013
1994,eai,21740,4,-1.4394672966057783e-4
1994,eai,21740,12,-5.803975385054031e-4
1994,eai,21921,0,-0.0026519519744252866
1994,eai,21921,1,-0.02712669618418843
1994,eai,21921,2,-0.0030358363804226145
1994,eai,21921,4,-0.001517309489046862
1994,eai,21921,12,-0.007453998661105385
1994,eai,30060,0,-0.0011568747934550417
1994,eai,30060,1,-0.004510259949021038
1994,eai,30060,2,-0.0032575254450506017
1994,eai,30060,3,-5.361806136491422e-4
1994,eai,30060,4,-8.297996776773093e-4
1994,eai,30060,12,-0.0020171446575185255
1994,eai,30420,0,-0.007227279677249292
1994,eai,30420,1,-0.01590785422516742
1994,eai,30420,2,-0.011964963089745673
1994,eai,30420,4,-0.005959892191987781
1994,eai,30420,12,-0.006706215156579739
1994,sbs,21720,0,-0.0015872465500343248
1994,sbs,21720,1,-0.0011490288987840173
1994,sbs,21720,2,-5.396917480816733e-18
1994,sbs,21720,4,-5.871499522449496e-4
1994,sbs,21720,12,-6.050973345466723e-4
1994,sbs,21740,0,-8.869823243065972e-4
1994,sbs,21740,1,-0.004846079326068177
1994,sbs,21740,2,-0.002667151565023721
1994,sbs,21740,4,-4.768605438937197e-4
1994,sbs,21740,12,-0.0018001796019578116
1994,sbs,21921,0,-0.062242547773521485
1994,sbs,21921,1,-0.03476683837676031
1994,sbs,21921,2,-0.49240327655032645
1994,sbs,21921,4,-0.08246145287058654
1994,sbs,21921,12,-0.06808572286950369
1994,sbs,30060,0,-0.017330929772758873
1994,sbs,30060,1,-0.03477218121403702
1994,sbs,30060,2,-0.03953162000353581
1994,sbs,30060,4,-0.017966489171227257
1994,sbs,30060,12,-0.018647351384853864
1994,sbs,30420,0,-0.018225613393186936
1994,sbs,30420,1,-0.028293550001893944
1994,sbs,30420,2,-0.048059579627798776
1994,sbs,30420,4,-0.014045792034745076
1994,sbs,30420,12,-0.021092349389150427
1994,wai,21720,0,-4.540930415785219e-4
1994,wai,21720,1,-0.007819859838206406
1994,wai,21720,2,-4.05708806164959e-4
1994,wai,21720,4,-6.362058157582246e-4
1994,wai,21720,12,-0.0019288534925153869
1994,wai,21740,0,-7.182838640025233e-4
1994,wai,21740,1,-0.0037450707086468956
1994,wai,21740,2,-0.0021891908000909745
1994,wai,21740,3,-0.026815883404818955
1994,wai,21740,4,-0.0021375782452101254
1994,wai,21740,12,-0.0017730111413461456
1994,wai,21921,0,-4.963522518535955e-4
1994,wai,21921,1,-0.003440493850753951
1994,wai,21921,2,-0.001536169611117804
1994,wai,21921,4,-9.995259018508867e-4
1994,wai,21921,12,-0.001638167732681212
1994,wai,30060,0,-0.002225489453389765
1994,wai,30060,1,-0.007367327059354758
1994,wai,30060,2,-0.0025385679311849827
1994,wai,30060,4,-0.001413640900314197
1994,wai,30060,12,-0.0025826628914673057
1994,wai,30420,0,-0.005185207141225637
1994,wai,30420,1,-0.011790139782799518
1994,wai,30420,2,-0.013236189532145457
1994,wai,30420,4,-0.007464456558209397
1994,wai,30420,12,-0.007571580880528829
1997,ai,21720,0,-8.988017774404569e-5
1997,ai,21720,1,-2.9794270721225158e-5
1997,ai,21720,2,-5.601711224508439e-18
1997,ai,21720,3,-0.12789891505689335
1997,ai,21720,4,-1.4049005639353576e-5
1997,ai,21720,12,-3.0284190943947343e-5
1997,ai,21740,0,-8.647258802254755e-5
1997,ai,21740,1,-5.328577617559103e-4
1997,ai,21740,2,-4.977330900814512e-4
1997,ai,21740,3,-4.653748761167221e-4
1997,ai,21740,4,-3.6998731969550716e-4
1997,ai,21740,12,-2.4893279958103587e-4
1997,ai,21921,0,-8.129118784367187e-5
1997,ai,21921,1,-0.0010671174801766244
1997,ai,21921,2,-2.455907781967705e-5
1997,ai,21921,4,-1.5889093603996534e-4
1997,ai,21921,12,-3.074668486578457e-4
1997,ai,30060,0,-2.361021940863414e-4
1997,ai,30060,1,-0.0012857057593071135
1997,ai,30060,2,-3.528753637085273e-4
1997,ai,30060,3,-6.691008048424233e-5
1997,ai,30060,4,-1.62514253786707e-4
1997,ai,30060,12,-3.844340276926697e-4
1997,ai,30420,0,-9.156480892591033e-4
1997,ai,30420,1,-0.0039326156595225065
1997,ai,30420,2,-0.002348216379075065
1997,ai,30420,3,-0.0022634747377897526
1997,ai,30420,4,-0.0010624904300763956
1997,ai,30420,12,-0.0015594995459861027
1997,cai,21720,0,-1.7409451173685885e-4
1997,cai,21720,1,-1.7479258748888938e-4
1997,cai,21720,2,-1.3950654341056033e-4
1997,cai,21720,4,-6.955423688914821e-5
1997,cai,21720,12,-1.1888094694903678e-4
1997,cai,21740,0,-5.587322382930104e-4
1997,cai,21740,1,-8.314420080129968e-4
1997,cai,21740,2,-7.856605548658228e-4
1997,cai,21740,4,-4.513039109863019e-4
1997,cai,21740,12,-4.582214899939886e-4
1997,cai,21921,0,-0.0012702040702080044
1997,cai,21921,1,-2.5783346943229475e-4
1997,cai,21921,2,-0.004946510338849821
1997,cai,21921,4,-0.0011507701139439434
1997,cai,21921,12,-0.0016457742714184702
1997,cai,30060,0,-0.001175762387755322
1997,cai,30060,1,-0.005074378590564768
1997,cai,30060,2,-0.0034123045244477345
1997,cai,30060,3,-0.05281051140565432
1997,cai,30060,4,-6.679921850041634e-4
1997,cai,30060,12,-0.002322235457633619
1997,cai,30420,0,-0.0031151076363533786
1997,cai,30420,1,-0.005491405653154237
1997,cai,30420,2,-0.00624372119534636
1997,cai,30420,3,-0.0022634747377897526
1997,cai,30420,4,-0.0024444300559460846
1997,cai,30420,12,-0.0031224779155561637
1997,eai,21720,0,-5.678661964649531e-4
1997,eai,21720,1,-9.169811037917884e-4
1997,eai,21720,2,-0.003901850955912675
1997,eai,21720,3,-0.12789891505689335
1997,eai,21720,4,-0.0014214988865519041
1997,eai,21720,12,-0.001497856006914945
1997,eai,21740,0,-0.0018093081295657608
1997,eai,21740,1,-0.006139622626719611
1997,eai,21740,2,-0.005427405758323737
1997,eai,21740,3,-5.051666327262305e-4
1997,eai,21740,4,-0.00201247177635454
1997,eai,21740,12,-0.002602687956558682
1997,eai,21921,0,-0.0019084457303297163
1997,eai,21921,1,-0.0033534422830809357
1997,eai,21921,2,-0.011534929665672967
1997,eai,21921,4,-0.006474253812505689
1997,eai,21921,12,-0.004776847142302229
1997,eai,30060,0,-0.001728109624639531
1997,eai,30060,1,-0.005461144935501492
1997,eai,30060,2,-0.0028011782226080332
1997,eai,30060,3,-7.773199598598302e-5
1997,eai,30060,4,-0.0018138629725252117
1997,eai,30060,12,-0.0022471329766663804
1997,eai,30420,0,-0.004741372563007979
1997,eai,30420,1,-0.021513626864549204
1997,eai,30420,2,-0.00863311514784259
1997,eai,30420,4,-0.005048208582038223
1997,eai,30420,12,-0.007732937668452676
1997,sbs,21720,0,-0.007210307073500297
1997,sbs,21720,1,-5.368629174535323e-4
1997,sbs,21720,2,-0.02276313389097925
1997,sbs,21720,4,-0.009962029388108964
1997,sbs,21720,12,-0.007713264896076156
1997,sbs,21740,0,-5.912938016845936e-4
1997,sbs,21740,1,-0.007969425258124852
1997,sbs,21740,2,-0.0014492933879105213
1997,sbs,21740,3,0
1997,sbs,21740,4,-9.367910194346564e-4
1997,sbs,21740,12,-0.0028515151861417797
1997,sbs,30060,0,-0.006212643631743998
1997,sbs,30060,1,-0.008170842605460225
1997,sbs,30060,2,-0.018180255410199603
1997,sbs,30060,4,-0.005832338134109974
1997,sbs,30060,12,-0.0071613180641728145
1997,wai,21720,0,-0.0010238175038508887
1997,wai,21720,1,-0.0012954042509947708
1997,wai,21720,2,-0.006623846138160782
1997,wai,21720,4,-0.0017471317138775164
1997,wai,21720,12,-0.0020278650258470686
1997,wai,21740,0,-3.5753223405822807e-4
1997,wai,21740,1,-0.001098681247113884
1997,wai,21740,2,-0.0012932450272440123
1997,wai,21740,4,-7.718954662903214e-4
1997,wai,21740,12,-6.349854888600445e-4
1997,wai,21921,0,-0.003091560926218123
1997,wai,21921,1,-0.004969950548677018
1997,wai,21921,2,-0.00177505566703619
1997,wai,21921,4,-0.0015096008419606506
1997,wai,21921,12,-0.0016084908185607903
1997,wai,30060,0,-7.204978170185674e-4
1997,wai,30060,1,-0.0025495160820712772
1997,wai,30060,2,-0.0015200686990605914
1997,wai,30060,3,-0.0032176026140683586
1997,wai,30060,4,-5.891990047462941e-4
1997,wai,30060,12,-0.001268559554244656
1997,wai,30420,0,-0.0017275015235862139
1997,wai,30420,1,-0.0100545687779258
1997,wai,30420,2,-0.0066533234197616396
1997,wai,30420,4,-0.0023576050473599034
1997,wai,30420,12,-0.003948590500225934
2000,ai,21720,0,-8.763885104333536e-5
2000,ai,21720,1,-2.9888894576817263e-4
2000,ai,21720,2,-1.5373966034147102e-4
2000,ai,21720,4,-1.5406087394525327e-4
2000,ai,21720,12,-1.1188681833296985e-4
2000,ai,21740,0,-3.3715939861729387e-4
2000,ai,21740,1,-5.992716064684964e-4
2000,ai,21740,2,-0.0016777786425438664
2000,ai,21740,3,-0.21052343392806783
2000,ai,21740,4,-8.759577153109724e-4
2000,ai,21740,12,-7.993842314799879e-4
2000,ai,21921,0,-1.8250620796028192e-4
2000,ai,21921,1,-4.0277370258118517e-4
2000,ai,21921,2,-2.1603117826829015e-4
2000,ai,21921,3,-0.001577500584703397
2000,ai,21921,4,-2.738089235278854e-4
2000,ai,21921,12,-4.3438505548506036e-4
2000,ai,30060,0,-2.010936991523293e-4
2000,ai,30060,1,-6.956191248631843e-4
2000,ai,30060,2,-5.297481661513348e-4
2000,ai,30060,3,-6.51124833181588e-4
2000,ai,30060,4,-1.802694223638409e-4
2000,ai,30060,12,-3.064185839051057e-4
2000,ai,30420,0,-0.0012448487764837493
2000,ai,30420,1,-9.676829574625767e-4
2000,ai,30420,2,-0.002936187861587054
2000,ai,30420,3,-0.13514656643990702
2000,ai,30420,4,-0.0012688908917071137
2000,ai,30420,12,-0.0016566974665014704
2000,cai,21720,0,-5.248123339475338e-4
2000,cai,21720,1,-8.077084915689958e-5
2000,cai,21720,2,-0.00104093236620758
2000,cai,21720,4,-3.677811769380217e-4
2000,cai,21720,12,-2.6927607797056906e-4
2000,cai,21740,0,-0.0012945770976437406
2000,cai,21740,1,-0.0032979642364748983
2000,cai,21740,2,-0.003465417221476201
2000,cai,21740,3,-0.21052343392806783
2000,cai,21740,4,-0.002032891995047295
2000,cai,21740,12,-0.0020743603095808192
2000,cai,21921,0,-0.001411189794558951
2000,cai,21921,1,-9.079972181892127e-4
2000,cai,21921,2,-0.009483816454718961
2000,cai,21921,4,-0.006087509033552796
2000,cai,21921,12,-0.0033991519245144867
