year,region,species_code,sex,sex_desc,iss,nss,nhls
1991,ai,10110,0,total_pre,717.2304808816509,6551,107
1991,ai,10110,1,male,413.47762117439936,2740,104
1991,ai,10110,2,female,534.3958703010826,3809,107
1991,ai,10110,4,total_post,717.2306572185407,6551,107
1991,ai,10110,12,female_male,933.1391675397298,6549,107
1991,ai,10112,0,total_pre,305.66958469165445,1228,44
1991,ai,10112,1,male,174.85306896670156,591,41
1991,ai,10112,2,female,169.47830366543056,637,44
1991,ai,10112,4,total_post,305.6696077102081,1228,44
1991,ai,10112,12,female_male,326.8338049496462,1228,44
1991,ai,21720,0,total_pre,368.46259144241515,8308,175
1991,ai,21720,1,male,274.2878869508965,4431,175
1991,ai,21720,2,female,265.24475366466595,3877,174
1991,ai,21720,4,total_post,368.46255117186723,8308,175
1991,ai,21720,12,female_male,539.7054545905248,8308,175
1991,ai,21740,0,total_pre,473.38999713277343,14652,122
1991,ai,21740,1,male,335.2512545068523,6914,122
1991,ai,21740,2,female,444.68703799593334,7343,120
1991,ai,21740,4,total_post,473.3899830825942,14652,122
1991,ai,21740,12,female_male,734.9307489727394,14257,122
1991,ai,21921,0,total_pre,265.7983885823741,6788,54
1991,ai,21921,1,male,199.76561025139702,3261,54
1991,ai,21921,2,female,197.98118210757266,3527,54
1991,ai,21921,4,total_post,265.7983928957339,6788,54
1991,ai,21921,12,female_male,389.56285147591143,6788,54
1991,ai,30060,0,total_pre,276.028910116357,12569,112
1991,ai,30060,1,male,267.97231466165,6632,108
1991,ai,30060,2,female,191.41321549826978,5795,109
1991,ai,30060,4,total_post,276.02891140571427,12569,112
1991,ai,30060,12,female_male,415.72115992121434,12427,109
1991,ai,30420,0,total_pre,104.9073291526139,4239,41
1991,ai,30420,1,male,89.47601665627218,1831,41
1991,ai,30420,2,female,83.2313281237745,2408,41
1991,ai,30420,4,total_post,104.90733455526147,4239,41
1991,ai,30420,12,female_male,153.87463894227696,4239,41
1991,cai,10110,0,total_pre,215.9159917565421,710,17
1991,cai,10110,1,male,107.36944344049216,300,17
1991,cai,10110,2,female,137.5988652307916,410,17
1991,cai,10110,4,total_post,215.9156342788251,710,17
1991,cai,10110,12,female_male,245.46086151526146,710,17
1991,cai,10112,0,total_pre,174.04386632992308,499,15
1991,cai,10112,1,male,110.42736818808042,302,15
1991,cai,10112,2,female,74.58844095815934,197,15
1991,cai,10112,4,total_post,174.04396421601518,499,15
1991,cai,10112,12,female_male,161.9019455776281,499,15
1991,cai,21720,0,total_pre,373.92905040008543,2099,50
1991,cai,21720,1,male,254.23363932696702,1124,50
1991,cai,21720,2,female,230.062757168529,975,49
1991,cai,21720,4,total_post,373.928995305773,2099,50
1991,cai,21720,12,female_male,484.662083603493,2099,50
1991,cai,21740,0,total_pre,140.92657479821574,5330,47
1991,cai,21740,1,male,102.47348519552297,2555,47
1991,cai,21740,2,female,142.78690026517972,2751,47
1991,cai,21740,4,total_post,140.92657248950155,5330,47
1991,cai,21740,12,female_male,240.81128355940174,5306,47
1991,cai,21921,0,total_pre,124.81181190597766,3757,30
1991,cai,21921,1,male,104.60338793773842,1848,30
1991,cai,21921,2,female,93.09492737794821,1909,30
1991,cai,21921,4,total_post,124.81181380889335,3757,30
1991,cai,21921,12,female_male,194.34219214612023,3757,30
1991,cai,30060,0,total_pre,146.98678966927764,3950,36
1991,cai,30060,1,male,117.74877653255973,2066,35
1991,cai,30060,2,female,125.13458799791069,1864,35
1991,cai,30060,4,total_post,146.98679132046647,3950,36
1991,cai,30060,12,female_male,249.56687930851055,3930,35
1991,cai,30420,0,total_pre,74.94830743904839,1675,14
1991,cai,30420,1,male,52.935710455094316,701,14
1991,cai,30420,2,female,63.05203362195667,974,14
1991,cai,30420,4,total_post,74.94830469527959,1675,14
1991,cai,30420,12,female_male,110.59893781693162,1675,14
1991,eai,10110,0,total_pre,335.331509752001,2586,49
1991,eai,10110,1,male,196.36286435386054,1104,47
1991,eai,10110,2,female,271.6762855340634,1482,49
1991,eai,10110,4,total_post,335.3314979075604,2586,49
1991,eai,10110,12,female_male,466.4066262082904,2586,49
1991,eai,10112,0,total_pre,116.4704587194385,453,17
1991,eai,10112,1,male,72.62790477757184,215,16
1991,eai,10112,2,female,67.35065528347789,238,17
1991,eai,10112,4,total_post,116.47030200174804,453,17
1991,eai,10112,12,female_male,137.23104385295457,453,17
1991,eai,21720,0,total_pre,128.90771810995165,3747,77
1991,eai,21720,1,male,97.81153517803622,1978,77
1991,eai,21720,2,female,107.20619236559234,1769,77
1991,eai,21720,4,total_post,128.90757307358783,3747,77
1991,eai,21720,12,female_male,205.22094956860232,3747,77
1991,eai,21740,0,total_pre,296.05605384502974,5206,48
1991,eai,21740,1,male,215.43359529506773,2390,48
1991,eai,21740,2,female,222.50629876342964,2458,47
1991,eai,21740,4,total_post,296.05602177814364,5206,48
1991,eai,21740,12,female_male,372.81168266851665,4848,48
1991,eai,21921,0,total_pre,26.097022414350555,981,9
1991,eai,21921,1,male,20.25539060647184,451,9
1991,eai,21921,2,female,23.54263398945465,530,9
1991,eai,21921,4,total_post,26.09702609719474,981,9
1991,eai,21921,12,female_male,46.37686558008736,981,9
1991,eai,30060,0,total_pre,115.65445714676162,4733,49
1991,eai,30060,1,male,120.60378230454602,2677,48
1991,eai,30060,2,female,75.14544164733611,2016,49
1991,eai,30060,4,total_post,115.65446246203119,4733,49
1991,eai,30060,12,female_male,181.29580464999415,4693,49
1991,eai,30420,0,total_pre,93.1014413528419,827,11
1991,eai,30420,1,male,61.53406369653834,361,11
1991,eai,30420,2,female,78.55766967911634,466,11
1991,eai,30420,4,total_post,93.10145059669894,827,11
1991,eai,30420,12,female_male,132.75381117845433,827,11
1991,sbs,10110,0,total_pre,242.71803319299573,2723,27
1991,sbs,10110,1,male,153.24613145547474,1136,27
1991,sbs,10110,2,female,184.44182164220464,1585,27
1991,sbs,10110,4,total_post,242.71817082177134,2723,27
1991,sbs,10110,12,female_male,327.4191210109102,2721,27
1991,sbs,10112,0,total_pre,40.98485538411974,36,2
1991,sbs,10112,1,male,21.668218329360695,11,1
1991,sbs,10112,2,female,28.325788136942325,25,2
1991,sbs,10112,4,total_post,40.98477597104751,36,2
1991,sbs,10112,12,female_male,41.67747964477578,36,2
1991,sbs,21720,0,total_pre,113.50806210883539,1184,22
1991,sbs,21720,1,male,91.06654843998732,666,22
1991,sbs,21720,2,female,95.34606006621391,518,22
1991,sbs,21720,4,total_post,113.50815978331558,1184,22
1991,sbs,21720,12,female_male,180.39826714260323,1184,22
1991,sbs,21740,0,total_pre,84.02589414892527,2252,13
1991,sbs,21740,1,male,73.30866631099606,1221,13
1991,sbs,21740,2,female,72.5335240464686,1029,12
1991,sbs,21740,4,total_post,84.02589995818813,2252,13
1991,sbs,21740,12,female_male,148.30324418554497,2250,13
1991,sbs,30060,0,total_pre,33.1446647053645,387,5
1991,sbs,30060,1,male,30.036649917788914,206,5
1991,sbs,30060,2,female,32.79417469235822,181,5
1991,sbs,30060,4,total_post,33.14467251538993,387,5
1991,sbs,30060,12,female_male,61.741270906216315,387,5
1991,sbs,30420,0,total_pre,46.75918719121375,391,4
1991,sbs,30420,1,male,19.97837494144558,219,4
1991,sbs,30420,2,female,49.21150308530616,172,4
1991,sbs,30420,4,total_post,46.758998445563115,391,4
1991,sbs,30420,12,female_male,62.43357499739733,391,4
1991,wai,10110,0,total_pre,121.83075090321358,532,14
1991,wai,10110,1,male,54.938903027784804,200,13
1991,wai,10110,2,female,82.96261751411251,332,14
1991,wai,10110,4,total_post,121.83078299960971,532,14
1991,wai,10110,12,female_male,134.73321407320506,532,14
1991,wai,10112,0,total_pre,53.70204426914242,137,8
1991,wai,10112,1,male,24.410957732243734,59,8
1991,wai,10112,2,female,38.35971642216205,78,8
1991,wai,10112,4,total_post,53.701936538989166,137,8
1991,wai,10112,12,female_male,57.25961311973096,137,8
1991,wai,21720,0,total_pre,160.70696378399646,1278,26
1991,wai,21720,1,male,95.03933971355535,663,26
1991,wai,21720,2,female,76.9290902766511,615,26
1991,wai,21720,4,total_post,160.70697105994918,1278,26
1991,wai,21720,12,female_male,168.65788413082925,1278,26
1991,wai,21740,0,total_pre,207.87296731967643,1864,14
1991,wai,21740,1,male,122.31178289852463,748,14
1991,wai,21740,2,female,180.78888571261467,1105,14
1991,wai,21740,4,total_post,207.87292028024325,1864,14
1991,wai,21740,12,female_male,283.0076102139963,1853,14
1991,wai,21921,0,total_pre,140.91600914256153,2050,15
1991,wai,21921,1,male,82.62659791278529,962,15
1991,wai,21921,2,female,110.92693953920693,1088,15
1991,wai,21921,4,total_post,140.9160101957104,2050,15
1991,wai,21921,12,female_male,175.4883079467836,2050,15
1991,wai,30060,0,total_pre,114.43463954040065,3499,22
1991,wai,30060,1,male,96.96121163343516,1683,20
1991,wai,30060,2,female,83.49811403586696,1734,20
1991,wai,30060,4,total_post,114.43463943898709,3499,22
1991,wai,30060,12,female_male,166.1913232928405,3417,20
1991,wai,30420,0,total_pre,56.027887597497326,1346,12
1991,wai,30420,1,male,49.64814199199835,550,12
1991,wai,30420,2,female,43.02627667905196,796,12
1991,wai,30420,4,total_post,56.02788799008749,1346,12
1991,wai,30420,12,female_male,81.37746751379164,1346,12
1994,ai,10110,0,total_pre,1342.2474692726646,12605,255
1994,ai,10110,1,male,588.7730003293029,4649,217
1994,ai,10110,2,female,1177.6193394896015,7935,240
1994,ai,10110,4,total_post,1342.2474473144034,12605,255
1994,ai,10110,12,female_male,1697.662876447517,12584,254
1994,ai,10112,0,total_pre,266.6163238824237,3749,186
1994,ai,10112,1,male,157.35434235447406,2111,155
1994,ai,10112,2,female,241.043053982634,1638,166
1994,ai,10112,4,total_post,266.6163115492383,3749,186
1994,ai,10112,12,female_male,250.1121758015918,3749,186
1994,ai,21720,0,total_pre,134.54487870608042,10024,282
1994,ai,21720,1,male,118.10934358231219,5153,259
1994,ai,21720,2,female,120.9545458161314,4871,261
1994,ai,21720,4,total_post,134.54494942949907,10024,282
1994,ai,21720,12,female_male,240.08952149837765,10024,282
1994,ai,21740,0,total_pre,253.4308311423128,16441,243
1994,ai,21740,1,male,200.36401754095343,6575,205
1994,ai,21740,2,female,309.744569469349,8923,193
1994,ai,21740,4,total_post,253.43083134216153,16441,243
1994,ai,21740,12,female_male,506.4000487204497,15498,227
1994,ai,21921,0,total_pre,143.26939143542654,6771,120
1994,ai,21921,1,male,105.36794427872682,3117,96
1994,ai,21921,2,female,118.39162917078743,3640,90
1994,ai,21921,4,total_post,143.26939361502622,6771,120
1994,ai,21921,12,female_male,215.78601758499005,6757,117
1994,ai,30060,0,total_pre,418.0357898765928,17696,177
1994,ai,30060,1,male,314.62569467935657,9271,163
1994,ai,30060,2,female,269.85145865749337,8380,162
1994,ai,30060,4,total_post,418.03580377685216,17696,177
1994,ai,30060,12,female_male,566.9718565958045,17651,174
1994,ai,30420,0,total_pre,80.08854402482775,5590,107
1994,ai,30420,1,male,66.71572911248663,2157,86
1994,ai,30420,2,female,53.19545937275007,3431,86
1994,ai,30420,4,total_post,80.08853654403569,5590,107
1994,ai,30420,12,female_male,110.25932872279047,5588,107
1994,cai,10110,0,total_pre,298.0275638644168,2280,71
1994,cai,10110,1,male,148.1366746560853,1008,60
1994,cai,10110,2,female,240.99267965581907,1252,67
1994,cai,10110,4,total_post,298.0276722095117,2280,71
1994,cai,10110,12,female_male,376.9164536912347,2260,70
1994,cai,10112,0,total_pre,82.39838897142758,1186,67
1994,cai,10112,1,male,71.08037551335714,714,55
