region,year,species_code,length,sex,abund
wai,1991,10110,66,2,71795
wai,1991,10110,67,0,5201
wai,1991,10110,67,2,5201
wai,1991,10110,68,0,21664
wai,1991,10110,68,2,21664
wai,1991,10110,72,0,25065
wai,1991,10110,72,2,25065
wai,1991,10110,73,0,10832
wai,1991,10110,73,2,10832
wai,1991,10112,24,0,7719
wai,1991,10112,24,1,7719
wai,1991,10112,27,0,9526
wai,1991,10112,27,1,9526
wai,1991,10112,29,0,27253
wai,1991,10112,29,1,17726
wai,1991,10112,29,2,9526
wai,1991,10112,30,0,16400
wai,1991,10112,30,1,16400
wai,1991,10112,31,0,17245
wai,1991,10112,31,1,17245
wai,1991,10112,32,0,8200
wai,1991,10112,32,1,8200
wai,1991,10112,33,0,19053
wai,1991,10112,33,1,9526
wai,1991,10112,33,2,9526
wai,1991,10112,34,0,72321
wai,1991,10112,34,1,65480
wai,1991,10112,34,2,6841
wai,1991,10112,35,0,25824
wai,1991,10112,35,1,9906
wai,1991,10112,35,2,15918
wai,1991,10112,36,0,38946
wai,1991,10112,36,1,11624
wai,1991,10112,36,2,27322
wai,1991,10112,37,0,103413
wai,1991,10112,37,1,79295
wai,1991,10112,37,2,24118
wai,1991,10112,38,0,84127
wai,1991,10112,38,1,11404
wai,1991,10112,38,2,72723
wai,1991,10112,39,0,119380
wai,1991,10112,39,1,81703
wai,1991,10112,39,2,37677
wai,1991,10112,40,0,104681
wai,1991,10112,40,1,85249
wai,1991,10112,40,2,19432
wai,1991,10112,41,0,29350
wai,1991,10112,41,1,3424
wai,1991,10112,41,2,25926
wai,1991,10112,42,0,129536
wai,1991,10112,42,1,70079
wai,1991,10112,42,2,59457
wai,1991,10112,43,0,24086
wai,1991,10112,43,2,24086
wai,1991,10112,44,0,26652
wai,1991,10112,44,2,26652
wai,1991,10112,45,0,29028
wai,1991,10112,45,2,29028
wai,1991,10112,46,0,9526
wai,1991,10112,46,2,9526
wai,1991,10112,47,0,19811
wai,1991,10112,47,2,19811
wai,1991,10112,48,0,50647
wai,1991,10112,48,1,11404
wai,1991,10112,48,2,39243
wai,1991,10112,49,0,20930
wai,1991,10112,49,2,20930
wai,1991,10112,50,0,13330
wai,1991,10112,50,1,3424
wai,1991,10112,50,2,9906
wai,1991,10112,51,0,9906
wai,1991,10112,51,2,9906
wai,1991,10112,52,0,9906
wai,1991,10112,52,2,9906
wai,1991,10112,54,0,11404
wai,1991,10112,54,2,11404
wai,1991,10112,55,0,11404
wai,1991,10112,55,2,11404
wai,1991,10112,56,0,3424
wai,1991,10112,56,2,3424
wai,1991,10112,62,0,24996
wai,1991,10112,62,2,24996
wai,1991,10112,63,0,14725
wai,1991,10112,63,1,14725
wai,1991,10112,65,0,21573
wai,1991,10112,65,2,21573
wai,1991,10112,67,0,14725
wai,1991,10112,67,1,14725
wai,1991,10112,71,0,3424
wai,1991,10112,71,2,3424
wai,1991,10112,74,0,14725
wai,1991,10112,74,2,14725
wai,1991,10112,75,0,3424
wai,1991,10112,75,2,3424
wai,1991,10112,76,0,6848
wai,1991,10112,76,2,6848
wai,1991,10112,77,0,14725
wai,1991,10112,77,2,14725
wai,1991,10112,78,0,18149
wai,1991,10112,78,2,18149
wai,1991,10112,80,0,6848
wai,1991,10112,80,2,6848
wai,1991,10112,82,0,3424
wai,1991,10112,82,2,3424
wai,1991,21720,24,0,4628
wai,1991,21720,24,2,4628
wai,1991,21720,26,0,6676
wai,1991,21720,26,1,6676
wai,1991,21720,27,0,32849
wai,1991,21720,27,1,32849
wai,1991,21720,28,0,39525
wai,1991,21720,28,1,6676
wai,1991,21720,28,2,32849
wai,1991,21720,30,0,98547
wai,1991,21720,30,1,98547
wai,1991,21720,31,0,170922
wai,1991,21720,31,1,138073
wai,1991,21720,31,2,32849
wai,1991,21720,32,0,65698
wai,1991,21720,32,1,32849
wai,1991,21720,32,2,32849
wai,1991,21720,33,0,83712
wai,1991,21720,33,1,6676
wai,1991,21720,33,2,77036
wai,1991,21720,34,0,6676
wai,1991,21720,34,2,6676
wai,1991,21720,35,0,52175
wai,1991,21720,35,1,19326
wai,1991,21720,35,2,32849
wai,1991,21720,36,0,133323
wai,1991,21720,36,1,57539
wai,1991,21720,36,2,75783
wai,1991,21720,37,0,202289
wai,1991,21720,37,1,144750
wai,1991,21720,37,2,57539
wai,1991,21720,38,0,67795
wai,1991,21720,38,2,67795
wai,1991,21720,39,0,199724
wai,1991,21720,39,1,94500
wai,1991,21720,39,2,105223
wai,1991,21720,40,0,165393
wai,1991,21720,40,1,64216
wai,1991,21720,40,2,101177
wai,1991,21720,41,0,86407
wai,1991,21720,41,1,35544
wai,1991,21720,41,2,50863
wai,1991,21720,42,0,125896
wai,1991,21720,42,1,105757
wai,1991,21720,42,2,20139
wai,1991,21720,43,0,141181
wai,1991,21720,43,1,50863
wai,1991,21720,43,2,90318
wai,1991,21720,44,0,156514
wai,1991,21720,44,1,140549
wai,1991,21720,44,2,15966
wai,1991,21720,45,0,56635
wai,1991,21720,45,1,31977
wai,1991,21720,45,2,24657
wai,1991,21720,46,0,74905
wai,1991,21720,46,1,15966
wai,1991,21720,46,2,58940
wai,1991,21720,47,0,149504
wai,1991,21720,47,1,127389
wai,1991,21720,47,2,22114
wai,1991,21720,48,0,146525
wai,1991,21720,48,1,121270
wai,1991,21720,48,2,25255
wai,1991,21720,49,0,133367
wai,1991,21720,49,1,56591
wai,1991,21720,49,2,76776
wai,1991,21720,50,0,88072
wai,1991,21720,50,1,47366
wai,1991,21720,50,2,40707
wai,1991,21720,51,0,199213
wai,1991,21720,51,1,95759
wai,1991,21720,51,2,103454
wai,1991,21720,52,0,184321
wai,1991,21720,52,1,116656
wai,1991,21720,52,2,67665
wai,1991,21720,53,0,144684
wai,1991,21720,53,1,106701
wai,1991,21720,53,2,37983
wai,1991,21720,54,0,185069
wai,1991,21720,54,1,38546
wai,1991,21720,54,2,146523
wai,1991,21720,55,0,186893
wai,1991,21720,55,1,127693
wai,1991,21720,55,2,59200
wai,1991,21720,56,0,328085
wai,1991,21720,56,1,193995
wai,1991,21720,56,2,134090
wai,1991,21720,57,0,232178
wai,1991,21720,57,1,127151
wai,1991,21720,57,2,105027
wai,1991,21720,58,0,220978
wai,1991,21720,58,1,158231
wai,1991,21720,58,2,62745
wai,1991,21720,59,0,482237
wai,1991,21720,59,1,134001
wai,1991,21720,59,2,348236
wai,1991,21720,60,0,331048
wai,1991,21720,60,1,100029
wai,1991,21720,60,2,231019
wai,1991,21720,61,0,444129
wai,1991,21720,61,1,200288
wai,1991,21720,61,2,243842
wai,1991,21720,62,0,561229
wai,1991,21720,62,1,439177
wai,1991,21720,62,2,122051
wai,1991,21720,63,0,601969
wai,1991,21720,63,1,266099
wai,1991,21720,63,2,335870
wai,1991,21720,64,0,323207
wai,1991,21720,64,1,221593
wai,1991,21720,64,2,101615
wai,1991,21720,65,0,369131
wai,1991,21720,65,1,219421
wai,1991,21720,65,2,149709
wai,1991,21720,66,0,810133
wai,1991,21720,66,1,288583
wai,1991,21720,66,2,521549
wai,1991,21720,67,0,589951
wai,1991,21720,67,1,433049
wai,1991,21720,67,2,156903
wai,1991,21720,68,0,717293
wai,1991,21720,68,1,327841
wai,1991,21720,68,2,389453
wai,1991,21720,69,0,611260
wai,1991,21720,69,1,338912
wai,1991,21720,69,2,272348
wai,1991,21720,70,0,768937
wai,1991,21720,70,1,282939
wai,1991,21720,70,2,485998
wai,1991,21720,71,0,440627
wai,1991,21720,71,1,227903
wai,1991,21720,71,2,212724
wai,1991,21720,72,0,590986
wai,1991,21720,72,1,336135
wai,1991,21720,72,2,254850
wai,1991,21720,73,0,598937
wai,1991,21720,73,1,198992
wai,1991,21720,73,2,399946
wai,1991,21720,74,0,503798
wai,1991,21720,74,1,218983
wai,1991,21720,74,2,284817
wai,1991,21720,75,0,379594
wai,1991,21720,75,1,195211
wai,1991,21720,75,2,184383
wai,1991,21720,76,0,334851
wai,1991,21720,76,1,215016
wai,1991,21720,76,2,119835
wai,1991,21720,77,0,257627
wai,1991,21720,77,1,86292
wai,1991,21720,77,2,171336
wai,1991,21720,78,0,516828
wai,1991,21720,78,1,188725
wai,1991,21720,78,2,328103
wai,1991,21720,79,0,467113
wai,1991,21720,79,1,407683
wai,1991,21720,79,2,59430
wai,1991,21720,80,0,375285
wai,1991,21720,80,1,346886
wai,1991,21720,80,2,28399
wai,1991,21720,81,0,456637
wai,1991,21720,81,1,308925
wai,1991,21720,81,2,147711
wai,1991,21720,82,0,367496
wai,1991,21720,82,1,287872
wai,1991,21720,82,2,79623
wai,1991,21720,83,0,269463
wai,1991,21720,83,1,125841
wai,1991,21720,83,2,143622
wai,1991,21720,84,0,386519
wai,1991,21720,84,1,119589
wai,1991,21720,84,2,266928
wai,1991,21720,85,0,160014
wai,1991,21720,85,1,133856
wai,1991,21720,85,2,26158
wai,1991,21720,86,0,313597
wai,1991,21720,86,1,184232
wai,1991,21720,86,2,129365
wai,1991,21720,87,0,256548
wai,1991,21720,87,1,68857
wai,1991,21720,87,2,187691
wai,1991,21720,88,0,82210
wai,1991,21720,88,2,82210
wai,1991,21720,89,0,190572
wai,1991,21720,89,1,177637
wai,1991,21720,89,2,12935
wai,1991,21720,90,0,81266
wai,1991,21720,90,1,56457
wai,1991,21720,90,2,24809
wai,1991,21720,91,0,293740
wai,1991,21720,91,1,126466
wai,1991,21720,91,2,167274
wai,1991,21720,92,0,185148
wai,1991,21720,92,1,112913
wai,1991,21720,92,2,72235
wai,1991,21720,93,0,119589
wai,1991,21720,93,1,6676
wai,1991,21720,93,2,112913
wai,1991,21720,94,0,64724
wai,1991,21720,94,1,4133
wai,1991,21720,94,2,60590
wai,1991,21720,95,0,36982
wai,1991,21720,95,2,36982
wai,1991,21720,96,0,12208
wai,1991,21720,96,2,12208
wai,1991,21720,97,0,64724
wai,1991,21720,97,2,64724
wai,1991,21720,98,0,8267
wai,1991,21720,98,1,4133
wai,1991,21720,98,2,4133
wai,1991,21720,99,0,36982
wai,1991,21720,99,2,36982
wai,1991,21720,100,0,4133
wai,1991,21720,100,2,4133
wai,1991,21720,101,0,8267
wai,1991,21720,101,2,8267
wai,1991,21720,102,0,4133
wai,1991,21720,102,2,4133
wai,1991,21720,106,0,4133
wai,1991,21720,106,2,4133
wai,1991,21720,115,0,8468
wai,1991,21720,115,2,8468
wai,1991,21740,7,0,7896
wai,1991,21740,7,3,7896
wai,1991,21740,16,0,23687
wai,1991,21740,16,1,7896
wai,1991,21740,16,2,15791
wai,1991,21740,17,0,73055
wai,1991,21740,17,1,31104
wai,1991,21740,17,2,26159
wai,1991,21740,17,3,15791
wai,1991,21740,18,0,156477
wai,1991,21740,18,1,67631
wai,1991,21740,18,2,65159
wai,1991,21740,18,3,23687
wai,1991,21740,19,0,264066
wai,1991,21740,19,1,115005
wai,1991,21740,19,2,125373
wai,1991,21740,19,3,23687
wai,1991,21740,20,0,369182
wai,1991,21740,20,1,188539
wai,1991,21740,20,2,172748
wai,1991,21740,20,3,7896
wai,1991,21740,21,0,502930
wai,1991,21740,21,1,230969
wai,1991,21740,21,2,271962
wai,1991,21740,22,0,330183
wai,1991,21740,22,1,154484
wai,1991,21740,22,2,167803
wai,1991,21740,22,3,7896
wai,1991,21740,23,0,138693
wai,1991,21740,23,1,78478
wai,1991,21740,23,2,60214
wai,1991,21740,24,0,10368
wai,1991,21740,24,1,10368
wai,1991,21740,25,0,23687
wai,1991,21740,25,1,15791
wai,1991,21740,25,2,7896
wai,1991,21740,26,0,39478
wai,1991,21740,26,1,15791
wai,1991,21740,26,2,23687
wai,1991,21740,27,0,52319
wai,1991,21740,27,1,26159
wai,1991,21740,27,2,26159
wai,1991,21740,28,0,72697
wai,1991,21740,28,1,30746
wai,1991,21740,28,2,41951
wai,1991,21740,29,0,170716
wai,1991,21740,29,1,98019
wai,1991,21740,29,2,72697
wai,1991,21740,30,0,145751
wai,1991,21740,30,1,80950
wai,1991,21740,30,2,64801
wai,1991,21740,31,0,141247
wai,1991,21740,31,1,51124
wai,1991,21740,31,2,90123
wai,1991,21740,32,0,160827
wai,1991,21740,32,1,71502
wai,1991,21740,32,2,89325
wai,1991,21740,33,0,18264
wai,1991,21740,33,1,7896
wai,1991,21740,33,2,10368
wai,1991,21740,34,0,18264
wai,1991,21740,34,1,18264
wai,1991,21740,37,0,13169
wai,1991,21740,37,1,13169
wai,1991,21740,38,0,12482
wai,1991,21740,38,2,12482
wai,1991,21740,39,0,17069
wai,1991,21740,39,1,12482
wai,1991,21740,39,2,4586
wai,1991,21740,40,0,26963
wai,1991,21740,40,1,22377
wai,1991,21740,40,2,4586
wai,1991,21740,41,0,45410
wai,1991,21740,41,1,34859
wai,1991,21740,41,2,10550
wai,1991,21740,42,0,78971
wai,1991,21740,42,1,63834
wai,1991,21740,42,2,15137
wai,1991,21740,43,0,248077
wai,1991,21740,43,1,199173
wai,1991,21740,43,2,48905
wai,1991,21740,44,0,482840
wai,1991,21740,44,1,264337
wai,1991,21740,44,2,218505
wai,1991,21740,45,0,688735
wai,1991,21740,45,1,485523
wai,1991,21740,45,2,203211
wai,1991,21740,46,0,899304
wai,1991,21740,46,1,646800
wai,1991,21740,46,2,252503
wai,1991,21740,47,0,1244208
wai,1991,21740,47,1,776236
wai,1991,21740,47,2,467973
wai,1991,21740,48,0,1148031
wai,1991,21740,48,1,553264
wai,1991,21740,48,2,594767
wai,1991,21740,49,0,1765393
wai,1991,21740,49,1,897379
wai,1991,21740,49,2,868012
wai,1991,21740,50,0,1869953
wai,1991,21740,50,1,965542
wai,1991,21740,50,2,904410
wai,1991,21740,51,0,2009393
wai,1991,21740,51,1,915641
wai,1991,21740,51,2,1093753
wai,1991,21740,52,0,2049212
wai,1991,21740,52,1,723960
wai,1991,21740,52,2,1325251
wai,1991,21740,53,0,1975910
wai,1991,21740,53,1,628861
wai,1991,21740,53,2,1347050
wai,1991,21740,54,0,2092977
wai,1991,21740,54,1,630142
wai,1991,21740,54,2,1462837
wai,1991,21740,55,0,1671313
wai,1991,21740,55,1,265873
wai,1991,21740,55,2,1405440
wai,1991,21740,56,0,1134887
wai,1991,21740,56,1,142054
wai,1991,21740,56,2,992833
wai,1991,21740,57,0,1136551
wai,1991,21740,57,1,155513
wai,1991,21740,57,2,981038
wai,1991,21740,58,0,747174
wai,1991,21740,58,1,176472
wai,1991,21740,58,2,570702
wai,1991,21740,59,0,561725
wai,1991,21740,59,2,561725
wai,1991,21740,60,0,490924
wai,1991,21740,60,1,22377
wai,1991,21740,60,2,468547
wai,1991,21740,61,0,368224
wai,1991,21740,61,1,44754
wai,1991,21740,61,2,323470
wai,1991,21740,62,0,346270
wai,1991,21740,62,2,346270
wai,1991,21740,63,0,304910
wai,1991,21740,63,2,304910
wai,1991,21740,64,0,86130
wai,1991,21740,64,2,86130
wai,1991,21740,65,0,31045
wai,1991,21740,65,1,2704
wai,1991,21740,65,2,28341
wai,1991,21740,66,0,266310
wai,1991,21740,66,2,266310
wai,1991,21740,67,0,22377
wai,1991,21740,67,2,22377
wai,1991,21740,69,0,72172
wai,1991,21740,69,2,72172
wai,1991,21740,70,0,49795
wai,1991,21740,70,2,49795
wai,1991,21740,82,0,22377
wai,1991,21740,82,2,22377
wai,1991,21921,21,0,1292425
wai,1991,21921,21,1,646213
wai,1991,21921,21,2,646213
wai,1991,21921,22,0,1292425
wai,1991,21921,22,1,646213
wai,1991,21921,22,2,646213
wai,1991,21921,23,0,1314911
wai,1991,21921,23,1,668699
wai,1991,21921,23,2,646213
wai,1991,21921,24,0,7108340
wai,1991,21921,24,1,2584851
wai,1991,21921,24,2,4523489
wai,1991,21921,25,0,5436435
wai,1991,21921,25,1,4523489
wai,1991,21921,25,2,912946
wai,1991,21921,26,0,10865723
wai,1991,21921,26,1,6011458
wai,1991,21921,26,2,4854265
wai,1991,21921,27,0,12996769
wai,1991,21921,27,1,8863845
wai,1991,21921,27,2,4132924
wai,1991,21921,28,0,20745355
wai,1991,21921,28,1,12156193
wai,1991,21921,28,2,8589163
wai,1991,21921,29,0,32339488
wai,1991,21921,29,1,18995827
wai,1991,21921,29,2,13343660
wai,1991,21921,30,0,60888033
wai,1991,21921,30,1,42841974
wai,1991,21921,30,2,18046059
wai,1991,21921,31,0,96079094
wai,1991,21921,31,1,57266913
wai,1991,21921,31,2,38812181
wai,1991,21921,32,0,50478216
wai,1991,21921,32,1,30172851
wai,1991,21921,32,2,20305363
wai,1991,21921,33,0,61921730
wai,1991,21921,33,1,39073529
wai,1991,21921,33,2,22848201
wai,1991,21921,34,0,48973456
wai,1991,21921,34,1,25404663
wai,1991,21921,34,2,23568794
wai,1991,21921,35,0,37789637
wai,1991,21921,35,1,16190169
wai,1991,21921,35,2,21599467
wai,1991,21921,36,0,37638742
wai,1991,21921,36,1,13550089
wai,1991,21921,36,2,24088654
wai,1991,21921,37,0,51728722
wai,1991,21921,37,1,25325205
wai,1991,21921,37,2,26403517
wai,1991,21921,38,0,53924197
wai,1991,21921,38,1,29499109
wai,1991,21921,38,2,24425087
wai,1991,21921,39,0,56329362
wai,1991,21921,39,1,31966039
wai,1991,21921,39,2,24363323
wai,1991,21921,40,0,39031452
wai,1991,21921,40,1,18524154
wai,1991,21921,40,2,20507298
wai,1991,21921,41,0,23171827
wai,1991,21921,41,1,6081801
wai,1991,21921,41,2,17090025
wai,1991,21921,42,0,10159018
wai,1991,21921,42,1,687700
wai,1991,21921,42,2,9471318
wai,1991,21921,43,0,3120072
wai,1991,21921,43,1,1711094
wai,1991,21921,43,2,1408978
wai,1991,21921,44,0,2070942
wai,1991,21921,44,1,1711094
wai,1991,21921,44,2,359848
wai,1991,30060,11,0,310212
wai,1991,30060,11,3,310212
wai,1991,30060,12,0,457617
wai,1991,30060,12,2,91565
wai,1991,30060,12,3,366052
wai,1991,30060,13,0,477731
wai,1991,30060,13,3,477731
wai,1991,30060,14,0,2517892
wai,1991,30060,14,3,2517892
wai,1991,30060,15,0,2148134
wai,1991,30060,15,1,97648
wai,1991,30060,15,2,189213
wai,1991,30060,15,3,1861273
wai,1991,30060,16,0,1174384
wai,1991,30060,16,1,463908
wai,1991,30060,16,2,372343
wai,1991,30060,16,3,338132
wai,1991,30060,17,0,2677228
wai,1991,30060,17,1,1347381
wai,1991,30060,17,2,606019
wai,1991,30060,17,3,723828
wai,1991,30060,18,0,2503440
wai,1991,30060,18,1,955558
wai,1991,30060,18,2,1209749
wai,1991,30060,18,3,338132
wai,1991,30060,19,0,585322
wai,1991,30060,19,1,256862
wai,1991,30060,19,2,18248
wai,1991,30060,19,3,310212
wai,1991,30060,20,0,115569
wai,1991,30060,20,1,12165
wai,1991,30060,20,3,103404
wai,1991,30060,21,0,555350
wai,1991,30060,21,1,408259
wai,1991,30060,21,2,147091
wai,1991,30060,22,0,548703
wai,1991,30060,22,1,380034
wai,1991,30060,22,2,168670
wai,1991,30060,23,0,1523859
wai,1991,30060,23,1,681003
wai,1991,30060,23,2,842857
wai,1991,30060,24,0,2436121
wai,1991,30060,24,1,1886611
wai,1991,30060,24,2,549510
wai,1991,30060,25,0,2427869
wai,1991,30060,25,1,1837626
wai,1991,30060,25,2,590242
wai,1991,30060,26,0,5342023
wai,1991,30060,26,1,2830271
wai,1991,30060,26,2,2511752
wai,1991,30060,27,0,8757503
wai,1991,30060,27,1,5029075
wai,1991,30060,27,2,3728428
wai,1991,30060,28,0,21199358
wai,1991,30060,28,1,10180030
wai,1991,30060,28,2,11019328
wai,1991,30060,29,0,36826089
wai,1991,30060,29,1,20985727
wai,1991,30060,29,2,15840360
wai,1991,30060,30,0,28551124
wai,1991,30060,30,1,15994641
wai,1991,30060,30,2,12556483
wai,1991,30060,31,0,19163818
wai,1991,30060,31,1,9960918
wai,1991,30060,31,2,9202899
wai,1991,30060,32,0,18274701
wai,1991,30060,32,1,11119005
wai,1991,30060,32,2,7155695
wai,1991,30060,33,0,19540592
wai,1991,30060,33,1,12649114
wai,1991,30060,33,2,6891477
wai,1991,30060,34,0,19452920
wai,1991,30060,34,1,11330161
wai,1991,30060,34,2,8122758
wai,1991,30060,35,0,21844336
wai,1991,30060,35,1,12250001
wai,1991,30060,35,2,9594335
wai,1991,30060,36,0,20481986
wai,1991,30060,36,1,8487082
wai,1991,30060,36,2,11994904
wai,1991,30060,37,0,23643145
wai,1991,30060,37,1,7967514
wai,1991,30060,37,2,15675632
wai,1991,30060,38,0,23267351
wai,1991,30060,38,1,6840696
wai,1991,30060,38,2,16426654
wai,1991,30060,39,0,17712037
wai,1991,30060,39,1,4071372
wai,1991,30060,39,2,13640665
wai,1991,30060,40,0,14267520
wai,1991,30060,40,1,867824
wai,1991,30060,40,2,13399696
wai,1991,30060,41,0,8662861
wai,1991,30060,41,1,68709
wai,1991,30060,41,2,8594151
wai,1991,30060,42,0,8488232
wai,1991,30060,42,1,294952
wai,1991,30060,42,2,8193280
wai,1991,30060,43,0,7953113
wai,1991,30060,43,1,260503
wai,1991,30060,43,2,7692610
wai,1991,30060,44,0,5956280
wai,1991,30060,44,2,5956280
wai,1991,30060,45,0,3947668
wai,1991,30060,45,1,177321
wai,1991,30060,45,2,3770347
wai,1991,30060,46,0,973724
wai,1991,30060,46,2,973724
wai,1991,30060,47,0,177321
wai,1991,30060,47,2,177321
wai,1991,30420,10,0,577571
wai,1991,30420,10,1,577571
wai,1991,30420,11,0,283890
wai,1991,30420,11,1,283890
wai,1991,30420,12,0,1145350
wai,1991,30420,12,1,861460
wai,1991,30420,12,2,283890
wai,1991,30420,13,0,1987229
wai,1991,30420,13,1,1703339
wai,1991,30420,13,2,283890
wai,1991,30420,14,0,1155140
wai,1991,30420,14,1,851669
wai,1991,30420,14,2,303471
wai,1991,30420,15,0,1468402
wai,1991,30420,15,1,1164931
wai,1991,30420,15,2,303471
wai,1991,30420,16,0,3465421
wai,1991,30420,16,1,2310281
wai,1991,30420,16,2,1155140
wai,1991,30420,17,0,5423278
wai,1991,30420,17,1,3700358
wai,1991,30420,17,2,1722920
wai,1991,30420,18,0,5531600
wai,1991,30420,18,1,2339653
wai,1991,30420,18,2,3191948
wai,1991,30420,19,0,3499408
wai,1991,30420,19,1,1717118
wai,1991,30420,19,2,1782289
wai,1991,30420,20,0,1961422
wai,1991,30420,20,1,961129
wai,1991,30420,20,2,1000292
wai,1991,30420,21,0,1901653
wai,1991,30420,21,1,333468
wai,1991,30420,21,2,1568184
wai,1991,30420,22,0,1191190
wai,1991,30420,22,1,425097
wai,1991,30420,22,2,766094
wai,1991,30420,23,0,2918261
wai,1991,30420,23,1,1316748
wai,1991,30420,23,2,1601514
wai,1991,30420,24,0,4311363
wai,1991,30420,24,1,2208623
wai,1991,30420,24,2,2102741
wai,1991,30420,25,0,3881838
wai,1991,30420,25,1,2088009
wai,1991,30420,25,2,1793829
wai,1991,30420,26,0,6269075
wai,1991,30420,26,1,2864875
wai,1991,30420,26,2,3404199
wai,1991,30420,27,0,6536953
wai,1991,30420,27,1,3602426
wai,1991,30420,27,2,2934525
wai,1991,30420,28,0,14696651
wai,1991,30420,28,1,10026147
wai,1991,30420,28,2,4670504
wai,1991,30420,29,0,20711254
wai,1991,30420,29,1,13214633
wai,1991,30420,29,2,7496622
wai,1991,30420,30,0,26656903
wai,1991,30420,30,1,10905334
wai,1991,30420,30,2,15751569
wai,1991,30420,31,0,28540116
wai,1991,30420,31,1,13123018
wai,1991,30420,31,2,15417101
wai,1991,30420,32,0,27195956
wai,1991,30420,32,1,9749327
wai,1991,30420,32,2,17446629
wai,1991,30420,33,0,28960962
wai,1991,30420,33,1,10886689
wai,1991,30420,33,2,18074273
wai,1991,30420,34,0,27103568
