year,region,species_code,sex,bias
1991,ai,10110,0,1.4224085218130723e-18
1991,ai,10110,1,-2.191472476300488e-19
1991,ai,10110,2,5.946431915247421e-19
1991,ai,10110,3,0
1991,ai,10110,4,-1.511410192688748e-18
1991,ai,10110,12,4.369576602032123e-6
1991,ai,10112,0,-5.481244316454494e-19
1991,ai,10112,1,-4.0913289527754885e-19
1991,ai,10112,2,-5.741690378233094e-19
1991,ai,10112,4,4.457275597995962e-19
1991,ai,10112,12,-3.9607201314898544e-5
1991,ai,21720,0,3.7918544400874617e-19
1991,ai,21720,1,-6.866613759074861e-20
1991,ai,21720,2,1.1298527902743677e-19
1991,ai,21720,4,4.8361123220077106e-20
1991,ai,21720,12,-9.15332891790477e-7
1991,ai,21740,0,-6.3737332938466875e-19
1991,ai,21740,1,4.487118536582054e-19
1991,ai,21740,2,1.1621292036329e-18
1991,ai,21740,3,3.60743631936086e-18
1991,ai,21740,4,1.1044298249572489e-18
1991,ai,21740,12,-2.206811844376755e-6
1991,ai,21921,0,-2.854501032246992e-18
1991,ai,21921,1,1.8068841674448176e-18
1991,ai,21921,2,1.669501939038226e-18
1991,ai,21921,4,2.2160499482540633e-18
1991,ai,21921,12,-1.7266737787856464e-6
1991,ai,30060,0,-1.3238711778781176e-18
1991,ai,30060,1,-4.0986983169916424e-19
1991,ai,30060,2,-8.286211258218779e-19
1991,ai,30060,3,4.816955366328456e-18
1991,ai,30060,4,-1.0750707441272996e-18
1991,ai,30060,12,-1.2569434831260189e-6
1991,ai,30420,0,1.2303153558868712e-18
1991,ai,30420,1,1.1366635679283515e-20
1991,ai,30420,2,-2.355079477088473e-18
1991,ai,30420,4,2.1277467635028025e-18
1991,ai,30420,12,-5.724829333713637e-6
1991,cai,10110,0,1.607447568771987e-18
1991,cai,10110,1,4.2195976442679094e-19
1991,cai,10110,2,-1.1082955540962933e-18
1991,cai,10110,4,1.1077717849308415e-18
1991,cai,10110,12,-9.461639655439599e-5
1991,cai,10112,0,-6.15547039862738e-19
1991,cai,10112,1,-1.6457632977215861e-18
1991,cai,10112,2,-1.13545536609391e-18
1991,cai,10112,4,-7.134749780227191e-19
1991,cai,10112,12,-1.2131364640638666e-4
1991,cai,21720,0,4.48178921300694e-19
1991,cai,21720,1,4.283267841918042e-19
1991,cai,21720,2,3.368771035937103e-19
1991,cai,21720,4,2.4520618900980304e-19
1991,cai,21720,12,-1.0352616169005887e-5
1991,cai,21740,0,1.112733808603544e-19
1991,cai,21740,1,-1.3022210876048721e-18
1991,cai,21740,2,1.167453410729927e-18
1991,cai,21740,3,-4.956352788505163e-18
1991,cai,21740,4,-1.8212694388681939e-19
1991,cai,21740,12,-6.342933847541499e-6
1991,cai,21921,0,2.259758416911917e-18
1991,cai,21921,1,3.0086610286472748e-18
1991,cai,21921,2,-4.738365050121834e-19
1991,cai,21921,4,-1.4315484240410457e-18
1991,cai,21921,12,-8.376394260505742e-6
1991,cai,30060,0,1.9402701378438505e-18
1991,cai,30060,1,-3.4728350837426314e-18
1991,cai,30060,2,5.421010862427522e-19
1991,cai,30060,3,-1.214306433183765e-17
1991,cai,30060,4,1.9154238380577246e-18
1991,cai,30060,12,-2.2511024610310385e-6
1991,cai,30420,0,3.247766329186489e-19
1991,cai,30420,1,2.9634859381270453e-18
1991,cai,30420,2,-1.6490715043504523e-18
1991,cai,30420,4,1.1655173354219173e-18
1991,cai,30420,12,-6.322053205535296e-5
1991,eai,10110,0,-9.01780854575245e-19
1991,eai,10110,1,8.83228111244289e-19
1991,eai,10110,2,-2.3749190444920576e-19
1991,eai,10110,4,-1.1289470240483983e-18
1991,eai,10110,12,-1.9689712398521946e-5
1991,eai,10112,0,2.0850041778567394e-19
1991,eai,10112,1,-1.6077924899297237e-18
1991,eai,10112,2,-1.858632295689436e-18
1991,eai,10112,4,-9.75781955236954e-19
1991,eai,10112,12,-1.5844704602806708e-4
1991,eai,21720,0,-8.347050460460691e-19
1991,eai,21720,1,-5.805609606045691e-19
1991,eai,21720,2,-1.8538518628301527e-19
1991,eai,21720,4,7.169776715939533e-19
