year,species_code,sex,bias
1991,3005012,0,-1.092135359113447e-18
1991,3005012,1,-3.361026734705064e-19
1991,3005012,2,1.5178830414797062e-18
1991,3005012,4,-1.1529564565943414e-18
1991,3005012,12,-3.1788476381420464e-5
1994,3005012,0,1.1709383462843449e-18
1994,3005012,1,-1.5080266580934743e-18
1994,3005012,2,-2.9468059047041917e-19
1994,3005012,4,5.878785113032513e-19
1994,3005012,12,-2.5285827024328204e-5
1997,3005012,0,-2.55992179614633e-18
1997,3005012,1,-1.3903298447167058e-18
1997,3005012,2,-2.3222911049366932e-18
1997,3005012,4,1.4998130052716145e-18
1997,3005012,12,-3.219998101537756e-5
2000,3005012,0,4.475808968465801e-19
2000,3005012,1,-1.2154476986284866e-18
2000,3005012,2,-1.0046940131699009e-18
2000,3005012,3,5.337610695313253e-19
2000,3005012,4,9.20181843827441e-19
2000,3005012,12,-4.059216004782262e-5
2002,3005012,0,-1.3598663418727762e-18
2002,3005012,1,1.290716872006553e-18
2002,3005012,2,1.6680033422853915e-20
2002,3005012,3,0
2002,3005012,4,1.4371445818265303e-18
2002,3005012,12,-8.665839540910288e-5
2004,3005012,0,-1.6176296413483726e-18
2004,3005012,1,-7.059921123161424e-19
2004,3005012,2,1.9061787032535845e-18
2004,3005012,3,1.0408340855860843e-17
2004,3005012,4,-1.2880321809127794e-18
2004,3005012,12,-2.268827052270511e-5
2006,3005012,0,-6.635317295611287e-19
2006,3005012,1,1.3203173122712364e-18
2006,3005012,2,-1.766456222488578e-18
2006,3005012,4,1.1058862159352145e-19
2006,3005012,12,-6.453523972478618e-5
2010,3005012,0,-8.825405684032007e-19
2010,3005012,1,-7.13164095679354e-19
2010,3005012,2,-1.0936300174636393e-18
2010,3005012,3,-6.938893903907228e-18
2010,3005012,4,-7.155734338404329e-19
2010,3005012,12,-3.005407752157908e-5
2012,3005012,0,9.919296471675891e-19
2012,3005012,1,7.589415207398531e-19
2012,3005012,2,3.923779290899921e-19
2012,3005012,3,-9.25185853854297e-18
2012,3005012,4,1.6470645769247877e-18
2012,3005012,12,-3.776908005050286e-5
2014,3005012,0,-1.0930528024649779e-18
2014,3005012,1,1.5485235376586444e-18
2014,3005012,2,6.920439398843646e-20
2014,3005012,4,4.602327589326223e-19
2014,3005012,12,-1.2014212596731563e-5
2016,3005012,0,1.5355843014386532e-18
2016,3005012,1,1.117932906740609e-18
2016,3005012,2,-4.87890977618477e-19
2016,3005012,3,-1.3877787807814457e-17
2016,3005012,4,1.0023338451753744e-18
2016,3005012,12,-2.6898454479202433e-5
2018,3005012,0,-3.6665746196782514e-19
2018,3005012,1,5.310377987684103e-20
2018,3005012,2,-4.1482517903793214e-19
2018,3005012,3,-6.938893903907228e-18
2018,3005012,4,4.0805427218999895e-19
2018,3005012,12,-1.4575727461048984e-5
2022,3005012,0,1.3349239248727773e-18
2022,3005012,1,-5.348730717595155e-19
2022,3005012,2,-1.6521175961683876e-18
2022,3005012,3,0
2022,3005012,4,-1.8815425201675526e-18
2022,3005012,12,-2.1080575801489308e-5
