year,species_code,sex,bias
1991,10110,0,-8.997259819431947e-19
1991,10110,1,-9.57327450173371e-19
1991,10110,2,-2.168404344971009e-20
1991,10110,3,0
1991,10110,4,9.71736424742605e-19
1991,10110,12,-9.693827957180435e-6
1991,10112,0,2.124450202843218e-19
1991,10112,1,-1.75927144969346e-19
1991,10112,2,3.2377544329019173e-19
1991,10112,4,2.270964009935854e-19
1991,10112,12,-6.323000936722758e-5
1991,21720,0,-6.112903038289983e-19
1991,21720,1,-1.864225402134798e-19
1991,21720,2,4.037226510702602e-19
1991,21720,4,6.155700492467041e-19
1991,21720,12,-1.1874222992737843e-6
1991,21740,0,-8.091060988697795e-20
1991,21740,1,-2.66368761012916e-19
1991,21740,2,2.6469779601696886e-19
1991,21740,3,5.736415130786941e-18
1991,21740,4,-6.6629887241926335e-19
1991,21740,12,-4.07630971723453e-6
1991,21921,0,1.3685934845261358e-18
1991,21921,1,-2.312530258765356e-18
1991,21921,2,-3.045930478326464e-18
1991,21921,4,3.043918775076735e-18
1991,21921,12,-1.6440882214330166e-6
1991,30060,0,7.386333893459268e-19
1991,30060,1,2.2678836588874305e-18
1991,30060,2,2.6069445082415644e-18
1991,30060,3,-3.392003939633221e-18
1991,30060,4,-9.411982197807663e-19
1991,30060,12,-3.1929036904353415e-6
1991,30420,0,-1.5886102925754403e-18
1991,30420,1,1.5668470105596967e-18
1991,30420,2,-1.020374141363374e-18
1991,30420,4,1.3018896399298596e-18
1991,30420,12,-1.726398689459081e-6
1994,10110,0,-1.3036417217796595e-18
1994,10110,1,9.956958726907694e-20
1994,10110,2,-8.135280884517969e-19
1994,10110,3,-3.0357660829594124e-18
1994,10110,4,1.522338666846085e-20
1994,10110,12,-2.439494527397504e-6
1994,10112,0,9.846980915238414e-19
1994,10112,1,1.17205993473864e-18
1994,10112,2,-9.579594537714388e-19
1994,10112,4,-3.9302328752599536e-19
1994,10112,12,-9.947761626043796e-6
1994,21720,0,1.916518991767306e-19
1994,21720,1,-2.3828619175505594e-19
1994,21720,2,3.1198470677644106e-19
1994,21720,4,-3.4278311109895243e-19
1994,21720,12,-7.49615257613372e-6
1994,21740,0,-2.1988484277129028e-19
1994,21740,1,-9.268179861569635e-19
1994,21740,2,1.0109587352817502e-18
1994,21740,3,5.169321072386245e-19
1994,21740,4,1.0390761853245363e-18
1994,21740,12,-2.9404109500387183e-6
1994,21921,0,1.0241315115775237e-18
1994,21921,1,7.284483346386983e-19
1994,21921,2,1.1896921135922022e-18
1994,21921,3,-2.6815933732808144e-17
1994,21921,4,1.9046794922042647e-20
1994,21921,12,-5.825752464239214e-6
1994,30060,0,-3.054589037342841e-19
1994,30060,1,1.5348237004247922e-18
