year,species_code,sex,age,agepop,mean_length,sd_length
1997,21740,1,2,1494694,31.05,1.92
1997,21740,1,3,2380764,37.74,4.75
1997,21740,1,4,4875709,44.73,3.13
1997,21740,1,5,7514538,48.49,3.82
1997,21740,1,6,4217698,48.18,2.76
1997,21740,1,7,3848081,51.81,3.34
1997,21740,1,8,10296495,52.82,2.78
1997,21740,1,9,6206166,53.49,2.36
1997,21740,1,10,1656163,53.83,2.73
1997,21740,1,11,3185733,54.6,3.22
1997,21740,1,12,2619553,55.46,2.08
1997,21740,1,13,3056848,55.87,2.68
1997,21740,1,14,1567620,55.41,2.92
1997,21740,1,15,933566,56.67,2.78
1997,21740,1,16,731258,54.86,0.99
1997,21740,1,17,316528,52,0
1997,21740,1,18,401781,55.14,4.59
1997,21740,1,19,16354,67,0
1997,21740,2,1,1689302,18.53,1.9
1997,21740,2,2,1753265,30.95,2.36
1997,21740,2,3,2053421,37.48,4.48
1997,21740,2,4,7331298,46.64,2.76
1997,21740,2,5,9805334,50.38,3.72
1997,21740,2,6,10440541,52.45,3.72
1997,21740,2,7,7752900,54.33,3.85
1997,21740,2,8,13008804,56.33,3.32
1997,21740,2,9,10910320,56.74,2.68
1997,21740,2,10,5505068,56.51,3.37
1997,21740,2,11,6304246,58.06,3.84
1997,21740,2,12,3699388,59.16,4.51
1997,21740,2,13,2215669,60.88,3.27
1997,21740,2,14,1044301,62.22,3.38
1997,21740,2,15,2396006,60.21,3.07
1997,21740,2,16,409596,63.57,1.4
1997,21740,2,17,54274,66,0
1997,21740,2,18,367681,64.65,1.9
1997,21740,2,20,738639,58.1,1.44
1997,21740,3,1,97269,16.98,1.64
1997,21740,3,2,10213,32.32,2.54
1997,21740,3,3,17873,36.36,3.25
1997,21740,3,4,44579,46.84,3.08
1997,21740,3,5,49136,49.4,3.58
1997,21740,3,6,48411,50.66,2.9
1997,21740,3,7,34265,52.12,3.17
1997,21740,3,8,56873,53.79,3.01
1997,21740,3,9,36390,54.74,2.65
1997,21740,3,10,13719,54.54,2.65
1997,21740,3,11,24355,55.31,3.51
1997,21740,3,12,14824,55.22,2.94
1997,21740,3,13,10312,55.93,2.2
1997,21740,3,14,5703,56.56,3.24
1997,21740,3,15,4971,57.89,2.65
1997,21740,3,16,3492,57.72,3.79
1997,21740,3,17,1506,52,0
1997,21740,3,18,1219,57.71,4.99
1997,21740,3,20,872,58.25,1.48
1997,21921,1,2,10787841,26,1.71
1997,21921,1,3,113262671,32.41,2.17
1997,21921,1,4,61236259,36.32,2.34
1997,21921,1,5,47017273,37.09,2.87
1997,21921,1,6,19735499,37.12,4.6
1997,21921,1,7,8303469,40.53,1.76
1997,21921,1,8,10005852,41.78,1.93
1997,21921,1,9,16038433,39.34,3.5
1997,21921,1,10,740453,43,0
1997,21921,1,11,836917,41,0
1997,21921,1,13,2247760,35,0
1997,21921,2,2,9932201,26.18,1.95
1997,21921,2,3,86561364,32.63,2.29
1997,21921,2,4,51068088,36.76,1.69
1997,21921,2,5,68471025,37.26,3.56
1997,21921,2,6,29539499,39.31,4.14
1997,21921,2,7,12968773,40.06,4.65
1997,21921,2,8,19360382,42.66,3.39
1997,21921,2,9,24233903,42.3,3.73
1997,21921,2,10,2762568,49,0
1997,21921,2,11,5741530,42.07,3.63
1997,21921,2,12,2069627,41.65,0.94
1997,21921,2,13,4602231,43.31,0.87
1997,30060,1,2,7298426,14.77,1.56
1997,30060,1,3,9982846,19.17,1.63
1997,30060,1,4,5858163,21.74,2.75
1997,30060,1,5,9139761,25.92,2.65
1997,30060,1,6,8445294,27.94,2.63
1997,30060,1,7,27029732,29.72,2.21
1997,30060,1,8,34453109,30.48,1.38
1997,30060,1,9,68925718,33.48,2.36
1997,30060,1,10,52652571,33.6,1.86
1997,30060,1,11,62472888,34.48,1.9
1997,30060,1,12,37064095,34.84,1.38
1997,30060,1,13,45054680,35.47,1.28
1997,30060,1,14,14964759,37.49,1.02
1997,30060,1,15,13326433,36.47,1.89
1997,30060,1,16,5880195,38,1.17
1997,30060,1,17,16256536,36.78,1.33
1997,30060,1,18,6978937,37.13,1.5
1997,30060,1,19,1553807,39.62,1.16
1997,30060,1,20,6405914,38.06,1.98
1997,30060,1,21,8087625,37.1,1.05
1997,30060,1,22,2290371,37.26,1.11
1997,30060,1,23,2680301,39.47,0.88
1997,30060,1,26,3458004,35.76,3.49
1997,30060,1,27,1826488,38.82,1.58
1997,30060,1,28,118513,42,0
1997,30060,1,29,942103,40.73,0.99
1997,30060,1,30,1129717,39.36,0.77
1997,30060,1,31,539897,40,0
1997,30060,1,32,1975224,39.18,0.71
1997,30060,1,34,1424282,38,0
1997,30060,1,35,201362,41,0
1997,30060,1,38,201362,41,0
1997,30060,1,41,960257,39.2,1.08
1997,30060,1,44,539897,40,0
1997,30060,1,47,1424282,38,0
1997,30060,1,50,1046869,39.34,0.95
1997,30060,1,52,1462749,38.21,1.28
1997,30060,1,53,85554,44,0
1997,30060,1,54,521237,41.23,0.42
1997,30060,1,55,319357,42.26,0.44
1997,30060,1,57,118513,42,0
1997,30060,1,60,539897,40,0
1997,30060,1,63,625451,40.55,1.37
1997,30060,1,64,928356,39,0
1997,30060,1,66,928356,39,0
1997,30060,1,67,201362,41,0
1997,30060,1,69,1964180,38.55,0.89
1997,30060,1,72,118513,42,0
1997,30060,1,75,201362,41,0
1997,30060,1,78,118513,42,0
1997,30060,2,2,3133555,14.23,0.83
1997,30060,2,3,6804291,18.88,1.81
1997,30060,2,4,3107442,21.3,2.45
1997,30060,2,5,3814492,25.89,1.65
1997,30060,2,6,10772609,28.9,2.79
1997,30060,2,7,15087516,29.77,2.09
1997,30060,2,8,44680918,32.47,2.82
1997,30060,2,9,61583167,32.46,1.85
1997,30060,2,10,33013851,34.44,1.78
1997,30060,2,11,53715301,36.14,1.96
1997,30060,2,12,33039326,36.36,2.28
1997,30060,2,13,46693414,37.88,1.84
1997,30060,2,14,16584140,37.51,2
