year,species_code,sex,length,age,caal
1991,21720,1,19,1,1
1991,21720,1,20,1,1
1991,21720,1,21,1,1
1991,21720,1,22,1,1
1991,21720,1,23,1,1
1991,21720,1,24,1,1
1991,21720,1,26,1,1
1991,21720,1,27,1,1
1991,21720,1,30,2,1
1991,21720,1,31,2,1
1991,21720,1,32,2,1
1991,21720,1,33,2,1
1991,21720,1,34,2,0.9230769230769231
1991,21720,1,34,3,0.07692307692307693
1991,21720,1,35,2,1
1991,21720,1,36,2,0.8181818181818182
1991,21720,1,36,3,0.18181818181818182
1991,21720,1,37,2,0.8571428571428571
1991,21720,1,37,3,0.14285714285714285
1991,21720,1,38,2,0.8666666666666667
1991,21720,1,38,3,0.13333333333333333
1991,21720,1,39,2,0.9333333333333333
1991,21720,1,39,3,0.06666666666666667
1991,21720,1,40,2,0.6363636363636364
1991,21720,1,40,3,0.36363636363636365
1991,21720,1,41,2,0.8
1991,21720,1,41,3,0.2
1991,21720,1,42,2,0.375
1991,21720,1,42,3,0.625
1991,21720,1,43,2,0.5
1991,21720,1,43,3,0.5
1991,21720,1,44,1,0.1111111111111111
1991,21720,1,44,2,0.4444444444444444
1991,21720,1,44,3,0.3333333333333333
1991,21720,1,44,4,0.1111111111111111
1991,21720,1,45,2,0.16666666666666666
1991,21720,1,45,3,0.6666666666666666
1991,21720,1,45,4,0.16666666666666666
1991,21720,1,46,3,1
1991,21720,1,47,3,1
1991,21720,1,48,2,0.14285714285714285
1991,21720,1,48,3,0.5714285714285714
1991,21720,1,48,4,0.2857142857142857
1991,21720,1,49,3,0.8
1991,21720,1,49,4,0.2
1991,21720,1,50,3,0.3333333333333333
1991,21720,1,50,4,0.6666666666666666
1991,21720,1,51,3,0.6666666666666666
1991,21720,1,51,4,0.3333333333333333
1991,21720,1,52,3,1
1991,21720,1,53,3,0.3333333333333333
1991,21720,1,53,4,0.5
1991,21720,1,53,5,0.16666666666666666
1991,21720,1,54,3,0.42857142857142855
1991,21720,1,54,4,0.5714285714285714
1991,21720,1,55,3,0.375
1991,21720,1,55,4,0.625
1991,21720,1,56,4,0.875
1991,21720,1,56,5,0.125
1991,21720,1,57,3,0.21428571428571427
1991,21720,1,57,4,0.6428571428571429
1991,21720,1,57,5,0.14285714285714285
1991,21720,1,58,3,0.2857142857142857
1991,21720,1,58,4,0.42857142857142855
1991,21720,1,58,5,0.2857142857142857
1991,21720,1,59,3,0.14285714285714285
1991,21720,1,59,4,0.42857142857142855
1991,21720,1,59,5,0.42857142857142855
1991,21720,1,60,3,0.2
1991,21720,1,60,4,0.5333333333333333
1991,21720,1,60,5,0.2
1991,21720,1,60,6,0.06666666666666667
1991,21720,1,61,3,0.1111111111111111
1991,21720,1,61,4,0.6666666666666666
1991,21720,1,61,5,0.2222222222222222
1991,21720,1,62,4,0.7
1991,21720,1,62,5,0.3
1991,21720,1,63,4,0.7777777777777778
1991,21720,1,63,5,0.2222222222222222
1991,21720,1,64,4,0.5384615384615384
1991,21720,1,64,5,0.38461538461538464
1991,21720,1,64,6,0.07692307692307693
1991,21720,1,65,4,0.5714285714285714
1991,21720,1,65,5,0.42857142857142855
1991,21720,1,66,3,0.1
1991,21720,1,66,4,0.1
1991,21720,1,66,5,0.6
1991,21720,1,66,6,0.2
1991,21720,1,67,4,0.25
