year,species_code,sex,age,agepop,mean_length,sd_length
2000,3005012,2,24,302052,41.84,3.38
2000,3005012,2,25,329917,41.98,3.94
2000,3005012,2,26,47628,40.5,0.5
2000,3005012,2,27,301561,44.15,3.31
2000,3005012,2,28,47628,40.5,0.5
2000,3005012,2,29,198649,44.48,2.89
2000,3005012,2,30,342598,45.06,2.62
2000,3005012,2,31,161556,46.82,3.47
2000,3005012,2,32,298838,44.46,3.28
2000,3005012,2,33,209763,45.49,3.87
2000,3005012,2,34,102394,45.61,3.99
2000,3005012,2,35,297944,45.7,2.88
2000,3005012,2,36,123482,44.46,1.73
2000,3005012,2,37,194761,45.97,2.98
2000,3005012,2,38,117356,46.8,2.83
2000,3005012,2,39,229363,45.21,3.39
2000,3005012,2,40,130775,43.87,1.89
2000,3005012,2,41,125343,45.91,2.97
2000,3005012,2,42,15237,52.56,1.5
2000,3005012,2,43,68810,44.02,1.41
2000,3005012,2,44,113078,44.87,2.55
2000,3005012,2,45,139738,46.88,2.94
2000,3005012,2,46,143157,46.72,2.76
2000,3005012,2,49,22545,42,0
2000,3005012,2,53,37850,47.62,1.83
2000,3005012,2,60,11163,52,0
2000,3005012,3,13,1165,38.08,1.5
2000,3005012,3,14,1669,40.83,1.46
2000,3005012,3,15,2604,39.91,1.66
2000,3005012,3,16,7267,39.82,2.02
2000,3005012,3,17,3922,40.74,2.3
2000,3005012,3,18,3694,39.49,1.86
2000,3005012,3,19,5286,40.98,3.37
2000,3005012,3,20,6786,42.86,2.15
2000,3005012,3,21,11952,42.5,2.36
2000,3005012,3,22,4795,41.42,2.67
2000,3005012,3,23,16051,42.42,1.71
2000,3005012,3,24,19397,42.13,2.43
2000,3005012,3,25,15025,42.5,2.54
2000,3005012,3,26,8988,43.13,1.58
2000,3005012,3,27,13202,42.39,2.57
2000,3005012,3,28,9416,42.49,1.89
2000,3005012,3,29,9702,44.07,2.49
2000,3005012,3,30,11861,44.82,1.6
2000,3005012,3,31,10054,43.38,2.47
2000,3005012,3,32,11406,43.77,2.32
2000,3005012,3,33,7257,43.22,3.06
2000,3005012,3,34,4542,43.96,1.76
2000,3005012,3,35,9224,42.93,2.43
2000,3005012,3,36,3410,44.2,2.18
2000,3005012,3,37,6531,44,1.47
2000,3005012,3,38,3989,43.11,2.89
2000,3005012,3,39,5301,43.9,2.39
2000,3005012,3,40,12621,43.57,1.89
2000,3005012,3,41,7090,42.97,1.5
2000,3005012,3,42,2852,45.45,1.01
2000,3005012,3,43,2204,43.81,1.76
2000,3005012,3,44,6630,42.45,2.27
2000,3005012,3,45,3618,43.29,2.25
2000,3005012,3,46,4557,43.63,1.6
2000,3005012,3,47,208,49,0
2000,3005012,3,48,218,48,0
2000,3005012,3,49,1368,41.49,0.87
2000,3005012,3,53,208,47,0
2002,3005012,1,2,7493,12,0
2002,3005012,1,3,27814,13.54,1.83
2002,3005012,1,4,25913,18.01,2.93
2002,3005012,1,5,35924,20.94,2.2
2002,3005012,1,6,33391,29.65,2.7
2002,3005012,1,7,6623,31.68,2.2
2002,3005012,1,8,24647,33.2,2.99
2002,3005012,1,9,12315,37,0
2002,3005012,1,10,12315,37,0
2002,3005012,1,12,5951,26,0
2002,3005012,1,14,13410,34,0
2002,3005012,1,15,71741,38.83,5.01
2002,3005012,1,16,42101,40.54,2.27
2002,3005012,1,17,57585,36.48,4.86
2002,3005012,1,18,111674,37.88,4.32
2002,3005012,1,19,79520,37.94,2.25
2002,3005012,1,20,149157,40.98,4.32
2002,3005012,1,21,112966,38.34,7.07
2002,3005012,1,22,192712,42.51,4.61
2002,3005012,1,23,106638,44.38,3.61
2002,3005012,1,24,218397,44.2,3.35
2002,3005012,1,25,53400,42.04,3.78
2002,3005012,1,26,173943,39.99,3.72
2002,3005012,1,27,162240,43.47,3.23
2002,3005012,1,28,132166,42.09,3.2
2002,3005012,1,29,155485,44.19,1.99
2002,3005012,1,30,199079,46.01,3.45
2002,3005012,1,31,99964,44.83,4.12
2002,3005012,1,32,224876,46.09,2.33
2002,3005012,1,33,118870,46.35,1.59
2002,3005012,1,34,252029,43.52,2.56
2002,3005012,1,35,137281,45.44,1.62
2002,3005012,1,36,88819,43.15,3.91
2002,3005012,1,37,89141,44.85,2.64
2002,3005012,1,38,106878,46.74,3.74
2002,3005012,1,39,29786,42,0
2002,3005012,1,40,179876,44.94,2.77
2002,3005012,1,41,107069,44.51,1.23
2002,3005012,1,42,149615,45.22,1.53
2002,3005012,1,43,17198,53,0
2002,3005012,1,44,74014,43.49,3.39
2002,3005012,1,45,8044,50,0
2002,3005012,1,46,16202,49,0
2002,3005012,1,47,51218,48.32,0.47
2002,3005012,1,48,42546,47,0
2002,3005012,1,49,39874,43,0
2002,3005012,1,50,16202,49,0
2002,3005012,1,51,17198,53,0
2002,3005012,1,52,60258,49.69,2.19
2002,3005012,1,68,9502,52,0
2002,3005012,1,104,9552,57,0
2002,3005012,1,114,8132,51,0
2002,3005012,2,3,5062,16,0
2002,3005012,2,4,74106,16.6,2.04
2002,3005012,2,7,22954,27.69,2.73
2002,3005012,2,8,67692,36.99,1.29
2002,3005012,2,9,31461,36.03,1.4
2002,3005012,2,11,11584,32.07,1.94
2002,3005012,2,12,12447,38,0
2002,3005012,2,13,30024,44,0
2002,3005012,2,14,10142,34,0
2002,3005012,2,15,27503,32.79,2.08
2002,3005012,2,16,43909,36.59,1.48
2002,3005012,2,18,34272,40.55,1.92
2002,3005012,2,19,131603,37.73,3.21
2002,3005012,2,20,93642,40.94,2.63
2002,3005012,2,21,211718,41.68,3.78
2002,3005012,2,22,98004,43.21,4.46
2002,3005012,2,23,223981,40,4.05
2002,3005012,2,24,125344,43.91,3.37
2002,3005012,2,25,98066,42.24,1.71
2002,3005012,2,26,69644,42.03,4.25
2002,3005012,2,27,114444,41.51,1.57
2002,3005012,2,28,111189,44.05,3.28
2002,3005012,2,29,72416,44.63,1.49
2002,3005012,2,30,108947,44.63,0.77
2002,3005012,2,31,148654,45.61,2.34
2002,3005012,2,32,216425,44.93,2.64
2002,3005012,2,33,139749,45.81,2.83
2002,3005012,2,34,112644,43.6,3.08
2002,3005012,2,35,115917,45.95,5.73
2002,3005012,2,36,77389,46.71,1.28
2002,3005012,2,37,85331,45.92,2.51
2002,3005012,2,38,99094,45.51,1.44
2002,3005012,2,39,94570,46.39,1.13
2002,3005012,2,40,50953,44.42,4.41
2002,3005012,2,41,169391,45.53,3.64
2002,3005012,2,42,89006,47.19,1
2002,3005012,2,43,83302,43.48,1.64
2002,3005012,2,44,51431,48.45,1.74
2002,3005012,2,45,54095,42.67,1.49
2002,3005012,2,46,19692,46,0
2002,3005012,2,47,40343,48,0
2002,3005012,2,48,13720,51,0
2002,3005012,2,49,38076,47.99,1.41
2002,3005012,2,50,7616,52,0
2002,3005012,2,52,12576,50,0
2002,3005012,2,59,16269,57,0
2002,3005012,2,62,18314,49,0
2002,3005012,3,4,9552,15,0
2004,3005012,1,3,2267,16,0
2004,3005012,1,4,67310,18.22,0.85
2004,3005012,1,5,21621,18.51,1.68
2004,3005012,1,6,79021,21.14,3.55
2004,3005012,1,7,37483,18.55,0.96
2004,3005012,1,8,36664,25.06,4.69
2004,3005012,1,9,27088,39,0
2004,3005012,1,10,49993,33.76,9.97
2004,3005012,1,11,27190,40.97,3.65
2004,3005012,1,12,19953,38,0
2004,3005012,1,13,74268,42.18,2.41
2004,3005012,1,14,15890,36,0
2004,3005012,1,16,32048,32.79,3.98
2004,3005012,1,17,90425,40.32,4.92
2004,3005012,1,18,50508,35.63,0.48
2004,3005012,1,19,102280,40.66,3.38
2004,3005012,1,20,155397,39.15,3.5
2004,3005012,1,21,178300,43.49,4.19
2004,3005012,1,22,493670,41.43,4.43
2004,3005012,1,23,123546,42.64,5.52
2004,3005012,1,24,411675,44.52,3.63
2004,3005012,1,25,252993,43.07,2.65
2004,3005012,1,26,246661,42.55,3.64
2004,3005012,1,27,80989,44.53,4.56
2004,3005012,1,28,123018,42.14,2.99
2004,3005012,1,29,209131,44.77,3.05
2004,3005012,1,30,248754,43.83,3.15
2004,3005012,1,31,179921,45.35,1.17
2004,3005012,1,32,117734,44.76,2.61
2004,3005012,1,33,179213,43.48,2.36
2004,3005012,1,34,181005,46.07,3.76
2004,3005012,1,35,114724,47.18,2.94
2004,3005012,1,36,27526,47,0
2004,3005012,1,37,131210,45.36,3.24
2004,3005012,1,38,75868,47.55,1.5
2004,3005012,1,40,63055,45.6,2.94
2004,3005012,1,41,122723,44.91,0.82
2004,3005012,1,42,121668,47.33,1.07
2004,3005012,1,43,22833,50,0
2004,3005012,1,44,33739,51.98,3.74
2004,3005012,1,45,110645,44.03,3.09
2004,3005012,1,46,22833,50,0
2004,3005012,1,47,29528,50.91,1.67
2004,3005012,1,49,47110,47.83,0.99
2004,3005012,1,56,5126,61,0
2004,3005012,1,58,27526,47,0
2004,3005012,1,60,60690,48.75,0.97
2004,3005012,1,62,14908,51,0
2004,3005012,1,64,22833,50,0
2004,3005012,1,67,9452,56,0
2004,3005012,1,79,14908,51,0
2004,3005012,1,106,5126,62,0
2004,3005012,1,121,9112,63,0
2004,3005012,2,3,3286,15,0
2004,3005012,2,4,53113,16.9,1.15
2004,3005012,2,5,53414,18.46,1.1
2004,3005012,2,6,103916,19.35,4.28
2004,3005012,2,7,33531,21.21,4.94
2004,3005012,2,8,26661,23.01,5.95
2004,3005012,2,9,33520,32.08,11.29
2004,3005012,2,10,41049,39,2
2004,3005012,2,11,15650,36,0
2004,3005012,2,12,11549,29.29,0.45
2004,3005012,2,13,3831,35,0
2004,3005012,2,14,28440,39,0
2004,3005012,2,16,43230,38,0
2004,3005012,2,17,99636,39.14,3.76
2004,3005012,2,18,68314,35.55,4.02
2004,3005012,2,19,65738,41.19,6.76
2004,3005012,2,20,140048,40.24,6.57
2004,3005012,2,21,180017,41.08,3.69
2004,3005012,2,22,215877,43.34,2.79
2004,3005012,2,23,292919,43.68,2.81
2004,3005012,2,24,218918,43.61,3.22
2004,3005012,2,25,227770,41.53,4.67
2004,3005012,2,26,174875,42.36,3.89
2004,3005012,2,27,371926,43.9,3.98
2004,3005012,2,28,505339,44.01,2.68
2004,3005012,2,29,185286,43.36,3.63
2004,3005012,2,30,163051,41.92,1.92
2004,3005012,2,31,129079,44.11,4.26
2004,3005012,2,32,216347,43.37,3.76
2004,3005012,2,33,113097,44.84,2.7
2004,3005012,2,34,242351,45.76,3.43
2004,3005012,2,35,283231,45.37,2.78
2004,3005012,2,36,91181,44.24,3.23
2004,3005012,2,37,243837,46.28,1.84
2004,3005012,2,38,217712,48.06,2.75
2004,3005012,2,39,109542,46.74,0.76
2004,3005012,2,40,71724,48.48,2.6
2004,3005012,2,41,99380,45.47,3.74
2004,3005012,2,42,49298,49,0
2004,3005012,2,43,44672,43,0
2004,3005012,2,44,49110,46.58,8.89
2004,3005012,2,45,26027,48.92,1.93
2004,3005012,2,46,42601,50.49,0.5
2004,3005012,2,47,41488,46.06,5
2004,3005012,2,48,193251,44.54,0.84
2004,3005012,2,49,7000,55,0
2004,3005012,2,51,24649,49,0
2004,3005012,2,54,24649,49,0
2004,3005012,2,55,38697,47,0
2004,3005012,2,58,29902,52.5,4.03
2004,3005012,2,59,13567,56,0
2004,3005012,2,62,38697,47,0
2004,3005012,3,3,1736,16,0
2004,3005012,3,4,4556,16.43,0.49
2004,3005012,3,5,1952,17,0
2004,3005012,3,6,5424,16.36,0.48
2004,3005012,3,7,1302,17,0
2004,3005012,3,9,651,17,0
2006,3005012,1,3,8728,12,0
2006,3005012,1,4,19811,14.83,0.37
2006,3005012,1,5,6742,29,0
2006,3005012,1,6,58284,23.14,1.34
2006,3005012,1,7,119526,24.8,5.22
2006,3005012,1,8,117330,25.09,4.05
2006,3005012,1,9,31738,29.95,8.97
2006,3005012,1,10,50737,33.95,5.74
2006,3005012,1,11,119081,41.29,5.78
2006,3005012,1,12,21488,45,0
2006,3005012,1,13,53679,43.28,1.28
2006,3005012,1,15,15406,34,0
2006,3005012,1,16,33851,39.41,5.19
2006,3005012,1,17,40020,41.68,0.47
2006,3005012,1,18,47368,41.8,4.88
2006,3005012,1,19,30803,39.49,0.5
2006,3005012,1,20,87208,40.68,6.82
2006,3005012,1,21,146188,42.98,4.09
2006,3005012,1,22,54508,43.91,4.22
2006,3005012,1,23,137986,43.72,3.3
2006,3005012,1,24,185810,44.94,3.26
2006,3005012,1,25,199684,39.99,3.65
2006,3005012,1,26,70286,43.6,2.94
2006,3005012,1,27,71668,42.54,2.43
2006,3005012,1,28,57140,42.06,4.05
2006,3005012,1,29,102275,43.3,1.39
2006,3005012,1,30,79503,44.86,3.41
2006,3005012,1,31,167396,44.06,2.29
2006,3005012,1,32,97094,46.24,3.23
2006,3005012,1,33,113652,44.88,2.8
2006,3005012,1,34,99371,48.22,2.1
2006,3005012,1,35,145638,45.79,2.14
2006,3005012,1,36,72977,46.86,3.92
2006,3005012,1,37,138416,46.91,1.74
2006,3005012,1,38,44065,46.48,3.62
2006,3005012,1,39,103274,43.8,1.84
2006,3005012,1,40,68616,46.2,2.68
2006,3005012,1,41,26366,47.88,1.9
2006,3005012,1,42,148773,44.9,1.79
2006,3005012,1,43,31153,48.76,0.97
2006,3005012,1,44,21739,47,0
2006,3005012,1,45,19373,48,0
2006,3005012,1,47,5542,66,0
2006,3005012,1,48,7165,55,0
2006,3005012,1,49,24846,49.1,2.07
2006,3005012,1,50,16407,50.56,0.9
2006,3005012,1,56,3304,54,0
2006,3005012,1,57,9254,52,0
2006,3005012,1,58,27108,42,0
2006,3005012,1,85,7165,55,0
2006,3005012,1,116,8514,60,0
2006,3005012,2,3,3315,14,0
2006,3005012,2,4,17286,16.17,1.66
2006,3005012,2,5,44514,21.06,3.62
2006,3005012,2,6,19063,23.34,1.24
2006,3005012,2,7,71751,25.46,4.62
2006,3005012,2,8,106608,27.58,6.08
2006,3005012,2,9,35115,24.86,5.73
2006,3005012,2,10,23362,40.42,6.67
2006,3005012,2,11,32945,33.7,9.08
2006,3005012,2,13,17826,42,0
2006,3005012,2,14,80497,45.54,0.5
2006,3005012,2,18,41888,34.05,1.65
2006,3005012,2,19,30581,42.11,1.67
2006,3005012,2,20,86966,43.85,4.37
2006,3005012,2,21,175014,42.52,5.02
2006,3005012,2,22,140769,42.66,3.33
2006,3005012,2,23,81505,40.02,3.61
2006,3005012,2,24,139829,44.61,2.42
2006,3005012,2,25,203996,44.27,4.31
2006,3005012,2,26,98693,45.27,2.15
2006,3005012,2,27,145418,44.12,4.01
2006,3005012,2,28,176193,43.91,3.18
2006,3005012,2,29,93173,45.01,3.53
2006,3005012,2,30,219981,44.9,3.24
2006,3005012,2,31,51286,44.14,4.33
2006,3005012,2,32,75668,47.58,3.12
2006,3005012,2,33,183781,46.87,2.52
2006,3005012,2,34,55600,46.77,5.6
2006,3005012,2,35,71497,45.18,2.43
2006,3005012,2,36,70295,43.66,3.11
2006,3005012,2,37,169065,45.46,3.74
2006,3005012,2,38,70951,47.79,3.53
2006,3005012,2,40,79407,45.77,2.13
2006,3005012,2,41,107580,46.96,2.75
2006,3005012,2,42,16532,49,0
2006,3005012,2,43,27518,47.07,4.27
2006,3005012,2,44,80497,45.54,0.5
2006,3005012,2,45,154010,46.53,2.87
2006,3005012,2,46,3790,56,0
2006,3005012,2,47,71497,45.18,2.43
