year,species_code,sex,age,agepop,mean_length,sd_length
1991,3005012,1,3,1654,11,0
1991,3005012,1,4,6614,14.75,2.49
1991,3005012,1,5,11998,15.68,0.47
1991,3005012,1,7,34930,20.17,0.68
1991,3005012,1,8,40791,25.41,1.75
1991,3005012,1,9,71901,23.67,3.52
1991,3005012,1,10,118648,26.87,1.62
1991,3005012,1,11,35427,29,0
1991,3005012,1,12,5962,30,0
1991,3005012,1,14,93164,25.9,2.43
1991,3005012,1,15,35864,34,0
1991,3005012,1,16,19340,29.72,1.98
1991,3005012,1,17,40906,40,0
1991,3005012,1,18,5962,30,0
1991,3005012,1,19,26539,36,0
1991,3005012,1,20,150275,38.8,4.18
1991,3005012,1,21,66784,35.73,6.23
1991,3005012,1,22,90416,34.58,2.01
1991,3005012,1,23,151113,39.99,2.28
1991,3005012,1,24,180865,37.35,4.2
1991,3005012,1,25,83184,38.89,6.21
1991,3005012,1,26,168777,40.82,5.67
1991,3005012,1,27,188515,38.26,4.92
1991,3005012,1,28,214572,41.48,4.17
1991,3005012,1,29,411508,41.36,3.17
1991,3005012,1,30,464063,40.65,4.58
1991,3005012,1,31,108321,43.23,3.19
1991,3005012,1,32,366039,42.17,5.83
1991,3005012,1,33,220566,41.76,2.38
1991,3005012,1,34,166569,43.6,3.37
1991,3005012,1,35,76469,47.6,1.59
1991,3005012,1,36,102636,43.61,2.33
1991,3005012,1,37,81780,47.51,1.52
1991,3005012,1,38,152442,43.42,2.99
1991,3005012,1,39,47991,43,0
1991,3005012,1,40,19397,54,0
1991,3005012,1,41,23996,43,0
1991,3005012,1,42,39510,48,0
1991,3005012,1,51,5522,53,0
1991,3005012,2,6,3308,18.5,2.5
1991,3005012,2,8,14641,20.93,0.88
1991,3005012,2,9,23033,25,0
1991,3005012,2,10,59408,26.44,1.48
1991,3005012,2,11,136133,24.49,1.01
1991,3005012,2,12,115672,31.15,8.39
1991,3005012,2,14,138576,24.64,1.31
1991,3005012,2,15,83025,33.59,6.45
1991,3005012,2,16,52046,29.71,5.37
1991,3005012,2,18,46427,32.1,2.79
1991,3005012,2,19,12255,27,0
1991,3005012,2,20,147336,36.05,3.47
1991,3005012,2,21,133218,40.86,5.29
1991,3005012,2,22,146157,34.74,3.32
1991,3005012,2,23,175254,37.69,5.03
1991,3005012,2,24,152002,33.34,2.99
1991,3005012,2,25,47373,33.34,0.94
1991,3005012,2,26,155855,43.59,2.14
1991,3005012,2,27,302324,38.93,4.51
1991,3005012,2,28,215992,42.42,5.29
1991,3005012,2,29,459739,39.59,4.35
1991,3005012,2,30,391122,40.96,4.19
1991,3005012,2,31,203752,41.88,3.4
1991,3005012,2,32,215360,41.92,2.71
1991,3005012,2,33,286773,42.02,2.67
1991,3005012,2,34,200516,44.16,4.03
1991,3005012,2,35,177934,43.82,1.84
1991,3005012,2,36,306716,45.19,3.59
1991,3005012,2,37,18649,48,0
1991,3005012,2,39,63066,44.55,0.5
1991,3005012,2,40,37728,47,0
1991,3005012,2,42,38970,39,0
1991,3005012,2,43,56729,44,0
1991,3005012,2,45,42681,42,0
1991,3005012,2,48,95829,50,0
1994,3005012,1,9,6927,29,0
1994,3005012,1,10,55185,35.8,6.73
1994,3005012,1,11,114380,31.3,5.21
1994,3005012,1,12,67964,30.03,2.12
1994,3005012,1,13,95797,34.59,8.15
1994,3005012,1,14,164958,36.91,6.54
1994,3005012,1,15,270393,36.76,4.64
1994,3005012,1,16,162025,37.38,4.02
1994,3005012,1,17,154626,37.84,4.89
1994,3005012,1,18,205624,39,4.39
1994,3005012,1,19,197344,36.86,4.44
1994,3005012,1,20,207278,39.45,4.37
1994,3005012,1,21,205655,41.86,4.75
1994,3005012,1,22,91632,37.62,0.79
1994,3005012,1,23,104574,38.29,2.87
1994,3005012,1,24,123107,39.58,6.76
1994,3005012,1,25,230500,41,3.98
1994,3005012,1,26,151200,38.78,2.71
1994,3005012,1,27,155264,41.79,3.35
1994,3005012,1,28,64409,37.46,5.75
1994,3005012,1,29,142304,39.82,5.63
1994,3005012,1,30,165845,41.68,3.45
1994,3005012,1,31,249284,43.59,5.48
1994,3005012,1,32,711330,41.56,2.55
1994,3005012,1,33,125310,42.9,4.46
1994,3005012,1,34,252137,42.82,3.36
1994,3005012,1,35,86239,46.16,1.32
1994,3005012,1,36,317541,43.44,2.89
1994,3005012,1,37,172974,44.16,2
1994,3005012,1,38,10490,49,0
1994,3005012,1,39,47274,45,0
1994,3005012,1,40,8743,61,0
1994,3005012,1,41,99042,45.03,2.9
1994,3005012,1,42,47359,42.58,5.88
1994,3005012,1,43,111376,43.85,0.99
1994,3005012,1,44,61827,42.36,3
1994,3005012,1,47,64102,43,0
1994,3005012,1,62,7624,56,0
1994,3005012,1,63,8743,62,0
1994,3005012,1,64,27542,49.45,2.84
1994,3005012,1,80,2625,54,0
1994,3005012,1,88,30687,58,0
1994,3005012,1,104,8743,60,0
1994,3005012,2,6,8667,30,0
1994,3005012,2,7,6825,27,0
1994,3005012,2,8,10226,28,0
1994,3005012,2,9,1803,19,0
1994,3005012,2,10,43435,36.34,6.09
1994,3005012,2,11,17730,25.15,1.46
1994,3005012,2,12,79342,30.19,3.39
1994,3005012,2,13,134799,29.35,4.18
1994,3005012,2,14,28240,27.68,2.92
1994,3005012,2,15,159416,36.44,4.9
1994,3005012,2,16,161011,36.74,3.27
1994,3005012,2,17,267704,36.24,4.68
1994,3005012,2,18,192481,33.22,4.18
1994,3005012,2,19,118349,34.6,2.62
1994,3005012,2,20,208322,38.68,2.92
1994,3005012,2,21,221365,40.31,3.8
1994,3005012,2,22,84761,43,0
1994,3005012,2,23,93753,41.43,2.48
1994,3005012,2,24,244977,40.39,5.71
1994,3005012,2,25,245712,39.87,3.9
1994,3005012,2,26,260586,41.59,2.49
1994,3005012,2,27,56125,38.5,7.89
1994,3005012,2,28,243180,44.05,2.64
1994,3005012,2,29,95498,45.44,4.91
1994,3005012,2,30,327954,39.96,4.43
1994,3005012,2,31,345967,42.88,3.84
1994,3005012,2,32,204003,44.03,5.63
1994,3005012,2,33,285895,42.07,2.78
1994,3005012,2,34,385916,42.54,4.22
1994,3005012,2,35,215784,42.45,3.23
1994,3005012,2,36,302142,40.64,4.12
1994,3005012,2,37,265053,41.26,4.33
1994,3005012,2,38,179997,41.51,4.07
1994,3005012,2,39,270736,40.94,2.97
1994,3005012,2,40,85797,44.36,7.27
1994,3005012,2,41,147393,45.4,3.42
1994,3005012,2,42,31406,40,0
1994,3005012,2,43,103821,42.83,0.99
1994,3005012,2,45,22789,48,0
1994,3005012,2,46,49281,45,0
1994,3005012,2,49,18214,54,0
1994,3005012,2,52,1540,55,0
1997,3005012,1,7,12008,32,0
1997,3005012,1,9,6594,21,0
1997,3005012,1,10,24176,28,0
1997,3005012,1,11,6594,23,0
1997,3005012,1,13,39108,32.4,5.97
1997,3005012,1,14,83061,37.12,5.75
1997,3005012,1,15,110655,37.22,3.24
1997,3005012,1,16,145623,39.51,4.37
1997,3005012,1,17,50257,33.02,2.98
1997,3005012,1,18,74595,42.4,1.65
1997,3005012,1,19,134226,43.35,3.41
1997,3005012,1,20,196167,41.13,3.47
1997,3005012,1,21,180182,41.1,2.01
1997,3005012,1,22,106941,39.8,5.26
1997,3005012,1,23,45703,37.77,0.97
1997,3005012,1,24,174793,42.18,2.33
1997,3005012,1,25,195065,41.04,3.47
1997,3005012,1,26,242036,42.47,3.23
1997,3005012,1,27,340180,43.98,3.66
1997,3005012,1,28,277121,44.65,2.67
1997,3005012,1,29,140334,42.08,3.14
1997,3005012,1,30,128821,43.05,3.5
1997,3005012,1,31,91569,41.18,2.57
1997,3005012,1,32,175679,43.83,2.06
1997,3005012,1,33,335485,44.25,2.15
1997,3005012,1,34,50133,44.27,3.95
1997,3005012,1,35,125520,44.23,4.03
1997,3005012,1,36,176736,44.19,3.81
1997,3005012,1,37,94277,42.09,1.25
1997,3005012,1,38,65253,44.69,1.93
1997,3005012,1,39,140199,45.4,3.53
1997,3005012,1,40,69407,43.95,1.16
1997,3005012,1,41,42531,52,0
1997,3005012,1,42,137206,43.57,2.2
1997,3005012,1,43,43459,45.33,0.47
1997,3005012,1,44,38474,44.75,0.97
1997,3005012,1,45,61592,46.12,1.28
1997,3005012,1,46,11569,50,0
1997,3005012,1,47,7155,53,0
1997,3005012,1,67,19381,61,0
1997,3005012,1,93,19381,61,0
1997,3005012,2,9,35026,28.36,1.9
1997,3005012,2,10,6594,24,0
1997,3005012,2,11,11213,26,0
1997,3005012,2,12,6594,23,0
1997,3005012,2,13,14984,32,0
1997,3005012,2,14,112175,35.55,5.41
1997,3005012,2,15,50680,35.61,7.08
1997,3005012,2,16,95656,36.25,2.61
1997,3005012,2,17,76472,42.37,2.53
1997,3005012,2,18,70068,36.77,3.05
1997,3005012,2,19,70534,41.43,4.29
1997,3005012,2,20,202657,39.78,5.19
1997,3005012,2,21,185804,39.52,4.5
1997,3005012,2,22,99295,43.08,2.57
1997,3005012,2,23,71752,40.61,1.55
1997,3005012,2,24,91839,44.13,0.84
1997,3005012,2,25,109801,44.28,2.33
1997,3005012,2,26,191674,43.11,3.34
1997,3005012,2,27,155247,44.91,4.05
1997,3005012,2,28,103619,45.2,2.93
1997,3005012,2,29,155925,41.86,4.54
1997,3005012,2,30,209270,43.94,2.8
1997,3005012,2,31,216727,43.52,2.35
1997,3005012,2,32,153296,42.87,4.14
1997,3005012,2,33,179705,42.43,4.14
1997,3005012,2,34,338987,43.07,4.36
1997,3005012,2,35,210146,44.04,2.38
1997,3005012,2,36,253258,44.83,2.72
1997,3005012,2,37,135268,42.91,5.62
1997,3005012,2,38,46007,43.83,1.99
1997,3005012,2,39,145283,43.01,3.47
1997,3005012,2,40,63607,45.64,2.93
1997,3005012,2,41,44501,43.31,1.49
1997,3005012,2,42,45269,44.43,0.5
1997,3005012,2,43,34135,46.72,1.98
1997,3005012,2,44,19492,45,0
1997,3005012,2,45,82468,48.57,4.34
1997,3005012,2,47,25778,44,0
1997,3005012,2,49,25009,42,0
2000,3005012,1,4,3494,19,0
2000,3005012,1,6,10443,29,0
2000,3005012,1,7,15162,26.51,3.7
2000,3005012,1,9,13745,33.33,0.94
2000,3005012,1,10,1709,25,0
2000,3005012,1,11,8763,30,0
2000,3005012,1,12,21905,29.25,1.95
2000,3005012,1,13,55290,29.08,5.54
2000,3005012,1,14,69947,38.02,5.55
2000,3005012,1,15,42740,34.62,1.6
2000,3005012,1,16,208002,38.22,3.98
2000,3005012,1,17,100054,38.75,3.32
2000,3005012,1,18,89686,34.86,3.98
2000,3005012,1,19,116921,40.55,2.98
2000,3005012,1,20,173550,41.57,5.08
2000,3005012,1,21,275294,42.9,3.64
2000,3005012,1,22,116269,42.01,2.11
2000,3005012,1,23,203224,43.7,2.44
2000,3005012,1,24,317484,43.28,3.5
2000,3005012,1,25,185562,42.3,2.94
2000,3005012,1,26,228172,42.85,3.68
2000,3005012,1,27,180986,42.21,2.24
2000,3005012,1,28,309314,44.35,2.8
2000,3005012,1,29,196762,45.24,2.39
2000,3005012,1,30,342337,45.64,2.39
2000,3005012,1,31,268305,43.88,2.37
2000,3005012,1,32,304290,46.11,3.41
2000,3005012,1,33,165415,44.75,2.82
2000,3005012,1,34,152283,45.88,2.99
2000,3005012,1,35,133835,45.55,4.03
2000,3005012,1,36,21886,49,0
2000,3005012,1,37,91477,45.4,4.1
2000,3005012,1,38,109162,44.94,3.59
2000,3005012,1,39,90702,43.59,1.5
2000,3005012,1,40,253326,45.61,2.85
2000,3005012,1,41,62276,43,0
2000,3005012,1,42,184664,46.21,2.08
2000,3005012,1,43,52622,47,0
2000,3005012,1,44,89481,42.81,3.06
2000,3005012,1,45,56996,44.76,4.44
2000,3005012,1,46,74739,44.43,3.99
2000,3005012,1,47,19758,53.02,4.47
2000,3005012,1,48,46894,49.02,1
2000,3005012,1,49,19800,40,0
2000,3005012,1,63,9136,63,0
2000,3005012,2,8,12907,29,0
2000,3005012,2,13,75423,34.99,4.6
2000,3005012,2,14,62040,32.73,4.87
2000,3005012,2,15,43441,40.09,1
2000,3005012,2,16,76101,36.63,3.94
2000,3005012,2,17,97755,38.67,5.2
2000,3005012,2,18,111885,38.82,2.28
2000,3005012,2,19,153674,41.29,4.87
2000,3005012,2,20,162697,41.73,4.61
2000,3005012,2,21,89796,42.76,3.78
2000,3005012,2,22,66500,42.09,4.58
2000,3005012,2,23,226965,42.58,2.69
