region,year,species_code,sex,age,agepop,mean_length,sd_length
wgoa,2007,10261,0,17,3048901,36.28,4.46
wgoa,2007,10261,0,18,748067,43.63,2.87
wgoa,2007,10261,0,19,933002,42.15,3.46
wgoa,2007,10261,0,21,383363,42.19,2.85
wgoa,2007,10261,0,22,412524,39,0
wgoa,2007,10261,0,24,472265,45.09,2.33
wgoa,2007,10262,0,3,2406647,17.41,1.81
wgoa,2007,10262,0,4,10339855,22.34,3.09
wgoa,2007,10262,0,5,16557453,25.68,2.63
wgoa,2007,10262,0,6,13572549,30.27,3.6
wgoa,2007,10262,0,7,4313650,30.6,2.58
wgoa,2007,10262,0,8,11233075,34.4,2.71
wgoa,2007,10262,0,9,15679802,38.29,3.77
wgoa,2007,10262,0,10,5572801,39.83,3.22
wgoa,2007,10262,0,11,13006068,40.32,4.54
wgoa,2007,10262,0,12,3203940,39.63,5.18
wgoa,2007,10262,0,13,2164421,38.05,1
wgoa,2007,10262,0,14,3427583,41.9,3.56
wgoa,2007,10262,0,15,4587379,40.09,4.95
wgoa,2007,10262,0,16,325015,48,0
wgoa,2007,10262,0,17,3625951,39.51,1.27
wgoa,2007,10262,0,18,85425,53.81,0.39
wgoa,2007,10262,0,19,448002,49.91,1.3
wgoa,2007,10262,0,20,2318300,37.71,4.26
wgoa,2007,10262,0,21,768325,47.82,1.73
wgoa,2007,10262,0,23,3962064,42.86,3.72
wgoa,2007,10262,0,24,1240824,47.73,0.82
wgoa,2007,10262,0,25,3554010,41.96,4.48
wgoa,2007,10262,0,27,1766965,43,0
wgoa,2007,10262,0,28,1897938,37.72,3.4
wgoa,2007,21720,0,1,11025685,19.03,2.79
wgoa,2007,21720,0,2,15662519,37.62,3.26
wgoa,2007,21720,0,3,27223949,43,3.52
wgoa,2007,21720,0,4,6996423,54.69,5.2
wgoa,2007,21720,0,5,7857594,59.78,4.45
wgoa,2007,21720,0,6,4605814,63.46,5.28
wgoa,2007,21720,0,7,3749270,70.21,5.6
wgoa,2007,21720,0,8,2048366,68.61,4.81
wgoa,2007,21720,0,10,12574,96,0
wgoa,2007,21720,0,11,141828,73,0
wgoa,2007,21740,0,1,63203532,13.94,1.5
wgoa,2007,21740,0,2,4388004,23.61,3.31
wgoa,2007,21740,0,3,10752572,32.75,3.09
wgoa,2007,21740,0,4,10668850,45.55,4.13
wgoa,2007,21740,0,5,3423900,49.62,2.54
wgoa,2007,21740,0,6,6532589,51.47,1.88
wgoa,2007,21740,0,7,34696323,54.75,3.3
wgoa,2007,21740,0,8,13195495,55.53,2.86
wgoa,2007,21740,0,9,3412635,58.8,2.24
wgoa,2007,21740,0,10,2429018,57.72,4.01
wgoa,2007,21740,0,11,1225453,60.62,4.44
wgoa,2007,21740,0,13,244625,63,0
wgoa,2007,30060,0,2,1033714,13.17,1.64
wgoa,2007,30060,0,3,3730980,18.52,1.49
wgoa,2007,30060,0,4,5377563,21.92,2.78
wgoa,2007,30060,0,5,7052657,26.28,2.36
wgoa,2007,30060,0,6,19769461,29.8,3.3
wgoa,2007,30060,0,7,19285493,32.13,2.5
wgoa,2007,30060,0,8,48959642,33.93,2.13
wgoa,2007,30060,0,9,41914825,33.13,1.9
wgoa,2007,30060,0,10,25829979,33.83,1.62
wgoa,2007,30060,0,11,28215093,34.59,1.29
wgoa,2007,30060,0,12,27184754,35.63,1.24
wgoa,2007,30060,0,13,13099691,35.85,2.44
wgoa,2007,30060,0,14,5981069,35.61,2.44
wgoa,2007,30060,0,15,7906403,36.88,1.32
wgoa,2007,30060,0,16,988242,41,0
wgoa,2007,30060,0,17,5376454,35.34,1.89
wgoa,2007,30060,0,18,8337044,37.51,1.73
wgoa,2007,30060,0,20,1335205,39,0
wgoa,2007,30060,0,22,2075006,40.07,1.44
wgoa,2007,30060,0,23,1298842,42.86,0.99
wgoa,2007,30060,0,25,1086927,40,0
wgoa,2007,30060,0,26,739802,42,0
wgoa,2007,30060,0,30,1807359,38,0
wgoa,2007,30060,0,39,988242,41,0
wgoa,2007,30060,0,48,988242,41,0
wgoa,2007,30060,0,52,2613237,37,0
wgoa,2007,30060,0,56,739802,42,0
wgoa,2007,30060,0,58,1335205,39,0
wgoa,2007,30420,0,4,9865,22,0
wgoa,2007,30420,0,5,51748,24,0
wgoa,2007,30420,0,6,1533108,26.95,0.9
wgoa,2007,30420,0,7,462869,29.38,0.49
wgoa,2007,30420,0,8,3841651,30.77,2.94
wgoa,2007,30420,0,9,8229874,33.9,1.51
wgoa,2007,30420,0,10,7494143,35.27,1.95
wgoa,2007,30420,0,11,7652786,36.53,1.32
wgoa,2007,30420,0,12,7639361,36.54,1.61
wgoa,2007,30420,0,13,8331605,37,1.43
wgoa,2007,30420,0,14,3826386,37.04,1.61
wgoa,2007,30420,0,15,2573474,38.57,1.89
wgoa,2007,30420,0,16,1364828,38.07,1
wgoa,2007,30420,0,17,620494,40,0
wgoa,2007,30420,0,18,730355,39,0
wgoa,2007,30420,0,19,2446114,39.23,1.26
wgoa,2007,30420,0,20,3800257,38.85,1.38
wgoa,2007,30420,0,21,6368302,39.62,1.58
wgoa,2007,30420,0,22,4674349,38.56,1.69
wgoa,2007,30420,0,23,8122958,39.1,2.14
wgoa,2007,30420,0,24,1638869,41.73,0.76
wgoa,2007,30420,0,25,1744717,39.2,2.28
wgoa,2007,30420,0,26,2028934,38.5,1.94
wgoa,2007,30420,0,27,4741619,40.92,1.22
wgoa,2007,30420,0,28,4688604,40.59,2.09
wgoa,2007,30420,0,29,3740703,41.06,1.68
wgoa,2007,30420,0,30,5422704,40.71,1.61
wgoa,2007,30420,0,31,3044507,40.32,1.15
wgoa,2007,30420,0,32,2934928,41.1,1.34
wgoa,2007,30420,0,33,878880,42.36,0.48
wgoa,2007,30420,0,34,1490344,40.02,1
wgoa,2007,30420,0,35,3132211,40.59,1.31
wgoa,2007,30420,0,36,2262361,40.8,1.24
wgoa,2007,30420,0,37,1325693,41.43,0.49
wgoa,2007,30420,0,38,2438404,41.13,2.08
wgoa,2007,30420,0,39,1325693,41.43,0.49
wgoa,2007,30420,0,40,1554163,40.6,1.2
wgoa,2007,30420,0,41,261385,44,0
wgoa,2007,30420,0,42,261385,44,0
wgoa,2007,30420,0,43,759989,41,0
wgoa,2007,30420,0,44,620494,40,0
wgoa,2007,30420,0,47,171512,45,0
wgoa,2007,30420,0,50,368707,35,0
wgoa,2007,30420,0,51,565704,42,0
wgoa,2009,10110,0,1,3767383,12.6,2.98
wgoa,2009,10110,0,2,70186612,19.87,2
wgoa,2009,10110,0,3,57585819,25.85,3.48
wgoa,2009,10110,0,4,159977649,31.87,2.78
wgoa,2009,10110,0,5,90594572,35.05,4.26
wgoa,2009,10110,0,6,63875879,38.49,4.18
wgoa,2009,10110,0,7,54387461,41.41,6.23
wgoa,2009,10110,0,8,28940350,47.47,4.26
wgoa,2009,10110,0,9,11108103,48.68,6.44
wgoa,2009,10110,0,10,12046807,50.68,5.12
wgoa,2009,10110,0,11,6334844,52.16,4.41
wgoa,2009,10110,0,12,5808297,49.45,8.84
wgoa,2009,10110,0,13,5902110,53.56,6.44
wgoa,2009,10110,0,14,7298414,52.59,2.88
wgoa,2009,10110,0,15,5020448,50.24,3.55
wgoa,2009,10110,0,16,3870267,53.83,6.45
wgoa,2009,10110,0,17,1067872,59.8,3.09
wgoa,2009,10110,0,19,960777,62.9,2.78
wgoa,2009,10110,0,21,1301724,54,0
wgoa,2009,10110,0,22,616277,63.71,0.45
wgoa,2009,10110,0,25,434528,68.24,1.78
wgoa,2009,10110,0,29,92256,78,0
wgoa,2009,10130,0,1,474972,10,0
wgoa,2009,10130,0,2,4404529,11.22,1.65
wgoa,2009,10130,0,3,11549388,16.03,1.9
wgoa,2009,10130,0,4,45893096,22.61,2.46
wgoa,2009,10130,0,5,43121552,26.26,2.88
wgoa,2009,10130,0,6,72226564,30.01,2.87
wgoa,2009,10130,0,7,36856007,30.48,2.22
wgoa,2009,10130,0,8,15486133,33.96,2.51
wgoa,2009,10130,0,9,19851030,31.91,3.56
wgoa,2009,10130,0,10,14256150,35.69,2.66
wgoa,2009,10130,0,11,8967928,39.78,2.48
wgoa,2009,10130,0,12,4697008,37.2,2.77
wgoa,2009,10130,0,13,5520483,38.38,2.66
wgoa,2009,10130,0,14,4633614,40.33,1.9
wgoa,2009,10130,0,15,1633668,42.39,2.26
wgoa,2009,10130,0,16,1215947,43.23,2.43
wgoa,2009,10130,0,17,463304,47.54,0.5
wgoa,2009,10130,0,18,127727,49,0
wgoa,2009,10130,0,21,4577713,35.37,0.48
wgoa,2009,10130,0,24,965816,42,0
wgoa,2009,10130,0,29,478112,45,0
wgoa,2009,10180,0,4,287205,28.93,3.39
wgoa,2009,10180,0,5,689432,34.02,2.18
wgoa,2009,10180,0,6,150751,36.61,1.96
wgoa,2009,10180,0,7,677450,40.69,3.33
wgoa,2009,10180,0,8,61126,43.54,4.5
wgoa,2009,10180,0,9,30860,48,0
wgoa,2009,10180,0,32,29532,54,0
wgoa,2009,10180,0,34,357731,46,0
wgoa,2009,10180,0,35,135430,47,0
wgoa,2009,10180,0,39,51939,53,0
wgoa,2009,10180,0,42,202452,49,0
wgoa,2009,10180,0,47,84806,50,0
wgoa,2009,10180,0,49,30860,48,0
wgoa,2009,10180,0,52,119478,52,0
wgoa,2009,10180,0,57,251700,51,0
wgoa,2009,10200,0,2,563254,18.13,1.8
wgoa,2009,10200,0,3,1188183,26.47,1.54
wgoa,2009,10200,0,4,22151688,30.24,3.16
wgoa,2009,10200,0,5,12774279,34.51,4.54
wgoa,2009,10200,0,6,4773763,40.25,2.42
wgoa,2009,10200,0,7,595759,42,0
wgoa,2009,10200,0,8,2897247,41.57,4.91
wgoa,2009,10200,0,10,1973086,40,0
wgoa,2009,10200,0,11,2682844,46.68,2.54
wgoa,2009,10200,0,12,2010825,46.41,2.55
wgoa,2009,10200,0,13,257245,52,0
wgoa,2009,10200,0,19,162499,50,0
wgoa,2009,10200,0,20,595759,42,0
wgoa,2009,10200,0,28,593353,44,0
wgoa,2009,10261,0,3,4409827,16.74,1.89
wgoa,2009,10261,0,4,12878654,21.48,2.33
wgoa,2009,10261,0,5,23174915,24.83,3.05
wgoa,2009,10261,0,6,30752568,26.94,1.96
wgoa,2009,10261,0,7,21190441,28.31,2.03
wgoa,2009,10261,0,8,10804899,30.32,3.19
wgoa,2009,10261,0,9,35937778,30.41,2.54
wgoa,2009,10261,0,10,14000368,32.67,3.47
wgoa,2009,10261,0,11,10769209,33.45,3.39
wgoa,2009,10261,0,12,4037092,36.43,2.81
wgoa,2009,10261,0,13,3798821,34.98,3.77
wgoa,2009,10261,0,14,2433084,38.78,2.38
wgoa,2009,10261,0,15,3226109,36.42,2.91
wgoa,2009,10261,0,16,925619,40.78,2.93
wgoa,2009,10261,0,17,1073324,39.57,2.31
wgoa,2009,10261,0,18,1244062,39.85,2.38
wgoa,2009,10261,0,20,279359,43.52,1.94
wgoa,2009,10261,0,21,251454,45.51,2.5
wgoa,2009,10261,0,22,124994,43,0
wgoa,2009,10262,0,1,23287,5,0
wgoa,2009,10262,0,2,46574,9,1
wgoa,2009,10262,0,3,84108,15,0
wgoa,2009,10262,0,4,2773486,18.81,1.14
wgoa,2009,10262,0,5,14365249,23.55,2.03
wgoa,2009,10262,0,6,13434751,27.87,2.6
wgoa,2009,10262,0,7,21027632,31.66,3.19
wgoa,2009,10262,0,8,6563281,36.23,4.68
wgoa,2009,10262,0,9,3436678,35.78,5.49
wgoa,2009,10262,0,10,5710061,35.89,2.06
wgoa,2009,10262,0,11,9977724,37.31,3.32
wgoa,2009,10262,0,12,7237606,40.25,4.22
wgoa,2009,10262,0,13,5237664,42.22,4.21
wgoa,2009,10262,0,14,3956436,42.3,3.96
wgoa,2009,10262,0,15,7518039,41.87,2.88
wgoa,2009,10262,0,16,2475397,37.73,1.18
wgoa,2009,10262,0,17,754654,46,0
wgoa,2009,10262,0,18,4034777,40.6,3.93
wgoa,2009,10262,0,19,3707345,44.58,3.43
wgoa,2009,10262,0,20,3122612,44.26,1.99
wgoa,2009,10262,0,21,2231031,39.34,3.84
wgoa,2009,10262,0,22,355775,49,0
wgoa,2009,10262,0,23,5017128,41.23,3.23
wgoa,2009,10262,0,24,2947232,43.38,2.71
wgoa,2009,10262,0,25,2130090,42.58,2.92
wgoa,2009,10262,0,27,37298,52,0
wgoa,2009,10262,0,28,754654,46,0
wgoa,2009,21720,0,1,4532432,17.27,2.43
wgoa,2009,21720,0,2,32997048,33.25,2.97
wgoa,2009,21720,0,3,64562884,44.23,5.21
wgoa,2009,21720,0,4,29509136,53.79,5.65
wgoa,2009,21720,0,5,15281243,62.92,3.97
wgoa,2009,21720,0,6,4706008,65.08,5.47
wgoa,2009,21720,0,7,968590,73.67,4.62
wgoa,2009,21720,0,8,667851,74.07,6.64
wgoa,2009,21720,0,9,49436,81,0
wgoa,2009,21720,0,10,13894,90,0
wgoa,2009,21740,0,1,18955238,13.1,1.33
wgoa,2009,21740,0,2,554950,29.39,1.11
wgoa,2009,21740,0,3,1559139,37.72,5.9
wgoa,2009,21740,0,4,14003563,51.7,4.84
wgoa,2009,21740,0,5,14598985,53.18,5.64
wgoa,2009,21740,0,6,5690257,58.08,3.52
wgoa,2009,21740,0,7,10207406,58.9,2.94
wgoa,2009,21740,0,8,18492604,60.15,5.07
wgoa,2009,21740,0,9,32818932,61.15,3.93
wgoa,2009,21740,0,10,17577021,61.88,3.21
wgoa,2009,21740,0,11,6290957,62.28,3.29
wgoa,2009,21740,0,12,5010580,61.29,4.29
wgoa,2009,21740,0,13,2857662,60.87,2.99
wgoa,2009,21740,0,14,2387332,64.24,3.19
wgoa,2009,30060,0,2,1310635,13.18,1.08
wgoa,2009,30060,0,3,1525045,17.21,1.79
wgoa,2009,30060,0,4,12235115,22.03,0.95
wgoa,2009,30060,0,5,13337634,24.77,1.62
wgoa,2009,30060,0,6,8703876,27.53,2.42
wgoa,2009,30060,0,7,13021824,31.2,1.87
wgoa,2009,30060,0,8,8739130,32.41,1.56
wgoa,2009,30060,0,9,3494364,35.02,1.94
wgoa,2009,30060,0,10,5332301,33.65,1.26
wgoa,2009,30060,0,11,1572650,35,0
wgoa,2009,30060,0,12,3919504,34.6,3.06
wgoa,2009,30060,0,13,1813983,35.53,1.36
wgoa,2009,30060,0,14,916008,37.77,1.62
wgoa,2009,30060,0,15,2897293,35.71,1.1
wgoa,2009,30060,0,19,117039,40,0
wgoa,2009,30060,0,20,444943,39,1.41
wgoa,2009,30060,0,22,1337903,37.44,0.5
wgoa,2009,30060,0,23,296605,38,0
wgoa,2009,30060,0,24,1083311,36,0
wgoa,2009,30060,0,30,12798,46,0
wgoa,2009,30060,0,31,22976,42,0
wgoa,2009,30420,0,5,119998,20.15,1.46
wgoa,2009,30420,0,7,152451,28,0
wgoa,2009,30420,0,8,960951,32.24,2.07
wgoa,2009,30420,0,9,1407168,32.71,1.59
wgoa,2009,30420,0,10,2937123,35.44,2.43
wgoa,2009,30420,0,11,3221744,35.51,1.46
wgoa,2009,30420,0,12,1740903,36.2,1.3
wgoa,2009,30420,0,13,2220840,37.68,1.58
wgoa,2009,30420,0,14,2703222,38.41,0.91
wgoa,2009,30420,0,15,1396936,38.56,1.92
wgoa,2009,30420,0,16,1311029,38.56,1.71
wgoa,2009,30420,0,17,637279,39.8,1.2
wgoa,2009,30420,0,18,706787,40.65,1.6
wgoa,2009,30420,0,19,1167751,39.31,1.58
wgoa,2009,30420,0,20,1264331,39.52,1.9
wgoa,2009,30420,0,21,908987,40.21,1.72
wgoa,2009,30420,0,22,675114,39.7,2.41
wgoa,2009,30420,0,23,1401841,40.19,1.16
wgoa,2009,30420,0,24,1315797,39.87,1.61
wgoa,2009,30420,0,25,2299407,40.37,2.41
wgoa,2009,30420,0,26,708799,41.68,1.09
wgoa,2009,30420,0,27,547440,44.74,0.96
wgoa,2009,30420,0,28,834652,40.91,2.67
wgoa,2009,30420,0,29,1024124,41.2,1.84
wgoa,2009,30420,0,30,668173,41.58,1.2
wgoa,2009,30420,0,31,406622,41.87,0.99
wgoa,2009,30420,0,32,1216644,42.37,2.26
wgoa,2009,30420,0,33,1012789,41.57,2.19
wgoa,2009,30420,0,34,752447,41.93,1.21
wgoa,2009,30420,0,35,858955,41.92,2.45
wgoa,2009,30420,0,36,1232782,40.34,2.3
wgoa,2009,30420,0,37,757344,43.39,1
wgoa,2009,30420,0,38,1480377,40.93,1.64
wgoa,2009,30420,0,39,808203,42.53,1.84
wgoa,2009,30420,0,40,592788,40.25,3.06
wgoa,2009,30420,0,41,295154,40.34,2.93
wgoa,2009,30420,0,42,563868,44.48,1.62
wgoa,2009,30420,0,44,515623,41.24,2.11
wgoa,2009,30420,0,45,308657,42.57,0.49
wgoa,2009,30420,0,46,308657,42.57,0.49
wgoa,2009,30420,0,47,132504,42,0
wgoa,2009,30420,0,48,525623,40.63,2.22
wgoa,2009,30420,0,50,179798,38,0
wgoa,2009,30420,0,53,176153,43,0
wgoa,2009,30420,0,54,227012,40,0
wgoa,2009,30420,0,56,100687,46,0
wgoa,2009,30420,0,58,115355,44,0
wgoa,2009,30420,0,72,300165,39,0
wgoa,2011,10110,0,1,231788,10.86,1.36
wgoa,2011,10110,0,2,30332287,21.13,1.76
wgoa,2011,10110,0,3,35842563,26.43,2.55
wgoa,2011,10110,0,4,56289726,30.99,2.39
wgoa,2011,10110,0,5,30274681,36.59,3.22
wgoa,2011,10110,0,6,49375469,40.27,3.22
wgoa,2011,10110,0,7,27379685,43.32,3.04
wgoa,2011,10110,0,8,11835917,48.42,3.26
wgoa,2011,10110,0,9,18059962,47.82,2.65
wgoa,2011,10110,0,10,10232005,53.28,3.96
wgoa,2011,10110,0,11,13238743,53.78,4.41
wgoa,2011,10110,0,12,10827153,55.17,4.41
wgoa,2011,10110,0,13,8278196,53.72,5.9
wgoa,2011,10110,0,14,5775254,53.84,8.49
wgoa,2011,10110,0,15,1689166,49.69,5.09
wgoa,2011,10110,0,16,3874082,55.45,10.27
wgoa,2011,10110,0,17,3488395,56.28,8.42
wgoa,2011,10110,0,18,1193174,59,0
wgoa,2011,10110,0,19,3976564,58.09,6.32
wgoa,2011,10110,0,20,3406967,56.67,11
wgoa,2011,10110,0,21,3750363,54.86,5.24
wgoa,2011,10110,0,22,1659420,56.76,6.44
wgoa,2011,10110,0,23,1752213,52,0
wgoa,2011,10110,0,24,62189,76,0
wgoa,2011,10110,0,25,1396780,54,0
wgoa,2011,10130,0,2,2345263,12.09,2.21
wgoa,2011,10130,0,3,8382439,16.07,2.93
wgoa,2011,10130,0,4,17175467,23.4,4.97
wgoa,2011,10130,0,5,29495222,25.93,4.7
wgoa,2011,10130,0,6,72634423,28.49,3.14
wgoa,2011,10130,0,7,45014655,31.81,2.13
wgoa,2011,10130,0,8,23211886,33.31,3.14
wgoa,2011,10130,0,9,14098627,36.54,1.57
wgoa,2011,10130,0,10,3777796,38.48,2.5
wgoa,2011,10130,0,11,2262111,40.7,3.42
wgoa,2011,10130,0,12,5742398,40.56,2.04
wgoa,2011,10130,0,13,1876026,41,0
wgoa,2011,10130,0,14,484008,46,0
wgoa,2011,10130,0,15,6212864,42.04,4.31
wgoa,2011,10130,0,16,564281,45,0
wgoa,2011,10130,0,17,5014256,38.33,2.87
wgoa,2011,10130,0,18,4218876,41.47,2.16
wgoa,2011,10130,0,19,519666,47.92,1
wgoa,2011,10130,0,21,8360,53,0
wgoa,2011,10130,0,22,5804354,35.06,2.69
wgoa,2011,10180,0,4,44300,30,0
wgoa,2011,10180,0,5,106812,33.39,3.21
wgoa,2011,10180,0,6,68305,38,0
wgoa,2011,10180,0,7,100649,38.51,1.94
wgoa,2011,10180,0,8,55610,44,0
wgoa,2011,10180,0,35,29832,43,0
wgoa,2011,10180,0,42,29832,43,0
wgoa,2011,10180,0,43,38077,41,0
wgoa,2011,10180,0,45,47006,47,0
wgoa,2011,10180,0,47,55610,44,0
wgoa,2011,10180,0,48,38077,41,0
wgoa,2011,10180,0,51,54259,46,0
wgoa,2011,10180,0,55,24268,48,0
wgoa,2011,10200,0,2,352969,20.07,1.18
wgoa,2011,10200,0,3,1101974,28.04,1.51
wgoa,2011,10200,0,4,8350176,32.61,2.78
wgoa,2011,10200,0,5,991619,38,0
wgoa,2011,10200,0,6,5663670,38.6,2.02
wgoa,2011,10200,0,7,2433488,39.75,2.36
wgoa,2011,10200,0,8,1749884,43.93,3.55
wgoa,2011,10200,0,9,659347,43,0
wgoa,2011,10200,0,10,778748,42,0
wgoa,2011,10200,0,11,709933,47,0
wgoa,2011,10200,0,12,894720,48.63,1.19
wgoa,2011,10200,0,13,452795,45,0
wgoa,2011,10200,0,14,1508484,44.95,2.93
wgoa,2011,10200,0,15,774168,46,0
wgoa,2011,10200,0,17,66070,57,0
wgoa,2011,10200,0,18,90919,55,0
wgoa,2011,10200,0,20,212754,49,0
wgoa,2011,10200,0,21,50184,56,0
wgoa,2011,10200,0,22,29337,61,0
wgoa,2011,10200,0,24,778748,42,0
wgoa,2011,10200,0,27,206149,51,0
wgoa,2011,10200,0,32,111335,53,0
wgoa,2011,10261,0,3,1648909,18.56,3.73
wgoa,2011,10261,0,4,2411840,23.55,3.61
wgoa,2011,10261,0,5,7809368,27.41,4.6
wgoa,2011,10261,0,6,20926676,29.89,3.21
wgoa,2011,10261,0,7,5881686,30.03,3.34
wgoa,2011,10261,0,8,7501596,32.1,2.97
wgoa,2011,10261,0,9,8231575,31.49,2.89
wgoa,2011,10261,0,10,4408435,32.96,3.77
wgoa,2011,10261,0,11,16039274,33.93,2.42
wgoa,2011,10261,0,12,11273455,35.49,3.8
wgoa,2011,10261,0,13,6903276,36.2,3.34
wgoa,2011,10261,0,14,2234223,39.29,2.91
wgoa,2011,10261,0,15,2414113,37.99,2.28
wgoa,2011,10261,0,16,1468208,40.38,1.93
wgoa,2011,10261,0,17,1947379,37.82,2.6
wgoa,2011,10261,0,18,925351,37.85,2.09
wgoa,2011,10261,0,19,183355,44,0
wgoa,2011,10261,0,21,532678,40,0
wgoa,2011,10261,0,22,146857,45.13,1.45
wgoa,2011,10261,0,24,17370,51,0
wgoa,2011,10262,0,3,257237,15.59,1.14
wgoa,2011,10262,0,4,720519,19.29,2.32
wgoa,2011,10262,0,5,1429422,22.92,2.18
wgoa,2011,10262,0,6,4702356,27.15,2.55
wgoa,2011,10262,0,7,8233378,30.19,2.38
wgoa,2011,10262,0,8,8839680,34.27,2.85
wgoa,2011,10262,0,9,11234041,37.64,3.78
wgoa,2011,10262,0,10,6986021,37.44,3.44
wgoa,2011,10262,0,11,3587350,36.03,3.19
wgoa,2011,10262,0,12,4192263,40.81,2.91
wgoa,2011,10262,0,13,10182116,40.36,2.29
wgoa,2011,10262,0,14,1322721,45.09,1.29
wgoa,2011,10262,0,15,398754,47.52,0.88
wgoa,2011,10262,0,16,2434958,39.03,4.85
wgoa,2011,10262,0,17,2244835,45.25,1.33
wgoa,2011,10262,0,18,3420693,40.35,1.98
wgoa,2011,10262,0,19,1737082,37.98,2
wgoa,2011,10262,0,20,1371536,44.36,1.78
wgoa,2011,10262,0,21,1250689,45.47,0.85
wgoa,2011,10262,0,22,621133,47.28,1.19
wgoa,2011,10262,0,23,23663,53,0
wgoa,2011,10262,0,24,77901,50,0
wgoa,2011,10262,0,25,423564,47.26,1.81
wgoa,2011,10262,0,28,242713,48,0
wgoa,2011,21720,0,1,1717371,17.01,1.72
wgoa,2011,21720,0,2,7549733,33.9,2.44
wgoa,2011,21720,0,3,65561665,44.42,3.57
wgoa,2011,21720,0,4,33440378,50.88,6.16
wgoa,2011,21720,0,5,14898995,60.93,4.45
wgoa,2011,21720,0,6,3198007,66.07,6.96
wgoa,2011,21720,0,7,462000,75.03,5.5
wgoa,2011,21720,0,8,13531,89,0
wgoa,2011,21720,0,12,21853,108,0
wgoa,2011,21740,0,1,25148454,14.08,1.23
wgoa,2011,21740,0,2,4015999,28.96,2.09
wgoa,2011,21740,0,3,18472542,41.65,2.09
wgoa,2011,21740,0,4,32531081,47.1,3.78
wgoa,2011,21740,0,5,49099573,51.43,5.73
wgoa,2011,21740,0,6,23383635,58.99,5.27
wgoa,2011,21740,0,7,6655836,60.36,1.96
wgoa,2011,21740,0,8,3382647,61.15,1.86
wgoa,2011,21740,0,9,6398208,64.26,2.63
wgoa,2011,21740,0,10,8229986,65.01,3.86
wgoa,2011,21740,0,11,21447781,64.61,3.95
wgoa,2011,21740,0,12,6684737,63.85,2.57
wgoa,2011,21740,0,16,1438418,65,0
wgoa,2011,30060,0,3,328586,19.51,1.37
wgoa,2011,30060,0,4,1622779,22.47,1.62
wgoa,2011,30060,0,5,2119580,25.1,1.31
wgoa,2011,30060,0,6,376110,29,0.88
wgoa,2011,30060,0,7,4756557,33.26,1.46
wgoa,2011,30060,0,8,8938544,33.19,0.78
wgoa,2011,30060,0,9,23059660,35.21,1.51
wgoa,2011,30060,0,10,30355483,35.13,1.16
wgoa,2011,30060,0,11,41082557,34.97,1.61
wgoa,2011,30060,0,12,15020056,34.79,1.37
wgoa,2011,30060,0,13,8681595,36.71,0.96
wgoa,2011,30060,0,14,5492609,36.85,0.71
wgoa,2011,30060,0,15,1863299,36,0
wgoa,2011,30060,0,18,3745285,37.51,1.5
wgoa,2011,30060,0,21,1881986,39,0
wgoa,2011,30060,0,22,1030566,38,0
wgoa,2011,30060,0,23,2598744,37,0
wgoa,2011,30060,0,24,1030566,38,0
wgoa,2011,30060,0,26,1030566,38,0
wgoa,2011,30060,0,27,505937,40,0
wgoa,2011,30060,0,28,841229,40.8,0.98
wgoa,2011,30060,0,31,505937,40,0
wgoa,2011,30060,0,49,1881986,39,0
wgoa,2011,30060,0,51,10949,46,0
wgoa,2011,30420,0,5,17469,25,0
wgoa,2011,30420,0,8,13419,29,0
wgoa,2011,30420,0,9,128960,31.43,1.23
wgoa,2011,30420,0,10,294148,34.35,0.71
wgoa,2011,30420,0,11,1556773,36.25,2.35
wgoa,2011,30420,0,12,1104963,37.54,1.35
wgoa,2011,30420,0,13,1393057,38.29,1.9
wgoa,2011,30420,0,14,2319013,37.79,0.41
wgoa,2011,30420,0,15,1024804,37.3,0.8
wgoa,2011,30420,0,16,1066076,39.87,0.82
wgoa,2011,30420,0,17,3205053,39.57,1.56
wgoa,2011,30420,0,18,699957,39.91,1.74
wgoa,2011,30420,0,19,326779,40,0
wgoa,2011,30420,0,21,601077,41,0
wgoa,2011,30420,0,23,388893,42,0
wgoa,2011,30420,0,24,2581915,41.6,2.08
wgoa,2011,30420,0,25,934390,41.5,2.29
wgoa,2011,30420,0,27,1867311,41.53,1.19
wgoa,2011,30420,0,28,1204296,39.27,0.44
wgoa,2011,30420,0,29,736507,42.18,0.98
wgoa,2011,30420,0,30,1496929,42.01,2.1
wgoa,2011,30420,0,31,969817,43.07,1.39
wgoa,2011,30420,0,32,435968,43,0
wgoa,2011,30420,0,33,1263955,45.13,2.44
wgoa,2011,30420,0,34,1798792,41.72,3.01
wgoa,2011,30420,0,35,2192606,41.91,1.9
wgoa,2011,30420,0,36,1016210,41.06,0.84
wgoa,2011,30420,0,37,1432473,42.44,1.67
wgoa,2011,30420,0,38,1357243,43.89,1.74
wgoa,2011,30420,0,39,908150,41.88,2.13
wgoa,2011,30420,0,40,1016210,41.06,0.84
wgoa,2011,30420,0,41,2163417,43.44,0.78
wgoa,2011,30420,0,42,1652512,41.47,1.54
wgoa,2011,30420,0,43,1162744,42.93,2
wgoa,2011,30420,0,44,388893,42,0
wgoa,2011,30420,0,50,300539,41,0
wgoa,2011,30420,0,54,435968,43,0
wgoa,2013,10110,0,1,50314,9,0
wgoa,2013,10110,0,2,31085746,21.6,1.79
wgoa,2013,10110,0,3,56041005,28.06,2.42
