year,species_code,sex,sex_desc,iss,nss,nhl
1990,10110,0,total_pre,98.93138591102887,325,14
1990,10110,1,male,34.8191247055489,109,13
1990,10110,2,female,73.77075117839823,216,14
1990,10110,4,total_post,95.43025082488028,325,14
1990,10110,12,female_male,112.50498231091835,325,14
1990,10130,0,total_pre,65.94075178981036,247,22
1990,10130,1,male,28.8106082289082,107,17
1990,10130,2,female,29.484612523852405,138,18
1990,10130,4,total_post,47.51188240728382,247,22
1990,10130,12,female_male,59.517599397699726,245,22
1990,10180,0,total_pre,45.265300333195434,201,18
1990,10180,1,male,27.062121699933552,78,16
1990,10180,2,female,25.248481189081442,123,18
1990,10180,4,total_post,47.170294937945876,201,18
1990,10180,12,female_male,50.86590843351986,201,18
1990,10200,0,total_pre,40.14622799159244,270,27
1990,10200,1,male,41.06331550676483,114,20
1990,10200,2,female,36.68954336540745,156,26
1990,10200,4,total_post,51.89188110060026,270,27
1990,10200,12,female_male,80.42576269682841,270,27
1990,21720,0,total_pre,144.87492909508018,493,29
1990,21720,1,male,73.62263055866535,220,26
1990,21720,2,female,79.85417984041537,273,28
1990,21720,4,total_post,130.15831121763728,493,29
1990,21720,12,female_male,162.98017172233435,493,29
1990,21740,0,total_pre,93.85577007098836,1065,38
1990,21740,1,male,80.32763017536352,503,35
1990,21740,2,female,78.16294034192084,560,35
1990,21740,4,total_post,107.18848392366611,1065,38
1990,21740,12,female_male,166.47616885722445,1063,38
1990,30060,0,total_pre,148.44640366883215,1754,54
1990,30060,1,male,145.01789065857324,868,51
1990,30060,2,female,89.00895535908847,884,51
1990,30060,4,total_post,140.18287720638995,1754,54
1990,30060,12,female_male,227.9289137637885,1752,54
1990,30420,0,total_pre,41.16134608936034,331,12
1990,30420,1,male,21.731365447660938,150,11
1990,30420,2,female,24.15570150902297,178,11
1990,30420,4,total_post,41.25383414214256,331,12
1990,30420,12,female_male,48.28628223345017,328,11
1993,10110,0,total_pre,240.81821780874617,1023,72
1993,10110,1,male,74.71509942855803,389,45
1993,10110,2,female,140.83631436177114,634,66
1993,10110,4,total_post,197.14803995302213,1023,72
1993,10110,12,female_male,222.05177857924502,1023,72
1993,10130,0,total_pre,90.62117773106347,303,35
1993,10130,1,male,18.49927635165702,132,26
1993,10130,2,female,38.011832846219214,170,29
1993,10130,4,total_post,53.16213386083002,303,35
1993,10130,12,female_male,54.463631672050454,302,35
1993,10180,0,total_pre,58.26095548308728,252,35
1993,10180,1,male,26.280212611631786,105,23
1993,10180,2,female,36.26682487101925,147,31
1993,10180,4,total_post,54.33669693236136,252,35
1993,10180,12,female_male,63.4054199339587,252,35
1993,10200,0,total_pre,43.73840165203898,332,29
1993,10200,1,male,27.306412603419652,139,20
1993,10200,2,female,26.242956031829806,193,26
1993,10200,4,total_post,41.247439752847036,332,29
1993,10200,12,female_male,57.505344976354685,332,29
1993,21720,0,total_pre,157.8028578667781,803,65
1993,21720,1,male,108.80857704425627,365,61
1993,21720,2,female,99.13899663846692,438,63
1993,21720,4,total_post,151.53647713620256,803,65
1993,21720,12,female_male,215.8412517068726,803,65
1993,21740,0,total_pre,122.30960289184185,1898,64
1993,21740,1,male,126.89746958268837,868,62
1993,21740,2,female,91.21132991104275,1007,58
1993,21740,4,total_post,124.51369843728978,1898,64
1993,21740,12,female_male,213.61195165918696,1875,64
1993,30060,0,total_pre,218.7864908572078,1378,48
1993,30060,1,male,130.4221257110062,655,47
1993,30060,2,female,159.81028659509894,714,44
1993,30060,4,total_post,199.36323671993188,1378,48
1993,30060,12,female_male,296.11535547574294,1369,48
1993,30420,0,total_pre,36.7767867122024,242,17
1993,30420,1,male,21.23895488953268,115,16
1993,30420,2,female,18.445961666755906,127,15
1993,30420,4,total_post,35.430739042011865,242,17
1993,30420,12,female_male,38.08458457931692,242,17
1996,10110,0,total_pre,198.78277794233472,691,61
1996,10110,1,male,72.44236201944126,257,42
1996,10110,2,female,90.45206982586296,434,59
1996,10110,4,total_post,162.59552263860547,691,61
1996,10110,12,female_male,156.89176197167978,691,61
1996,10130,0,total_pre,133.20882571483125,528,55
1996,10130,1,male,51.85561180245191,243,41
1996,10130,2,female,70.49580499823774,285,48
1996,10130,4,total_post,107.10918533254768,528,55
1996,10130,12,female_male,124.75835254116096,528,55
1996,10180,0,total_pre,70.287568638933,383,66
1996,10180,1,male,36.76863710815044,170,49
1996,10180,2,female,42.30472813261624,213,55
1996,10180,4,total_post,70.980893771444,383,66
1996,10180,12,female_male,80.998172870513,383,66
1996,10200,0,total_pre,87.77935265763121,370,77
