year,region,species_code,sex,bias
1990,egoa,10110,0,4.1958624075189023e-19
1990,egoa,10110,1,-9.204424693496731e-20
1990,egoa,10110,2,-4.622917596570137e-19
1990,egoa,10110,3,-1.1082955540962933e-18
1990,egoa,10110,4,2.106966221863497e-19
1990,egoa,10110,12,-2.48674901804579e-6
1990,egoa,10130,0,1.2016574078381008e-18
1990,egoa,10130,1,2.070476406811028e-18
1990,egoa,10130,2,6.171612366455949e-19
1990,egoa,10130,3,-3.0839528461809902e-18
1990,egoa,10130,4,1.428823577311254e-18
1990,egoa,10130,12,1.3057285832097695e-5
1990,egoa,10180,0,2.774879935205088e-19
1990,egoa,10180,1,-1.1673243390427265e-18
1990,egoa,10180,2,-2.0834263368572803e-18
1990,egoa,10180,4,-1.3891340334970524e-20
1990,egoa,10180,12,-2.6785311913530935e-5
1990,egoa,10200,0,2.110531391169418e-18
1990,egoa,10200,1,2.359223927328458e-18
1990,egoa,10200,2,-6.257395395487768e-19
1990,egoa,10200,3,0
1990,egoa,10200,4,6.666378222714925e-19
1990,egoa,10200,12,-2.158539348359168e-5
1990,egoa,20510,0,-5.3758357719072925e-19
1990,egoa,20510,1,2.3310346708438344e-19
1990,egoa,20510,2,5.607942271476747e-20
1990,egoa,20510,3,-1.1757570226065026e-18
1990,egoa,20510,4,-3.2827232444699994e-19
1990,egoa,20510,12,-4.1222386413953386e-5
1990,egoa,21720,0,-1.6185589574962174e-18
1990,egoa,21720,1,-1.3010426069826053e-18
1990,egoa,21720,2,-1.5846031751711218e-19
1990,egoa,21720,4,-1.0183756120131702e-18
1990,egoa,21720,12,-1.1220714209263985e-4
1990,egoa,21740,0,6.866075960378192e-19
1990,egoa,21740,1,7.119062794334967e-19
1990,egoa,21740,2,1.0062751413381088e-18
1990,egoa,21740,3,2.2135794354912383e-18
1990,egoa,21740,4,3.791480811519249e-20
1990,egoa,21740,12,-3.0085939874368502e-6
1990,egoa,30060,0,2.0476798596465538e-18
1990,egoa,30060,1,-1.5625266603467564e-19
1990,egoa,30060,2,-2.0742895730538644e-19
1990,egoa,30060,3,1.3010426069826053e-18
1990,egoa,30060,4,8.885821423511954e-19
1990,egoa,30060,12,-2.0246630279313103e-6
1990,egoa,30420,0,6.938893903907228e-18
1990,egoa,30420,1,1.6653345369377347e-17
1990,egoa,30420,2,5.9476233462061954e-18
1990,egoa,30420,4,6.071532165918825e-18
1990,egoa,30420,12,-8.891996243751289e-4
1990,goa,10110,0,-5.672920661026528e-19
1990,goa,10110,1,-1.1933000160918583e-18
1990,goa,10110,2,4.936641758642365e-19
1990,goa,10110,3,-1.4937896598689173e-18
1990,goa,10110,4,3.460624608788706e-19
1990,goa,10110,12,9.453476612331699e-8
1990,goa,10130,0,3.640032022026741e-19
1990,goa,10130,1,-1.0050268822579446e-18
1990,goa,10130,2,8.524231569186459e-19
1990,goa,10130,3,4.0817022964160166e-19
1990,goa,10130,4,-1.2593538549699155e-18
1990,goa,10130,12,1.279058250536616e-6
1990,goa,10180,0,-1.9712766772463716e-19
1990,goa,10180,1,-2.8020876601774987e-18
1990,goa,10180,2,-3.325096778988974e-20
1990,goa,10180,4,-2.404803540250164e-19
1990,goa,10180,12,-7.391343884521391e-6
1990,goa,10200,0,-1.1526856873698947e-19
1990,goa,10200,1,1.4173090241636167e-18
1990,goa,10200,2,5.696681585261194e-19
1990,goa,10200,3,0
1990,goa,10200,4,-5.116079001415974e-19
1990,goa,10200,12,-2.4110110426631153e-6
1990,goa,20510,0,4.70950318673391e-19
1990,goa,20510,1,4.085591113390498e-19
1990,goa,20510,2,-1.0603684178317282e-18
1990,goa,20510,3,-1.699320956058913e-18
1990,goa,20510,4,5.040787183882258e-19
1990,goa,20510,12,-6.5199553877719396e-6
1990,goa,21720,0,7.232769755923036e-20
1990,goa,21720,1,8.70997781859544e-20
1990,goa,21720,2,1.403980903134319e-19
1990,goa,21720,3,1.1564823173178713e-18
1990,goa,21720,4,5.070071738175635e-19
1990,goa,21720,12,-4.116371749343677e-6
1990,goa,21740,0,7.263597602482082e-19
1990,goa,21740,1,-2.05829006182795e-20
1990,goa,21740,2,8.901546245690647e-20
1990,goa,21740,3,6.382803112213051e-20
1990,goa,21740,4,-1.1243028007829135e-18
1990,goa,21740,12,-2.1075173815551581e-7
1990,goa,30060,0,1.2833396183849904e-18
1990,goa,30060,1,1.738386321154123e-18
1990,goa,30060,2,-4.267262826904296e-19
1990,goa,30060,3,2.1881171117434728e-18
1990,goa,30060,4,-1.3694828691207527e-18
1990,goa,30060,12,-1.7264839981990962e-6
1990,goa,30420,0,1.3078188705606397e-18
1990,goa,30420,1,-1.9553025386548926e-18
1990,goa,30420,2,8.673617379884035e-19
1990,goa,30420,3,-2.7755575615628914e-17
1990,goa,30420,4,3.096752455161722e-18
1990,goa,30420,12,-7.512331222307074e-6
1990,wcgoa,10110,0,-7.489777384392564e-19
1990,wcgoa,10110,1,1.4862604781155457e-19
1990,wcgoa,10110,2,-8.645531550580341e-19
1990,wcgoa,10110,3,-2.6809362810550654e-18
1990,wcgoa,10110,4,3.33797852240346e-19
1990,wcgoa,10110,12,2.638818409082556e-8
1990,wcgoa,10130,0,2.2256261262966328e-18
1990,wcgoa,10130,1,-2.121153642183634e-18
1990,wcgoa,10130,2,-6.063967964715438e-19
1990,wcgoa,10130,3,-2.2103734613252864e-18
1990,wcgoa,10130,4,4.366925416955504e-20
1990,wcgoa,10130,12,-1.7004768431971054e-6
1990,wcgoa,10180,0,4.098813091103736e-19
1990,wcgoa,10180,1,1.3733227518149722e-18
