year,species_code,sex,age,mean_length_bs,sd_length_bs,mean_length,sd_length
1990,10110,0,1,23.403387096774207,2.0840111926688074,NA,NA
1990,10110,0,2,24.37293999999998,0.9730203974159921,23.06,2.69
1990,10110,0,3,29.268959999999996,1.1598374732386676,28.17,2.95
1990,10110,0,4,34.603059999999985,1.3433264265160396,33.4,3.23
1990,10110,0,5,38.815760000000026,1.2475030059682422,38.1,4.55
1990,10110,0,6,41.827199999999976,1.2274316832614955,42.3,4.62
1990,10110,0,7,44.61077999999999,1.8422065686788134,43.97,4.44
1990,10110,0,8,47.29672000000005,1.933792322638134,48.4,3.87
1990,10110,0,9,49.24547094188374,2.560839456809333,49.76,5.94
1990,10110,0,10,51.44248000000004,3.190536521682895,52.91,5.85
1990,10110,0,11,54.12603206412826,3.4552896831019173,55.24,6.56
1990,10110,0,12,55.016767068273055,4.000137446074166,58.35,8.19
1990,10110,0,13,57.00676409185804,5.171583460629445,58.5,5.22
1990,10110,0,14,58.24506198347105,5.887648561710542,59.45,6.64
1990,10110,0,15,59.70705627705634,5.61184828797413,56.14,3.76
1990,10110,0,16,63.00859374999998,6.518543333467718,60.82,4
1990,10110,0,17,65.68861575178995,7.471859327592446,74.68,2.61
1990,10110,0,18,65.5766037735849,7.2557111374522,73.39,0.78
1990,10110,0,19,68.12675840978591,5.94820057440542,63,0
1990,10110,0,20,69.45349397590365,6.400291279989807,NA,NA
1990,10110,0,21,68.86356164383562,4.264889817831499,70,0
1990,10110,0,22,72.45118421052632,5.000982146480621,NA,NA
1990,10110,0,23,71.8452336448598,2.4556186423370367,NA,NA
1990,10110,0,24,70,0,NA,NA
1990,10110,0,25,70,0,NA,NA
1990,10110,1,1,23.99171428571429,2.4203705493289895,NA,NA
1990,10110,1,2,25.133080000000017,1.1550143852178294,23.78,2.76
1990,10110,1,3,29.593680000000006,1.3893367377066956,28.61,2.86
1990,10110,1,4,33.930500000000016,1.541537747593133,33.58,2.86
1990,10110,1,5,37.10536144578314,1.5445383654847307,37.21,3.03
1990,10110,1,6,39.26130260521039,1.43130199756942,39.38,2.77
1990,10110,1,7,40.91616632860043,1.6841765100469765,41.78,2.27
1990,10110,1,8,42.12616204690835,2.243096003983423,43.73,3.49
1990,10110,1,9,43.86124423963134,2.2558878201427386,44.47,1.27
1990,10110,1,10,44.62800936768149,2.1468125777634843,45.29,2.49
1990,10110,1,11,45.9812968299712,2.2929732549799846,46.18,1.66
1990,10110,1,12,46.33167832167832,2.8557363596468606,NA,NA
1990,10110,1,13,47.094010695187166,2.984285988322844,NA,NA
1990,10110,1,14,48.53023121387284,3.518919455212899,51,0
1990,10110,1,15,49.813250000000004,2.2447144874687517,NA,NA
1990,10110,1,16,50.31511627906977,2.438445418209279,NA,NA
1990,10110,1,17,48.46153846153846,3.1651953397004644,NA,NA
1990,10110,1,18,44.857142857142854,3.7606990231680526,NA,NA
1990,10110,1,19,45.5,2.7386127875258306,NA,NA
1990,10110,1,20,49.4375,2.42126000256065,NA,NA
1990,10110,2,1,22.629483870967746,1.9505576270790737,NA,NA
1990,10110,2,2,23.738019999999985,1.237242343614891,22.65,2.12
1990,10110,2,3,29.24639278557116,1.6662682899474481,27.9,2.8
1990,10110,2,4,34.89358000000001,1.8728053244174454,33.24,3.55
1990,10110,2,5,39.31279999999996,1.5034448619439993,38.11,5.15
1990,10110,2,6,43.04674,1.6302273629496653,43.46,4.67
1990,10110,2,7,46.14166332665332,2.0471026245647175,45.43,4.97
1990,10110,2,8,48.822220000000016,2.223689650766458,49.08,3.54
1990,10110,2,9,51.33343999999998,2.875056044831447,51.65,5.75
1990,10110,2,10,53.816673346693356,2.997037988134335,55.79,3.75
1990,10110,2,11,56.452145748987846,3.1851426534985916,58.26,4.79
1990,10110,2,12,57.20876767676764,3.8787221246707766,58.25,8.18
1990,10110,2,13,58.75589958158992,4.901760126088436,58.5,5.22
1990,10110,2,14,60.068193277310904,5.611146359321162,63.76,3.41
1990,10110,2,15,60.90583877995645,5.334025768565009,56.17,3.76
1990,10110,2,16,63.46110112359551,6.427610024857052,60.83,4
1990,10110,2,17,66.07934272300477,7.112831324397015,74.68,2.61
1990,10110,2,18,65.6544270833334,6.911231271385388,73.39,0.77
1990,10110,2,19,68.67760655737705,5.215710627008912,63,0
1990,10110,2,20,70.22203125000003,6.033709665573193,NA,NA
1990,10110,2,21,69.62388489208634,4.259782179705696,70,0
1990,10110,2,22,71.5378064516129,5.820433360820336,NA,NA
1990,10110,2,23,71.6814953271028,2.2978003442744477,NA,NA
1990,10110,2,24,70,0,NA,NA
1990,10110,2,25,70,0,NA,NA
1990,10110,3,1,23.217720930232556,2.172151462912038,NA,NA
1990,10110,3,2,22.875778688524573,1.4959222493070934,21.72,2.52
1990,10110,3,3,26.298541666666658,2.3132130133267785,26.14,3.41
1990,10110,3,4,30.928291139240514,3.250247775828252,31.97,3.33
1990,10110,3,5,34.75174392935981,3.0694913685684773,35.3,4.82
1990,10110,3,6,37.42726862302483,3.3046245516969726,39.16,5.22
1990,10110,3,7,41.01737209302325,4.260417735207835,43.64,5.76
1990,10110,3,8,44.087336814621395,5.239895157905365,47.33,4.73
1990,10110,3,9,48.18092879256966,6.061323093515315,49.24,5.12
1990,10110,3,10,51.267661016949134,5.771243480678239,57.5,2.6
1990,10110,3,11,54.47351145038166,4.7500635887922105,54.37,5.08
1990,10110,3,12,55.113102040816315,5.314332863166233,59.67,0.47
1990,10110,3,13,55.73658163265303,4.474784400876491,55,0
1990,10110,3,14,54.472269503546094,5.480551245579267,NA,NA
