year,species_code,length,sex,abund
1990,10110,9,0,51532
1990,10110,9,3,51532
1990,10110,10,0,81653
1990,10110,10,1,10220
1990,10110,10,2,19901
1990,10110,10,3,51532
1990,10110,11,0,268675
1990,10110,11,1,216143
1990,10110,11,2,52532
1990,10110,12,0,316034
1990,10110,12,1,36024
1990,10110,12,2,176945
1990,10110,12,3,103065
1990,10110,13,0,609386
1990,10110,13,1,216587
1990,10110,13,2,392799
1990,10110,14,0,988432
1990,10110,14,1,332848
1990,10110,14,2,480489
1990,10110,14,3,175097
1990,10110,15,0,791799
1990,10110,15,1,287393
1990,10110,15,2,424315
1990,10110,15,3,80092
1990,10110,16,0,1277142
1990,10110,16,1,510374
1990,10110,16,2,732949
1990,10110,16,3,33819
1990,10110,17,0,2834170
1990,10110,17,1,915312
1990,10110,17,2,1784696
1990,10110,17,3,134161
1990,10110,18,0,5091981
1990,10110,18,1,2352339
1990,10110,18,2,2556557
1990,10110,18,3,183085
1990,10110,19,0,9914742
1990,10110,19,1,2832907
1990,10110,19,2,5722702
1990,10110,19,3,1359131
1990,10110,20,0,13048820
1990,10110,20,1,4953805
1990,10110,20,2,6799566
1990,10110,20,3,1295451
1990,10110,21,0,18305111
1990,10110,21,1,6027394
1990,10110,21,2,11425072
1990,10110,21,3,852646
1990,10110,22,0,19563159
1990,10110,22,1,6919484
1990,10110,22,2,11659299
1990,10110,22,3,984378
1990,10110,23,0,21494245
1990,10110,23,1,7956336
1990,10110,23,2,12660050
1990,10110,23,3,877863
1990,10110,24,0,26637021
1990,10110,24,1,9833441
1990,10110,24,2,15807778
1990,10110,24,3,995804
1990,10110,25,0,27019460
1990,10110,25,1,9301882
1990,10110,25,2,17288626
1990,10110,25,3,428949
1990,10110,26,0,30661700
1990,10110,26,1,11831746
1990,10110,26,2,17967922
1990,10110,26,3,862030
1990,10110,27,0,36329092
1990,10110,27,1,13808013
1990,10110,27,2,21444571
1990,10110,27,3,1076505
1990,10110,28,0,40351135
1990,10110,28,1,16946849
1990,10110,28,2,23404284
1990,10110,29,0,54793943
1990,10110,29,1,20711852
1990,10110,29,2,33060588
1990,10110,29,3,1021504
1990,10110,30,0,52606038
1990,10110,30,1,20771667
