year,species_code,sex,age,agepop,mean_length,sd_length
1993,21740,2,11,8880489,60.28,3.45
1993,21740,2,12,4813838,58.86,2.43
1993,21740,2,13,2691040,57.09,4.35
1993,21740,2,14,240802,63,0
1993,21740,2,15,816447,61.52,1.34
1993,21740,2,16,892971,62.19,2.42
1993,21740,3,1,26865587,16.81,2.59
1993,21740,3,2,386475,21.13,2.15
1993,21740,3,3,37366,41.85,3.04
1993,21740,3,4,357930,48.35,3.63
1993,21740,3,5,1079452,49.74,3.2
1993,21740,3,6,428807,51.79,3.32
1993,21740,3,7,206274,53.67,2.95
1993,21740,3,8,394374,54.68,2.27
1993,21740,3,9,388589,54.99,2.27
1993,21740,3,10,133689,54.16,2.49
1993,21740,3,11,22764,56.36,2.28
1993,21740,3,12,18554,57.46,0.5
1993,21740,3,13,22142,55.1,2.14
1993,21740,3,14,11189,56.51,0.87
1993,21740,3,15,807,61,0
1993,21740,3,16,15662,57.25,1.58
1996,21740,1,1,64527735,16.23,1.57
1996,21740,1,2,75676469,23.32,2.29
1996,21740,1,3,11049354,34.59,5.75
1996,21740,1,4,12126439,44.32,4.07
1996,21740,1,5,20223361,48.95,2.55
1996,21740,1,6,31627428,50.37,2.65
1996,21740,1,7,91648692,51.82,2.8
1996,21740,1,8,42953623,52.89,3.31
1996,21740,1,9,19582036,54.78,2.81
1996,21740,1,10,13817057,53.76,3.9
1996,21740,1,11,3199235,58.77,4.83
1996,21740,1,12,9561685,56.82,4.39
1996,21740,1,13,2022752,59.26,2.11
1996,21740,1,14,4187238,56.25,1.07
1996,21740,1,15,135097,64,0
1996,21740,1,16,610196,57,0
1996,21740,1,17,287614,62,0
1996,21740,1,18,65479,66,0
1996,21740,2,1,66998172,16.61,1.91
1996,21740,2,2,80731480,23.54,2.33
1996,21740,2,3,12210873,34.68,5.86
1996,21740,2,4,14410449,45.71,4.9
1996,21740,2,5,32621157,51.27,2.95
1996,21740,2,6,33218211,52.61,3.15
1996,21740,2,7,91448065,54.26,3.25
1996,21740,2,8,46042837,56.26,2.98
1996,21740,2,9,28039850,56.43,3.31
1996,21740,2,10,10922271,59.55,3.89
1996,21740,2,11,8950043,58.63,3.6
1996,21740,2,12,7178658,60.27,5.46
1996,21740,2,13,5389986,61.24,3.01
1996,21740,2,14,5921404,62.32,3.02
1996,21740,2,15,1827048,61,0
1996,21740,2,17,126662,65,0
1996,21740,3,1,113570890,15.17,1.6
1996,21740,3,2,3103508,20.04,1.25
1996,21740,3,3,10508,23,0
1996,21740,3,5,2776,53,0
1996,21740,3,6,1388,53,0
1996,21740,3,7,23592,53,0
1996,21740,3,8,5551,53,0
1996,21740,3,9,4163,53,0
1996,21740,3,10,1388,53,0
1999,21740,1,1,60993373,16.52,1.7
1999,21740,1,2,11779428,27.06,3.81
1999,21740,1,3,12718312,37.96,4.7
1999,21740,1,4,27699194,43.06,3.56
1999,21740,1,5,58924830,46,3.14
1999,21740,1,6,34166277,47.72,3.69
1999,21740,1,7,47773326,49.82,4.45
1999,21740,1,8,30138254,53,3.88
1999,21740,1,9,44546987,55.03,3.02
1999,21740,1,10,57943121,55.47,3.41
1999,21740,1,11,43755007,56.02,3.01
1999,21740,1,12,8569892,56,3.21
1999,21740,1,13,3937238,56.17,4.06
1999,21740,1,14,1526940,53,0
1999,21740,1,15,148988,65,0
1999,21740,2,1,54526643,16.58,1.62
1999,21740,2,2,11720434,27.68,3.6
1999,21740,2,3,10766072,36.73,4.57
1999,21740,2,4,41201373,44.41,3.75
1999,21740,2,5,59834539,46.66,3.67
1999,21740,2,6,23127579,48.92,4.31
1999,21740,2,7,13215183,50.22,3.7
1999,21740,2,8,20914432,54.05,4.97
1999,21740,2,9,10886582,58.46,4.91
1999,21740,2,10,23866960,59.2,4.43
1999,21740,2,11,21113250,59.15,3.91
1999,21740,2,12,2012824,61.53,2.99
1999,21740,2,13,3176850,57.06,3.32
1999,21740,2,14,1129988,61.4,2.18
1999,21740,2,16,610219,68,0
1999,21740,2,17,85919,65,0
1999,21740,3,1,34705933,13.21,1.8
1999,21740,3,2,646920,27.11,1.86
1999,21740,3,3,114003,29.77,3.9
1999,21740,3,4,8224,37,0
1999,21740,3,5,10942,44.29,8.29
1999,21740,3,6,716,53,0
1999,21740,3,7,5490,53.61,0.49
1999,21740,3,8,11935,53.7,0.46
1999,21740,3,9,8593,53.58,0.49
1999,21740,3,10,13367,53.62,0.48
1999,21740,3,11,11219,53.74,0.44
1999,21740,3,12,1671,54,0
1999,21740,3,13,1671,54,0
1999,21740,3,14,716,53,0
2001,21740,1,1,157867693,17.11,2.29
2001,21740,1,2,53671904,24.09,3.51
2001,21740,1,3,19416550,38.5,5.39
2001,21740,1,4,18478948,45.15,3.84
2001,21740,1,5,14984459,49.34,3.04
2001,21740,1,6,18409134,50.81,3.34
2001,21740,1,7,13718005,51.63,4.41
2001,21740,1,8,3312111,54.53,4.91
2001,21740,1,9,4120191,54.9,2.26
2001,21740,1,10,588566,57.16,1.46
2001,21740,1,11,4248418,56.64,1.8
2001,21740,1,12,1163343,57.26,3.57
2001,21740,1,13,542254,57.33,1.88
2001,21740,2,1,160668842,17.11,2.31
2001,21740,2,2,60379186,24.5,4.15
2001,21740,2,3,14576643,37.07,6.29
2001,21740,2,4,15270288,45.79,3.95
2001,21740,2,5,10168228,50.62,5.7
2001,21740,2,6,14805623,54.24,3.9
2001,21740,2,7,23929390,55.9,4.04
2001,21740,2,8,5139878,59.29,4.69
2001,21740,2,9,1076989,57.83,2.86
2001,21740,2,11,236355,62,0
2001,21740,2,12,1360184,62.54,2.88
2001,21740,2,13,739136,60.97,3.84
2001,21740,2,15,184993,64,0
2001,21740,3,1,97057723,13.19,1.14
2001,21740,3,2,62591,21.6,2.97
2001,21740,3,3,10916,33,0
2003,21740,1,1,41102621,20.23,2.08
2003,21740,1,2,4802025,28.43,6.45
2003,21740,1,3,55332070,39.44,3.61
2003,21740,1,4,67603598,41.88,4.68
2003,21740,1,5,41588189,45.62,4.3
2003,21740,1,6,22961274,49.48,2.96
2003,21740,1,7,19041206,52.54,3.19
2003,21740,1,8,11272616,53.01,3.53
2003,21740,1,9,5710206,55.64,3.91
2003,21740,1,10,3176905,54.47,3.31
2003,21740,1,11,1072884,56.34,2.93
2003,21740,1,12,417654,60,0
2003,21740,1,13,545727,58,0
2003,21740,2,1,45432225,19.81,2.19
2003,21740,2,2,8218176,27.62,5.16
2003,21740,2,3,56994374,39.32,2.88
2003,21740,2,4,87141424,43.37,4.65
2003,21740,2,5,42137542,46.88,5.1
2003,21740,2,6,27580682,50.48,4.21
2003,21740,2,7,18197962,54.65,3.58
2003,21740,2,8,14694101,54.09,4.34
2003,21740,2,9,8905843,58.04,3.94
2003,21740,2,10,5633021,59.53,3.86
2003,21740,2,11,2202977,62.83,4.39
2003,21740,2,12,1359497,62.8,2.99
2003,21740,2,13,725582,60,0
2003,21740,3,1,15562737,15.09,1.25
2003,21740,3,2,2334339,15.01,1.34
2003,21740,3,5,1016,59,0
2003,21740,3,6,1016,59,0
2003,21740,3,7,7110,59,0
2003,21740,3,9,3047,59,0
2003,21740,3,10,1016,59,0
2003,21740,3,11,1016,59,0
2005,21740,1,1,11429926,17.52,2.28
2005,21740,1,2,15829250,30,3.33
2005,21740,1,3,17989999,36.93,4.32
2005,21740,1,4,15644600,43.9,3.58
2005,21740,1,5,41109365,46.83,2.9
2005,21740,1,6,41152224,47.96,3.61
2005,21740,1,7,19184764,49.1,3.42
2005,21740,1,8,10146344,52.31,4.22
2005,21740,1,9,7745944,53.61,2.91
2005,21740,1,10,6268013,54.91,2.51
2005,21740,1,11,1681541,61.17,2.76
2005,21740,1,12,364853,59,0
2005,21740,2,1,9970546,17.31,1.99
2005,21740,2,2,21163533,29.6,3.98
2005,21740,2,3,17724034,38.11,4.57
2005,21740,2,4,11598561,44.95,3
2005,21740,2,5,50508337,49.88,3.99
2005,21740,2,6,52842605,51.36,4.49
2005,21740,2,7,29885514,52.66,4.91
2005,21740,2,8,10774608,57.51,5.48
2005,21740,2,9,2852407,61.2,4.21
2005,21740,2,10,3902963,60.94,3.34
2005,21740,2,11,3585256,60.88,3.23
2005,21740,2,12,247086,60,0
2005,21740,2,13,959545,63,0
2005,21740,3,1,257202672,15.1,1.86
2005,21740,3,2,2361566,19.11,1.32
2005,21740,3,5,3182,56,0
2005,21740,3,6,9547,56,0
2005,21740,3,7,6365,56,0
2005,21740,3,8,9547,56,0
2005,21740,3,9,3182,56,0
2005,21740,3,10,1591,56,0
2007,21740,1,1,62217405,14.72,1.87
2007,21740,1,2,40485040,26.51,2.84
2007,21740,1,3,52426792,34.37,4.48
2007,21740,1,4,18722069,42.18,5.69
2007,21740,1,5,9969968,49.68,3.3
2007,21740,1,6,8149679,52.5,2.91
2007,21740,1,7,23985987,54.59,3.09
2007,21740,1,8,12719709,56.13,3.49
2007,21740,1,9,1451370,57.91,1
2007,21740,1,10,1566547,55.97,2.5
2007,21740,1,11,1091059,57.47,1.93
2007,21740,1,12,708560,60,0
2007,21740,1,13,766535,63,0
2007,21740,2,1,66049921,14.73,1.76
2007,21740,2,2,55344898,26.49,2.84
2007,21740,2,3,49914251,34.76,4.65
2007,21740,2,4,25288105,43,4.76
2007,21740,2,5,8628645,51.7,5.39
2007,21740,2,6,9910981,55.65,4.81
2007,21740,2,7,34322889,58.16,4.19
2007,21740,2,8,18556102,58.41,4.47
2007,21740,2,9,5170784,62.06,3.64
2007,21740,2,10,694898,66,0
2007,21740,2,11,1783470,63.77,3.71
2007,21740,2,12,306060,69,0
2007,21740,2,13,349782,60,0
2007,21740,3,1,47068085,14.09,1.59
2007,21740,3,2,200596,20.15,1.54
2007,21740,3,3,2447,27,0
2009,21740,1,1,43428349,16.77,2.97
2009,21740,1,2,46689182,30.87,3.43
2009,21740,1,3,45372797,39.11,4.19
2009,21740,1,4,65586933,47.08,4.72
2009,21740,1,5,48798032,49.58,5.18
2009,21740,1,6,10974588,54.79,5.16
2009,21740,1,7,8260635,58.54,3.4
2009,21740,1,8,8976021,59.7,3.58
2009,21740,1,9,17076811,60.01,4.31
2009,21740,1,10,7696278,60.71,2.86
2009,21740,1,11,2501866,58.02,3.12
2009,21740,1,12,2507814,60.27,2.46
2009,21740,1,13,1712390,60.57,2.66
2009,21740,1,14,1038460,62.74,1.55
2009,21740,2,1,38982567,16.64,2.72
2009,21740,2,2,39954528,30.67,3.18
2009,21740,2,3,59749072,39.46,3.85
2009,21740,2,4,81703973,48.46,5.26
2009,21740,2,5,62257263,52.72,5.74
2009,21740,2,6,15350142,57.78,5.22
2009,21740,2,7,7639614,60.25,4.33
2009,21740,2,8,16507469,62.54,5.38
2009,21740,2,9,37538728,63.94,4.29
2009,21740,2,10,22590687,64.32,4.4
2009,21740,2,11,7571614,63.66,4.16
2009,21740,2,12,4727463,66.54,5.41
2009,21740,2,13,1077101,64.92,2.94
2009,21740,2,14,574405,67.09,2.86
2009,21740,3,1,154383054,14.28,1.56
2009,21740,3,2,302928,24.88,1.29
2009,21740,3,3,3915,27,0
2009,21740,3,4,3520,60.32,3.39
2009,21740,3,5,7174,61.6,3.64
2009,21740,3,6,7225,62.84,2.43
2009,21740,3,7,9820,63.47,3.28
2009,21740,3,8,29229,65.16,2.57
2009,21740,3,9,61744,65.83,2.65
2009,21740,3,10,35092,65.29,2.29
2009,21740,3,11,11048,65.46,2.18
2009,21740,3,12,6873,65.18,3.17
2009,21740,3,13,1675,63.76,0.43
2009,21740,3,14,2178,65.4,0.49
2011,21740,1,1,124165808,17.01,2.33
2011,21740,1,2,50738967,32.73,3.29
2011,21740,1,3,49392304,38.68,4.45
2011,21740,1,4,44726057,43.92,3.83
2011,21740,1,5,75970102,50.18,4.59
2011,21740,1,6,47548284,54.59,4.62
2011,21740,1,7,14020219,57.39,4.39
2011,21740,1,8,3240929,58.27,4
2011,21740,1,9,1107425,62.83,2.48
2011,21740,1,10,1290365,62.59,4.32
2011,21740,1,11,8316221,62.22,3.01
2011,21740,1,12,3635330,61.1,3.28
2011,21740,2,1,118220962,17.05,2.37
2011,21740,2,2,51229338,32.07,3.6
2011,21740,2,3,66747164,39.11,4.24
2011,21740,2,4,63186672,47.23,4.27
2011,21740,2,5,87699877,52.71,4.64
2011,21740,2,6,66054685,57.54,4.38
2011,21740,2,7,18977329,59.45,3.45
2011,21740,2,8,4128515,61.86,2.8
2011,21740,2,9,4712468,63.95,3.91
2011,21740,2,10,7466423,65.99,3.46
2011,21740,2,11,11124373,66.5,3.33
2011,21740,2,12,3077401,63.82,3.48
2011,21740,2,16,610756,65,0
2011,21740,3,1,47370061,13.93,1.49
2011,21740,3,2,802975,27.59,2.36
2011,21740,3,3,61800,28.34,1.9
2013,21740,1,1,382179156,14.32,2.12
2013,21740,1,2,31066559,30.44,3
2013,21740,1,3,24315638,37.57,5.94
2013,21740,1,4,27815317,47.54,4.35
2013,21740,1,5,39834558,50.6,3.34
2013,21740,1,6,61328591,53.5,2.89
2013,21740,1,7,86983153,55.84,3.95
2013,21740,1,8,54164266,56.62,3.52
2013,21740,1,9,9697946,58.46,4.29
2013,21740,1,10,2658220,61.22,4.52
2013,21740,1,11,1751801,60.82,1.99
2013,21740,1,12,1664924,58.38,1.96
2013,21740,1,13,2341482,61.27,2.4
2013,21740,1,16,351652,68,0
2013,21740,2,1,394362501,14.32,2.17
2013,21740,2,2,34019032,30.99,3.08
2013,21740,2,3,28655680,40.24,6.66
2013,21740,2,4,30182772,50.33,4.52
2013,21740,2,5,44687205,54.17,2.66
2013,21740,2,6,91266664,56.4,3.33
2013,21740,2,7,75246843,58.96,3.53
2013,21740,2,8,64211060,59.79,3.42
2013,21740,2,9,16614211,59.57,4.58
2013,21740,2,10,2835686,63.22,3.31
2013,21740,2,11,685827,71.36,2.03
2013,21740,2,12,846023,69.34,0.75
2013,21740,2,13,1538884,65.75,2.99
2013,21740,2,14,3105370,66.48,2.66
2013,21740,2,16,592088,66,0
2013,21740,3,1,12478616,16.24,2.4
2013,21740,3,2,37479,32.75,5
2013,21740,3,3,255048,43.43,3.13
2013,21740,3,4,218235,45.42,3.48
2013,21740,3,5,123861,48.54,3.23
2013,21740,3,6,123408,50.93,3.35
2013,21740,3,7,66763,50.99,5.08
2013,21740,3,8,18335,53.99,0.81
2013,21740,3,9,2287,51.84,2.41
2015,21740,1,1,56398059,16.56,1.77
2015,21740,1,2,23554972,29.36,2.64
2015,21740,1,3,225612799,36.7,3.35
2015,21740,1,4,46028472,43.54,3.54
2015,21740,1,5,56771772,48.83,2.82
2015,21740,1,6,29402390,52.47,2.79
2015,21740,1,7,21061357,55.22,2.92
2015,21740,1,8,23536966,55.97,2.38
2015,21740,1,9,9775344,57.07,2.72
2015,21740,1,10,8757161,58.12,2.69
2015,21740,1,11,2672795,58.84,0.36
2015,21740,1,16,384068,65,0
2015,21740,1,17,510278,64,0
2015,21740,2,1,55138343,16.94,1.89
2015,21740,2,2,28829408,28.85,2.75
2015,21740,2,3,251546794,37.2,3.38
2015,21740,2,4,63310093,44.25,3.74
2015,21740,2,5,63902064,50.11,3.98
2015,21740,2,6,43634664,53.62,4.01
2015,21740,2,7,36202400,57.23,4.13
2015,21740,2,8,31764125,59.45,2.88
2015,21740,2,9,18475407,59.55,3.36
2015,21740,2,10,14047171,60.76,2.54
2015,21740,2,11,1031865,60.85,0.99
2015,21740,2,12,585410,63.98,3.45
2015,21740,2,13,144904,70,0
2015,21740,3,1,2139285,15.81,2.51
2015,21740,3,2,25665,22,0
2017,21740,1,1,75308272,16.35,1.58
2017,21740,1,2,1969602,33.59,2.11
2017,21740,1,3,1780105,38.77,2.76
2017,21740,1,4,13599973,42.02,2.65
2017,21740,1,5,117887073,43.59,2.16
2017,21740,1,6,14486146,46.05,3.44
2017,21740,1,7,7748066,48.41,3.64
2017,21740,1,8,1275825,52.23,2.3
2017,21740,1,10,192376,55,0
2017,21740,1,14,140004,56,0
2017,21740,2,1,65569001,16.84,1.63
2017,21740,2,2,2458770,27.29,5.19
2017,21740,2,3,4724870,41.78,2.63
2017,21740,2,4,15161567,43.14,2.32
2017,21740,2,5,184469390,44.78,2.31
2017,21740,2,6,14680947,48.01,3.03
2017,21740,2,7,10237662,51.94,4.27
2017,21740,2,8,3452151,53.48,3.94
2017,21740,2,9,437157,53,0
2017,21740,2,11,796061,56,0
2017,21740,3,1,40433185,17.51,1.72
2017,21740,3,2,340326,20.67,3.95
2017,21740,3,3,44141,36,0
2019,21740,1,1,51091085,18.09,1.57
2019,21740,1,2,38502036,27.09,3.11
2019,21740,1,3,13304348,36.52,4.53
2019,21740,1,4,4849677,44.12,3.09
2019,21740,1,5,4624120,45.25,2.65
2019,21740,1,6,21589811,45.32,2.34
2019,21740,1,7,76730414,46.57,2.37
2019,21740,1,8,10633974,47.46,3.11
2019,21740,1,9,1785579,52.26,3.21
2019,21740,1,11,315203,54,0
2019,21740,2,1,48549890,17.92,1.9
2019,21740,2,2,42335811,27.31,3.26
2019,21740,2,3,14181282,37.88,4.68
2019,21740,2,4,7646171,44.06,3.17
2019,21740,2,5,5550047,46.08,1.23
2019,21740,2,6,10237899,48.91,3.07
2019,21740,2,7,111634679,49.39,2.91
2019,21740,2,8,11251940,50.56,2.63
2019,21740,2,9,1243520,54.61,1.69
2019,21740,2,10,65248,62,0
2019,21740,3,1,49173013,18.16,1.96
2019,21740,3,2,5390443,21.05,2.22
2019,21740,3,3,106939,37.26,3.42
2019,21740,3,4,68585,42.81,2.37
2019,21740,3,5,43924,43.72,1.5
2019,21740,3,6,183931,43.98,2.19
2019,21740,3,7,437144,46.64,3.24
2019,21740,3,8,68449,45.92,3.45
2019,21740,3,9,3877,52.23,2.99
2021,21740,1,1,197344380,17.18,1.95
2021,21740,1,2,68283150,30.3,3.69
2021,21740,1,3,83954501,38.88,3.12
2021,21740,1,4,109333917,41.97,2.98
2021,21740,1,5,23011628,46.12,3.87
2021,21740,1,6,6721797,48.81,2.35
2021,21740,1,7,7652528,49.59,2.9
2021,21740,1,8,18056097,50.91,2.84
2021,21740,1,9,29618460,49.52,2.31
2021,21740,1,10,4741925,48.86,2.07
2021,21740,1,11,780568,50,0
2021,21740,2,1,202460668,17.59,2.04
2021,21740,2,2,78236775,31.34,3.49
2021,21740,2,3,96544179,39.9,3.53
2021,21740,2,4,139724898,43.41,3.82
2021,21740,2,5,39380428,47.98,4.32
2021,21740,2,6,5526498,53.9,2.76
2021,21740,2,7,1288594,53.81,3.88
2021,21740,2,8,20004332,53.8,3.54
2021,21740,2,9,40640904,53.45,2.76
2021,21740,2,10,3820952,55.86,2.89
2021,21740,2,11,573141,53,0
2021,21740,3,1,21531843,15.81,2.65
2021,21740,3,2,67352,21,0
2021,21740,3,3,3860,47,0
2021,21740,3,4,16407,47,0
2021,21740,3,5,13511,47,0
2021,21740,3,6,1930,47,0
2021,21740,3,7,2895,47,0
2021,21740,3,9,3860,47,0
2021,21740,3,10,2895,47,0
1990,21740,0,1,73580925,17.46,2.13
1990,21740,0,2,256058828,26.83,2.38
1990,21740,0,3,46068158,33.13,3.11
1990,21740,0,4,43267673,41.55,3.51
1990,21740,0,5,195981054,46.44,3.57
1990,21740,0,6,228765891,49.08,4.12
1990,21740,0,7,73558952,52.96,4.52
1990,21740,0,8,108871546,53.41,4.5
1990,21740,0,9,26825129,55.8,4.6
1990,21740,0,10,35270378,58.21,3.59
1990,21740,0,11,5035259,59.19,3.06
1990,21740,0,12,28547482,58.92,3.64
1990,21740,0,13,5666413,60.38,2.47
1990,21740,0,14,1028137,58.52,6.28
1990,21740,0,16,1592253,62.87,2.67
1993,21740,0,1,95560088,17.66,2.15
1993,21740,0,2,56165999,28,3.12
1993,21740,0,3,53513822,39.62,3.51
1993,21740,0,4,139546320,45.03,3.92
1993,21740,0,5,284146640,47.35,3.51
1993,21740,0,6,84145232,50.19,4.54
1993,21740,0,7,32558801,53,4.44
1993,21740,0,8,64113605,56.25,3.44
1993,21740,0,9,71016069,56.88,3.69
1993,21740,0,10,23578933,55.45,4.41
1993,21740,0,11,10121489,60.1,3.52
1993,21740,0,12,5779801,59.2,2.42
1993,21740,0,13,3417672,57.36,4.02
1993,21740,0,14,2149137,57.52,1.94
1993,21740,0,15,777068,61.77,1.58
1993,21740,0,16,4371746,58.76,2.46
1996,21740,0,1,245795259,15.82,1.82
1996,21740,0,2,159681398,23.37,2.37
1996,21740,0,3,22883188,34.37,5.9
1996,21740,0,4,28513077,45.33,4.63
1996,21740,0,5,55560056,50.21,2.91
1996,21740,0,6,63342289,51.41,3.13
1996,21740,0,7,177107987,52.95,3.18
1996,21740,0,8,86037516,54.7,3.47
1996,21740,0,9,49085924,55.9,3.21
1996,21740,0,10,25565066,56.58,4.6
1996,21740,0,11,10991813,58.65,4.09
1996,21740,0,12,19855973,58.61,5
1996,21740,0,13,8282667,60.38,2.73
1996,21740,0,14,10920812,59.06,3.74
1996,21740,0,15,1712757,61.39,1
1996,21740,0,16,1059266,57,0
1996,21740,0,17,585265,62.77,1.31
1996,21740,0,18,194220,66,0
1999,21740,0,1,151731612,15.75,2.21
1999,21740,0,2,24122264,27.38,3.69
1999,21740,0,3,23625311,37.3,4.68
1999,21740,0,4,71280781,43.97,3.75
1999,21740,0,5,126474819,46.66,3.66
1999,21740,0,6,59077159,48.55,4.2
1999,21740,0,7,57144912,49.83,4.16
1999,21740,0,8,56500491,53.67,4.37
1999,21740,0,9,48657844,56.03,4.12
1999,21740,0,10,77425187,56.83,4.09
1999,21740,0,11,63830177,57.19,3.66
1999,21740,0,12,9511588,57.46,3.86
1999,21740,0,13,8581928,56.32,3.29
1999,21740,0,14,2673068,57.64,4.18
1999,21740,0,15,93803,65,0
1999,21740,0,16,620914,68,0
1999,21740,0,17,93803,65,0
2001,21740,0,1,418319287,16.23,2.69
2001,21740,0,2,110718098,24.32,3.76
2001,21740,0,3,34295351,37.89,5.91
2001,21740,0,4,33795089,45.4,4.06
2001,21740,0,5,26298573,49.69,4.58
2001,21740,0,6,33446247,52.51,4.09
2001,21740,0,7,40113128,54.56,4.51
2001,21740,0,8,8874340,57.73,5.09
2001,21740,0,9,4488716,55.78,2.75
2001,21740,0,10,591018,57.43,1.5
2001,21740,0,11,2881283,57.04,2.29
2001,21740,0,12,2380067,60.72,4.03
2001,21740,0,13,1544487,59.7,3.31
2001,21740,0,15,196069,64,0
2003,21740,0,1,104330430,19.27,2.78
2003,21740,0,2,17144281,25.5,7.22
2003,21740,0,3,110398092,39.38,3.23
2003,21740,0,4,158969176,42.67,4.71
2003,21740,0,5,83177952,46.41,4.67
2003,21740,0,6,48652581,50.07,3.69
2003,21740,0,7,36516930,53.62,3.49
2003,21740,0,8,27650955,53.57,4.23
2003,21740,0,9,14830101,57.63,4.73
2003,21740,0,10,8774714,58.19,4.44
2003,21740,0,11,3498388,61.54,4.8
2003,21740,0,12,1904858,62.26,2.91
2003,21740,0,13,1221090,58.97,1
2005,21740,0,1,287306447,15.24,2.02
2005,21740,0,2,39850247,29,4.41
2005,21740,0,3,36184124,37.58,4.37
2005,21740,0,4,25459219,44.44,3.32
2005,21740,0,5,94614087,48.56,3.9
2005,21740,0,6,95345040,49.86,4.46
2005,21740,0,7,50129460,51.5,4.87
2005,21740,0,8,20438638,55.47,5.82
2005,21740,0,9,9817361,56,4.74
2005,21740,0,10,9766832,57.95,4.12
2005,21740,0,11,4987988,61.17,3.05
2005,21740,0,12,1338211,59.25,0.43
2005,21740,0,13,731900,63,0
2007,21740,0,1,176034091,14.57,1.8
2007,21740,0,2,97017893,26.57,2.8
2007,21740,0,3,100847957,34.69,4.59
2007,21740,0,4,44007835,42.6,5.29
2007,21740,0,5,18802673,50.64,4.69
2007,21740,0,6,18813699,54.33,4.32
2007,21740,0,7,58497324,56.89,4.23
2007,21740,0,8,31100682,57.36,4.32
2007,21740,0,9,6568360,61.48,3.64
2007,21740,0,10,2604923,58.87,4.88
2007,21740,0,11,3213264,61.36,4.25
2007,21740,0,12,734535,64.05,4.48
2007,21740,0,13,859234,61.59,1.5
2009,21740,0,1,237109104,15.13,2.41
2009,21740,0,2,89754390,30.54,3.43
2009,21740,0,3,106441854,39.19,4.14
2009,21740,0,4,146539626,47.8,5.02
2009,21740,0,5,109692381,51.28,5.7
2009,21740,0,6,26177737,56.53,5.46
2009,21740,0,7,17084834,59.39,3.75
2009,21740,0,8,25843311,61.45,5.09
2009,21740,0,9,54745112,62.79,4.75
2009,21740,0,10,30766742,63.42,4.46
2009,21740,0,11,9680783,62.18,4.66
2009,21740,0,12,7611216,64.24,5.54
2009,21740,0,13,3505281,62.06,3.44
2009,21740,0,14,2077478,64.1,2.89
2011,21740,0,1,290179864,16.53,2.53
2011,21740,0,2,104283999,32.19,3.54
