year,species_code,sex,age,agepop,mean_length,sd_length
1990,21740,1,1,22789084,18.74,1.68
1990,21740,1,2,123387374,26.7,2.31
1990,21740,1,3,25276794,33.5,3.31
1990,21740,1,4,19426394,40.86,2.92
1990,21740,1,5,79416170,44.98,3.42
1990,21740,1,6,95719586,47.47,3.85
1990,21740,1,7,27053006,51.75,4.31
1990,21740,1,8,46727429,51.21,4.48
1990,21740,1,9,9952920,53.65,4.03
1990,21740,1,10,4326586,55.99,2.83
1990,21740,1,11,472677,55,0
1990,21740,1,12,10529003,57.45,2.65
1990,21740,1,13,1236925,59.88,1.36
1990,21740,1,14,472677,55,0
1990,21740,1,16,356770,61,0
1990,21740,2,1,18421405,18.7,1.63
1990,21740,2,2,128707463,26.94,2.39
1990,21740,2,3,22432357,32.81,2.79
1990,21740,2,4,21910904,42.16,3.81
1990,21740,2,5,118677082,47.62,3.33
1990,21740,2,6,131226625,50.43,4.03
1990,21740,2,7,39853391,53.86,4.54
1990,21740,2,8,55037543,55.25,4.12
1990,21740,2,9,14939604,57.24,4.37
1990,21740,2,10,31692016,58.41,3.45
1990,21740,2,11,5158317,59.79,2.69
1990,21740,2,12,12985572,60.51,3.78
1990,21740,2,13,4627481,60.34,2.61
1990,21740,2,14,230122,69.51,2.3
1990,21740,2,16,665417,65.34,2.17
1990,21740,3,1,32337593,15.9,1.51
1990,21740,3,2,2730312,25.88,1.92
1990,21740,3,3,93345,31.4,3.6
1990,21740,3,4,344134,45.35,3
1990,21740,3,5,4543568,48.19,2.51
1990,21740,3,6,6666100,50.4,3.2
1990,21740,3,7,2321871,53.06,3.79
1990,21740,3,8,3518726,53.25,3.8
1990,21740,3,9,748453,54.31,3.57
1990,21740,3,10,954774,57.11,3.36
1990,21740,3,11,143352,58.28,2.7
1990,21740,3,12,736623,58.02,3.62
1990,21740,3,13,161945,60.46,3
1990,21740,3,14,35604,57.79,5.34
1990,21740,3,16,33220,65.26,3.44
1993,21740,1,1,33910668,17.94,1.71
1993,21740,1,2,28497373,28.22,3.16
1993,21740,1,3,23956581,39.56,3.48
1993,21740,1,4,73880050,45.12,4.16
1993,21740,1,5,112494830,46.39,3.37
1993,21740,1,6,34844316,48.41,3.48
1993,21740,1,7,16394273,51.68,4.14
1993,21740,1,8,28257167,55.31,3.24
1993,21740,1,9,26591365,55.11,3.16
1993,21740,1,10,11220891,53.9,3.88
1993,21740,1,11,2038651,59.16,3.36
1993,21740,1,12,1223071,60.06,2.07
1993,21740,1,13,513092,59,0
1993,21740,1,14,1515290,56.81,0.98
1993,21740,1,16,2548334,57.79,1.69
1993,21740,2,1,34794151,18.05,1.99
1993,21740,2,2,27602458,27.97,3.08
1993,21740,2,3,27921301,39.69,3.61
1993,21740,2,4,65936647,45.03,3.84
1993,21740,2,5,171405782,47.91,3.47
1993,21740,2,6,49888809,51.66,4.8
1993,21740,2,7,17045682,53.92,4.25
1993,21740,2,8,32283306,56.92,3.51
1993,21740,2,9,44878146,58,3.5
1993,21740,2,10,11907781,56.8,4.28
