year,region,species_code,sex,sex_desc,iss,nss,nhls
1990,egoa,30060,2,female,109.44006531492923,3049,60
1990,egoa,30060,4,total_post,186.65415570925393,6417,62
1990,egoa,30060,12,female_male,227.46636162293515,6143,60
1990,egoa,30420,0,total_pre,18.855895350418177,36,2
1990,egoa,30420,1,male,6.789714626206089,14,2
1990,egoa,30420,2,female,15.312917106829547,22,2
1990,egoa,30420,4,total_post,18.85597889937031,36,2
1990,egoa,30420,12,female_male,19.246702685476645,36,2
1990,goa,10110,0,total_pre,3612.4163628418887,54708,492
1990,goa,10110,1,male,1558.3150046484486,16829,485
1990,goa,10110,2,female,2708.309597672887,37574,490
1990,goa,10110,4,total_post,3612.416315078705,54708,492
1990,goa,10110,12,female_male,3926.828130489535,54403,490
1990,goa,10130,0,total_pre,1820.4159356225646,24322,286
1990,goa,10130,1,male,961.1286383681384,11255,276
1990,goa,10130,2,female,1188.7751836236325,12939,285
1990,goa,10130,4,total_post,1820.4157862378727,24322,286
1990,goa,10130,12,female_male,2075.3983584746506,24194,285
1990,goa,10180,0,total_pre,626.7157914492473,7435,195
1990,goa,10180,1,male,247.98654344616187,3401,188
1990,goa,10180,2,female,529.4018176626454,4034,194
1990,goa,10180,4,total_post,626.7157466314326,7435,195
1990,goa,10180,12,female_male,630.4914778918911,7435,195
1990,goa,10200,0,total_pre,1233.7277171390876,14387,237
1990,goa,10200,1,male,501.74243581016395,6793,227
1990,goa,10200,2,female,873.4255318024057,7593,237
1990,goa,10200,4,total_post,1233.727698357679,14387,237
1990,goa,10200,12,female_male,1092.6177074620587,14386,237
1990,goa,20510,0,total_pre,503.35765014680743,5172,155
1990,goa,20510,1,male,543.1038543254267,2890,144
1990,goa,20510,2,female,194.9638426715709,2079,145
1990,goa,20510,4,total_post,503.3576661536136,5172,155
1990,goa,20510,12,female_male,499.0453220924134,4969,145
1990,goa,21720,0,total_pre,603.1960917480479,11418,276
1990,goa,21720,1,male,425.6379655488606,5535,274
1990,goa,21720,2,female,489.70302480628163,5772,275
1990,goa,21720,4,total_post,603.1962234625911,11418,276
1990,goa,21720,12,female_male,914.0183710018161,11307,276
1990,goa,21740,0,total_pre,485.900001434617,42631,325
1990,goa,21740,1,male,489.8409633430857,15014,302
1990,goa,21740,2,female,702.223353508864,20053,302
1990,goa,21740,4,total_post,485.9000022838614,42631,325
1990,goa,21740,12,female_male,1173.8805549194976,35067,303
1990,goa,30060,0,total_pre,239.87683177634563,12612,156
1990,goa,30060,1,male,229.89222866434687,6502,149
1990,goa,30060,2,female,142.6106218885816,5718,149
1990,goa,30060,4,total_post,239.8768293223164,12612,156
1990,goa,30060,12,female_male,334.25627395586577,12220,151
1990,goa,30420,0,total_pre,97.67927231800579,3018,46
1990,goa,30420,1,male,71.75365166529816,1682,45
1990,goa,30420,2,female,65.88690358934504,1334,46
1990,goa,30420,4,total_post,97.67926895861676,3018,46
1990,goa,30420,12,female_male,140.5921235265557,3016,46
1990,wgoa,10110,0,total_pre,1080.4378769937878,10730,92
1990,wgoa,10110,1,male,539.8423810728381,3198,92
1990,wgoa,10110,2,female,879.5734952739379,7532,92
1990,wgoa,10110,4,total_post,1080.4378957119707,10730,92
1990,wgoa,10110,12,female_male,1298.0231272345027,10730,92
1990,wgoa,10130,0,total_pre,717.5710393935946,5219,53
1990,wgoa,10130,1,male,336.61971723859943,2321,51
1990,wgoa,10130,2,female,475.6930367885915,2832,52
1990,wgoa,10130,4,total_post,717.5710531831359,5219,53
1990,wgoa,10130,12,female_male,767.6875859696718,5153,52
1990,wgoa,10180,0,total_pre,34.11932536041152,135,8
1990,wgoa,10180,1,male,22.418238307017617,77,6
1990,wgoa,10180,2,female,18.579865638480285,58,8
1990,wgoa,10180,4,total_post,34.11935917317524,135,8
1990,wgoa,10180,12,female_male,35.45017705422382,135,8
1990,wgoa,10200,0,total_pre,251.65537655407368,1093,27
1990,wgoa,10200,1,male,123.85697641489958,472,21
1990,wgoa,10200,2,female,167.24657717583287,621,27
1990,wgoa,10200,4,total_post,251.65534502741556,1093,27
1990,wgoa,10200,12,female_male,262.2124244875743,1093,27
1990,wgoa,20510,0,total_pre,33.14112667852901,120,5
1990,wgoa,20510,1,male,12.14126107511202,56,5
1990,wgoa,20510,2,female,17.01002172039287,64,5
1990,wgoa,20510,4,total_post,33.14105131670678,120,5
1990,wgoa,20510,12,female_male,29.121032208502008,120,5
1990,wgoa,21720,0,total_pre,656.2378262671795,3516,76
1990,wgoa,21720,1,male,419.20049409890123,1686,75
1990,wgoa,21720,2,female,420.95735058778297,1830,76
1990,wgoa,21720,4,total_post,656.2379031736826,3516,76
1990,wgoa,21720,12,female_male,842.7876195718908,3516,76
1990,wgoa,21740,0,total_pre,149.2335178870515,4107,43
1990,wgoa,21740,1,male,139.0037677184348,1758,37
1990,wgoa,21740,2,female,127.79583840187851,1983,37
1990,wgoa,21740,4,total_post,149.23351933974322,4107,43
1990,wgoa,21740,12,female_male,265.93166109211666,3741,37
1990,wgoa,30060,0,total_pre,30.447971087952986,1672,16
1990,wgoa,30060,1,male,27.65573448735518,874,15
1990,wgoa,30060,2,female,26.20532473187356,778,15
1990,wgoa,30060,4,total_post,30.44796745386343,1672,16
1990,wgoa,30060,12,female_male,55.856604429102774,1652,15
1990,wgoa,30420,0,total_pre,50.44708043392979,1063,13
1990,wgoa,30420,1,male,38.556271804262714,582,13
1990,wgoa,30420,2,female,43.104270152088944,479,13
1990,wgoa,30420,4,total_post,50.44708135821252,1063,13
1990,wgoa,30420,12,female_male,83.08254811453907,1061,13
1993,cgoa,10110,0,total_pre,4265.577467573079,40623,359
1993,cgoa,10110,1,male,1464.3626478831732,10663,345
1993,cgoa,10110,2,female,3498.739751507657,29908,352
1993,cgoa,10110,4,total_post,4265.577453278925,40623,359
1993,cgoa,10110,12,female_male,4715.8709371825535,40571,358
1993,cgoa,10130,0,total_pre,1153.6342724647482,15964,227
1993,cgoa,10130,1,male,505.4253231884329,7395,208
1993,cgoa,10130,2,female,728.7357166695292,8405,225
1993,cgoa,10130,4,total_post,1153.6343120562465,15964,227
1993,cgoa,10130,12,female_male,1083.3503461837029,15800,227
1993,cgoa,10180,0,total_pre,1242.3063026915238,5374,216
1993,cgoa,10180,1,male,586.3465056777127,2765,194
1993,cgoa,10180,2,female,724.8706171541847,2609,211
1993,cgoa,10180,4,total_post,1242.306457082699,5374,216
1993,cgoa,10180,12,female_male,1200.0156505866496,5374,216
1993,cgoa,10200,0,total_pre,1430.0983386929697,11581,249
1993,cgoa,10200,1,male,582.5452857551131,4827,213
1993,cgoa,10200,2,female,1487.0767130108084,6745,244
1993,cgoa,10200,4,total_post,1430.0983736547626,11581,249
1993,cgoa,10200,12,female_male,1484.9986083947356,11572,249
1993,cgoa,20510,0,total_pre,216.1104268599569,5750,191
1993,cgoa,20510,1,male,186.20657799519665,3598,181
1993,cgoa,20510,2,female,158.29339581895422,2152,178
1993,cgoa,20510,4,total_post,216.11042882131127,5750,191
1993,cgoa,20510,12,female_male,317.65609279480736,5750,191
1993,cgoa,21720,0,total_pre,501.51597163956757,9627,278
1993,cgoa,21720,1,male,332.1915826507915,4812,263
1993,cgoa,21720,2,female,357.29972963839344,4800,269
1993,cgoa,21720,4,total_post,501.51590079962654,9627,278
1993,cgoa,21720,12,female_male,689.7546122367062,9612,278
1993,cgoa,21740,0,total_pre,481.9693677163116,18704,251
1993,cgoa,21740,1,male,266.97116600852814,7715,237
1993,cgoa,21740,2,female,578.6313009812206,10547,236
1993,cgoa,21740,4,total_post,481.9693532473316,18704,251
1993,cgoa,21740,12,female_male,749.108670748009,18262,247
1993,cgoa,30060,0,total_pre,183.64436566440074,6934,126
1993,cgoa,30060,1,male,169.33212453235478,3700,117
1993,cgoa,30060,2,female,138.67826309032037,3107,119
1993,cgoa,30060,4,total_post,183.6443634546727,6934,126
1993,cgoa,30060,12,female_male,317.7078181424466,6807,125
1993,cgoa,30420,0,total_pre,131.6473787140992,3256,74
1993,cgoa,30420,1,male,108.74078382939413,1655,69
1993,cgoa,30420,2,female,73.14219465952525,1601,63
1993,cgoa,30420,4,total_post,131.64738427554136,3256,74
1993,cgoa,30420,12,female_male,145.0343539154943,3256,74
1993,egoa,10110,0,total_pre,1559.661207844892,11602,130
1993,egoa,10110,1,male,666.1849208672027,4333,127
1993,egoa,10110,2,female,1298.6299922330038,7140,129
1993,egoa,10110,4,total_post,1559.6612171428044,11602,130
1993,egoa,10110,12,female_male,1638.7841226244363,11473,129
1993,egoa,10130,0,total_pre,444.0153679314052,3468,43
1993,egoa,10130,1,male,280.53784971586856,1964,41
1993,egoa,10130,2,female,248.0415683507093,1446,43
1993,egoa,10130,4,total_post,444.0154368483177,3468,43
1993,egoa,10130,12,female_male,516.7420790614573,3410,43
1993,egoa,10180,0,total_pre,806.776147074178,4867,73
1993,egoa,10180,1,male,468.16203775678105,2463,68
1993,egoa,10180,2,female,418.75180416221104,2095,67
1993,egoa,10180,4,total_post,806.7762015401062,4867,73
1993,egoa,10180,12,female_male,745.9490291069054,4558,68
1993,egoa,10200,0,total_pre,944.6950347684003,5139,57
1993,egoa,10200,1,male,437.6722795595647,2337,49
1993,egoa,10200,2,female,407.34326147019414,1820,50
1993,egoa,10200,4,total_post,944.695090633074,5139,57
1993,egoa,10200,12,female_male,763.4932721606124,4157,50
1993,egoa,20510,0,total_pre,155.34778801893663,1159,43
1993,egoa,20510,1,male,61.89525759236707,313,28
1993,egoa,20510,2,female,66.21716872166809,309,31
1993,egoa,20510,4,total_post,155.34776862256604,1159,43
1993,egoa,20510,12,female_male,125.44424542306523,622,31
1993,egoa,21720,0,total_pre,108.45402766495336,437,25
1993,egoa,21720,1,male,52.88288298320821,197,22
1993,egoa,21720,2,female,64.09104541929001,240,22
1993,egoa,21720,4,total_post,108.45403444142303,437,25
1993,egoa,21720,12,female_male,112.2194191829644,437,25
1993,egoa,21740,0,total_pre,227.50388292749324,5184,81
1993,egoa,21740,1,male,122.685214671822,2280,79
1993,egoa,21740,2,female,163.37204331501295,2399,78
1993,egoa,21740,4,total_post,227.5038850990327,5184,81
1993,egoa,21740,12,female_male,281.34551754209366,4679,80
1993,egoa,30060,0,total_pre,155.34341088204783,7344,58
1993,egoa,30060,1,male,112.95992902123675,3476,58
1993,egoa,30060,2,female,106.55755787736896,3435,57
1993,egoa,30060,4,total_post,155.34340725200857,7344,58
1993,egoa,30060,12,female_male,216.10376351807747,6911,58
1993,goa,10110,0,total_pre,7057.846945638851,66060,638
1993,goa,10110,1,male,2362.4453143500004,19311,609
1993,goa,10110,2,female,5549.433810552369,46558,629
1993,goa,10110,4,total_post,7057.846747346828,66060,638
1993,goa,10110,12,female_male,7546.381316507013,65869,635
1993,goa,10130,0,total_pre,2123.528099397671,25995,363
1993,goa,10130,1,male,865.4909122568954,12248,337
1993,goa,10130,2,female,1198.770335766181,13509,361
1993,goa,10130,4,total_post,2123.5280839615925,25995,363
1993,goa,10130,12,female_male,1879.8679606176452,25757,363
1993,goa,10180,0,total_pre,2036.9912475324816,10491,321
1993,goa,10180,1,male,1078.759271739976,5316,283
1993,goa,10180,2,female,1111.823895125444,4866,306
1993,goa,10180,4,total_post,2036.9915749529573,10491,321
1993,goa,10180,12,female_male,1932.644007594085,10182,316
1993,goa,10200,0,total_pre,2288.9229558851284,19100,374
1993,goa,10200,1,male,961.0267743713623,8166,319
1993,goa,10200,2,female,1820.7052080345584,9943,359
1993,goa,10200,4,total_post,2288.9230430450616,19100,374
1993,goa,10200,12,female_male,2257.1275245894626,18109,367
1993,goa,20510,0,total_pre,319.0976970746789,7705,262
1993,goa,20510,1,male,235.1785119581307,4295,234
1993,goa,20510,2,female,222.38965483242464,2873,236
1993,goa,20510,4,total_post,319.0976869911457,7705,262
1993,goa,20510,12,female_male,424.5708016137856,7168,250
1993,goa,21720,0,total_pre,920.8252987264761,17447,453
1993,goa,21720,1,male,606.9300029878779,8414,433
1993,goa,21720,2,female,656.1807377863324,8570,435
1993,goa,21720,4,total_post,920.8252377359453,17447,453
1993,goa,21720,12,female_male,1264.6341754853531,16984,452
1993,goa,21740,0,total_pre,841.2773229116772,35210,457
1993,goa,21740,1,male,467.7565856143768,14675,427
1993,goa,21740,2,female,647.895364421031,18848,430
1993,goa,21740,4,total_post,841.2773098089438,35210,457
1993,goa,21740,12,female_male,1067.3107505472708,33523,449
1993,goa,30060,0,total_pre,300.85178382748325,17357,219
1993,goa,30060,1,male,271.3038941052514,8815,208
1993,goa,30060,2,female,219.48128228531593,7976,208
1993,goa,30060,4,total_post,300.8517807864318,17357,219
1993,goa,30060,12,female_male,495.3747246936544,16791,218
1993,goa,30420,0,total_pre,175.53939575214207,4384,106
1993,goa,30420,1,male,150.10679136265094,2252,99
1993,goa,30420,2,female,98.60925972018717,2132,91
1993,goa,30420,4,total_post,175.53940376725023,4384,106
1993,goa,30420,12,female_male,198.39545674986556,4384,106
1993,wgoa,10110,0,total_pre,1849.8238139217435,13835,149
1993,wgoa,10110,1,male,456.63846412008786,4315,137
1993,wgoa,10110,2,female,1190.1261405465798,9510,148
1993,wgoa,10110,4,total_post,1849.8238634314794,13835,149
1993,wgoa,10110,12,female_male,1625.7771533179282,13825,148
1993,wgoa,10130,0,total_pre,749.230570776261,6563,93
1993,wgoa,10130,1,male,283.18153509665166,2889,88
1993,wgoa,10130,2,female,363.1580879287597,3658,93
1993,wgoa,10130,4,total_post,749.230561828404,6563,93
1993,wgoa,10130,12,female_male,623.4518735489404,6547,93
1993,wgoa,10180,0,total_pre,101.82405522147029,250,32
1993,wgoa,10180,1,male,30.45495195569634,88,21
1993,wgoa,10180,2,female,59.45003340150973,162,28
1993,wgoa,10180,4,total_post,101.82400419382219,250,32
1993,wgoa,10180,12,female_male,89.28726863952487,250,32
1993,wgoa,10200,0,total_pre,703.8118060481678,2380,68
1993,wgoa,10200,1,male,253.60356214349642,1002,57
1993,wgoa,10200,2,female,436.6209254778525,1378,65
1993,wgoa,10200,4,total_post,703.8118526333362,2380,68
1993,wgoa,10200,12,female_male,484.53155533143894,2380,68
1993,wgoa,20510,0,total_pre,244.80659068571416,796,28
1993,wgoa,20510,1,male,120.2340516990727,384,25
1993,wgoa,20510,2,female,130.317054101565,412,27
1993,wgoa,20510,4,total_post,244.8065537531141,796,28
1993,wgoa,20510,12,female_male,252.82289571318017,796,28
1993,wgoa,21720,0,total_pre,927.2820872636578,7383,150
1993,wgoa,21720,1,male,558.1529809940254,3405,148
1993,wgoa,21720,2,female,549.4249491098362,3530,144
1993,wgoa,21720,4,total_post,927.2821640337975,7383,150
1993,wgoa,21720,12,female_male,1105.5932852147002,6935,149
1993,wgoa,21740,0,total_pre,331.8835161328624,11322,125
1993,wgoa,21740,1,male,170.95170798409873,4680,111
1993,wgoa,21740,2,female,189.42930643654478,5902,116
1993,wgoa,21740,4,total_post,331.8835105070641,11322,125
1993,wgoa,21740,12,female_male,347.8752967492062,10582,122
1993,wgoa,30060,0,total_pre,103.03727190166948,3079,35
1993,wgoa,30060,1,male,92.10176562414263,1639,33
1993,wgoa,30060,2,female,89.32666311103871,1434,32
1993,wgoa,30060,4,total_post,103.03727467746688,3079,35
1993,wgoa,30060,12,female_male,177.63664389853818,3073,35
1993,wgoa,30420,0,total_pre,159.0553998835246,1128,32
1993,wgoa,30420,1,male,100.45442920651473,597,30
1993,wgoa,30420,2,female,98.00269261581961,531,28
1993,wgoa,30420,4,total_post,159.0553347524268,1128,32
1993,wgoa,30420,12,female_male,186.28483337166588,1128,32
1996,cgoa,10110,0,total_pre,3982.0983888666815,30616,356
1996,cgoa,10110,1,male,1221.225545065041,8653,335
1996,cgoa,10110,2,female,3425.9839699933705,21958,351
1996,cgoa,10110,4,total_post,3982.0983862675557,30616,356
1996,cgoa,10110,12,female_male,4426.764325670088,30611,356
1996,cgoa,10130,0,total_pre,1787.1934991787643,12260,227
1996,cgoa,10130,1,male,889.4522283504537,5724,202
1996,cgoa,10130,2,female,987.1487032934795,6233,212
1996,cgoa,10130,4,total_post,1787.1935002074756,12260,227
1996,cgoa,10130,12,female_male,1685.3531406410407,11957,226
1996,cgoa,10180,0,total_pre,895.179672731828,3131,218
1996,cgoa,10180,1,male,446.42904756718667,1751,155
1996,cgoa,10180,2,female,510.23730808251304,1380,202
1996,cgoa,10180,4,total_post,895.1795093366061,3131,218
1996,cgoa,10180,12,female_male,891.7843545417455,3131,218
1996,cgoa,10200,0,total_pre,1267.8064109376921,6264,246
1996,cgoa,10200,1,male,524.1880287487968,2726,168
1996,cgoa,10200,2,female,997.7686925683141,3534,232
1996,cgoa,10200,4,total_post,1267.806438617666,6264,246
1996,cgoa,10200,12,female_male,1204.634998613307,6260,246
1996,cgoa,10261,0,total_pre,367.38159182301445,1583,71
1996,cgoa,10261,1,male,159.35276993458535,583,48
1996,cgoa,10261,2,female,264.27330496593555,1000,65
1996,cgoa,10261,4,total_post,367.3815710088797,1583,71
1996,cgoa,10261,12,female_male,413.1853129400539,1583,71
1996,cgoa,10262,0,total_pre,923.8896716185824,4491,140
1996,cgoa,10262,1,male,269.560271262155,1044,83
1996,cgoa,10262,2,female,690.0977984097782,3445,137
1996,cgoa,10262,4,total_post,923.8896335705904,4491,140
1996,cgoa,10262,12,female_male,917.947254936581,4489,140
1996,cgoa,20510,0,total_pre,341.94202090918907,2541,163
1996,cgoa,20510,1,male,347.70334548761707,1588,144
1996,cgoa,20510,2,female,166.20910695974223,952,142
1996,cgoa,20510,4,total_post,341.9419729494539,2541,163
1996,cgoa,20510,12,female_male,470.0503273005817,2540,163
1996,cgoa,21720,0,total_pre,189.5976570596667,7137,276
1996,cgoa,21720,1,male,117.97747346173394,3448,239
1996,cgoa,21720,2,female,230.1686873083199,3682,253
1996,cgoa,21720,4,total_post,189.59767026925297,7137,276
1996,cgoa,21720,12,female_male,286.98384888071865,7130,275
1996,cgoa,21740,0,total_pre,897.439224973738,19382,318
1996,cgoa,21740,1,male,615.5698916942898,8565,271
1996,cgoa,21740,2,female,731.1956587858392,9255,270
1996,cgoa,21740,4,total_post,897.4392157248725,19382,318
1996,cgoa,21740,12,female_male,1325.5185231441637,17820,304
1996,cgoa,30060,0,total_pre,158.5412522297841,6901,138
1996,cgoa,30060,1,male,110.46526972317123,3721,122
1996,cgoa,30060,2,female,114.72116796745391,2988,115
1996,cgoa,30060,4,total_post,158.54125040181933,6901,138
1996,cgoa,30060,12,female_male,234.2153721768651,6709,136
1996,cgoa,30420,0,total_pre,112.8754528514184,2556,69
1996,cgoa,30420,1,male,85.67601338212894,1252,59
1996,cgoa,30420,2,female,55.21410830782127,1297,54
1996,cgoa,30420,4,total_post,112.87545699976705,2556,69
1996,cgoa,30420,12,female_male,121.26299785346174,2549,67
1996,egoa,10110,0,total_pre,1678.926960138766,14421,202
1996,egoa,10110,1,male,732.3072431626831,5741,191
1996,egoa,10110,2,female,1397.4451159943214,8668,200
1996,egoa,10110,4,total_post,1678.9269807432536,14421,202
1996,egoa,10110,12,female_male,1851.976099401822,14409,202
1996,egoa,10130,0,total_pre,645.797795790339,2783,84
1996,egoa,10130,1,male,365.47420619752876,1363,81
1996,egoa,10130,2,female,370.1835665962328,1409,76
1996,egoa,10130,4,total_post,645.7978116205109,2783,84
1996,egoa,10130,12,female_male,714.2094002515573,2772,84
1996,egoa,10180,0,total_pre,855.9730685659651,3779,161
1996,egoa,10180,1,male,483.7335628596826,2005,134
1996,egoa,10180,2,female,517.9835216934711,1774,150
1996,egoa,10180,4,total_post,855.9733244568911,3779,161
1996,egoa,10180,12,female_male,830.7466006833386,3779,161
1996,egoa,10200,0,total_pre,1024.4075831374655,6610,178
1996,egoa,10200,1,male,605.3646849558927,4289,164
1996,egoa,10200,2,female,552.3957879710249,2318,168
1996,egoa,10200,4,total_post,1024.407472334121,6610,178
1996,egoa,10200,12,female_male,969.0801672562793,6607,178
1996,egoa,10262,0,total_pre,75.1027753660005,291,23
1996,egoa,10262,1,male,25.367627409557393,74,16
1996,egoa,10262,2,female,56.078954709033454,217,23
1996,egoa,10262,4,total_post,75.10276301707218,291,23
1996,egoa,10262,12,female_male,78.44070373735359,291,23
1996,egoa,20510,0,total_pre,396.2469851510822,1479,141
1996,egoa,20510,1,male,228.2192784315074,787,121
1996,egoa,20510,2,female,224.2039623562516,691,117
1996,egoa,20510,4,total_post,396.2470108794669,1479,141
1996,egoa,20510,12,female_male,446.42581349158553,1478,140
1996,egoa,21720,0,total_pre,83.92067300897537,464,91
1996,egoa,21720,1,male,56.14953157802638,227,67
1996,egoa,21720,2,female,52.48242550776166,235,65
1996,egoa,21720,4,total_post,83.92071026171969,464,91
1996,egoa,21720,12,female_male,109.04679768975429,462,90
1996,egoa,21740,0,total_pre,44.832491397607654,15258,170
1996,egoa,21740,1,male,66.62430800819101,5953,157
1996,egoa,21740,2,female,79.8810791406458,6304,160
1996,egoa,21740,4,total_post,44.83249131951472,15258,170
1996,egoa,21740,12,female_male,145.4424763768217,12257,167
1996,egoa,30060,0,total_pre,111.21492770131479,10263,106
1996,egoa,30060,1,male,83.88805747065969,5143,97
1996,egoa,30060,2,female,116.79498309993892,5091,99
1996,egoa,30060,4,total_post,111.21492856196276,10263,106
1996,egoa,30060,12,female_male,201.28923009283434,10234,105
1996,egoa,30420,0,total_pre,12.7093204567377,36,12
1996,egoa,30420,1,male,7.239846097394978,17,10
1996,egoa,30420,2,female,9.151178129209406,19,8
1996,egoa,30420,4,total_post,12.709328791637658,36,12
1996,egoa,30420,12,female_male,14.919435371426369,36,12
1996,goa,10110,0,total_pre,6533.7444571439955,56154,740
1996,goa,10110,1,male,2229.1089853895446,17822,690
1996,goa,10110,2,female,5481.589535298098,38306,730
1996,goa,10110,4,total_post,6533.744465296693,56154,740
1996,goa,10110,12,female_male,7285.571725402284,56128,740
1996,goa,10130,0,total_pre,3032.554512368345,21416,417
1996,goa,10130,1,male,1459.0169124050697,9975,379
1996,goa,10130,2,female,1795.2834040531932,11086,388
1996,goa,10130,4,total_post,3032.5546630970944,21416,417
1996,goa,10130,12,female_male,2992.517611405032,21061,416
1996,goa,10180,0,total_pre,1728.3902584365164,7125,406
1996,goa,10180,1,male,955.8988962604403,3886,308
1996,goa,10180,2,female,1026.785111170204,3239,373
1996,goa,10180,4,total_post,1728.3905314284602,7125,406
1996,goa,10180,12,female_male,1727.1066405152844,7125,406
1996,goa,10200,0,total_pre,2165.000318785192,14496,517
1996,goa,10200,1,male,1080.333979724334,7718,401
1996,goa,10200,2,female,1524.2758932072265,6768,487
1996,goa,10200,4,total_post,2165.0002694334235,14496,517
1996,goa,10200,12,female_male,2192.9376819958047,14486,517
1996,goa,10261,0,total_pre,630.0910458359342,8537,195
1996,goa,10261,1,male,321.1232463490308,3220,155
1996,goa,10261,2,female,791.4396268570097,5310,185
1996,goa,10261,4,total_post,630.0910202616162,8537,195
1996,goa,10261,12,female_male,879.4820622657861,8530,194
1996,goa,10262,0,total_pre,1659.9109953048164,8395,280
1996,goa,10262,1,male,393.5014071905048,1889,175
