year,species_code,sex,age,agepop,mean_length,sd_length
1990,10110,1,2,54371053,23.78,2.76
1990,10110,1,3,76216175,28.61,2.86
1990,10110,1,4,105759034,33.58,2.86
1990,10110,1,5,110591100,37.21,3.03
1990,10110,1,6,96025058,39.38,2.77
1990,10110,1,7,98877076,41.78,2.27
1990,10110,1,8,14647843,43.73,3.49
1990,10110,1,9,50658388,44.47,1.27
1990,10110,1,10,27573012,45.29,2.49
1990,10110,1,11,26901208,46.18,1.66
1990,10110,1,14,1718286,51,0
1990,10110,2,2,61127070,22.65,2.12
1990,10110,2,3,118837007,27.9,2.8
1990,10110,2,4,141044813,33.24,3.55
1990,10110,2,5,247771540,38.11,5.15
1990,10110,2,6,241324169,43.46,4.67
1990,10110,2,7,141971717,45.43,4.97
1990,10110,2,8,159558670,49.08,3.54
1990,10110,2,9,95345276,51.65,5.75
1990,10110,2,10,52419153,55.79,3.75
1990,10110,2,11,81849574,58.26,4.79
1990,10110,2,12,49793849,58.25,8.18
1990,10110,2,13,27761426,58.5,5.22
1990,10110,2,14,16076126,63.76,3.41
1990,10110,2,15,18176992,56.17,3.76
1990,10110,2,16,13892092,60.83,4
1990,10110,2,17,20916304,74.68,2.61
1990,10110,2,18,13185840,73.39,0.77
1990,10110,2,19,4561000,63,0
1990,10110,2,21,3499143,70,0
1990,10110,3,2,6263460,21.72,2.52
1990,10110,3,3,3461025,26.14,3.41
1990,10110,3,4,1610660,31.97,3.33
1990,10110,3,5,1479599,35.3,4.82
1990,10110,3,6,520122,39.16,5.22
1990,10110,3,7,286864,43.64,5.76
1990,10110,3,8,66411,47.33,4.73
1990,10110,3,9,115258,49.24,5.12
1990,10110,3,10,48615,57.5,2.6
1990,10110,3,11,59032,54.37,5.08
1990,10110,3,12,54692,59.67,0.47
1990,10110,3,13,18230,55,0
1990,10110,3,15,65630,56.17,3.75
1990,10130,1,2,488451,14,0
1990,10130,1,3,7394547,17.39,3.59
1990,10130,1,4,11688867,20.72,2.54
1990,10130,1,5,29836765,24.83,3.63
1990,10130,1,6,33521569,27.04,2.87
1990,10130,1,7,28731483,29.09,2.62
1990,10130,1,8,36931161,29.43,1.53
1990,10130,1,9,38610811,31.33,1.96
1990,10130,1,10,35816693,30.41,2.73
1990,10130,1,11,13988466,33.2,2.36
1990,10130,1,12,12175096,33.86,0.98
1990,10130,1,13,26853091,33.41,1.85
1990,10130,1,14,24831720,33.71,1.24
1990,10130,1,15,17223156,32.57,1.83
1990,10130,1,16,4453785,35.98,1.3
1990,10130,1,18,3361386,35.63,1.22
1990,10130,1,20,399518,40,0
1990,10130,1,22,316652,42,0
1990,10130,1,33,701352,38,0
1990,10130,2,2,1117990,12.71,0.77
1990,10130,2,3,5347506,17.33,1.36
1990,10130,2,4,5318404,21.46,1.91
1990,10130,2,5,22322961,24.63,2.97
1990,10130,2,6,39720353,27.29,2.42
1990,10130,2,7,22897897,30.49,2.37
1990,10130,2,8,41076893,31.81,2.09
1990,10130,2,9,43016106,33.84,3.08
1990,10130,2,10,12145984,31.04,0.84
1990,10130,2,11,29653614,35.39,2.43
1990,10130,2,12,31871432,36.45,2.72
1990,10130,2,13,40005798,38.82,1.87
1990,10130,2,14,45503924,37.77,2.9
1990,10130,2,15,16968991,38.65,2.96
1990,10130,2,16,16641737,39.59,1.88
1990,10130,2,17,3216219,41.47,1.61
1990,10130,2,18,9075022,40.82,2.48
1990,10130,2,22,180392,48,0
1990,10130,2,23,1267176,42,0
1990,10130,2,24,252351,47,0
1990,10130,2,26,149958,49,0
1990,10130,3,2,615171,12.66,0.68
1990,10130,3,3,462796,12.1,1.64
1990,10130,3,4,28015,19.17,1.99
1990,10130,3,5,57003,24.53,3.92
1990,10130,3,6,96073,26.93,2.11
1990,10130,3,7,55181,29.56,2.13
1990,10130,3,8,55498,29.98,2
1990,10130,3,9,52350,30.63,2.47
1990,10130,3,10,34119,30.66,2.31
1990,10130,3,11,23224,34.91,2.59
1990,10130,3,12,15204,34.78,2.07
1990,10130,3,13,28088,37.02,3.23
1990,10130,3,14,36286,37.79,4.1
1990,10130,3,15,27057,38.69,4.33
1990,10130,3,16,10860,38.51,2.62
1990,10130,3,17,2236,41,0
1990,10130,3,18,4259,36.2,1.83
1990,10130,3,20,1491,40,0
1990,10130,3,22,2555,42,0
1990,10130,3,23,2555,42,0
1990,10180,1,4,1122622,31.98,2.9
1990,10180,1,5,2247826,36.44,1.18
1990,10180,1,6,5499569,37,3.18
1990,10180,1,7,3273910,37.41,3.45
1990,10180,1,8,4269524,36.77,3.85
1990,10180,1,9,3497295,38.11,3.6
1990,10180,1,10,3378053,39.5,2.11
1990,10180,1,11,773544,40,0
1990,10180,1,12,2333674,43.31,1.81
1990,10180,1,13,3449013,44.32,2.67
1990,10180,1,14,520967,35,0
1990,10180,1,16,709507,44,0
1990,10180,1,17,773544,40,0
1990,10180,1,18,1483051,41.91,2
1990,10180,1,19,537555,45,0
1990,10180,1,21,1603613,39.48,2.3
1990,10180,1,22,2818877,39.79,0.98
1990,10180,1,24,1528240,39.01,1
1990,10180,1,25,3022803,41.93,0.82
1990,10180,1,26,754695,38,0
1990,10180,1,27,850673,39,0
1990,10180,1,28,1261395,42.75,5.99
1990,10180,1,30,1745284,40.27,1.98
1990,10180,1,31,1476670,40.02,2.82
1990,10180,1,34,2422265,39.97,2.49
1990,10180,2,4,1120392,31.65,1.31
1990,10180,2,5,827296,35.3,1.58
1990,10180,2,6,3470519,38.94,1.83
1990,10180,2,7,4127812,41.61,4.36
1990,10180,2,8,1162615,44.19,6.18
1990,10180,2,9,1216706,45.05,2
1990,10180,2,10,2342246,45.63,5.17
1990,10180,2,11,2092711,43.14,5.15
1990,10180,2,12,5210628,44.86,2.71
1990,10180,2,13,5278824,45.51,2.16
1990,10180,2,14,361294,53.46,1.93
1990,10180,2,15,1712587,47.21,4.5
1990,10180,2,16,361294,53.46,1.93
1990,10180,2,17,622481,47,0
1990,10180,2,19,1397076,46.08,5.95
1990,10180,2,20,723534,39.98,1.42
1990,10180,2,21,749832,49,0
1990,10180,2,22,1167190,50.43,2.34
1990,10180,2,23,1194685,49.37,0.48
1990,10180,2,24,3357090,46.16,3.71
1990,10180,2,25,2078215,46.9,3.53
1990,10180,2,26,3263315,47.27,5.81
1990,10180,2,28,2916452,44.93,4.07
1990,10180,2,29,622481,47,0
1990,10180,2,30,1438983,44.3,4
1990,10180,2,31,1772819,43.54,1.5
1990,10180,2,32,3792483,45.59,4.11
1990,10180,2,33,3164572,47.3,4.92
1990,10180,2,34,540075,51,0
1990,10180,2,37,132207,56,0
1990,10180,2,40,383570,53,0
1990,10200,1,3,11895686,25.08,3.64
1990,10200,1,4,24450093,31.84,3.2
1990,10200,1,5,52356223,35.07,2.87
1990,10200,1,6,26244547,37.48,3.43
1990,10200,1,7,8333124,41.23,2.78
1990,10200,1,8,688142,40.36,1.77
1990,10200,2,3,9751184,26.15,3.44
1990,10200,2,4,10080082,32.03,3.78
1990,10200,2,5,41666375,37,4.17
1990,10200,2,6,29768795,40.31,3.56
1990,10200,2,7,23529020,43.59,3.32
1990,10200,2,8,12381212,44.13,3.78
1990,10200,2,9,1245296,46.77,0.82
1990,10200,2,10,205036,53.67,0.95
1990,10200,2,11,217237,51,0
1990,21720,1,1,3062542,23.56,2.34
