year,species_code,sex,sex_desc,length,iss,nss,nhl
1990,10110,0,total,19,3,1,1
1990,10110,0,total,20,2.048,4,1
1990,10110,0,total,20,2.048,4,3
1990,10110,0,total,21,3.235955056179775,4,1
1990,10110,0,total,21,3.235955056179775,4,3
1990,10110,0,total,22,2.1613778986455054,8,4
1990,10110,0,total,22,2.1613778986455054,8,4
1990,10110,0,total,23,2.16796275304582,9,4
1990,10110,0,total,23,2.16796275304582,9,5
1990,10110,0,total,24,4.195964663623711,7,4
1990,10110,0,total,24,4.195964663623711,7,3
1990,10110,0,total,25,3.373114041049341,8,5
1990,10110,0,total,25,3.373114041049341,8,3
1990,10110,0,total,26,1.8617971043392676,9,4
1990,10110,0,total,26,1.8617971043392676,9,4
1990,10110,0,total,27,7.886829979855607,10,5
1990,10110,0,total,27,7.886829979855607,10,5
1990,10110,0,total,28,1.8752311321968924,10,5
1990,10110,0,total,28,1.8752311321968924,10,4
1990,10110,0,total,29,2.8189395740086454,7,3
1990,10110,0,total,29,2.8189395740086454,7,4
1990,10110,0,total,30,4.309201599117781,8,5
1990,10110,0,total,30,4.309201599117781,8,3
1990,10110,0,total,31,2.6071792264009517,10,5
1990,10110,0,total,31,2.6071792264009517,10,5
1990,10110,0,total,32,3.1884377103660024,10,5
1990,10110,0,total,32,3.1884377103660024,10,5
1990,10110,0,total,33,4.4868408808277005,7,3
1990,10110,0,total,33,4.4868408808277005,7,4
1990,10110,0,total,34,4.808784287787965,11,5
1990,10110,0,total,34,4.808784287787965,11,5
1990,10110,0,total,35,4.656590873434393,9,5
1990,10110,0,total,35,4.656590873434393,9,4
1990,10110,0,total,36,2.1358363813965675,10,5
1990,10110,0,total,36,2.1358363813965675,10,5
1990,10110,0,total,37,2.940286216266946,9,3
1990,10110,0,total,37,2.940286216266946,9,4
1990,10110,0,total,38,8.161802603479973,9,3
1990,10110,0,total,38,8.161802603479973,9,6
1990,10110,0,total,39,2.0769061397449757,10,5
1990,10110,0,total,39,2.0769061397449757,10,4
1990,10110,0,total,40,5.006023144744487,11,6
1990,10110,0,total,40,5.006023144744487,11,4
1990,10110,0,total,41,3.884901828230548,9,4
1990,10110,0,total,41,3.884901828230548,9,5
1990,10110,0,total,42,6.080632038194577,10,4
1990,10110,0,total,42,6.080632038194577,10,6
1990,10110,0,total,43,5.63474453738362,9,3
1990,10110,0,total,43,5.63474453738362,9,6
1990,10110,0,total,44,4.107336751816446,8,2
1990,10110,0,total,44,4.107336751816446,8,6
1990,10110,0,total,45,6.951587087607865,7,2
1990,10110,0,total,45,6.951587087607865,7,4
1990,10110,0,total,46,3.379072972228918,6,1
1990,10110,0,total,46,3.379072972228918,6,4
1990,10110,0,total,47,1.9803662667202482,7,2
1990,10110,0,total,47,1.9803662667202482,7,5
1990,10110,0,total,48,3.3023014551311802,6,1
1990,10110,0,total,48,3.3023014551311802,6,5
1990,10110,0,total,49,1.9304663014759318,5,5
1990,10110,0,total,50,3.4065780823555194,5,1
1990,10110,0,total,50,3.4065780823555194,5,4
1990,10110,0,total,51,2.3900207441544077,5,1
1990,10110,0,total,51,2.3900207441544077,5,4
1990,10110,0,total,52,1.599904279231157,5,5
1990,10110,0,total,53,5.155645661473397,6,6
1990,10110,0,total,54,2.4656740376963207,4,4
1990,10110,0,total,55,2.5691522737979198,4,4
1990,10110,0,total,56,1.6173429657881124,4,4
1990,10110,0,total,57,2.4428288169200263,4,4
1990,10110,0,total,58,1.7777777777777777,4,4
1990,10110,0,total,59,2.2927328556806557,4,3
1990,10110,0,total,60,2.1395886090008442,4,3
1990,10110,0,total,61,2.413336861603599,2,2
1990,10110,0,total,62,1.7419354838709682,3,3
1990,10110,0,total,63,1.680672268907563,2,2
1990,10110,0,total,65,0.9130434782608696,1,1
1990,10110,0,total,66,0.75,1,1
1990,10110,0,total,67,1.6252796593170915,3,3
