year,species_code,sex,sex_desc,iss,nss,nhl
1990,3005012,0,total_pre,34.31823672763052,194,27
1990,3005012,1,male,17.74010599450268,91,23
1990,3005012,2,female,19.284117988360695,102,21
1990,3005012,4,total_post,29.287547198127726,194,27
1990,3005012,12,female_male,37.98273112347619,193,26
1993,3005012,0,total_pre,164.1029133543184,775,67
1993,3005012,1,male,88.39679698678574,382,62
1993,3005012,2,female,92.81538682347562,385,56
1993,3005012,4,total_post,147.6607754092353,775,67
1993,3005012,12,female_male,183.6640512269172,767,66
1996,3005012,0,total_pre,101.46859557083543,701,44
1996,3005012,1,male,66.6843997449959,357,39
1996,3005012,2,female,70.43653954120221,343,36
1996,3005012,4,total_post,100.17964487147944,701,44
1996,3005012,12,female_male,139.9225533892735,700,44
1999,3005012,0,total_pre,103.00357571220049,574,64
1999,3005012,1,male,55.72797096371604,280,54
1999,3005012,2,female,75.45244234815162,294,57
1999,3005012,4,total_post,95.32532320293521,574,64
1999,3005012,12,female_male,131.64035024715892,574,64
2003,3005012,0,total_pre,129.93557464496288,488,101
2003,3005012,1,male,70.23961390273895,252,77
2003,3005012,2,female,63.276418451081646,230,76
2003,3005012,4,total_post,117.38532855204129,488,101
2003,3005012,12,female_male,135.39502581505772,482,100
2005,3005012,0,total_pre,97.79076553058295,424,96
2005,3005012,1,male,65.58222086062689,220,70
2005,3005012,2,female,43.02770284601757,204,75
2005,3005012,4,total_post,90.60376730356907,424,96
2005,3005012,12,female_male,105.80209815987489,424,96
2007,3005012,0,total_pre,119.25803642337875,435,67
2007,3005012,1,male,53.99096722518766,201,55
2007,3005012,2,female,74.45605918187081,233,54
2007,3005012,4,total_post,55.825376663644555,435,67
2007,3005012,12,female_male,128.2753938428193,434,67
2009,3005012,0,total_pre,209.64382099206142,928,72
2009,3005012,1,male,157.7813891331511,474,63
2009,3005012,2,female,95.21714725258342,450,61
2009,3005012,4,total_post,85.06627092735134,928,72
2009,3005012,12,female_male,239.60107413180663,924,72
2011,3005012,0,total_pre,101.28995931759373,402,79
2011,3005012,1,male,58.52787533928754,207,63
2011,3005012,2,female,49.38676449147971,195,59
2011,3005012,4,total_post,38.277058450436854,402,79
2011,3005012,12,female_male,109.06288759808017,402,79
2013,3005012,0,total_pre,297.79009568839024,1038,140
2013,3005012,1,male,180.54894979027702,523,117
2013,3005012,2,female,172.8686351957224,509,108
2013,3005012,4,total_post,116.29352591663957,1038,140
2013,3005012,12,female_male,352.63242101733323,1032,140
2015,3005012,0,total_pre,110.82328598222308,501,87
2015,3005012,1,male,77.1932414608222,249,72
2015,3005012,2,female,64.78611637792145,248,76
2015,3005012,4,total_post,50.692987754957166,501,87
2015,3005012,12,female_male,142.59585914126032,497,87
2017,3005012,0,total_pre,123.5722608428557,488,118
2017,3005012,1,male,70.1315666976534,246,91
2017,3005012,2,female,68.92189596147124,242,97
2017,3005012,4,total_post,54.38296663505984,488,118
2017,3005012,12,female_male,139.844628823762,488,118
2019,3005012,0,total_pre,67.66406213952314,425,103
2019,3005012,1,male,38.61059533033814,207,81
2019,3005012,2,female,47.939520107692,208,83
2019,3005012,4,total_post,34.657648343708466,425,103
2019,3005012,12,female_male,85.51575078234707,415,103
2021,3005012,0,total_pre,164.53091691549056,523,128
2021,3005012,1,male,90.19736474420262,250,103
2021,3005012,2,female,102.24309240076201,271,102
2021,3005012,4,total_post,73.47725876463436,523,128
2021,3005012,12,female_male,191.38822828868385,521,128
