year,species_code,sex,age,mean_length_bs,sd_length_bs,mean_length,sd_length
1990,3005012,0,2,14.59948051948052,1.8573926944311054,NA,NA
1990,3005012,0,3,16.25924019607843,4.397892633732634,13.99,1.42
1990,3005012,0,4,16.867690531177825,3.227037861214377,15.7,2.03
1990,3005012,0,5,21.0613402061856,3.855175663764679,19.21,1.73
1990,3005012,0,6,24.265421686746983,3.806053993957665,20.49,2.34
1990,3005012,0,7,28.60005999999999,3.494093641726608,28.2,3.97
1990,3005012,0,8,30.906819999999982,3.152513214363021,31.079999999999995,5.32
1990,3005012,0,9,32.510500000000015,2.1055706127343297,32.94,4.72
1990,3005012,0,10,33.61474,2.0518877696498112,34.15,4.7
1990,3005012,0,11,34.1551004016064,2.1283995389834844,34.21,4.93
1990,3005012,0,12,36.02280561122243,2.917950975577223,37.96,3.6299999999999994
1990,3005012,0,13,36.99263265306121,3.2581439582865777,39.73,4.29
1990,3005012,0,14,37.4092244897959,3.396401290872794,36.8,5.17
1990,3005012,0,15,37.64542194092829,3.718260114388056,37.79,5.98
1990,3005012,0,16,38.95652542372881,3.7992213141421614,42.52,3.5
1990,3005012,0,17,39.85287640449438,4.221368506541816,43.58,2.5
1990,3005012,0,18,40.02425675675675,4.548953555831771,43,0
1990,3005012,0,19,40.45425581395348,4.770940765218379,39.61,6.39
1990,3005012,0,20,42.07033678756477,4.820141630784823,43,0
1990,3005012,0,21,43.50503916449085,5.183232575624704,45,0
1990,3005012,0,22,44.15432960893855,4.452826688262579,51,0
1990,3005012,0,23,45.00409221902016,4.48835673839817,NA,NA
1990,3005012,0,24,45.32358757062147,4.595445319854985,43.63,3.05
1990,3005012,0,25,45.1648214285714,4.465853849760075,53.8,0.98
1990,3005012,0,26,45.286147959183666,4.394754803008195,44.32,5.38
1990,3005012,0,27,47.41252659574468,3.9510605832642094,NA,NA
1990,3005012,0,28,46.330329670329654,3.856623996625631,44,0
1990,3005012,0,29,45.46091836734693,4.592974861707344,42.32,2.92
1990,3005012,0,30,46.07010126582282,4.114477779850891,45,0
1990,3005012,0,31,46.788546365914804,3.267138943573359,47.43,0.82
1990,3005012,0,32,46.905260663507065,3.0746532243015428,47,0
1990,3005012,0,33,47.11159144893113,3.1220950817288182,47.52000000000001,3.54
1990,3005012,0,34,46.86736842105264,3.334583493855376,46.24,1.74
1990,3005012,0,35,46.7607621247113,4.063388093383529,45.90999999999999,1.5899999999999999
1990,3005012,0,36,47.36552500000002,3.5800502263842033,48.07,4.98
1990,3005012,0,37,47.50716417910449,5.241792864738018,50.21,1.47
1990,3005012,0,38,47.231363636363625,4.506596834152244,48,0
1990,3005012,0,39,47.702688821752254,5.414707834236986,44.64,4.97
1990,3005012,0,40,47.521178247734156,3.535961418480121,47.03,2.24
1990,3005012,0,41,48.05570552147239,6.541252617687241,45.68,2.36
1990,3005012,0,42,47.810882352941185,3.822791810439132,NA,NA
1990,3005012,0,43,48.75816393442624,7.06646825447183,42,0
1990,3005012,0,44,47.00101694915256,4.063503024947079,46,0
1990,3005012,0,45,47.50436440677967,3.048410262123045,NA,NA
1990,3005012,0,46,51.698092485549125,11.335523107952787,NA,NA
1990,3005012,0,47,48.75353711790391,7.130559153210357,50,0
1990,3005012,0,48,54.114319999999985,10.516928008476803,73,0
1990,3005012,0,49,57.90459183673469,12.952564381561258,NA,NA
1990,3005012,0,50,47.799920634920625,1.6512872535239875,NA,NA
1990,3005012,0,51,54.4659512195122,7.341370864769018,NA,NA
1990,3005012,0,52,47.499824561403514,2.479839768751891,NA,NA
1990,3005012,0,53,51.38164285714286,4.301753801743183,48,0
1990,3005012,0,54,47,3.4641016151377544,NA,NA
1990,3005012,0,55,50.283485714285725,4.248067291251592,NA,NA
1990,3005012,0,56,50,0,NA,NA
1990,3005012,0,57,52.916301369863014,10.522980342887829,NA,NA
1990,3005012,0,58,47.50853333333333,1.7091302461188258,NA,NA
1990,3005012,0,60,52.16737373737374,2.752385824378917,NA,NA
1990,3005012,0,63,48,0,NA,NA
1990,3005012,0,66,46,0,NA,NA
1990,3005012,0,69,53.644395604395605,3.55426292055398,NA,NA
1990,3005012,0,70,50,0,NA,NA
1990,3005012,0,72,56,0,NA,NA
1990,3005012,0,75,48,0,NA,NA
1990,3005012,0,77,50,0,NA,NA
1990,3005012,0,78,54,0,NA,NA
1990,3005012,0,79,56,0,NA,NA
1990,3005012,1,2,12.81625,0.9950514656814685,NA,NA
1990,3005012,1,3,15.319288702928867,5.346803010501428,12,0
1990,3005012,1,4,16.72697594501718,4.0288101002103955,14,0
1990,3005012,1,5,20.809437939110065,3.223501386023185,19.95,0.8199999999999998
1990,3005012,1,6,23.177293388429757,3.99444271160207,20.49,2.47
1990,3005012,1,7,27.511232032854217,4.00070710333916,27.21,3.08
1990,3005012,1,8,30.019363449691998,3.9458964731333257,27.84,4.24
1990,3005012,1,9,32.203607214428864,3.1747942750331384,33.33,4.08
1990,3005012,1,10,33.91248995983936,2.7740453113161307,35.11,4.73
1990,3005012,1,11,34.74328629032258,2.9210301017356888,33.86,4.35
1990,3005012,1,12,37.005605095541405,3.8152005615130804,38.75,4.29
1990,3005012,1,13,37.95487695749436,4.399966257573601,40.05,4.6
1990,3005012,1,14,38.774304932735376,4.094011832735997,38.38,3.76
1990,3005012,1,15,39.022813238770674,4.814627926115716,37.67,6.45
1990,3005012,1,16,40.55411899313502,4.578876556309227,43.29,3.41
1990,3005012,1,17,40.63284552845528,4.964133947463173,43.32,2.49
1990,3005012,1,18,41.0668923076923,4.734039840735945,NA,NA
1990,3005012,1,19,40.931232876712336,6.316044032501369,NA,NA
1990,3005012,1,20,42.063319148936166,4.900667672575331,43,0
1990,3005012,1,21,44.69016853932585,5.231036936312067,NA,NA
1990,3005012,1,22,44.037014925373136,4.543372108916054,NA,NA
1990,3005012,1,23,45.85109826589597,4.375575637432442,NA,NA
1990,3005012,1,24,49.27127071823204,8.217197348560722,NA,NA
1990,3005012,1,25,47.09062500000002,5.085911305792353,55,0
1990,3005012,1,26,46.48870689655173,4.275461754292718,50,0
1990,3005012,1,27,49.45828244274807,4.491866010589051,NA,NA
1990,3005012,1,28,48.47933054393306,4.806487340912162,44,0
1990,3005012,1,29,47.71918149466193,5.617632289669914,NA,NA
1990,3005012,1,30,47.31360294117646,3.8912771545371903,NA,NA
1990,3005012,1,31,47.28989932885905,3.4459393450304923,47,0
1990,3005012,1,32,47.979127725856685,4.863677863691234,NA,NA
1990,3005012,1,33,48.18088571428571,5.003957066090753,48.73,0.96
1990,3005012,1,34,46.96404682274247,4.070683452396214,45.53,1.68
1990,3005012,1,35,47.46420329670329,3.8561892110325533,45.980000000000004,1.59
1990,3005012,1,36,47.9103550295858,4.542227638621574,50.45,5.21
1990,3005012,1,37,49.148358662613994,7.359572519083691,49,0
