year,species_code,sex,sex_desc,iss,nss,nhls
1990,301502,0,total_pre,90.83420615163026,843,26
1990,301502,1,male,72.47923854490564,393,25
1990,301502,2,female,53.37297118893304,449,26
1990,301502,4,total_post,90.83413376426097,843,26
1990,301502,12,female_male,96.15358132379751,842,26
1993,301502,0,total_pre,114.47450793062157,2299,95
1993,301502,1,male,99.87242707755716,1120,78
1993,301502,2,female,92.76169341367876,1178,86
1993,301502,4,total_post,114.47452763889022,2299,95
1993,301502,12,female_male,195.05483923018195,2298,94
1996,301502,0,total_pre,168.08872909450346,1478,105
1996,301502,1,male,71.9027002437116,679,82
1996,301502,2,female,130.52237980786128,799,74
1996,301502,4,total_post,168.08878544165856,1478,105
1996,301502,12,female_male,200.843133165367,1478,105
1999,301502,0,total_pre,316.2072378135141,1253,84
1999,301502,1,male,138.08991390694996,581,59
1999,301502,2,female,244.66100452474012,672,67
1999,301502,4,total_post,316.207452445743,1253,84
1999,301502,12,female_male,363.0838115488593,1253,84
2001,301502,0,total_pre,170.69454929882676,1255,70
2001,301502,1,male,96.41606720996339,621,53
2001,301502,2,female,174.2115241206653,634,56
2001,301502,4,total_post,170.6946566337284,1255,70
2001,301502,12,female_male,236.0181760384612,1255,70
2003,301502,0,total_pre,49.07568688428476,1780,114
2003,301502,1,male,30.927482582456168,834,78
2003,301502,2,female,57.428168726246064,946,87
2003,301502,4,total_post,49.075694340608656,1780,114
2003,301502,12,female_male,87.9822836821843,1780,114
2005,301502,0,total_pre,171.29014069085588,3383,140
2005,301502,1,male,109.6266092176585,1527,109
2005,301502,2,female,161.65902140991787,1856,106
2005,301502,4,total_post,171.29013560082362,3383,140
2005,301502,12,female_male,265.9940890349762,3383,140
2007,301502,0,total_pre,111.04202116404737,1816,126
2007,301502,1,male,60.39710855994513,808,93
2007,301502,2,female,128.7193792036358,1006,104
2007,301502,4,total_post,111.04202251016008,1816,126
2007,301502,12,female_male,171.57227947376094,1814,126
2009,301502,0,total_pre,238.58046455592165,2024,113
2009,301502,1,male,189.58469139253643,1049,88
2009,301502,2,female,167.61778226121947,975,84
2009,301502,4,total_post,238.580628355089,2024,113
2009,301502,12,female_male,331.9174675306979,2024,113
2011,301502,0,total_pre,269.89928110311894,1410,87
2011,301502,1,male,106.71923808393214,634,60
2011,301502,2,female,170.92691706477504,763,66
2011,301502,4,total_post,269.89922676518864,1410,87
2011,301502,12,female_male,268.72400349343906,1397,85
2013,301502,0,total_pre,335.98747676384426,1888,87
2013,301502,1,male,167.78228920920242,851,73
2013,301502,2,female,184.97724056675554,1036,72
2013,301502,4,total_post,335.987471607003,1888,87
2013,301502,12,female_male,298.7052308797169,1887,87
2015,301502,0,total_pre,317.67463602478927,1820,113
2015,301502,1,male,185.78756457466065,843,83
2015,301502,2,female,221.17103300175853,977,100
2015,301502,4,total_post,317.67461875277365,1820,113
2015,301502,12,female_male,401.75454222382507,1820,113
2017,301502,0,total_pre,432.9777937946991,1857,101
2017,301502,1,male,225.44685567669242,882,70
2017,301502,2,female,302.771714908936,975,88
2017,301502,4,total_post,432.97780028836814,1857,101
2017,301502,12,female_male,526.5968527227187,1857,101
2019,301502,0,total_pre,362.15736855988825,2503,120
2019,301502,1,male,213.99140004386274,1184,96
2019,301502,2,female,276.56838676168434,1316,93
2019,301502,4,total_post,362.1572994456232,2503,120
2019,301502,12,female_male,470.09181074509473,2500,120
2021,301502,0,total_pre,169.19458447469933,1503,95
2021,301502,1,male,87.59108068372356,720,74
2021,301502,2,female,135.5072657092686,783,73
2021,301502,4,total_post,169.19462327470816,1503,95
2021,301502,12,female_male,223.79163682609533,1503,95
2023,301502,0,total_pre,287.29642201662756,1199,91
2023,301502,1,male,134.81850304072967,586,68
2023,301502,2,female,155.50683796547943,612,65
2023,301502,4,total_post,287.2963106729059,1199,91
2023,301502,12,female_male,294.36314324036,1198,90
