year,sex,age,agepop,mean_length,sd_length,species_code
2003,0,70,26078,60,0,3005012
2003,0,73,26078,60,0,3005012
2003,0,79,45824,50,0,3005012
2003,0,82,87047,59,0,3005012
2003,0,91,33262,57,0,3005012
2003,1,2,109344,10.67,0.47000000000000003,3005012
2003,1,3,612504,13.72,1.6,3005012
2003,1,4,254820,16.91,1.62,3005012
2003,1,5,1858439,19.72,2.47,3005012
2003,1,6,1440673,22.32,3.92,3005012
2003,1,7,827443,24.9,4.84,3005012
2003,1,8,1218862,26.62,4.8,3005012
2003,1,9,1340219,25.96,4.43,3005012
2003,1,10,448371,26.24,4.15,3005012
2003,1,11,430207,29.729999999999997,5.24,3005012
2003,1,12,1060269,32.45,6.37,3005012
2003,1,13,1067814,32.64,3.72,3005012
2003,1,14,1374046,37.92,5.6,3005012
2003,1,15,463894,38.9,6.7,3005012
2003,1,16,793618,33.91,3.36,3005012
2003,1,17,924096,40.53,5.26,3005012
2003,1,18,409374,44.10000000000001,3.94,3005012
2003,1,19,823589,43.44,3.05,3005012
2003,1,20,1093771,41.13,4.89,3005012
2003,1,21,536041,40.69,2.72,3005012
2003,1,22,558233,39.34,6.08,3005012
2003,1,23,624605,41.86,2.66,3005012
2003,1,24,434459,44.39999999999999,3.3,3005012
2003,1,25,355370,46.06,1,3005012
2003,1,26,651338,44.16,2.42,3005012
2003,1,27,295968,41.88,1.45,3005012
2003,1,28,173304,46.17,5.99,3005012
2003,1,29,521780,46.74,3,3005012
2003,1,30,483148,45.69,2.48,3005012
2003,1,31,183044,50.33,1.74,3005012
2003,1,32,185213,43,0,3005012
2003,1,33,166724,45,0,3005012
2003,1,34,99835,51.45,1.07,3005012
2003,1,35,120706,42.6,4.27,3005012
2003,1,36,111816,49,0,3005012
2003,1,37,182182,42.98,3.28,3005012
2003,1,40,198092,48.690000000000005,2.09,3005012
2003,1,41,213392,45.34,5.59,3005012
2003,1,42,533950,46.71,1.22,3005012
2003,1,43,364401,45.54,0.5,3005012
2003,1,44,138225,50.34,2.75,3005012
2003,1,45,140217,44.32,5.84,3005012
2003,1,48,19512,55,0,3005012
2003,1,49,166724,45,0,3005012
2003,1,51,46260,50,0,3005012
2003,1,52,25915,61,0,3005012
2003,1,59,12957,64,0,3005012
2003,1,62,178580,48,0,3005012
2003,1,63,70350,53,0,3005012
2003,1,65,178580,48,0,3005012
2003,1,66,84986,51,0,3005012
2003,1,70,28426,60,0,3005012
2003,1,79,46260,50,0,3005012
2003,2,2,221529,11.25,0.43,3005012
2003,2,3,225776,17.16,3.46,3005012
2003,2,4,527864,15.75,1.26,3005012
2003,2,5,1336892,21.05,1.94,3005012
2003,2,6,753949,22.45,3.77,3005012
2003,2,7,494502,26,5.38,3005012
2003,2,8,1491385,26.83,5.32,3005012
2003,2,9,1121518,27.4,4.32,3005012
2003,2,10,704904,29.79,4.3,3005012
2003,2,11,555606,28.55,3.41,3005012
2003,2,12,823257,31.97,2.33,3005012
2003,2,13,842601,31.66,6.56,3005012
2003,2,14,754377,35.6,5.1,3005012
2003,2,15,262853,44.14,3.44,3005012
2003,2,16,742581,35.31,7.07,3005012
2003,2,17,387738,43.85,5.14,3005012
2003,2,18,490410,37.74,2.3,3005012
2003,2,19,63642,35,0,3005012
2003,2,20,1289107,39.1,6.45,3005012
2003,2,21,643533,40.67,3.3999999999999995,3005012
2003,2,22,1429949,41.53,3.96,3005012
2003,2,23,1294314,42.63,4,3005012
2003,2,24,787508,42.11,4.57,3005012
2003,2,25,984800,43.96,3.07,3005012
2003,2,26,705251,44.5,3.05,3005012
2003,2,27,465600,44.55,3.23,3005012
2003,2,28,313722,46.35,3.41,3005012
2003,2,29,110378,48,0,3005012
2003,2,30,126419,42.55,6.07,3005012
2003,2,31,339992,43.15,5.04,3005012
2003,2,32,308529,45.51,1.5,3005012
2003,2,33,412650,44.81,2.89,3005012
2003,2,34,153118,44,0,3005012
2003,2,35,149797,46,0,3005012
2003,2,36,254566,45,0,3005012
2003,2,37,76058,53,0,3005012
2003,2,38,172687,49.26,0.44,3005012
2003,2,39,45387,50,0,3005012
2003,2,40,87320,52,0,3005012
2003,2,42,254600,49,0,3005012
2003,2,43,37036,54,0,3005012
2003,2,44,167892,46.14,7.480000000000001,3005012
2003,2,46,173808,49.09,1.44,3005012
2003,2,48,12038,58,0,3005012
2003,2,50,82423,51.79999999999999,1.9899999999999998,3005012
2003,2,53,63431,51,0,3005012
2003,2,54,45387,50,0,3005012
2003,2,55,155411,47,0,3005012
2003,2,65,15137,55,0,3005012
2003,2,73,23730,60,0,3005012
2003,2,82,37953,59,0,3005012
2003,2,91,18976,57,0,3005012
2003,3,2,548570,10.81,0.71,3005012
2003,3,3,532231,12.15,1.19,3005012
2003,3,4,103911,13.28,0.45000000000000007,3005012
2003,3,5,22454,14.34,0.48,3005012
2003,3,6,70134,12.33,0.9399999999999998,3005012
2005,0,3,2152843,14.45,1.64,3005012
2005,0,4,2933574,17.37,2.58,3005012
2005,0,5,5106931,18.84,2.8,3005012
2005,0,6,2198820,22.48,4.06,3005012
2005,0,7,4259364,26.28,3.74,3005012
2005,0,8,3044982,28.52,5.56,3005012
2005,0,9,3134484,31.2,5.72,3005012
2005,0,10,4163873,31.27,6.07,3005012
2005,0,11,2017310,36.1,5.629999999999999,3005012
2005,0,12,3004347,33.5,7.319999999999999,3005012
2005,0,13,1189568,34.57,6.35,3005012
2005,0,14,2454490,37.11,6.26,3005012
2005,0,15,3020956,34.95,5.13,3005012
2005,0,16,1806883,36.05,6.78,3005012
2005,0,17,1976116,37.56,5.35,3005012
2005,0,18,1350537,39.65,5.43,3005012
2005,0,19,1365292,38.24,3.5399999999999996,3005012
2005,0,20,1871109,41.739999999999995,3.37,3005012
2005,0,21,560135,42.29,3.75,3005012
2005,0,22,1152841,39.66,4.55,3005012
2005,0,23,799531,45.97,4.98,3005012
2005,0,24,731972,47.25,3.1999999999999997,3005012
2005,0,25,648997,43.96,2.61,3005012
2005,0,26,869486,43.93,3.3799999999999994,3005012
2005,0,27,1051135,45.66,3.35,3005012
2005,0,28,307989,48.26,3.26,3005012
2005,0,29,499358,46.61,4.43,3005012
2005,0,30,388051,49.54,3.6600000000000006,3005012
2005,0,31,194504,43.29,8.83,3005012
2005,0,32,609181,48.03,2.94,3005012
2005,0,33,477134,44.05,3.38,3005012
2005,0,34,205187,45,0,3005012
2005,0,35,603628,48.69,4.22,3005012
2005,0,36,604435,45.87,2.66,3005012
2005,0,38,194171,51.47,5.47,3005012
2005,0,39,114128,52.25999999999999,4.32,3005012
2005,0,41,406025,46.75,3.79,3005012
2005,0,42,216113,50.76,2.81,3005012
2005,0,43,221013,50.230000000000004,2.23,3005012
2005,0,44,255192,49.28,4.4,3005012
2005,0,45,65778,47,0,3005012
2005,0,46,29198,56,0,3005012
2005,0,47,45912,53,0,3005012
2005,0,48,392005,44.65,6.62,3005012
2005,0,49,65778,47,0,3005012
2005,0,51,29198,56,0,3005012
2005,0,52,40673,55,0,3005012
2005,0,53,91824,53,0,3005012
2005,0,54,109030,48,0,3005012
2005,0,55,41298,58,0,3005012
2005,0,57,31802,59,0,3005012
2005,0,60,45912,53,0,3005012
2005,0,66,81253,51,0,3005012
2005,0,68,14611,80,0,3005012
2005,0,78,40673,55,0,3005012
2005,0,89,55564,60,0,3005012
2005,0,96,134387,63,0,3005012
2005,0,98,81253,51,0,3005012
2005,0,102,26304,61,0,3005012
2005,1,3,1144299,14.16,2.07,3005012
2005,1,4,1597089,17.56,2.22,3005012
2005,1,5,2337594,18.8,3.09,3005012
2005,1,6,1934953,23.48,2.85,3005012
2005,1,7,2339183,26.84,3.55,3005012
2005,1,8,1445939,27.12,4.96,3005012
2005,1,9,1872135,32.01,5.96,3005012
2005,1,10,1326081,29.72,6.09,3005012
2005,1,11,1576437,36.35,5.5,3005012
2005,1,12,1623877,37.66,6.74,3005012
2005,1,13,569104,34.92,4.52,3005012
2005,1,14,1101695,34.36,7.33,3005012
2005,1,15,1024113,34.8,6.18,3005012
2005,1,16,564677,40.09,6.54,3005012
2005,1,17,1325972,37.49,4.46,3005012
2005,1,18,974567,38.61,5.14,3005012
2005,1,19,816261,38.59,3.57,3005012
2005,1,20,1068432,42.01,3.88,3005012
2005,1,21,395321,40.94,4.22,3005012
2005,1,22,198981,40.4,3.98,3005012
2005,1,23,278662,46.67,6.25,3005012
2005,1,24,272734,44.58,1.19,3005012
2005,1,25,556778,45.08,2.15,3005012
2005,1,26,359347,41.14,4,3005012
2005,1,27,511567,45.41,4.26,3005012
2005,1,28,197820,50.58,1.7799999999999998,3005012
2005,1,29,178054,43,0,3005012
2005,1,30,52955,47,0,3005012
2005,1,32,200211,50.28,2.01,3005012
2005,1,33,357721,44.24,1.9900000000000002,3005012
2005,1,34,92913,45,0,3005012
2005,1,35,330251,46.71,3.96,3005012
2005,1,36,116956,48.09,1,3005012
2005,1,38,64001,49,0,3005012
2005,1,39,86701,58,0,3005012
2005,1,42,142010,49.26,2.17,3005012
2005,1,43,67243,52,0,3005012
2005,1,44,378524,47.89,2,3005012
2005,1,48,183866,42.54,5.03,3005012
2005,1,51,19218,56,0,3005012
2005,1,53,71732,53,0,3005012
2005,1,60,35866,53,0,3005012
2005,1,66,80013,51,0,3005012
2005,1,68,14611,80,0,3005012
2005,1,78,30459,55,0,3005012
2005,1,89,47653,60,0,3005012
2005,1,96,51815,63,0,3005012
2005,1,98,80013,51,0,3005012
2005,1,102,50780,61,0,3005012
2005,2,3,1077716,14.86,0.83,3005012
2005,2,4,1176575,17.95,2.69,3005012
2005,2,5,2669847,18.69,1.9499999999999997,3005012
2005,2,6,347352,17.63,4.96,3005012
2005,2,7,1529842,25.21,4,3005012
2005,2,8,1576874,30.7,5.51,3005012
2005,2,9,1285723,30.299999999999997,5.01,3005012
2005,2,10,3366111,31.5,5.89,3005012
2005,2,11,432590,33.9,5.91,3005012
2005,2,12,1363443,29.470000000000002,5,3005012
2005,2,13,488847,32.11,9.780000000000001,3005012
2005,2,14,1288701,39.71,2.96,3005012
2005,2,15,2019609,35.36,3.87,3005012
2005,2,16,1375356,33.8,6.01,3005012
2005,2,17,687751,38.53,6.78,3005012
2005,2,18,363985,43.45,4.88,3005012
2005,2,19,398926,37.67,3.79,3005012
2005,2,20,798035,41.52,2.15,3005012
2005,2,21,247367,43.16,2.88,3005012
2005,2,22,862717,38.95000000000001,4.32,3005012
2005,2,23,417013,45.57,4,3005012
2005,2,24,417672,48.59,3.26,3005012
2005,2,25,158507,41,0,3005012
2005,2,26,512501,44.52,2.56,3005012
2005,2,27,473970,45.46,2.04,3005012
2005,2,28,205283,45.87,0.9899999999999999,3005012
2005,2,29,308179,49.39,4.04,3005012
2005,2,30,272920,50.16,3.4,3005012
2005,2,31,185992,43.44,9,3005012
2005,2,32,294284,47.45,3.31,3005012
2005,2,33,214260,45.04,4.92,3005012
2005,2,34,116423,45,0,3005012
2005,2,35,291512,49.76,2.81,3005012
2005,2,36,411835,45.4,2.8,3005012
2005,2,38,160245,52.790000000000006,6.46,3005012
2005,2,39,83865,49,0,3005012
2005,2,41,351141,47.29,4.25,3005012
2005,2,42,60409,54,0,3005012
2005,2,43,170645,49.74,2.38,3005012
2005,2,44,14066,61,0,3005012
2005,2,45,88860,47,0,3005012
2005,2,46,39177,56,0,3005012
2005,2,47,59307,53,0,3005012
2005,2,48,181118,44.31,5.62,3005012
2005,2,49,88860,47,0,3005012
2005,2,52,47482,55,0,3005012
2005,2,54,111338,48,0,3005012
2005,2,55,26165,58,0,3005012
2005,2,57,47896,59,0,3005012
2005,3,3,70526,13.03,1.22,3005012
2005,3,4,72630,10.93,2.63,3005012
2005,3,5,39163,12.28,3.34,3005012
2005,3,6,1254,21,0,3005012
2005,3,7,1254,21,0,3005012
2005,3,14,1254,21,0,3005012
2007,0,2,7746,11,0,3005012
2007,0,3,462545,15.569476483369186,2.00273292328314,3005012
2007,0,4,560461,16.79405394844601,2.052960313028025,3005012
2007,0,5,2563769,20.00959436283066,2.577523513233837,3005012
2007,0,6,4900819,22.743913056164693,4.347839983480313,3005012
2007,0,7,2511558,24.02783161686889,2.3339032823450623,3005012
2007,0,8,765369,29.729818505844893,3.429407841185101,3005012
2007,0,9,2971973,30.63493873934925,5.547732126099396,3005012
2007,0,10,2173948,30.43090351747144,3.331262863693152,3005012
2007,0,11,1594996,31.418685319587006,5.157375999689028,3005012
2007,0,12,2171925,32.18168340066991,3.5579948064504996,3005012
2007,0,13,2853186,32.61649764158383,4.816973460545509,3005012
2007,0,14,811865,38.82174383672162,2.070717077346603,3005012
2007,0,15,1483604,38.11772122480123,4.549761769313105,3005012
2007,0,16,2268127,36.58814747586886,5.581684248721523,3005012
2007,0,17,2525649,38.091652193159064,3.5960906840182463,3005012
2007,0,18,1931183,38.66057317716653,4.017148452528839,3005012
2007,0,19,2003425,38.70114953142743,4.331558880417285,3005012
2007,0,20,1582726,36.79187285733602,4.3783201577531425,3005012
2007,0,21,1744565,41.35396048298573,3.240959385290889,3005012
2007,0,22,3373511,43.307494393822935,2.620470397161889,3005012
2007,0,23,2080146,40.39800675529506,4.778958034676412,3005012
2007,0,24,823928,45.05615065879543,2.5441401433134936,3005012
2007,0,25,1231500,43.47994413317093,3.327010637434024,3005012
2007,0,26,1475463,44.05328658190683,2.7105238965667047,3005012
2007,0,27,1843709,42.63148725747935,1.4548774888011067,3005012
2007,0,28,1606561,43.885480874987,2.2524647243397546,3005012
2007,0,29,629549,44.37,1.51,3005012
2007,0,30,319145,52.47,1.9399999999999997,3005012
2007,0,31,1110214,45.14,2.46,3005012
2007,0,32,787078,43.43393188476873,2.8450690274661468,3005012
2007,0,33,177759,50.74613943597792,0,3005012
2007,0,34,177889,46,0,3005012
2007,0,35,1244605,46.05868232893167,3.456599941346853,3005012
2007,0,36,790267,46.06482621696212,3.171621072371743,3005012
2007,0,37,1093026,47.46328580472925,1.531198846139067,3005012
2007,0,38,867069,46.25,2.34,3005012
2007,0,39,30925,53,0,3005012
2007,0,40,208814,47.04,2.49,3005012
2007,0,41,550168,45.99,2,3005012
2007,0,42,534022,50.3230463164439,0.9968759714019272,3005012
2007,0,43,753284,48.61232196621726,1.2271038811391188,3005012
2007,0,45,296535,47.73,1.48,3005012
2007,0,46,117375,47,0,3005012
2007,0,47,515080,49.280770016308146,1.5174950881416478,3005012
2007,0,48,93638,50,0,3005012
2007,0,49,726051,48,0,3005012
2007,0,55,74295,49,0,3005012
2007,0,61,117375,47,0,3005012
2007,0,62,57538,60,0,3005012
2007,0,63,122054,50,0,3005012
2007,0,67,6764,61,0,3005012
2007,1,3,360290,15.62,2.13,3005012
2007,1,4,249770,16.648630259839052,1.1356580854386036,3005012
2007,1,5,714217,19.169318442434164,1.2274797855553703,3005012
2007,1,6,2907045,24.12053017411151,4.526580304054461,3005012
2007,1,7,765994,23.726804126403074,2.765876469006285,3005012
2007,1,8,80935,22,0,3005012
2007,1,9,1261746,29.613975047275762,4.719690492381192,3005012
2007,1,10,1099205,30.94701670752953,1.5757647117689602,3005012
2007,1,11,422507,33.72266144702928,4.613938703974136,3005012
2007,1,12,1072698,32.44890370821983,3.6447681267234575,3005012
2007,1,13,1214032,33.20302624642513,5.116523485377651,3005012
2007,1,14,485231,38.3,0.96,3005012
2007,1,15,820533,37.51071730204635,5.393741385172808,3005012
2007,1,16,719534,39.100971823430164,2.6688068944622487,3005012
2007,1,17,1161455,36.83456963894425,2.5489953807939183,3005012
2007,1,18,1663714,40.05970179369771,4.3657953290048654,3005012
2007,1,19,850042,39.68,4.3,3005012
2007,1,20,994945,37.23626300951309,2.616229821748941,3005012
2007,1,21,663796,40.35821924205629,2.1811571627427706,3005012
2007,1,22,2026118,43.01990694520259,2.798196087296001,3005012
2007,1,23,905010,41.05213237422791,4.700102308261787,3005012
2007,1,24,158755,46.91503259739851,0,3005012
2007,1,25,474897,44.74889013828262,2.6633221098469777,3005012
2007,1,26,1256624,43.67643255261717,2.0725806764792014,3005012
2007,1,27,1027333,41.68059635970031,1.413651123832292,3005012
2007,1,28,581797,44.29,1.56,3005012
2007,1,29,445159,43.46,0.5,3005012
2007,1,31,349282,46.56,1.39,3005012
2007,1,32,255710,48,0,3005012
2007,1,33,25664,52,0,3005012
2007,1,35,238885,48.822459509805974,1.7137297025765537,3005012
2007,1,36,49123,50,0,3005012
2007,1,37,233482,47.830000000000005,0.99,3005012
2007,1,38,664143,45.39,1.46,3005012
2007,1,39,60086,53,0,3005012
2007,1,41,255710,48,0,3005012
2007,1,42,138554,50.645459532023615,0,3005012
2007,1,43,137853,50.29748355131916,0,3005012
2007,1,46,291693,47,0,3005012
2007,1,47,347137,49.141508971962075,0,3005012
2007,1,48,49123,50,0,3005012
2007,2,2,8676,11,0,3005012
2007,2,3,19214,17,0,3005012
2007,2,4,288217,16.83037280937627,2.0505946214137265,3005012
2007,2,5,1197307,20.082370795460143,2.756650858969337,3005012
2007,2,6,1716766,21.03085100706794,2.0487570466796288,3005012
2007,2,7,1736592,24.416201940352135,1.9395136681500318,3005012
2007,2,8,678870,31.395719357167057,0,3005012
2007,2,9,1446577,32.280699955826755,5.809417535326499,3005012
2007,2,10,829461,31.120723759164083,4.568539822848814,3005012
2007,2,11,859005,31.587424950960706,4.395418548204027,3005012
2007,2,12,783133,32.78840414080367,3.521814302296034,3005012
2007,2,13,1588717,32.668306753185114,3.3092782918543704,3005012
2007,2,14,389355,38.76422098085295,2.1029023384828758,3005012
2007,2,15,770397,39.3308606341925,3.2629111484078988,3005012
2007,2,16,1388201,36.888322483559655,3.9535625820756506,3005012
2007,2,17,1235549,39.05741706723085,2.9763444994897004,3005012
2007,2,18,371666,36.41,3.85,3005012
2007,2,19,986166,38.291416729029386,4.510710478763211,3005012
2007,2,20,648252,36.570569223079914,3.842994020843746,3005012
2007,2,21,1132501,42.169161192793645,3.3209720874418656,3005012
2007,2,22,1306080,43.38133069949773,1.7922542876393484,3005012
2007,2,23,1102188,39.28362083419526,4.9734525144530695,3005012
2007,2,24,468777,44.387962250707695,2.529639082122203,3005012
2007,2,25,675323,41.89012505127177,3.393306195701909,3005012
2007,2,26,371327,44.407437379991215,2.270549946543074,3005012
2007,2,27,702185,44.13860985352863,0.23142476697736353,3005012
2007,2,28,836697,43.169114386689564,2.632043762556816,3005012
2007,2,29,154859,47,0,3005012
2007,2,30,213180,52.34,1.97,3005012
2007,2,31,1068851,44.36,1.95,3005012
2007,2,32,499206,41,0,3005012
2007,2,33,117418,49,0,3005012
2007,2,34,125488,46,0,3005012
2007,2,35,1079079,45.2,3.5,3005012
2007,2,36,758320,45.36764400253191,3.7110292488659145,3005012
2007,2,37,667575,47.14303272291503,1.4227991911021232,3005012
2007,2,38,199396,49.82,0.98,3005012
2007,2,40,146693,47.01,2.46,3005012
2007,2,41,399142,44,0,3005012
2007,2,42,160661,49.603749509837485,0,3005012
2007,2,43,438446,47.67,1.5,3005012
2007,2,45,277293,47.39,1.5,3005012
2007,2,47,208397,48.39,2.37,3005012
2007,2,49,424054,48,0,3005012
2007,2,55,117418,49,0,3005012
2007,2,61,82511,47,0,3005012
2007,2,62,32275,60,0,3005012
2007,2,63,88402,50,0,3005012
2007,3,3,19297,14,0,3005012
2007,3,4,4922,19,1,3005012
2007,3,5,15591,15.47,1.43,3005012
2007,3,6,6565,16,0,3005012
2007,3,7,2461,18,0,3005012
2007,3,9,2461,20,0,3005012
2007,3,10,2461,20,0,3005012
2009,0,2,25124,11,0,3005012
2009,0,3,583876,13.99,1.53,3005012
2009,0,4,618158,16.369878898275196,1.7931332118972818,3005012
2009,0,5,1338074,17.66735013160707,4.207091237106468,3005012
2009,0,6,2831237,23.287602856984417,3.5903376298063354,3005012
2009,0,7,2173427,24.80430720240431,4.854915467600246,3005012
2009,0,8,3209853,25.491291065354087,6.452674686348565,3005012
2009,0,9,2504870,27.87773827783478,7.260238503395385,3005012
2009,0,10,2154394,30.357428928970283,7.922838849346963,3005012
2009,0,11,2977233,34.116306583999304,8.621049450949926,3005012
2009,0,12,2067056,29.93396570775054,8.773568524510221,3005012
2009,0,13,2103584,32.45531676890488,9.077703405236019,3005012
2009,0,14,2063242,34.248493564981715,9.00366005538856,3005012
2009,0,15,2514220,34.12450348815935,8.488527320600426,3005012
2009,0,16,2514264,34.28786249176698,6.6506505522093144,3005012
2009,0,17,2202052,37.22648981949563,7.347732987231909,3005012
2009,0,18,1636779,38.93844184828862,6.51075413968532,3005012
2009,0,19,1436008,35.98746685255235,4.428330441056039,3005012
2009,0,20,2285186,35.03967974160528,5.664136061572232,3005012
2009,0,21,1085223,39.56320702749573,7.933470991676365,3005012
2009,0,22,1347822,39.568337050441386,6.381818578417625,3005012
2009,0,23,1035458,43.044114276001544,4.98072276229456,3005012
2009,0,24,1150737,43.904079889670705,4.1440798896707065,3005012
2009,0,25,1485164,42.62473967858095,4.398681492414306,3005012
2009,0,26,1351442,44.8891617546295,3.9781940475432904,3005012
2009,0,27,478081,44.10769639454402,1.8920536478128185,3005012
2009,0,28,895202,44.50418439637088,4.95074550771781,3005012
2009,0,29,793815,46.47258711412608,4.321475570504463,3005012
2009,0,30,1193830,46.41607114915859,2.354205858455559,3005012
2009,0,31,634875,46.31224716676511,3.2565957235676315,3005012
2009,0,32,637780,47.40419799931011,2.3884882091003172,3005012
2009,0,33,1068300,46.029251427501634,4.4040716559019,3005012
2009,0,34,381855,47.50178819185293,3.2667978944887452,3005012
2009,0,35,385950,49.20295115947662,2.4569439046508617,3005012
2009,0,36,489930,46.944870818280165,1.8498320576408873,3005012
2009,0,37,200174,45.634635716926276,3.7682001158991674,3005012
2009,0,38,274028,49.38150791160027,1.2668352139197454,3005012
2009,0,39,244620,46.03999999999999,2.46,3005012
2009,0,40,328448,44.829072395021434,2.9629717337295403,3005012
2009,0,41,149462,50.50151904831998,0.30158715927794355,3005012
2009,0,42,206435,47.89521641194565,1.6450093249691187,3005012
2009,0,43,141599,53.05310786093122,2.2368933396422293,3005012
2009,0,44,176319,48.814341789597265,4.546409065387168,3005012
2009,0,45,171317,46.51286766637286,0.7153119655375707,3005012
2009,0,46,186197,52.27753830620257,1.1456881689823144,3005012
2009,0,47,159793,47.440942344157754,5.256024982320878,3005012
2009,0,48,380464,50.274226996509526,2.6029755771899574,3005012
2009,0,49,107282,51.15999999999999,2.37,3005012
2009,0,50,91986,52.75931228665231,0.21323897114778337,3005012
2009,0,51,166451,49.808744915921196,3.292319661642165,3005012
2009,0,52,144391,47.59719096065544,0,3005012
2009,0,53,63871,48,0,3005012
2009,0,54,104059,49.69,2.18,3005012
2009,0,55,133876,50.853094878843116,0.6195563805312378,3005012
2009,0,57,31106,41,0,3005012
2009,0,61,74330,57.02000000000001,1.41,3005012
2009,0,62,24812,54,0,3005012
2009,0,66,24812,54,0,3005012
2009,0,67,53556,49,0,3005012
2009,0,72,71063,54.65084502483712,0,3005012
2009,0,75,93076,54.32,1.58,3005012
2009,0,83,48367,51,0,3005012
2009,0,85,65170,52,0,3005012
2009,0,86,50243,53,0,3005012
2009,0,89,36270,60,0,3005012
2009,0,90,7435,54,0,3005012
2009,0,97,81871,47,0,3005012
2009,0,98,67445,48,0,3005012
2009,0,113,53556,49,0,3005012
2009,0,135,9340,64,0,3005012
2009,1,3,361430,14.289999999999997,0.72,3005012
2009,1,4,165534,17.01439124288666,1.0332995034252783,3005012
2009,1,5,578714,20.762374679029712,3.3404795805873024,3005012
2009,1,6,1292508,22.42604044230287,3.8417298461595593,3005012
2009,1,7,1409868,25.104688275781847,3.526133460721145,3005012
2009,1,8,1047882,24.008165270517104,5.259159475971532,3005012
2009,1,9,1139260,28.27577067570177,7.665633569158927,3005012
2009,1,10,1348926,29.529199985766454,8.485526618954635,3005012
2009,1,11,2052182,33.340396436573364,8.18225929279177,3005012
2009,1,12,915640,24.38006793062776,4.823471997728365,3005012
2009,1,13,1069906,34.35638882294332,7.96397735875862,3005012
2009,1,14,1101018,37.38950987177321,8.04702233750947,3005012
2009,1,15,1143119,37.55088258527765,7.564654161115334,3005012
2009,1,16,893916,34.96440855740361,6.8436021393509,3005012
2009,1,17,1168415,38.56939796219665,7.384766987756918,3005012
2009,1,18,1049510,41.04294871892598,4.6928192966241395,3005012
2009,1,19,830980,36.04623834508652,4.034126850225036,3005012
2009,1,20,970454,33.67154300976656,4.775575905710111,3005012
2009,1,21,530143,38.766441959999476,3.9652593922771775,3005012
2009,1,22,799303,39.73567660824494,7.769961228720523,3005012
2009,1,23,662527,41.02589668043718,4.383665843052435,3005012
2009,1,24,356316,42.939921867106726,2.2009837054749153,3005012
2009,1,25,662833,43.615281707458735,3.6743465699505005,3005012
2009,1,26,273993,45.15279299106181,2.5904297190074197,3005012
2009,1,27,287975,45.09,2.24,3005012
2009,1,28,410629,45.494171794977945,3.0263958707251555,3005012
2009,1,29,341865,45.0580543196876,4.890520644113904,3005012
2009,1,30,754854,46.42965797359489,2.8760658352476107,3005012
2009,1,31,299579,46.91323166844138,3.957689757960338,3005012
2009,1,32,189714,47.346899543523406,1.2669555225233773,3005012
2009,1,33,516225,47.067934795873896,1.9712107511259624,3005012
2009,1,34,241262,44.30304436670507,0.29710232029909395,3005012
2009,1,35,178102,48.96259884785124,1.9507728155775905,3005012
2009,1,36,261773,47.41774652084057,0.9299881958796361,3005012
2009,1,37,95205,45.63,2.5,3005012
2009,1,38,130975,48.72,1.66,3005012
2009,1,40,100941,45.21,1.99,3005012
2009,1,41,111871,51.33,0.47,3005012
2009,1,42,61115,52,0,3005012
2009,1,43,175043,51.960698514079404,1.1004416057768662,3005012
2009,1,44,59299,49,0,3005012
2009,1,45,37949,49,0,3005012
2009,1,46,43745,54,0,3005012
2009,1,47,34384,58,0,3005012
2009,1,48,306150,50.48720953780826,2.6242443246774454,3005012
2009,1,49,94843,50,0,3005012
2009,1,50,77974,53.281542565470545,0.22577012850437325,3005012
2009,1,51,117398,48.9321126424641,2.7381727116305217,3005012
2009,1,52,94843,50,0,3005012
2009,1,53,50081,48,0,3005012
2009,1,54,87535,49.709999999999994,1.9799999999999998,3005012
2009,1,55,131298,51.28525948605462,0,3005012
2009,1,57,41616,41,0,3005012
2009,1,61,34384,58,0,3005012
2009,1,62,43745,54,0,3005012
2009,1,67,59299,49,0,3005012
2009,1,72,71679,54.38970967786939,0,3005012
2009,1,75,91223,53.93,1.38,3005012
2009,1,83,93844,51,0,3005012
2009,1,85,61115,52,0,3005012
2009,1,86,59084,53,0,3005012
2009,1,89,36270,60,0,3005012
2009,1,90,3262,54,0,3005012
2009,1,97,55817,47,0,3005012
2009,1,113,59299,49,0,3005012
2009,1,135,9340,64,0,3005012
2009,2,2,25124,11,0,3005012
2009,2,3,206259,14.28,0.76,3005012
2009,2,4,367983,16.025463676311134,2.153184848213097,3005012
2009,2,5,386723,18.169125808395155,2.305482037530739,3005012
2009,2,6,1443499,24.378045644645404,2.854812022730878,3005012
2009,2,7,495030,25.695584510029697,4.476725612589136,3005012
2009,2,8,2298920,26.321533850677707,6.633346005950621,3005012
2009,2,9,1261692,28.834678146488997,5.707732901532229,3005012
2009,2,10,797119,31.321247442351773,8.06597244577033,3005012
2009,2,11,1041845,35.683046105706694,9.023679376490744,3005012
2009,2,12,1158985,32.019437611358214,9.43031042679586,3005012
2009,2,13,1015176,32.2070986114723,9.272116214331309,3005012
2009,2,14,933616,32.25823238890508,8.478490396479923,3005012
2009,2,15,1650657,31.30456289828838,7.76968981441935,3005012
2009,2,16,1536333,33.4419571928742,6.256216347627761,3005012
2009,2,17,894139,36.27611051525546,6.694520180866733,3005012
2009,2,18,653266,36.8128188823542,6.653636680923238,3005012
2009,2,19,546153,36.799527275323946,4.748671471181153,3005012
2009,2,20,1313597,34.87478169484249,5.376938292337757,3005012
