year,region,species_code,sex,bias
1990,cgoa,10110,0,-4.2998067243514353e-19
1990,cgoa,10110,1,-1.5101387402476668e-19
1990,cgoa,10110,2,-6.412039410715054e-19
1990,cgoa,10110,3,5.756127897559406e-18
1990,cgoa,10110,4,5.503039316266886e-19
1990,cgoa,10110,12,1.0550807830353606e-5
1990,cgoa,10130,0,7.173384141212233e-19
1990,cgoa,10130,1,3.406446014903781e-19
1990,cgoa,10130,2,-3.975407965780183e-19
1990,cgoa,10130,3,-1.3010426069826053e-17
1990,cgoa,10130,4,-9.726302047355426e-19
1990,cgoa,10130,12,4.371711587509176e-6
1990,cgoa,10180,0,-8.528175625038419e-19
1990,cgoa,10180,1,4.698209414103852e-19
1990,cgoa,10180,2,-2.08280943661689e-18
1990,cgoa,10180,4,-1.5073054593091158e-19
1990,cgoa,10180,12,1.266097651210678e-6
1990,cgoa,10200,0,1.1796591028891195e-18
1990,cgoa,10200,1,-1.7852707394237666e-18
1990,cgoa,10200,2,-3.8924118692430173e-19
1990,cgoa,10200,4,1.8181009800021868e-18
1990,cgoa,10200,12,-1.0198019742282753e-6
1990,cgoa,20510,0,-2.433923244355214e-19
1990,cgoa,20510,1,-1.2799608980731649e-20
1990,cgoa,20510,2,1.0074045186011145e-18
1990,cgoa,20510,3,-4.374520069854557e-18
1990,cgoa,20510,4,1.0377363650932685e-18
1990,cgoa,20510,12,4.984042133732056e-6
1990,cgoa,21720,0,-2.1243178108488573e-19
1990,cgoa,21720,1,1.3552527156068805e-20
1990,cgoa,21720,2,2.60138118658048e-19
1990,cgoa,21720,3,6.938893903907228e-18
1990,cgoa,21720,4,-4.473966796099823e-20
1990,cgoa,21720,12,-9.626666173910766e-6
1990,cgoa,21740,0,3.917237301274682e-20
1990,cgoa,21740,1,-1.1340479079578254e-18
1990,cgoa,21740,2,-1.9849239773196157e-19
1990,cgoa,21740,3,-7.127296248634218e-19
1990,cgoa,21740,4,7.983923703379986e-19
1990,cgoa,21740,12,-1.4875434246580583e-6
1990,cgoa,30060,0,1.758165685111629e-19
1990,cgoa,30060,1,1.122923678645701e-18
1990,cgoa,30060,2,1.3568015758532884e-18
1990,cgoa,30060,3,3.012940774064981e-18
1990,cgoa,30060,4,-1.586744530813245e-18
1990,cgoa,30060,12,-9.626508347780526e-6
1990,cgoa,30420,0,1.212951180468158e-18
1990,cgoa,30420,1,5.026755526978248e-19
1990,cgoa,30420,2,3.1424922343134543e-18
1990,cgoa,30420,4,-2.0990779560572723e-18
1990,cgoa,30420,12,-1.0357688050337242e-4
1990,egoa,10110,0,1.1600963245594898e-19
1990,egoa,10110,1,-3.6196541279333766e-19
1990,egoa,10110,2,5.14619572842946e-19
1990,egoa,10110,3,6.746146851020917e-19
1990,egoa,10110,4,-6.904560835111854e-19
1990,egoa,10110,12,-6.300702226342335e-6
1990,egoa,10130,0,1.2274717452782318e-18
1990,egoa,10130,1,-1.538867599656845e-18
1990,egoa,10130,2,-4.865009748332392e-20
1990,egoa,10130,3,-3.854941057726238e-18
1990,egoa,10130,4,1.3074961913426382e-18
1990,egoa,10130,12,9.1823230028862e-6
1990,egoa,10180,0,7.968885967768457e-19
1990,egoa,10180,1,-8.122481275537237e-19
1990,egoa,10180,2,-1.98892493128253e-18
1990,egoa,10180,4,-6.572975670693371e-19
1990,egoa,10180,12,-3.2463702508711425e-5
1990,egoa,10200,0,-1.082737034414578e-18
1990,egoa,10200,1,-3.924811864397526e-18
1990,egoa,10200,2,1.1740360667771606e-18
1990,egoa,10200,3,0
1990,egoa,10200,4,2.3735236749006987e-19
1990,egoa,10200,12,-2.244845578198418e-5
1990,egoa,20510,0,-8.515504563063233e-19
