year,region,species_code,sex,bias
1990,egoa,10130,0,-0.10326631417490209
1990,egoa,10130,1,-0.2404442137916579
1990,egoa,10130,2,-0.14596128743207498
1990,egoa,10130,4,-0.0993664062610325
1990,egoa,10130,12,-0.10625333947576128
1990,egoa,10200,0,-0.10730267513021238
1990,egoa,10200,2,-0.11843497176633008
1990,egoa,10200,4,-0.11843497176633008
1990,egoa,10200,12,-0.11843497176633008
1990,egoa,21720,0,-0.020115248200372676
1990,egoa,21720,1,-0.08571172994957608
1990,egoa,21720,2,-0.035099478528866655
1990,egoa,21720,4,-0.018072691755746807
1990,egoa,21720,12,-0.032201138405704426
1990,egoa,21740,0,-0.004432448100803108
1990,egoa,21740,1,-0.0043253942817697575
1990,egoa,21740,2,-0.011325398012475828
1990,egoa,21740,3,-0.11304709697568684
1990,egoa,21740,4,-0.003307775098187107
1990,egoa,21740,12,-0.0037072859773239555
1990,egoa,30060,0,-3.8363019932564316e-4
1990,egoa,30060,1,-0.001044579062601326
1990,egoa,30060,2,-9.32167359164779e-4
1990,egoa,30060,3,-8.087670203924082e-4
1990,egoa,30060,4,-3.3948262926892007e-4
1990,egoa,30060,12,-5.845226251483839e-4
1990,egoa,30420,0,-0.8804847837879002
1990,goa,10110,0,-6.554870325799397e-4
1990,goa,10110,1,-0.006106169586329219
1990,goa,10110,2,-9.373685132299205e-4
1990,goa,10110,3,-0.016665571849151364
1990,goa,10110,4,-7.01234488055314e-4
1990,goa,10110,12,-0.0018835126030109428
1990,goa,10130,0,-9.601912878596934e-4
1990,goa,10130,1,-0.0024878495864955005
1990,goa,10130,2,-0.0016119556102661232
1990,goa,10130,3,-0.003588724353768629
1990,goa,10130,4,-7.552847748221547e-4
1990,goa,10130,12,-0.0010844835245585412
1990,goa,10180,0,-0.0029750797610774995
1990,goa,10180,1,-0.012421623594766213
1990,goa,10180,2,-0.005986530928668169
1990,goa,10180,4,-0.003115342033067992
1990,goa,10180,12,-0.004453917284676691
1990,goa,10200,0,-0.004620271093038942
1990,goa,10200,1,-0.01388910112806059
1990,goa,10200,2,-0.006704342781174367
1990,goa,10200,4,-0.004290511721000022
1990,goa,10200,12,-0.0054084559730860045
1990,goa,21720,0,-5.8931495820952806e-5
1990,goa,21720,1,-2.0814866263221132e-4
1990,goa,21720,2,-1.3159234921719277e-4
1990,goa,21720,3,-0.3626029743313256
1990,goa,21720,4,-6.646924496688861e-5
1990,goa,21720,12,-8.510127422777278e-5
1990,goa,21740,0,-3.319825929188284e-4
1990,goa,21740,1,-7.073620679993151e-4
1990,goa,21740,2,-3.0572348402549084e-4
1990,goa,21740,3,-1.9797110267505974e-4
1990,goa,21740,4,-2.636560492085236e-4
1990,goa,21740,12,-2.3942338158929662e-4
1990,goa,30060,0,-1.0635202238432538e-4
1990,goa,30060,1,-5.722324660295966e-4
1990,goa,30060,2,-2.3441916094259818e-4
1990,goa,30060,3,-2.7539733597423946e-4
1990,goa,30060,4,-9.653658357711588e-5
1990,goa,30060,12,-2.293833010208372e-4
1990,goa,30420,0,-0.001607303856534169
1990,goa,30420,1,-0.0038244734808985125
1990,goa,30420,2,-0.004143843434379319
1990,goa,30420,4,-0.0017344375433793588
1990,goa,30420,12,-0.002047452303634048
1990,wcgoa,10110,0,-6.554870325799397e-4
1990,wcgoa,10110,1,-0.006106169586329219
1990,wcgoa,10110,2,-9.373685132299205e-4
1990,wcgoa,10110,3,-0.016665571849151364
1990,wcgoa,10110,4,-7.01234488055314e-4
1990,wcgoa,10110,12,-0.0018835126030109428
1990,wcgoa,10130,0,-0.0017765718366793432
1990,wcgoa,10130,1,-0.0034419468073468677
1990,wcgoa,10130,2,-0.0025375766487158134
1990,wcgoa,10130,3,-0.003588724353768629
1990,wcgoa,10130,4,-0.0015681560794239535
1990,wcgoa,10130,12,-0.0015764912390726976
1990,wcgoa,10180,0,-0.0029750797610774995
1990,wcgoa,10180,1,-0.012421623594766213
1990,wcgoa,10180,2,-0.005986530928668169
1990,wcgoa,10180,4,-0.003115342033067992
1990,wcgoa,10180,12,-0.004453917284676691
1990,wcgoa,10200,0,-0.0049272749853369775
1990,wcgoa,10200,1,-0.01388910112806059
1990,wcgoa,10200,2,-0.00715669370268711
1990,wcgoa,10200,4,-0.004544739430288135
1990,wcgoa,10200,12,-0.005576668364812294
1990,wcgoa,21720,0,-5.9002951929473075e-5
1990,wcgoa,21720,1,-2.096854131638968e-4
1990,wcgoa,21720,2,-1.333593622767696e-4
1990,wcgoa,21720,3,-0.3626029743313256
1990,wcgoa,21720,4,-6.721023602135214e-5
1990,wcgoa,21720,12,-8.599383456951461e-5
1990,wcgoa,21740,0,-3.501674684236936e-4
1990,wcgoa,21740,1,-7.360160220490089e-4
1990,wcgoa,21740,2,-3.241714598322848e-4
1990,wcgoa,21740,3,-2.0103249484394338e-4
1990,wcgoa,21740,4,-2.7559627915120445e-4
1990,wcgoa,21740,12,-2.5061166729514224e-4
1990,wcgoa,30060,0,-5.347721079947235e-4
1990,wcgoa,30060,1,-0.001880767894198256
1990,wcgoa,30060,2,-0.001254922826252364
1990,wcgoa,30060,3,-0.0020454774348347316
1990,wcgoa,30060,4,-5.196259481453979e-4
1990,wcgoa,30060,12,-8.036709813499318e-4
1990,wcgoa,30420,0,-0.0016073812540408074
1990,wcgoa,30420,1,-0.0038244734808985125
1990,wcgoa,30420,2,-0.004143843434379319
1990,wcgoa,30420,4,-0.0017344375433793588
1990,wcgoa,30420,12,-0.002047452303634048
1993,egoa,10110,0,-2.110417060275936e-4
1993,egoa,10110,1,-0.0030511866978142938
1993,egoa,10110,2,-3.864576904848923e-4
1993,egoa,10110,3,-0.0017884747777138941
1993,egoa,10110,4,-2.3608890147702516e-4
1993,egoa,10110,12,-6.902053561002384e-4
1993,egoa,10130,0,-0.013961068563349978
1993,egoa,10130,1,-0.045389855075656356
1993,egoa,10130,2,-0.034271665775337454
1993,egoa,10130,3,-0.6056947856058962
1993,egoa,10130,4,-0.01051052725928177
1993,egoa,10130,12,-0.02150977929332172
1993,egoa,10180,0,-0.015182206790218367
1993,egoa,10180,1,-0.06104466921454126
1993,egoa,10180,2,-0.03779350582791747
1993,egoa,10180,3,-0.01959184648864461
1993,egoa,10180,4,-0.01601079009335185
1993,egoa,10180,12,-0.024885452804354564
1993,egoa,10200,0,-0.5939219975695094
1993,egoa,10200,2,-0.6273125707584171
1993,egoa,10200,4,-0.6273125707584171
1993,egoa,10200,12,-0.6273125707584171
1993,egoa,21720,0,-0.0602930954585953
1993,egoa,21720,1,-0.15937237633399234
1993,egoa,21720,2,-0.13829284406034267
1993,egoa,21720,4,-0.07463097044912448
1993,egoa,21720,12,-0.08040661718398844
1993,egoa,21740,0,-2.094051978072539e-4
1993,egoa,21740,1,-6.271069287366993e-4
1993,egoa,21740,2,-5.178585823227236e-4
1993,egoa,21740,3,-0.005573099605417742
1993,egoa,21740,4,-2.125510947100371e-4
1993,egoa,21740,12,-2.927734391493735e-4
1993,egoa,30060,0,-7.101260358311083e-4
1993,egoa,30060,1,-0.002080539164823765
1993,egoa,30060,2,-0.0021263089091178946
1993,egoa,30060,3,-0.0012557926951777382
1993,egoa,30060,4,-7.05325740139917e-4
1993,egoa,30060,12,-0.0010760133452735162
1993,goa,10110,0,-1.2986982217080012e-4
1993,goa,10110,1,-0.0020281585653951213
1993,goa,10110,2,-6.357543782153876e-5
1993,goa,10110,3,-0.0018089794196560407
1993,goa,10110,4,-9.723226791986547e-5
1993,goa,10110,12,-2.8866327970030066e-4
1993,goa,10130,0,-0.0010602284227608878
1993,goa,10130,1,-0.0012890625453578996
1993,goa,10130,2,-0.0049383830098207755
1993,goa,10130,3,-0.013684451468616417
1993,goa,10130,4,-0.0010260458098712674
1993,goa,10130,12,-0.0017281323972991773
1993,goa,10180,0,-0.0015014201306597502
1993,goa,10180,1,-0.004443546253752774
1993,goa,10180,2,-0.002811798223242569
1993,goa,10180,3,-0.01959184648864461
1993,goa,10180,4,-0.0018286324567718137
1993,goa,10180,12,-0.0018872842251337787
1993,goa,10200,0,-0.0018752223201012035
1993,goa,10200,1,-0.0059226843695050786
1993,goa,10200,2,-0.0025833576636404465
1993,goa,10200,3,-0.07192363803011653
1993,goa,10200,4,-0.0015989575472894861
1993,goa,10200,12,-0.0019676942112143883
1993,goa,21720,0,-5.045369718636343e-5
1993,goa,21720,1,-1.5300514315228677e-4
1993,goa,21720,2,-9.376767714909454e-5
1993,goa,21720,3,-0.06343008156713248
1993,goa,21720,4,-5.44587866036279e-5
1993,goa,21720,12,-6.0322472878751255e-5
1993,goa,21740,0,-3.2043472265419216e-4
1993,goa,21740,1,-0.0011065842851586394
1993,goa,21740,2,-3.329854680357361e-4
1993,goa,21740,3,-3.176487941658166e-5
1993,goa,21740,4,-3.3299225310440094e-4
1993,goa,21740,12,-3.275035091040562e-4
1993,goa,30060,0,-1.5734179224304842e-4
1993,goa,30060,1,-4.4481307310600927e-4
1993,goa,30060,2,-6.779050277169012e-4
1993,goa,30060,3,-0.0012073128992138443
1993,goa,30060,4,-1.6373873857284318e-4
1993,goa,30060,12,-2.785698899999714e-4
1993,goa,30420,0,-0.0031376412555680308
1993,goa,30420,1,-0.007968264235173793
1993,goa,30420,2,-0.006161799182678343
1993,goa,30420,4,-0.0027054985636144942
1993,goa,30420,12,-0.003614287102732717
1993,wcgoa,10110,0,-2.3524158991157333e-4
1993,wcgoa,10110,1,-0.0037350521016944996
1993,wcgoa,10110,2,-2.484094110251723e-4
1993,wcgoa,10110,3,-0.004842304646891039
1993,wcgoa,10110,4,-1.6451979037817983e-4
1993,wcgoa,10110,12,-6.63205642866663e-4
1993,wcgoa,10130,0,-0.0013818988170772096
1993,wcgoa,10130,1,-0.0022222189000933607
1993,wcgoa,10130,2,-0.005997314476233332
1993,wcgoa,10130,3,-0.013847454971184515
1993,wcgoa,10130,4,-0.0014128003094889025
1993,wcgoa,10130,12,-0.0022842597359459837
1993,wcgoa,10180,0,-0.001912599814457666
1993,wcgoa,10180,1,-0.00560215589288603
1993,wcgoa,10180,2,-0.003293611092213226
1993,wcgoa,10180,4,-0.002174113538096985
1993,wcgoa,10180,12,-0.0022907050919310687
1993,wcgoa,10200,0,-0.0018753123601418893
1993,wcgoa,10200,1,-0.0059226843695050786
1993,wcgoa,10200,2,-0.0025835147639372657
1993,wcgoa,10200,3,-0.07192363803011653
1993,wcgoa,10200,4,-0.0015990280657665794
1993,wcgoa,10200,12,-0.001967756270196717
1993,wcgoa,21720,0,-5.072298433249288e-5
1993,wcgoa,21720,1,-1.5341581358890906e-4
1993,wcgoa,21720,2,-9.423970257820047e-5
1993,wcgoa,21720,3,-0.06343008156713248
1993,wcgoa,21720,4,-5.4665620820485005e-5
1993,wcgoa,21720,12,-6.053260872513471e-5
1993,wcgoa,21740,0,-3.709853918855462e-4
1993,wcgoa,21740,1,-0.001239349108631292
1993,wcgoa,21740,2,-3.6606604389773675e-4
1993,wcgoa,21740,3,-7.911709406739452e-5
1993,wcgoa,21740,4,-3.807803244901424e-4
1993,wcgoa,21740,12,-3.6284294138610106e-4
1993,wcgoa,30060,0,-9.64050456966638e-4
1993,wcgoa,30060,1,-0.0021424791960808266
1993,wcgoa,30060,2,-0.0027901635486984105
1993,wcgoa,30060,3,-0.0022478638664445226
1993,wcgoa,30060,4,-9.68897717232642e-4
1993,wcgoa,30060,12,-0.0012570378237995393
1993,wcgoa,30420,0,-0.0031376412555680308
1993,wcgoa,30420,1,-0.007968264235173793
1993,wcgoa,30420,2,-0.006161799182678343
1993,wcgoa,30420,4,-0.0027054985636144942
1993,wcgoa,30420,12,-0.003614287102732717
1996,egoa,10110,0,-0.0019232167196939773
1996,egoa,10110,1,-0.022764433622247757
1996,egoa,10110,2,-0.003172860230440303
1996,egoa,10110,3,-0.09933305520069025
1996,egoa,10110,4,-0.002158492085703393
1996,egoa,10110,12,-0.005233079101135625
1996,egoa,10130,0,-8.385469964021256e-4
1996,egoa,10130,1,-0.0011968006167566315
1996,egoa,10130,2,-0.0022068543539758654
1996,egoa,10130,3,-0.18194169006570926
1996,egoa,10130,4,-3.136954087062498e-4
1996,egoa,10130,12,-8.632690003864057e-4
1996,egoa,10180,0,-0.002019031496827164
1996,egoa,10180,1,-0.009147984598513872
1996,egoa,10180,2,-0.00369910693604497
1996,egoa,10180,4,-0.0024079619571168603
1996,egoa,10180,12,-0.002971351157157252
1996,egoa,10200,0,-0.005126951110467259
1996,egoa,10200,1,-0.03668869329939288
1996,egoa,10200,2,-0.010393859585927787
1996,egoa,10200,3,-0.48272633953230926
1996,egoa,10200,4,-0.0070689419051605884
1996,egoa,10200,12,-0.01039779602980003
1996,egoa,20510,0,-0.017987548692102544
1996,egoa,20510,1,-0.04487297276234262
1996,egoa,20510,2,-0.01671928605292937
1996,egoa,20510,3,-0.06755362128856834
1996,egoa,20510,4,-0.019110720727391187
1996,egoa,20510,12,-0.01743086485246569
1996,egoa,21740,0,-4.9934983665853896e-5
1996,egoa,21740,1,-1.8081002127145814e-4
1996,egoa,21740,2,-7.04399375736522e-4
1996,egoa,21740,3,-0.003446568379510571
1996,egoa,21740,4,-1.0940301432340014e-4
1996,egoa,21740,12,-2.088009219800115e-4
1996,egoa,30060,0,-0.0016433885404188936
1996,egoa,30060,1,-0.008505609194983351
1996,egoa,30060,2,-0.0027981287799145518
1996,egoa,30060,3,-0.22381701238926857
1996,egoa,30060,4,-0.0016110664589060544
1996,egoa,30060,12,-0.0026202629600319545
1996,egoa,30420,0,-0.11280286602632943
1996,egoa,30420,1,-0.2793299418029857
1996,egoa,30420,2,-0.18728787691909798
1996,egoa,30420,4,-0.11771058052995197
1996,egoa,30420,12,-0.11646241717119611
1996,goa,10110,0,-2.3118255666207966e-4
1996,goa,10110,1,-0.0011381198131212929
1996,goa,10110,2,-2.4589458866590414e-4
1996,goa,10110,3,-0.015742469878035313
1996,goa,10110,4,-1.0274132844233852e-4
1996,goa,10110,12,-2.6643170986676105e-4
1996,goa,10130,0,-1.1545529893818615e-4
1996,goa,10130,1,-1.5366433672852213e-4
1996,goa,10130,2,-5.262130715186791e-4
1996,goa,10130,3,-0.001724429710093187
1996,goa,10130,4,-8.64452903290548e-5
1996,goa,10130,12,-1.8542671616188057e-4
1996,goa,10180,0,-0.001159727935176836
1996,goa,10180,1,-0.004279583390654827
1996,goa,10180,2,-0.0023723329163115392
1996,goa,10180,4,-0.0013671040783000226
1996,goa,10180,12,-0.0017936057074686535
1996,goa,10200,0,-0.0016422241096088026
1996,goa,10200,1,-0.005861636209027066
1996,goa,10200,2,-0.003931331450491142
1996,goa,10200,3,-0.04029443704792315
1996,goa,10200,4,-0.001811379537697671
1996,goa,10200,12,-0.002753845220567983
1996,goa,10261,0,-0.0010886028533927177
1996,goa,10261,1,-0.002685440599883966
1996,goa,10261,2,-0.002452310350279579
1996,goa,10261,3,-0.014991310265324099
1996,goa,10261,4,-0.001048000080918907
1996,goa,10261,12,-0.0015324562153860373
1996,goa,10262,0,-8.911903865022315e-4
1996,goa,10262,1,-0.0046402540207657016
1996,goa,10262,2,-0.002109815037192716
1996,goa,10262,3,-0.0033801593286725776
1996,goa,10262,4,-0.0016304296817202864
1996,goa,10262,12,-0.002554841928442421
1996,goa,20510,0,-0.0036736322302547697
1996,goa,20510,1,-0.008136474309102686
1996,goa,20510,2,-0.008250642473897455
1996,goa,20510,3,-0.07427418417924633
1996,goa,20510,4,-0.0044078775317998465
1996,goa,20510,12,-0.004374007701805333
1996,goa,21720,0,-4.901902126727778e-5
1996,goa,21720,1,-3.3031010024393663e-4
1996,goa,21720,2,-2.0310128718732762e-4
1996,goa,21720,3,-0.0037222551893109643
1996,goa,21720,4,-6.333210973351963e-5
1996,goa,21720,12,-1.3580253156582838e-4
1996,goa,21740,0,-9.258842982434279e-5
1996,goa,21740,1,-8.700756616251168e-4
1996,goa,21740,2,-4.1522332108826713e-4
1996,goa,21740,3,-2.5536653196717445e-4
1996,goa,21740,4,-3.015932418862739e-4
1996,goa,21740,12,-3.283151450219479e-4
1996,goa,30060,0,-9.735419715790986e-4
1996,goa,30060,1,-0.0035266014464460874
1996,goa,30060,2,-0.001362789677723008
1996,goa,30060,3,-0.05660347571586433
1996,goa,30060,4,-7.01698691583536e-4
1996,goa,30060,12,-0.001233747281617252
1996,goa,30420,0,-8.27676919796427e-4
1996,goa,30420,1,-0.0018279869237053492
1996,goa,30420,2,-0.002898075487414475
1996,goa,30420,3,-0.01284027481331309
1996,goa,30420,4,-0.0011266534839199814
1996,goa,30420,12,-0.0012059909057690632
1996,wcgoa,10110,0,-4.5982936562647444e-4
1996,wcgoa,10110,1,-0.00128082497821656
1996,wcgoa,10110,2,-3.515225752252796e-4
1996,wcgoa,10110,3,-0.016628045899037675
1996,wcgoa,10110,4,-1.774131297789886e-4
1996,wcgoa,10110,12,-3.2740097402264226e-4
1996,wcgoa,10130,0,-6.200770746302172e-4
1996,wcgoa,10130,1,-0.00122174635408179
1996,wcgoa,10130,2,-0.001152954831401228
1996,wcgoa,10130,3,-0.0017309473814146289
1996,wcgoa,10130,4,-6.084442698647775e-4
1996,wcgoa,10130,12,-6.629414651630793e-4
1996,wcgoa,10180,0,-0.0035608560503666256
1996,wcgoa,10180,1,-0.00848151162647391
1996,wcgoa,10180,2,-0.011198375436391992
1996,wcgoa,10180,4,-0.003701835285095586
1996,wcgoa,10180,12,-0.005349895162625176
1996,wcgoa,10200,0,-0.0029496257591736354
1996,wcgoa,10200,1,-0.007359507181242634
1996,wcgoa,10200,2,-0.005897827285220348
1996,wcgoa,10200,3,-0.049957312381786724
1996,wcgoa,10200,4,-0.0030087174503502876
1996,wcgoa,10200,12,-0.0038282748471889214
1996,wcgoa,10261,0,-0.0010886028533927177
1996,wcgoa,10261,1,-0.002685440599883966
1996,wcgoa,10261,2,-0.002452310350279579
1996,wcgoa,10261,3,-0.014991310265324099
1996,wcgoa,10261,4,-0.001048000080918907
1996,wcgoa,10261,12,-0.0015324562153860373
1996,wcgoa,10262,0,-8.911903865022315e-4
1996,wcgoa,10262,1,-0.0046402540207657016
1996,wcgoa,10262,2,-0.002109815037192716
1996,wcgoa,10262,3,-0.0033801593286725776
1996,wcgoa,10262,4,-0.0016304296817202864
1996,wcgoa,10262,12,-0.002554841928442421
1996,wcgoa,20510,0,-0.0051623579267588635
1996,wcgoa,20510,1,-0.010332496523569622
1996,wcgoa,20510,2,-0.011714628373629944
1996,wcgoa,20510,3,-0.22598873402928263
1996,wcgoa,20510,4,-0.005735883566596194
1996,wcgoa,20510,12,-0.005626048605551194
1996,wcgoa,21720,0,-4.901902126727778e-5
1996,wcgoa,21720,1,-3.3031010024393663e-4
1996,wcgoa,21720,2,-2.0310128718732762e-4
1996,wcgoa,21720,3,-0.0037222551893109643
1996,wcgoa,21720,4,-6.333210973351963e-5
1996,wcgoa,21720,12,-1.3580253156582838e-4
1996,wcgoa,21740,0,-1.6774929741104788e-4
1996,wcgoa,21740,1,-0.0012339681061521142
1996,wcgoa,21740,2,-5.353231606922911e-4
1996,wcgoa,21740,3,-4.215317889823089e-5
1996,wcgoa,21740,4,-5.191101093352796e-4
1996,wcgoa,21740,12,-4.4320703814517207e-4
1996,wcgoa,30060,0,-0.002761208092871073
1996,wcgoa,30060,1,-0.007245487878376666
1996,wcgoa,30060,2,-0.004318606733734406
1996,wcgoa,30060,3,-0.4494141795201797
1996,wcgoa,30060,4,-0.002019181236352416
1996,wcgoa,30060,12,-0.0031450371268086055
1996,wcgoa,30420,0,-8.285678715822612e-4
1996,wcgoa,30420,1,-0.0018298820302403481
1996,wcgoa,30420,2,-0.0028971148436692487
1996,wcgoa,30420,3,-0.01284027481331309
1996,wcgoa,30420,4,-0.0011277007134823697
1996,wcgoa,30420,12,-0.0012066914092002333
1999,egoa,10110,0,-0.00690368947831062
1999,egoa,10110,1,-0.006691437609698762
1999,egoa,10110,2,-0.013725373205931953
