year,species_code,sex,bias
2002,10110,0,-1.2000996460960238e-18
2002,10110,1,1.2776003978477837e-18
2002,10110,2,4.0895345102523415e-19
2002,10110,4,-5.421010862427522e-20
2002,10110,12,-3.912193772034256e-5
2002,10112,0,1.5770213417970973e-18
2002,10112,1,-7.27053221549103e-19
2002,10112,2,3.273063162220391e-19
2002,10112,4,-6.978319437452156e-19
2002,10112,12,1.713130295218977e-5
2002,10115,0,1.1906863144260451e-18
2002,10115,1,2.240684489803376e-18
2002,10115,2,8.204773197187601e-19
2002,10115,4,6.931149602675189e-19
2002,10115,12,8.297452351187725e-5
2002,30060,0,-3.0253112762961593e-18
2002,30060,1,-7.388637027308623e-19
2002,30060,2,-1.3178664337970355e-19
2002,30060,3,6.938893903907228e-18
2002,30060,4,4.665941492303689e-19
2002,30060,12,-2.4426946147294876e-5
2004,10110,0,-1.6940658945086007e-21
2004,10110,1,-3.138479972984355e-19
2004,10110,2,6.479398697472896e-19
2004,10110,3,0
2004,10110,4,-1.3205243647694542e-18
2004,10110,12,-1.464660723598134e-5
2004,10112,0,3.2526065174565133e-19
2004,10112,1,-1.139475224416138e-18
2004,10112,2,-9.94914934751404e-19
2004,10112,4,9.52549051540836e-20
2004,10112,12,-3.173739768942136e-5
2004,10115,0,3.2009778425762514e-19
2004,10115,1,-1.5012030080568523e-19
2004,10115,2,-7.788554381936685e-19
2004,10115,4,-4.680999855810432e-19
2004,10115,12,6.537357392964082e-5
2004,30060,0,-2.0599841277224583e-19
2004,30060,1,1.8973538018496328e-19
2004,30060,2,-6.397590025144245e-19
2004,30060,3,-3.469446951953614e-18
2004,30060,4,-2.207876080313059e-18
2004,30060,12,-4.242443022642982e-5
2008,10110,0,-2.4301083176399238e-20
2008,10110,1,-1.0431783064995664e-18
2008,10110,2,-7.645494630113299e-19
2008,10110,4,1.9721263654693228e-18
2008,10110,12,-1.4573329927911953e-5
2008,10112,0,3.1364419989759235e-19
2008,10112,1,1.139001521420913e-18
2008,10112,2,-1.1008822059083583e-19
2008,10112,4,3.6824152358346953e-19
2008,10112,12,-4.159747671640363e-5
2008,10115,0,-1.5178830414797062e-18
2008,10115,1,7.468948299344587e-19
2008,10115,2,-4.698209414103852e-19
2008,10115,4,9.932690870512364e-19
2008,10115,12,-4.0231618816502944e-5
2008,30060,0,-4.548360333353824e-19
2008,30060,1,-3.651313122822151e-18
2008,30060,2,2.216236793757134e-18
2008,30060,3,-7.304098846218135e-19
2008,30060,4,-1.4411955707429267e-18
2008,30060,12,4.370326153384997e-6
2010,10110,0,-1.3179832659276913e-19
2010,10110,1,2.964068842520855e-18
2010,10110,2,-7.789314982950546e-19
2010,10110,4,1.0175689139681662e-19
2010,10110,12,-4.880562042260952e-5
2010,10112,0,-1.0204255741040042e-19
2010,10112,1,9.637352644315594e-20
2010,10112,2,-3.6985283787207126e-19
2010,10112,4,-8.968584147398474e-21
2010,10112,12,-1.0971193597336044e-5
2010,10115,0,-1.7966778858331218e-19
2010,10115,1,-2.908835096912329e-19
2010,10115,2,2.0617615083330903e-19
2010,10115,4,6.505213034913027e-19
2010,10115,12,-1.2844698985323093e-4
2010,30060,0,-3.279711571768651e-19
2010,30060,1,-4.027036640660445e-20
2010,30060,2,-1.429598007434458e-18
2010,30060,3,8.326672684688674e-17
2010,30060,4,-2.76742604526925e-18
2010,30060,12,-7.360980933621907e-6
2012,10110,0,5.186921757004516e-19
2012,10110,1,2.1345230270808369e-19
2012,10110,2,-2.291609137298907e-19
2012,10110,4,7.914675859144182e-19
2012,10110,12,-5.976592261321356e-6
2012,10112,0,-2.527259993610577e-19
2012,10112,1,1.4907779871675686e-18
2012,10112,2,2.1526912700074508e-19
2012,10112,4,3.5236570605778894e-19
2012,10112,12,1.2695561039211047e-5
2012,10115,0,5.078631229011047e-19
2012,10115,1,2.860050558453141e-19
2012,10115,2,1.1733146798130801e-18
2012,10115,4,-6.605073761326165e-19
2012,10115,12,1.680368020937487e-5
2012,30060,0,2.1141942363467336e-19
2012,30060,1,-1.938422065958932e-18
2012,30060,2,2.933723525549012e-19
2012,30060,3,1.3877787807814457e-17
2012,30060,4,6.58652819784944e-19
2012,30060,12,6.062329026838965e-7
2016,10110,0,-8.682360945791176e-19
2016,10110,1,-8.782037597132586e-19
2016,10110,2,2.0690191458265044e-19
2016,10110,4,1.0120677537515898e-18
2016,10110,12,-6.988621904447502e-5
2016,10112,0,-2.3176785571248104e-19
2016,10112,1,-9.779946127318224e-19
2016,10112,2,-8.430885550223101e-19
2016,10112,4,-6.520926109876585e-19
2016,10112,12,-2.2284904526290808e-5
2016,10115,0,1.319973121105368e-18
2016,10115,1,1.2304433957509911e-18
2016,10115,2,2.9161299811679085e-19
2016,10115,4,6.642889501260393e-19
2016,10115,12,-3.0177965000301668e-5
2016,30060,0,-7.579734830858482e-19
2016,30060,1,-1.8856986284954134e-18
2016,30060,2,1.3462176975028346e-18
2016,30060,3,7.760605024106769e-19
2016,30060,4,1.1572890153628754e-18
2016,30060,12,-3.33074798313805e-6
