year,species_code,sex,age,mean_length_bs,sd_length_bs,mean_length,sd_length
2002,10110,0,1,26,0,NA,NA
2002,10110,0,2,30.300754716981135,4.953927513321244,26,0
2002,10110,0,3,36.83003999999996,2.4988665162693793,32.86,5.48
2002,10110,0,4,39.38703999999998,1.4501543136738704,36.53,3.9
2002,10110,0,5,43.2482,0.9455869231638714,41.23,3.58
2002,10110,0,6,45.732819999999975,0.8105369750825386,44.77,4.47
2002,10110,0,7,48.434679999999986,0.8624477548580664,48.16,3.86
2002,10110,0,8,50.93945999999998,1.1207045398906275,50.56,5.29
2002,10110,0,9,53.396339999999945,1.331127117598621,56.06,4.93
2002,10110,0,10,55.29518000000001,1.7316434233094817,56.97,5.91
2002,10110,0,11,58.14565999999995,2.309565576185574,62.59,4.66
2002,10110,0,12,59.00858000000002,2.877429788539757,60.03,6.93
2002,10110,0,13,59.831260000000036,3.990285826146881,70.59,3.03
2002,10110,0,14,59.784860000000016,4.974637214031034,60.04,9.35
2002,10110,0,15,63.354609218436835,5.514971991029742,71.41,2.94
2002,10110,0,16,63.94616977225675,6.589825933842069,65.93,4.22
2002,10110,0,17,64.39977375565613,7.713596703118286,59.37,8.01
2002,10110,0,18,66.00864229765007,7.129268023417589,59.05,8.25
2002,10110,0,19,66.89725552050471,7.4886478880256995,76,0
2002,10110,0,20,66.0109813084112,8.36666364418101,NA,NA
2002,10110,0,21,69.22546391752577,8.917181568538831,NA,NA
2002,10110,0,22,66.46541176470589,9.365492328469543,NA,NA
2002,10110,0,23,65.34098360655739,9.057558667565639,NA,NA
2002,10110,1,2,31.1620895522388,6.511660761330152,NA,NA
2002,10110,1,3,35.45127615062762,5.144539577703519,23,0
2002,10110,1,4,38.375820000000004,1.9041829094667904,36.16,4.09
2002,10110,1,5,40.641520000000014,1.171334169686067,39.82,3.22
2002,10110,1,6,42.12597999999999,0.9710144064611556,41.77,3.6
2002,10110,1,7,43.60259999999999,1.0592734115046225,44.37,2.75
2002,10110,1,8,44.42889999999995,1.5325336893582586,44.18,3.38
2002,10110,1,9,45.80202020202019,2.3568834409547965,49.35,3.15
2002,10110,1,10,47.45531568228107,2.904827518174771,49.3,3.3
2002,10110,1,11,49.470981308411226,3.459188621631453,NA,NA
2002,10110,1,12,49.648349999999994,3.812865541373244,51,2.83
2002,10110,1,13,50.96291139240507,3.3612008065518846,NA,NA
2002,10110,1,14,50.55687323943662,3.349053255753791,51.59,2.54
2002,10110,1,15,51.67627802690582,3.221517611957856,NA,NA
2002,10110,1,16,52.359895833333326,2.9697333583099654,NA,NA
2002,10110,1,17,52.50342465753424,3.307773172883818,54,0
2002,10110,1,18,52.54629213483147,3.0682762343131804,54,0
2002,10110,1,19,53.56706666666666,1.6070097910306795,NA,NA
2002,10110,1,20,53.623333333333335,1.3612371823700185,NA,NA
2002,10110,1,21,54,0,NA,NA
2002,10110,1,22,54,0,NA,NA
2002,10110,1,23,54,0,NA,NA
2002,10110,2,1,26,0,NA,NA
2002,10110,2,2,30.255754985754997,4.6001604863087655,26,0
2002,10110,2,3,36.79154308617234,3.4060774621785597,33.22,5.02
2002,10110,2,4,40.23842,1.7981714447430697,36.65,3.73
2002,10110,2,5,44.61440000000007,1.1874611437583429,42.11,3.48
2002,10110,2,6,47.199239999999975,0.9713704460642056,45.98,4.22
2002,10110,2,7,49.798039999999986,0.9084460947211059,49.12,3.37
2002,10110,2,8,52.36951999999998,1.1108534378218586,52.53,4.21
2002,10110,2,9,54.925499999999985,1.4208723046820304,56.99,4.34
2002,10110,2,10,57.03131999999993,1.704654319884416,60.3,3.63
2002,10110,2,11,59.82069999999997,2.2033930179573424,62.41,4.73
2002,10110,2,12,61.31522,2.644724425374475,62.1,5.82
2002,10110,2,13,62.34973999999996,3.4971338582967753,70.59,3.03
2002,10110,2,14,63.666252505010036,4.975021925277991,70.11,2.99
2002,10110,2,15,67.34999999999995,4.290752061356205,71.41,2.94
2002,10110,2,16,67.48954838709676,5.227811651761747,65.92,4.23
2002,10110,2,17,67.43652173913048,6.293908964354694,70.35,3.95
2002,10110,2,18,68.53263157894735,5.992377102063365,72.41,1.5
2002,10110,2,19,70.21831615120279,5.00712088616495,76,0
2002,10110,2,20,70.65021621621621,4.309104360279417,NA,NA
2002,10110,2,21,73.94259740259743,2.491285549880984,NA,NA
2002,10110,2,22,72.81184615384615,3.5979551016461473,NA,NA
2002,10110,2,23,71.8734693877551,3.1527927771926856,NA,NA
2002,10110,4,1,26,0,NA,NA
2002,10110,4,2,30.553484668028247,4.744856125929179,26,0
2002,10110,4,3,36.91686897323905,3.0171172186890556,32.82034637873739,4.823692643959071
2002,10110,4,4,39.79045767170177,1.4824769492983538,36.50417612885887,3.8371359053281746
2002,10110,4,5,43.55450740966478,1.0135859271835674,41.35945075323034,3.3947848016768076
2002,10110,4,6,45.97083895521626,0.873626839195443,44.75103196270894,4.039011832988016
2002,10110,4,7,48.625098715454996,0.8824177721042303,48.32784341621498,3.266602719590167
2002,10110,4,8,51.05285355825557,1.1451097754807826,50.694470605862364,4.027546179983923
2002,10110,4,9,53.622478586718614,1.4569739933969217,56.381448391281914,4.245212511207523
2002,10110,4,10,55.84258120692073,1.8125016188599223,58.48368552610007,3.5755105657830017
2002,10110,4,11,58.88785166320899,2.2660359281165428,62.40999999999999,4.73
