year,species_code,sex,age,agepop,mean_length,sd_length
2002,10110,1,3,17569,23,0
2002,10110,1,4,650023,36.16,4.09
2002,10110,1,5,1561344,39.82,3.22
2002,10110,1,6,2338960,41.77,3.6
2002,10110,1,7,1377346,44.37,2.75
2002,10110,1,8,1081293,44.18,3.38
2002,10110,1,9,307650,49.35,3.15
2002,10110,1,10,180274,49.3,3.3
2002,10110,1,12,46263,51,2.83
2002,10110,1,14,84790,51.59,2.54
2002,10110,1,17,15126,54,0
2002,10110,1,18,15126,54,0
2002,10110,2,2,5586,26,0
2002,10110,2,3,431708,33.22,5.02
2002,10110,2,4,1534196,36.65,3.73
2002,10110,2,5,3202471,42.11,3.48
2002,10110,2,6,5673471,45.98,4.22
2002,10110,2,7,6881619,49.12,3.37
2002,10110,2,8,3837613,52.53,4.21
2002,10110,2,9,3554711,56.99,4.34
2002,10110,2,10,911505,60.3,3.63
2002,10110,2,11,854360,62.41,4.73
2002,10110,2,12,796147,62.1,5.82
2002,10110,2,13,203175,70.59,3.03
2002,10110,2,14,212966,70.11,2.99
2002,10110,2,15,62838,71.41,2.94
2002,10110,2,16,110037,65.92,4.23
2002,10110,2,17,37270,70.35,3.95
2002,10110,2,18,28838,72.41,1.5
2002,10110,2,19,10928,76,0
2002,10112,1,4,41050,35.1,0.86
2002,10112,1,5,423416,38.94,2.73
2002,10112,1,6,1175325,42.9,3.26
2002,10112,1,7,552991,44.53,2.56
2002,10112,1,8,283581,47.42,4.35
2002,10112,1,9,332195,50.44,3.37
2002,10112,1,10,273930,51.81,3.03
2002,10112,1,11,147533,52.85,1.85
2002,10112,1,12,154573,52.24,2.54
2002,10112,1,13,187124,52.68,2.76
2002,10112,1,14,353597,52.84,2.83
2002,10112,1,15,209623,53.44,3.29
2002,10112,1,16,178937,54.4,2.61
2002,10112,1,17,175394,55.7,2.71
2002,10112,1,18,192478,54.54,3
2002,10112,1,19,67025,56.5,1.63
2002,10112,1,20,192963,56.76,3.16
2002,10112,1,21,50784,60.27,1.98
2002,10112,1,23,119944,56.95,3.49
2002,10112,1,24,34232,58.39,1.5
2002,10112,1,25,40601,60.58,4.5
2002,10112,1,26,40575,55.98,1.98
2002,10112,2,4,21723,37.15,4.87
2002,10112,2,5,299156,40.25,3.52
2002,10112,2,6,633957,44.96,3.76
2002,10112,2,7,542765,45.83,2.78
2002,10112,2,8,406336,51.1,3.98
2002,10112,2,9,364840,54.07,4.27
2002,10112,2,10,224291,56.87,3.85
2002,10112,2,11,379363,58.02,4.06
2002,10112,2,12,279686,61.01,3.76
2002,10112,2,13,257291,63.01,5.08
2002,10112,2,14,220037,65.78,5.51
2002,10112,2,15,296387,64.94,4.62
2002,10112,2,16,188597,66.49,5.26
2002,10112,2,17,166289,66.64,4.89
2002,10112,2,18,149901,69.2,5.48
2002,10112,2,19,259894,69.93,4.81
2002,10112,2,20,69367,70.78,5.52
2002,10112,2,21,168102,69.66,3.93
2002,10112,2,22,38632,71.45,7.5
2002,10112,2,23,113302,69.59,5.96
2002,10112,2,24,128170,70.64,5.72
2002,10112,2,25,46759,73.53,1.69
2002,10112,2,26,28191,75.32,2.49
2002,10112,2,27,25105,74.47,5.13
2002,10112,2,28,13072,78,0
2002,10112,2,30,10851,69,0
2002,10112,2,31,6743,76,0
2002,10112,2,33,12561,84,0
2002,10112,2,34,15120,73,0
2002,10115,1,3,6935,30,0
2002,10115,1,6,14773,47.87,0.34
2002,10115,1,7,1949,47,0
2002,10115,1,8,25746,69,0
2002,10115,1,9,79093,62.1,2.65
2002,10115,1,10,199458,65.95,5.89
2002,10115,1,11,197801,67.84,3.57
2002,10115,1,12,288886,66.85,2.78
2002,10115,1,13,207462,67.79,2.81
2002,10115,1,14,204534,68.77,2.44
2002,10115,1,15,232268,67.86,2.31
2002,10115,1,16,341017,67.89,3.22
2002,10115,1,17,185143,66.45,2.53
2002,10115,1,18,268448,66.85,3.13
2002,10115,1,19,220808,68.71,3.83
2002,10115,1,20,198879,68.81,2.98
2002,10115,1,21,206981,67.76,3.61
2002,10115,1,22,178655,69.72,3.14
2002,10115,1,23,250782,67.27,3.85
2002,10115,1,24,168783,67.15,3.61
2002,10115,1,25,340085,68.18,2.85
2002,10115,1,26,160699,69.68,5.53
2002,10115,1,27,72415,68,2.62
2002,10115,1,28,93164,66.99,3.33
2002,10115,1,29,45799,70.4,1.99
2002,10115,1,30,23286,70,0
2002,10115,1,31,22333,72,0
2002,10115,1,32,11166,72,0
2002,10115,1,35,12185,73,0
2002,10115,2,8,15160,51,0
2002,10115,2,10,15169,82,0
2002,10115,2,11,49640,75.52,8.93
2002,10115,2,12,35141,82.08,1.82
2002,10115,2,13,121099,83.1,1.91
2002,10115,2,14,146965,84.96,4.59
2002,10115,2,15,135905,81.43,9.3
2002,10115,2,16,171651,83.73,4.54
2002,10115,2,17,179482,81.94,7.02
2002,10115,2,18,88923,87.71,6.29
2002,10115,2,19,152088,84.26,6.48
2002,10115,2,20,101516,86.65,6.08
2002,10115,2,21,224711,87.64,5.42
2002,10115,2,22,127744,84.6,4.88
2002,10115,2,23,117786,89.63,2.61
2002,10115,2,24,191061,86.37,4.34
2002,10115,2,25,173805,88.24,5.94
2002,10115,2,26,90949,86.5,3.78
2002,10115,2,27,36452,89.56,6.99
2002,10115,2,28,77278,88.47,7.06
2002,10115,2,29,50354,90.7,4.17
2002,10115,2,30,42062,88.56,5.54
2002,10115,2,31,9661,94.83,0.99
2002,10115,2,32,19161,93.3,0.46
2002,10115,2,34,7431,79,0
2002,10115,2,38,12541,84,0
2002,30060,1,3,8182,17.33,0.47
2002,30060,1,4,122666,24.84,1.03
2002,30060,1,5,131620,24.75,1.4
2002,30060,1,6,291070,27.27,1.87
2002,30060,1,7,121033,26.45,1.74
2002,30060,1,8,465871,33.4,2.13
2002,30060,1,9,870989,32.31,2.29
2002,30060,1,10,1288856,34.16,1.68
2002,30060,1,11,1112095,35.32,1.95
2002,30060,1,12,4000641,34.74,1.53
2002,30060,1,13,2889852,36.2,2.15
2002,30060,1,14,5979444,36.8,1.54
2002,30060,1,15,2156000,37.82,2.47
2002,30060,1,16,5046173,39.01,1.82
2002,30060,1,17,1823468,37,0
2002,30060,1,18,4264401,37.65,1.68
2002,30060,1,19,3134412,38.99,2.23
2002,30060,1,20,2614778,37.81,0.99
2002,30060,1,21,1039021,39.03,1.75
2002,30060,1,22,716141,40,0
2002,30060,1,23,2251637,40.24,1.43
2002,30060,1,24,1290011,41.46,1.66
2002,30060,1,25,2083648,39.73,0.98
2002,30060,1,26,921294,40.67,1.25
2002,30060,1,34,716141,40,0
2002,30060,1,39,472698,42.43,0.5
2002,30060,1,53,716141,40,0
2002,30060,1,59,267546,42,0
2002,30060,1,70,329371,41,0
2002,30060,1,78,205153,43,0
2002,30060,1,84,267546,42,0
2002,30060,2,3,40128,22.58,1.34
2002,30060,2,4,26386,23.73,4.45
2002,30060,2,5,39423,26.27,3.01
2002,30060,2,6,60461,22.42,2.3
2002,30060,2,7,916855,31.35,2.23
2002,30060,2,8,407636,32.14,2.66
2002,30060,2,9,864281,33.56,1.51
2002,30060,2,10,726904,32.68,1.19
2002,30060,2,11,1890604,36.92,2.25
2002,30060,2,12,1166843,36.14,1.36
2002,30060,2,13,2561356,36.9,1.71
2002,30060,2,14,2430044,37.59,3.05
2002,30060,2,15,4301286,38.83,1.92
2002,30060,2,16,1258282,39.24,1.1
2002,30060,2,17,1407430,39.28,1.28
2002,30060,2,18,3024496,40.86,1.93
