year,species_code,sex,age,agepop,mean_length,sd_length
1982,10130,2,12,23550506,33.54,2.97
1982,10130,2,13,12281614,36.37,3.06
1982,10130,2,14,3257744,39.99,1.14
1982,10130,2,15,4636886,39.57,1.75
1982,10130,3,1,10816426,9.38,1.68
1982,10130,3,2,64235129,12.51,1.09
1982,10130,3,3,47661732,14.16,1.11
1982,10130,3,4,1750275,20.03,2.4
1982,10130,3,5,455816,23.6,2.1
1982,10130,3,6,391805,23.6,3.13
1982,10130,3,7,132388,26.45,4.02
1982,10130,3,8,94703,30.23,2.5
1982,10130,3,9,46653,32.34,1.94
1982,10130,3,10,24858,31.28,1.1
1982,10130,3,11,46878,31.35,2.46
1982,10130,3,12,18733,33,1.62
1982,10130,3,13,22381,31.19,2.82
1982,10130,3,14,6304,32.03,1
1982,10130,3,18,3242,33,0
1982,10210,1,1,5127529,7.43,0.49
1982,10210,1,2,89630883,10.18,1.01
1982,10210,1,3,195605530,13.33,2.04
1982,10210,1,4,433686556,16.66,2.27
1982,10210,1,5,1799962306,19.68,2.13
1982,10210,1,6,1799094354,21.72,2.38
1982,10210,1,7,1069310823,22.95,2.17
1982,10210,1,8,1688666924,23.46,2.39
1982,10210,1,9,649502454,24.29,1.69
1982,10210,1,10,781456471,25.41,1.45
1982,10210,1,11,467874384,26.03,2.23
1982,10210,1,12,475570647,26.71,3.01
1982,10210,1,13,486688243,26.93,1.92
1982,10210,1,14,305258619,28.13,1.61
1982,10210,1,15,8041644,32.88,1.43
1982,10210,1,16,23798915,32.43,1.26
1982,10210,1,17,7265165,32.44,0.5
1982,10210,1,19,651314,36,0
1982,10210,2,2,37872175,9.42,0.84
1982,10210,2,3,185294013,12.84,2
1982,10210,2,4,353124472,16.07,1.87
1982,10210,2,5,1225536372,19.2,2.07
1982,10210,2,6,1500494123,20.85,1.87
1982,10210,2,7,1436199909,23.24,2.32
1982,10210,2,8,1631712562,25.03,2.48
1982,10210,2,9,849709215,26.61,3.24
1982,10210,2,10,834420082,27.33,2.65
1982,10210,2,11,837346724,27.4,2.77
1982,10210,2,12,708752661,29.19,2.4
1982,10210,2,13,411929467,29.53,3.49
1982,10210,2,14,247776889,30.68,3.21
1982,10210,2,15,160383523,30.58,2.98
1982,10210,2,16,51297507,32.44,2.69
1982,10210,2,17,33979870,34.39,1.71
1982,10210,2,18,25935391,32.71,2.99
1982,10210,2,19,22849703,31.93,2.17
1982,10210,2,20,1692738,36,0
1982,10210,3,2,4430180,10.43,0.74
1982,10210,3,3,4154045,11.45,0.79
1982,10210,3,4,660325,12,0
1982,10285,1,3,203921,12,0
1982,10285,1,4,184787,13,0
1982,10285,1,5,11375483,23.22,1.84
1982,10285,1,6,20824503,24.24,1.2
1982,10285,1,7,135550298,27.98,2.07
1982,10285,1,8,86761894,28.61,1.5
1982,10285,1,9,45388484,29.61,2.07
1982,10285,1,10,29081568,31,0
1982,10285,1,11,91249820,30.81,1.88
1982,10285,1,12,76860454,31.53,1.82
1982,10285,1,13,169439000,32.83,1.78
1982,10285,1,14,116412167,33,1.7
1982,10285,1,15,59103214,33.67,1.54
1982,10285,2,2,61950,9,0
1982,10285,2,3,291133,14,0
1982,10285,2,5,11228729,24.14,1.27
1982,10285,2,6,37170489,26.06,2.23
1982,10285,2,7,29633127,27.18,4.24
1982,10285,2,8,48180984,28.95,2.06
1982,10285,2,9,57261059,32.13,2.4
1982,10285,2,10,63446634,33.15,2.31
1982,10285,2,11,72582936,36.06,3.06
1982,10285,2,12,85715276,38.22,3.1
1982,10285,2,13,46910998,37.65,3.67
1982,10285,2,14,78160178,38.94,3.29
1982,10285,2,15,49924501,41.65,2.19
1982,10285,2,16,26616198,42.34,2.07
1982,10285,2,17,20421331,42.56,2.76
1982,10285,2,18,4030978,44.66,0.79
1982,10285,2,19,1090501,46.51,0.87
1982,10285,2,20,379590,51.49,0.5
1982,10285,2,21,192393,51,0
1982,10285,2,22,280064,48,0
1982,10285,2,23,327477,50,0
1982,21740,1,1,137398782,17.42,1.48
1982,21740,1,2,1040787296,23.06,2.47
1982,21740,1,3,1183060368,30.16,2.89
1982,21740,1,4,1661729358,37.99,4.07
1982,21740,1,5,507355475,40.7,5.35
1982,21740,1,6,70450613,46,8.19
1982,21740,1,7,37390827,52.77,4.7
1982,21740,1,8,19021689,56.83,4.86
1982,21740,1,9,13265946,57.27,5.77
1982,21740,1,10,4504459,62.02,3.65
1982,21740,1,11,3135248,63.52,4.91
1982,21740,1,12,3556682,64.38,3.51
1982,21740,1,13,542773,61.84,0.99
1982,21740,2,1,188104294,18.5,1.78
1982,21740,2,2,941591660,23.37,2.76
1982,21740,2,3,1193411106,29.96,2.81
1982,21740,2,4,1416127510,38.93,3.95
1982,21740,2,5,538144986,41.55,5.29
1982,21740,2,6,69968869,49.17,5.97
1982,21740,2,7,59666172,56.27,5.18
1982,21740,2,8,27749165,56.57,8.17
1982,21740,2,9,15964304,58.43,6.73
1982,21740,2,10,13974623,60.22,5.38
1982,21740,2,11,8161973,63.63,6.19
1982,21740,2,12,3414150,63.31,5.76
1982,21740,2,13,1646998,67.79,5.29
1982,21740,2,14,839372,65.53,3.97
1982,21740,2,15,236961,74.52,3.97
1982,21740,2,16,46466,75,0
1982,21740,3,1,546843666,16.37,2.19
1982,21740,3,2,243781371,19.88,1.69
1982,21740,3,3,2285979,23.6,0.67
1982,21740,3,4,12661,25.43,0.82
1983,10210,1,3,527963,8,0
1983,10210,1,4,63662565,13.05,1.14
1983,10210,1,5,178458846,17.41,1.89
1983,10210,1,6,707463519,20.55,1.97
1983,10210,1,7,1699426566,24.17,2.07
1983,10210,1,8,794158036,24.19,1.56
1983,10210,1,9,1030028317,24.13,1.9
1983,10210,1,10,665532461,25.16,1.95
1983,10210,1,11,689751265,26.68,1.18
1983,10210,1,12,712034846,27.28,1.93
1983,10210,1,13,557842134,27.3,1.86
1983,10210,1,14,419449867,28.31,1.95
1983,10210,1,15,542149947,28.61,1.77
1983,10210,1,16,75976133,29.46,1.84
1983,10210,1,17,44896526,28.91,2.19
1983,10210,1,18,5929058,32,0
1983,10210,2,3,4714102,11.54,0.5
1983,10210,2,4,57280062,13.8,1.69
1983,10210,2,5,150626456,17.94,2.23
1983,10210,2,6,734926395,21.21,2.26
1983,10210,2,7,1385616156,24.42,2.39
1983,10210,2,8,827660198,25.43,2.36
1983,10210,2,9,1044940864,26.11,2.74
1983,10210,2,10,918448926,27.66,2.8
1983,10210,2,11,739691199,28.09,2.56
1983,10210,2,12,1134121307,28.9,2.28
1983,10210,2,13,850835479,30.4,1.91
1983,10210,2,14,289420829,32.17,2
1983,10210,2,15,157229243,34.1,1.66
1983,10210,2,16,59292043,35.41,1.81
1983,10210,2,17,26925200,36.28,1.76
1983,10210,2,18,21521124,36.2,2.06
1983,10210,2,20,4623011,38.14,1.35
1983,10210,3,5,175885,19.75,0.77
1983,10210,3,6,2796399,21.98,1.8
1983,10210,3,7,8206045,24.18,1.91
1983,10210,3,8,3970773,24.43,1.83
1983,10210,3,9,5411120,24.66,2.16
1983,10210,3,10,3280521,25.7,2.36
1983,10210,3,11,2783309,26.84,1.84
1983,10210,3,12,3457707,27.54,1.98
1983,10210,3,13,2018123,28.51,2.18
1983,10210,3,14,1077002,28.86,2.27
1983,10210,3,15,1255689,28.94,2.03
1983,10210,3,16,167811,29.39,1.71
1983,10210,3,17,108438,29.22,2.42
1983,10210,3,18,18433,33.2,0.98
1983,21740,1,1,144363364,13.99,2.06
1983,21740,1,2,241551745,27.75,3.62
1983,21740,1,3,757623140,34.12,3.76
1983,21740,1,4,1114881967,38.74,2.73
1983,21740,1,5,2495277948,42.63,3.21
1983,21740,1,6,588859718,45,4.66
1983,21740,1,7,96207470,50.07,5.62
1983,21740,1,8,63771236,54.74,5.09
1983,21740,1,9,36826875,53.72,6.22
1983,21740,1,10,21441339,54.03,6.93
1983,21740,1,11,14644913,54.87,6.91
1983,21740,1,12,8496060,54.11,5.46
1983,21740,1,13,351288,69.87,0.99
1983,21740,1,14,1081283,55,0
1983,21740,2,1,87570327,14.78,1.67
1983,21740,2,2,260800872,28.94,4.72
1983,21740,2,3,455144440,33.57,3.89
1983,21740,2,4,1028119505,38.9,3.01
1983,21740,2,5,2277972655,43.59,3.66
1983,21740,2,6,876246032,45.74,5.37
1983,21740,2,7,172945870,48.49,7.5
1983,21740,2,8,82898257,56.65,5.46
1983,21740,2,9,29607867,60.02,5.36
1983,21740,2,10,35622032,55.42,7.5
1983,21740,2,11,28106312,57.57,7.65
1983,21740,2,12,6600219,59.41,7.61
1983,21740,2,13,5640599,62.54,4.69
1983,21740,2,14,3948106,56.76,8.05
1983,21740,2,15,1403248,65.04,5.46
1983,21740,2,16,484494,67.94,2
1983,21740,3,1,3369042516,12.7,2.12
1983,21740,3,2,41122701,17.6,2.82
1983,21740,3,3,1207039,19,0
1984,10210,1,3,68098950,12.5,2.42
1984,10210,1,4,248420875,14.28,1.38
1984,10210,1,5,325645032,17.45,2.69
1984,10210,1,6,500675986,22.24,2.33
1984,10210,1,7,740291044,23.87,2.39
1984,10210,1,8,836280678,25.34,2.09
1984,10210,1,9,617245099,26.29,1.75
1984,10210,1,10,793967460,25.88,1.77
1984,10210,1,11,724155166,26.27,2.04
1984,10210,1,12,360755152,26.74,2.1
1984,10210,1,13,381871246,28.01,1.57
1984,10210,1,14,202649784,28.25,2.27
1984,10210,1,15,318034138,28.42,1.96
1984,10210,1,16,122711451,28.6,1.78
1984,10210,1,17,56146523,29.31,1.82
1984,10210,1,18,8545724,33.21,0.98
1984,10210,1,19,25036031,29.57,1.4
1984,10210,1,20,11939885,30,0
1984,10210,1,22,5151244,34,0
1984,10210,2,3,53333971,13.87,0.7
1984,10210,2,4,279798083,14.89,1.88
1984,10210,2,5,266112074,17.68,2.47
1984,10210,2,6,429807274,21.63,2.61
1984,10210,2,7,748912632,24.1,2.44
1984,10210,2,8,845485775,25.08,1.76
1984,10210,2,9,1116945867,26.91,2.24
1984,10210,2,10,1084777139,27.77,2.12
1984,10210,2,11,945669437,29.35,2.25
1984,10210,2,12,543819738,30.65,2.04
1984,10210,2,13,586040922,30.46,1.61
1984,10210,2,14,482523941,30.28,2.62
1984,10210,2,15,240070872,32.84,2.58
1984,10210,2,16,174668338,33.15,2
1984,10210,2,17,76096261,33.67,1.93
1984,10210,2,18,40777032,34.55,1.94
1984,10210,2,19,3294002,37.8,1.11
1984,10210,2,20,4429757,37.59,0.49
1984,10210,2,21,3900429,36.91,1.84
1984,10210,2,22,5412192,38.3,2.54
1984,10210,3,8,3427,29,0
1984,10210,3,9,5996,29,0
1984,10210,3,10,5140,29,0
1984,10210,3,11,5996,29,0
1984,10210,3,12,857,29,0
1984,10210,3,13,5140,29,0
1984,10210,3,14,2570,29,0
1984,10210,3,15,1713,29,0
1984,10210,3,16,857,29,0
1984,10210,3,19,857,29,0
1984,21720,1,1,45388969,25.8,3.69
1984,21720,1,2,116564846,30.92,3.8
1984,21720,1,3,34927302,43.95,6.6
1984,21720,1,4,29772702,55.5,4.04
1984,21720,1,5,22553636,62.56,5.63
1984,21720,1,6,23140223,65.2,3.95
1984,21720,1,7,15559008,69.28,4.11
1984,21720,1,8,6756388,70.41,5.72
1984,21720,1,9,2324090,73.28,1.28
1984,21720,1,10,3204772,72.43,6.6
1984,21720,2,1,26513426,24.46,3.85
1984,21720,2,2,134356187,30.34,3.46
1984,21720,2,3,14479137,45.9,3.07
1984,21720,2,4,19730548,57.58,5.01
1984,21720,2,5,16084293,60.91,5.36
1984,21720,2,6,10378374,66.35,5.76
1984,21720,2,7,21453574,67.04,9.44
1984,21720,2,8,13862885,73.27,4.31
1984,21720,2,9,6435546,66.14,6.5
1984,21720,3,1,78331,18.24,1.61
1984,21720,3,2,32425,31.63,2.5
1984,21720,3,4,108355,60.83,3.95
1984,21720,3,5,210659,62.86,3.94
1984,21720,3,6,236622,64.97,2.74
1984,21720,3,7,234660,68.74,5.13
1984,21720,3,8,153087,73.12,4.35
1984,21720,3,10,6732,69,0
1984,21740,1,1,41351759,14.52,2.41
1984,21740,1,2,85909342,23.22,3.72
1984,21740,1,3,199989626,34.86,4.02
1984,21740,1,4,568829623,38.5,3.07
1984,21740,1,5,755811701,42.13,4.01
1984,21740,1,6,1507371261,45.61,3.56
1984,21740,1,7,267249129,48.24,5.16
1984,21740,1,8,50679936,54.02,4.82
1984,21740,1,9,29968971,57.9,5.37
1984,21740,1,10,4968599,59.21,4.05
1984,21740,1,11,1933932,66.86,2.92
1984,21740,1,12,1515171,63.17,3.27
1984,21740,1,13,985540,62.33,3.45
1984,21740,1,14,439884,61.19,3.9
1984,21740,1,15,229992,64,0
1984,21740,1,16,595783,70,0
1984,21740,2,1,28431617,14.78,2
1984,21740,2,2,83532592,23.63,3.65
1984,21740,2,3,181071588,35.19,4.08
1984,21740,2,4,522903474,39.08,3.3
1984,21740,2,5,600997438,43.59,4.34
1984,21740,2,6,1659516507,47.15,4.13
1984,21740,2,7,336897660,50.86,5.44
1984,21740,2,8,83583925,55.39,6.94
1984,21740,2,9,32653138,58.52,7.11
1984,21740,2,10,17323298,61.74,5.53
1984,21740,2,11,13065417,62.29,7.1
1984,21740,2,12,4325583,65.63,4.58
1984,21740,2,13,2461002,59.27,6.44
1984,21740,2,14,3677955,62.2,4.73
1984,21740,2,15,727483,70.28,0.69
1984,21740,2,16,432335,67.41,2.54
1984,21740,2,18,78566,76,0
1984,21740,3,1,285501427,13.03,1.98
1984,21740,3,2,61518464,18.36,2.19
1984,21740,3,3,416979,23.21,1.54
1985,10130,1,2,9643312,13.86,1.29
1985,10130,1,3,58846397,17.63,2.96
1985,10130,1,4,141443790,21.01,3.16
1985,10130,1,5,71460418,22.2,3.25
1985,10130,1,6,75143803,26.16,3.91
1985,10130,1,7,54935638,28.4,2.5
1985,10130,1,8,50681421,27.79,2.91
1985,10130,1,9,54008131,29.84,3.78
1985,10130,1,10,31610934,29.81,5.14
1985,10130,1,11,40550394,31.71,2.79
1985,10130,1,12,18973528,31.38,4.06
1985,10130,1,13,15646480,32.3,1.68
1985,10130,1,14,10264535,33.9,1.86
1985,10130,1,15,8135360,33.61,3.1
1985,10130,1,16,3788745,33,0
1985,10130,2,2,6757763,14.34,2.4
1985,10130,2,3,55220436,17.39,2.67
1985,10130,2,4,129841957,20.62,2.36
1985,10130,2,5,85589413,22.67,3.31
1985,10130,2,6,52530112,27.9,3.1
1985,10130,2,7,71951843,29.92,3.42
1985,10130,2,8,29987914,31.11,3.44
1985,10130,2,9,36618887,31.77,3.77
1985,10130,2,10,34452770,33.38,3.06
1985,10130,2,11,23325731,33.57,4.08
1985,10130,2,12,31117661,36.45,3.07
1985,10130,2,13,6278694,38.16,2.18
1985,10130,2,14,1625345,39.9,1.38
1985,10130,2,15,5971346,35.15,5.4
1985,10130,2,16,9374389,37.69,4.04
1985,10130,2,17,732465,40,0
1985,10130,2,18,366948,47,0
1985,10130,2,19,1136293,39,0
1985,10130,2,21,710668,41.68,1.5
1985,10210,1,3,41696781,13.01,0.82
1985,10210,1,4,173328392,14.42,1.92
1985,10210,1,5,420161798,16.77,2.25
1985,10210,1,6,558170997,19.75,3.61
1985,10210,1,7,261460569,23.75,2.44
1985,10210,1,8,649455224,25.59,1.83
1985,10210,1,9,526323470,26.8,1.89
1985,10210,1,10,400918601,27.3,1.68
1985,10210,1,11,450325625,27.33,1.87
1985,10210,1,12,360155850,28.01,1.43
1985,10210,1,13,223667022,29.14,1.47
1985,10210,1,14,260084086,28.77,1.99
1985,10210,1,15,156816460,29.31,1.52
1985,10210,1,16,111749917,30.04,2.55
1985,10210,1,17,16856661,32.98,1.25
1985,10210,1,18,26095670,32.51,1.54
1985,10210,1,19,1298299,36,0
1985,10210,1,20,11905048,31.38,0.48
1985,10210,1,21,4485764,32,0
1985,10210,1,22,4593666,34,0
1985,10210,2,3,3281059,12,0
1985,10210,2,4,105857066,14.13,2.28
1985,10210,2,5,442057114,16.48,2.45
1985,10210,2,6,582757315,19.38,3.62
1985,10210,2,7,398892957,25.08,2.81
1985,10210,2,8,619802478,26.11,2.11
1985,10210,2,9,898130819,27.95,1.94
1985,10210,2,10,432980286,29.09,2.14
1985,10210,2,11,509022529,29.6,1.78
1985,10210,2,12,535461140,30.22,1.9
1985,10210,2,13,377377079,31.54,1.73
1985,10210,2,14,292211842,31.52,2.32
1985,10210,2,15,315166789,32.81,1.95
1985,10210,2,16,201353773,32.9,2.43
1985,10210,2,17,77396342,34.59,2.47
1985,10210,2,18,30646620,37.06,1.24
1985,10210,2,19,4804804,36.6,0.92
1985,10210,2,21,7066151,35.61,0.92
1985,10210,2,22,4344999,38.34,2.14
1985,21740,1,1,38983467,17.47,3.01
1985,21740,1,2,131487412,24.66,3.02
1985,21740,1,3,535886098,34.83,5.07
1985,21740,1,4,260201234,39.91,2.88
1985,21740,1,5,997081833,43.43,3.3
1985,21740,1,6,798092231,46.36,3.68
1985,21740,1,7,490166883,48.61,4.32
1985,21740,1,8,75279529,53.38,6.22
1985,21740,1,9,22940102,56.57,6.76
1985,21740,1,10,19411251,52.53,7.4
1985,21740,1,11,8336102,53.9,6.48
1985,21740,1,12,1063042,66.33,3.59
1985,21740,1,13,2413450,60.73,6.47
1985,21740,2,1,44981584,17.1,2.03
1985,21740,2,2,120919776,25.44,3.49
1985,21740,2,3,549254821,35.23,5.27
1985,21740,2,4,246503419,41.18,3.86
1985,21740,2,5,957355868,43.96,3.39
1985,21740,2,6,705250844,48.13,3.93
1985,21740,2,7,642521513,51.52,4.47
1985,21740,2,8,151002919,53.1,7.03
1985,21740,2,9,38527974,64.07,5.5
1985,21740,2,10,29770030,59.45,7.02
1985,21740,2,11,8890246,63.82,5.33
1985,21740,2,12,5057865,65.37,5.81
1985,21740,2,13,4307659,65.97,6.14
1985,21740,2,14,516143,64,0
1985,21740,2,15,65674,78,0
1985,21740,2,16,238343,74,0
1985,21740,3,1,4112605286,12.24,1.97
1985,21740,3,2,53774513,18.04,2.07
1985,21740,3,3,1796772,21.25,0.56
1985,21740,3,5,41948,54.22,2.19
1985,21740,3,6,442622,57.05,3.86
1985,21740,3,7,1246742,59.06,4.46
1985,21740,3,8,748609,62,4.51
1985,21740,3,9,621661,64.74,4.41
1985,21740,3,10,292230,64.75,4.71
1985,21740,3,11,89315,62.75,4.42
1985,21740,3,12,84687,67.05,4.16
1985,21740,3,13,49034,64.29,6.24
1985,21740,3,14,10924,64,0
1985,21740,3,16,3755,74,0
1986,10210,1,3,12683203,12,0
1986,10210,1,4,47797718,13.61,1.17
1986,10210,1,5,109246493,14.68,2.15
1986,10210,1,6,376575210,17.78,3.21
1986,10210,1,7,656534104,20.76,2.86
1986,10210,1,8,263838964,25.14,2.52
1986,10210,1,9,329255886,26.92,2.29
1986,10210,1,10,286356528,27.52,1.67
1986,10210,1,11,338044399,27.75,2.14
1986,10210,1,12,212884063,27.39,1.78
1986,10210,1,13,206638902,28.9,2.08
1986,10210,1,14,116056899,28.62,2.35
1986,10210,1,15,212256574,28.46,1.89
1986,10210,1,16,82358344,30.63,0.98
1986,10210,1,17,137354222,28.71,2.03
1986,10210,1,18,57043609,30.44,0.5
1986,10210,1,19,44420801,29.88,2.8
1986,10210,1,21,12592296,31,0
1986,10210,1,22,3272173,33,0
1986,10210,2,3,7762803,14,0
1986,10210,2,4,24020522,13.32,0.47
1986,10210,2,5,220328122,15.98,4.42
1986,10210,2,6,351689037,18.91,3.31
1986,10210,2,7,670980768,21.23,3.31
1986,10210,2,8,280426243,24.91,2.6
1986,10210,2,9,577111458,27.53,2.28
1986,10210,2,10,522736045,29.02,2.22
1986,10210,2,11,379546514,30.66,2.13
1986,10210,2,12,285387577,30.77,2.61
1986,10210,2,13,319753891,30.98,2.31
1986,10210,2,14,197222067,32.35,2.26
1986,10210,2,15,251995634,31.02,2.26
1986,10210,2,16,137113636,32.06,3.2
1986,10210,2,17,154418196,32.82,2.36
1986,10210,2,18,59966246,33.25,1.42
1986,10210,2,19,26511397,33.61,2.43
1986,10210,2,20,13614107,33,0
1986,10210,2,21,3423281,38.46,0.84
1986,10210,2,22,2939118,39,0
1986,21740,1,1,6679253,13.34,2.3
1986,21740,1,2,148685616,24.96,2.69
1986,21740,1,3,180877128,31.46,3.69
1986,21740,1,4,710926994,37.87,3.81
1986,21740,1,5,419187251,42.23,3.92
1986,21740,1,6,783049158,46.29,2.99
1986,21740,1,7,631033557,47.88,3.37
1986,21740,1,8,460768287,50.54,4.46
1986,21740,1,9,153711841,52,4.95
1986,21740,1,10,32084501,53.68,5.29
1986,21740,1,11,3517075,64.33,5.68
1986,21740,1,12,494219,64.95,2.44
1986,21740,1,13,874134,70,0
1986,21740,1,14,656354,68.46,3.97
1986,21740,2,1,3110008,15.17,1.87
1986,21740,2,2,162150568,25.44,3.02
1986,21740,2,3,171255989,31.35,3.87
1986,21740,2,4,602976914,39.6,4.54
1986,21740,2,5,382758916,42.07,3.56
1986,21740,2,6,577422583,47.79,3.57
1986,21740,2,7,570625512,49.83,3.56
1986,21740,2,8,648040734,52.47,4.78
1986,21740,2,9,200328663,56.73,5.59
1986,21740,2,10,22985022,65.85,4.42
1986,21740,2,11,21895850,59.09,6.16
1986,21740,2,12,10498005,56.49,7.94
1986,21740,2,14,2185058,70.83,2.66
1986,21740,3,1,1993782514,12.35,2.2
1986,21740,3,2,320393423,20.7,1.78
1986,21740,3,3,18015342,23.46,2
1986,21740,3,4,88371,29,0
1987,10210,1,3,4576609,11,0
1987,10210,1,4,39906968,11.85,2.06
1987,10210,1,5,104240695,13.7,2.22
1987,10210,1,6,820313779,16.98,3.02
1987,10210,1,7,456972295,20.69,3.27
1987,10210,1,8,655372675,24.21,3.92
1987,10210,1,9,430926339,26.65,2.21
1987,10210,1,10,316705781,27.25,2.01
1987,10210,1,11,267038935,28.53,2.13
1987,10210,1,12,202908666,28.76,2.03
1987,10210,1,13,142061264,30.22,1.62
1987,10210,1,14,102271487,30.18,1.77
1987,10210,1,15,136844195,29.07,2.21
1987,10210,1,16,177731565,29.61,1.52
1987,10210,1,17,211596174,30.1,1.43
1987,10210,1,18,167945500,29.77,1.51
1987,10210,1,19,119577362,30.78,1.28
1987,10210,1,20,35400450,29.91,2.78
1987,10210,1,22,18126365,32,0
1987,10210,1,23,2512585,35,0
1987,10210,1,24,3784700,34,0
1987,10210,1,25,3784700,34,0
1987,10210,1,26,14762681,31,0
1987,10210,2,4,68759817,12.72,2.24
1987,10210,2,5,117562241,16.6,2.78
1987,10210,2,6,786979511,17.41,3.38
1987,10210,2,7,446988744,22.6,3.74
1987,10210,2,8,821567939,25.14,3.59
1987,10210,2,9,252128013,28.13,2.37
1987,10210,2,10,364643254,30.04,3.2
1987,10210,2,11,580713057,30.23,1.89
1987,10210,2,12,344207050,31.59,2.07
1987,10210,2,13,434455325,31.58,2.44
1987,10210,2,14,234476531,31.92,2.17
1987,10210,2,15,261252294,31.87,2.33
1987,10210,2,16,238988255,32.83,2.21
1987,10210,2,17,174295074,32.57,2.26
1987,10210,2,18,164144959,33.67,1.68
1987,10210,2,19,185315663,33.17,2.01
1987,10210,2,20,42010726,35.76,1.28
1987,10210,2,21,29921503,35.7,1.14
1987,10210,2,22,10581602,36.4,0.49
1987,10210,2,23,20917947,35.71,0.78
1987,10210,2,24,10336345,35,0
1987,10210,2,25,27597180,32,0
1987,21740,1,1,16113464,19.43,1.44
1987,21740,1,2,298006385,26.46,2.92
1987,21740,1,3,336996032,34.7,4.2
1987,21740,1,4,279624155,38.47,2.9
1987,21740,1,5,1846546225,40.91,2.85
1987,21740,1,6,529286022,43.73,3.59
1987,21740,1,7,412191974,47.57,3.36
1987,21740,1,8,193033692,49.5,2.95
1987,21740,1,9,574678488,51.07,3.77
1987,21740,1,10,81997295,52.63,4.47
1987,21740,1,11,29483993,55.58,5.15
1987,21740,1,12,9750925,57.36,4.63
1987,21740,1,13,569907,64,0
1987,21740,1,14,641120,69.85,0.66
1987,21740,1,15,196198,69,0
1987,21740,1,16,354669,66,0
1987,21740,2,1,16277653,17.08,2.33
1987,21740,2,2,249045346,25.95,3.12
1987,21740,2,3,384012485,35.21,3.96
1987,21740,2,4,257431848,38.67,2.75
1987,21740,2,5,1390249903,41.7,2.8
1987,21740,2,6,381510315,44.53,4
1987,21740,2,7,503709960,49.37,3.57
1987,21740,2,8,176666261,51.48,4.45
1987,21740,2,9,621322945,53.68,4.34
1987,21740,2,10,106937309,55.8,6.02
1987,21740,2,11,27960984,59.93,6.99
1987,21740,2,12,13412081,63.29,4.19
1987,21740,2,13,3722317,65.75,5.88
1987,21740,2,14,1447169,68.09,4
1987,21740,2,15,32085,82,0
1987,21740,2,16,276151,75,0
1987,21740,2,18,184711,74,0
1987,21740,2,19,433364,67,0
1987,21740,3,1,293179390,13.61,2.01
1987,21740,3,2,9713413,19.71,1.36
1987,21740,3,3,87014,23.44,0.71
1988,10210,1,3,1645278,10,0
1988,10210,1,4,9583844,12,0
1988,10210,1,5,413619314,16.1,2.57
1988,10210,1,6,45662982,19,1.9
