year,species_code,sex,sex_desc,iss,nss,nhls
1991,21740,4,total_post,832.2658646521891,137950,366
1991,21740,12,female_male,1119.329342342286,69299,345
1992,10110,0,total_pre,990.9110412617391,5711,118
1992,10110,1,male,335.1059337028939,1659,103
1992,10110,2,female,694.5471370689006,4019,113
1992,10110,4,total_post,990.9110412706018,5711,118
1992,10110,12,female_male,1014.0127191309402,5678,118
1992,10112,0,total_pre,281.5853292721936,1039,98
1992,10112,1,male,140.07133979091736,507,91
1992,10112,2,female,152.5091603556252,527,91
1992,10112,4,total_post,281.5853357426048,1039,98
1992,10112,12,female_male,291.25594972767317,1034,98
1992,10115,0,total_pre,179.48210539520352,616,64
1992,10115,1,male,92.83194056384093,289,49
1992,10115,2,female,102.65658835705266,324,54
1992,10115,4,total_post,179.48210305849554,616,64
1992,10115,12,female_male,193.31997326691962,613,63
1992,10130,0,total_pre,994.1787713889162,15917,279
1992,10130,1,male,583.6271892601443,7391,232
1992,10130,2,female,899.6057161970749,8107,276
1992,10130,4,total_post,994.1787698107062,15917,279
1992,10130,12,female_male,1377.225876353398,15498,278
1992,10210,0,total_pre,1530.3507366127467,23628,229
1992,10210,1,male,815.4189963707121,9654,207
1992,10210,2,female,1248.1143418138925,13974,227
1992,10210,4,total_post,1530.3507356009734,23628,229
1992,10210,12,female_male,1941.7050922797687,23628,229
1992,10285,0,total_pre,1175.4936461193295,7584,219
1992,10285,1,male,585.141271647492,3237,163
1992,10285,2,female,969.9133754579001,4346,209
1992,10285,4,total_post,1175.493663381751,7584,219
1992,10285,12,female_male,1244.0584955138177,7583,219
1992,21720,0,total_pre,811.1449352295762,10129,332
1992,21720,1,male,772.4340746615943,4896,319
1992,21720,2,female,729.5011142731056,4658,315
1992,21720,4,total_post,811.1449292090972,10129,332
1992,21720,12,female_male,1501.3388884317183,9554,331
1992,21740,0,total_pre,734.1926928817055,61165,343
1992,21740,1,male,686.6689670428689,19840,306
1992,21740,2,female,722.3645275461315,19615,308
1992,21740,4,total_post,734.1926935165632,61165,343
1992,21740,12,female_male,1407.990647955111,39455,318
1993,10110,0,total_pre,1503.923249133961,7367,186
