year,species_code,sex,sex_desc,length,iss,nss,nhl
1982,10115,2,female,33,2.763636363636364,3,2
1982,10115,2,female,34,1,4,2
1982,10115,2,female,35,5.738804833696129,4,3
1982,10115,2,female,36,1.4354066985645932,5,3
1982,10115,2,female,37,1.4127800513550892,5,3
1982,10115,2,female,38,0.9991376490529008,4,4
1982,10115,2,female,39,3.8303416328894047,6,4
1982,10115,2,female,40,1.1691762621789195,5,3
1982,10115,2,female,41,1.528789269187965,5,3
1982,10115,2,female,42,0.5541561712846347,5,2
1982,10115,2,female,43,2.9490890925833417,5,3
1982,10115,2,female,44,4.6702702702702705,3,2
1982,10115,2,female,45,1.9231970699547236,6,5
1982,10115,2,female,46,4.296719592028644,5,4
1982,10115,2,female,47,2.228841773260908,2,1
1982,10115,2,female,48,1.125456760048721,4,3
1982,10115,2,female,49,2.8057221965851413,4,4
1982,10115,2,female,50,1.301989150090416,2,2
1982,10115,2,female,51,2.4000000000000004,2,2
1982,10115,2,female,52,0.75,1,1
1982,10115,2,female,53,1.1428571428571428,1,1
1982,10115,2,female,54,1.2289156626506024,1,1
1982,10130,0,total,7,4.000000000000001,1,1
1982,10130,0,total,10,1,1,1
1982,10130,0,total,11,0.6951942067149441,2,1
1982,10130,0,total,11,0.6951942067149441,2,1
1982,10130,0,total,12,5.500030525199941,11,4
1982,10130,0,total,12,5.500030525199941,11,5
1982,10130,0,total,13,16.7395813347635,22,3
1982,10130,0,total,13,16.7395813347635,22,6
1982,10130,0,total,14,5.766672983782786,17,6
1982,10130,0,total,14,5.766672983782786,17,6
1982,10130,0,total,15,2.1809938741582346,12,4
1982,10130,0,total,15,2.1809938741582346,12,5
1982,10130,0,total,16,5.218453629189113,12,6
1982,10130,0,total,16,5.218453629189113,12,5
1982,10130,0,total,17,8.97077970235839,9,5
1982,10130,0,total,17,8.97077970235839,9,3
1982,10130,0,total,18,3.6036454106489875,10,5
1982,10130,0,total,18,3.6036454106489875,10,4
1982,10130,0,total,19,1.850220493856118,15,6
1982,10130,0,total,19,1.850220493856118,15,5
1982,10130,0,total,20,6.926655892449909,17,6
1982,10130,0,total,20,6.926655892449909,17,4
1982,10130,0,total,21,8.498696080505002,19,6
1982,10130,0,total,21,8.498696080505002,19,7
1982,10130,0,total,22,5.945097670474346,13,5
1982,10130,0,total,22,5.945097670474346,13,6
1982,10130,0,total,23,3.0665131473582226,15,6
1982,10130,0,total,23,3.0665131473582226,15,6
1982,10130,0,total,24,4.352644781569684,12,6
1982,10130,0,total,24,4.352644781569684,12,4
1982,10130,0,total,25,6.018137122904264,12,5
1982,10130,0,total,25,6.018137122904264,12,5
1982,10130,0,total,26,10.308802643041483,14,5
1982,10130,0,total,26,10.308802643041483,14,4
1982,10130,0,total,27,6.882159126715908,18,6
1982,10130,0,total,27,6.882159126715908,18,6
1982,10130,0,total,28,9.099386203749235,16,7
1982,10130,0,total,28,9.099386203749235,16,4
1982,10130,0,total,29,6.256076239818022,15,6
1982,10130,0,total,29,6.256076239818022,15,5
1982,10130,0,total,30,12.78632007606411,18,7
1982,10130,0,total,30,12.78632007606411,18,4
1982,10130,0,total,31,9.960444941943628,18,7
1982,10130,0,total,31,9.960444941943628,18,5
1982,10130,0,total,32,7.872334091408009,16,5
1982,10130,0,total,32,7.872334091408009,16,6
1982,10130,0,total,33,8.956503872152222,17,5
1982,10130,0,total,33,8.956503872152222,17,6
1982,10130,0,total,34,8.0962206474558691,13,4
1982,10130,0,total,34,8.0962206474558691,13,6
1982,10130,0,total,35,8.748809327388402,9,2
1982,10130,0,total,35,8.748809327388402,9,5
1982,10130,0,total,36,5.420166627291317,11,2
1982,10130,0,total,36,5.420166627291317,11,4
1982,10130,0,total,37,3.2089165214438413,8,1
1982,10130,0,total,37,3.2089165214438413,8,7
1982,10130,0,total,38,1.3294465308954102,4,3
1982,10130,0,total,39,1.3626068556919173,3,1
1982,10130,0,total,39,1.3626068556919173,3,2
1982,10130,0,total,40,3.4758620689655175,4,3
1982,10130,0,total,41,NA,2,2
1982,10130,0,total,42,2.5001698484951427,2,2
1982,10130,0,total,43,1,1,1
1982,10130,1,male,11,3.333333333333334,1,1
1982,10130,1,male,12,1.3907102030090008,6,4
1982,10130,1,male,13,3.004639786743859,8,3
1982,10130,1,male,14,4.13939208159191,7,6
1982,10130,1,male,15,2.0930232558139537,5,4
1982,10130,1,male,16,2.0304590511949483,6,6
1982,10130,1,male,17,4.132674967797337,5,5
1982,10130,1,male,18,3.4562211981566815,5,5
1982,10130,1,male,19,9.145040881621044,7,6
1982,10130,1,male,20,3.5902402250855694,7,6
1982,10130,1,male,21,2.7599468376792995,8,6
1982,10130,1,male,22,3.7530072173215716,6,5
1982,10130,1,male,23,6.621220826882919,9,6
1982,10130,1,male,24,3.366927406194814,7,6
1982,10130,1,male,25,5.312346286276438,6,5
1982,10130,1,male,26,4.523665588876762,8,5
1982,10130,1,male,27,4.923605150435904,8,6
1982,10130,1,male,28,4.326947065955846,9,7
1982,10130,1,male,29,6.040462305463468,10,6
1982,10130,1,male,30,7.154997225058193,13,7
1982,10130,1,male,31,8.310162389050861,11,7
1982,10130,1,male,32,4.750987108593882,8,5
1982,10130,1,male,33,6.263161296788681,8,5
1982,10130,1,male,34,4.351568879647481,6,4
1982,10130,1,male,35,2.373887240356083,2,2
1982,10130,1,male,36,7.058952764555109,3,2
1982,10130,1,male,37,0.7346938775510203,1,1
1982,10130,1,male,39,0.9130434782608696,1,1
1982,10130,2,female,10,1,1,1
1982,10130,2,female,11,1,1,1
1982,10130,2,female,12,4.548825710754017,5,5
1982,10130,2,female,13,6.807579489029855,14,6
1982,10130,2,female,14,4.488284503175117,10,6
1982,10130,2,female,15,3.1053274727953926,7,5
1982,10130,2,female,16,3.7863981637647894,6,5
1982,10130,2,female,17,3.0701754385964914,4,3
1982,10130,2,female,18,2.5755494505494507,5,4
1982,10130,2,female,19,1.9270967927591982,8,5
1982,10130,2,female,20,8.158124717104569,10,4
1982,10130,2,female,21,6.254738252962336,11,7
1982,10130,2,female,22,7.670169275419178,7,6
1982,10130,2,female,23,4.176607057421666,6,6
1982,10130,2,female,24,6.021616057642821,5,4
1982,10130,2,female,25,3.8847859066804933,6,5
1982,10130,2,female,26,4.492219323723361,6,4
1982,10130,2,female,27,6.549009968796045,10,6
1982,10130,2,female,28,5.059547586975708,7,4
1982,10130,2,female,29,4.998961503494199,5,5
1982,10130,2,female,30,4.390338039947252,5,4
1982,10130,2,female,31,5.418505241508674,7,5
1982,10130,2,female,32,2.7776808825148325,8,6
1982,10130,2,female,33,7.386591084025236,9,6
1982,10130,2,female,34,2.831822891159626,7,6
1982,10130,2,female,35,4.144146925348821,7,5
1982,10130,2,female,36,6.68820681687151,8,4
1982,10130,2,female,37,3.261191827476522,7,7
1982,10130,2,female,38,1.3937589590914103,4,3
1982,10130,2,female,39,4.715789473684211,2,2
1982,10130,2,female,40,4.254947568524114,4,3
1982,10130,2,female,41,1.1052631578947367,2,2
1982,10130,2,female,42,3.217324052590874,2,2
1982,10130,2,female,43,0.9714285714285715,1,1
1982,10210,0,total,7,NA,2,1
1982,10210,0,total,7,NA,2,1
1982,10210,0,total,8,5.8427326208149815,4,2
1982,10210,0,total,8,5.8427326208149815,4,1
1982,10210,0,total,9,5.085752776762736,7,2
1982,10210,0,total,9,5.085752776762736,7,2
1982,10210,0,total,10,4.068709961413112,10,4
1982,10210,0,total,10,4.068709961413112,10,2
1982,10210,0,total,10,4.068709961413112,10,1
1982,10210,0,total,11,3.668019451876598,11,4
1982,10210,0,total,11,3.668019451876598,11,2
1982,10210,0,total,11,3.668019451876598,11,1
1982,10210,0,total,12,4.494342192595622,12,3
1982,10210,0,total,12,4.494342192595622,12,5
1982,10210,0,total,12,4.494342192595622,12,1
1982,10210,0,total,13,3.447829488278581,12,5
1982,10210,0,total,13,3.447829488278581,12,3
1982,10210,0,total,13,3.447829488278581,12,1
1982,10210,0,total,14,7.863961236139102,19,6
1982,10210,0,total,14,7.863961236139102,19,5
1982,10210,0,total,14,7.863961236139102,19,1
1982,10210,0,total,15,27.784742281058566,16,8
1982,10210,0,total,15,27.784742281058566,16,5
1982,10210,0,total,16,3.8224536647633616,23,10
1982,10210,0,total,16,3.8224536647633616,23,8
1982,10210,0,total,17,11.408951061760998,22,11
1982,10210,0,total,17,11.408951061760998,22,7
1982,10210,0,total,18,14.428319378179374,27,12
1982,10210,0,total,18,14.428319378179374,27,11
1982,10210,0,total,19,7.301617123315589,31,12
1982,10210,0,total,19,7.301617123315589,31,12
1982,10210,0,total,20,9.393856361597395,36,12
1982,10210,0,total,20,9.393856361597395,36,14
1982,10210,0,total,21,21.70383987958569,37,14
1982,10210,0,total,21,21.70383987958569,37,13
1982,10210,0,total,22,6.248828161589374,32,13
1982,10210,0,total,22,6.248828161589374,32,13
1982,10210,0,total,23,10.442715398051892,41,15
1982,10210,0,total,23,10.442715398051892,41,14
1982,10210,0,total,24,7.695632448859338,37,13
1982,10210,0,total,24,7.695632448859338,37,12
1982,10210,0,total,25,12.348312537566018,37,15
1982,10210,0,total,25,12.348312537566018,37,14
1982,10210,0,total,26,13.838389731906227,41,17
1982,10210,0,total,26,13.838389731906227,41,13
1982,10210,0,total,27,15.810990509499334,31,10
1982,10210,0,total,27,15.810990509499334,31,14
1982,10210,0,total,28,11.34630379600963,36,13
1982,10210,0,total,28,11.34630379600963,36,15
1982,10210,0,total,29,12.307369723842143,33,11
1982,10210,0,total,29,12.307369723842143,33,13
1982,10210,0,total,30,13.294162786604717,29,9
1982,10210,0,total,30,13.294162786604717,29,13
1982,10210,0,total,31,13.699664944675892,31,10
1982,10210,0,total,31,13.699664944675892,31,15
1982,10210,0,total,32,6.88921344900007,24,5
1982,10210,0,total,32,6.88921344900007,24,13
1982,10210,0,total,33,23.09286193334697,25,5
1982,10210,0,total,33,23.09286193334697,25,15
1982,10210,0,total,34,4.731158356610713,16,12
1982,10210,0,total,35,6.443464715500826,18,1
1982,10210,0,total,35,6.443464715500826,18,11
1982,10210,0,total,36,12.624740435529857,19,2
1982,10210,0,total,36,12.624740435529857,19,11
1982,10210,0,total,37,3.26154941958019,12,1
1982,10210,0,total,37,3.26154941958019,12,9
1982,10210,0,total,38,4.04034286833375,6,5
1982,10210,0,total,39,1,1,1
1982,10210,0,total,40,4.568408484262003,3,3
1982,10210,0,total,42,1,1,1
1982,10210,0,total,46,1.7454545454545456,2,2
1982,10210,1,male,8,5.521804511278195,3,2
1982,10210,1,male,9,3.829787234042554,3,2
1982,10210,1,male,10,2.3066928356834278,5,4
1982,10210,1,male,11,3.6539614484573577,4,4
1982,10210,1,male,12,3.1126289378310568,5,3
1982,10210,1,male,13,6.465441304217514,7,5
1982,10210,1,male,14,6.804698432844569,10,6
1982,10210,1,male,15,3.0358594633385096,9,8
1982,10210,1,male,16,3.6260335937157007,14,10
1982,10210,1,male,17,5.113433585880604,12,11
1982,10210,1,male,18,5.835918306789151,15,12
1982,10210,1,male,19,3.4334364672811954,16,12
1982,10210,1,male,20,13.293642032170824,17,12
1982,10210,1,male,21,7.090364794512737,19,14
1982,10210,1,male,22,9.544865857642106,15,13
1982,10210,1,male,23,5.220802076398378,21,15
1982,10210,1,male,24,7.845077390819273,18,13
1982,10210,1,male,25,8.716572657376403,19,15
1982,10210,1,male,26,11.969302600868554,22,17
1982,10210,1,male,27,4.774075373128354,14,10
1982,10210,1,male,28,4.73206792609602,17,13
1982,10210,1,male,29,7.966732135480375,13,11
1982,10210,1,male,30,3.4585881145717194,10,9
1982,10210,1,male,31,6.444843980609497,11,10
1982,10210,1,male,32,3.577621569244259,7,5
1982,10210,1,male,33,6.923829094227657,6,5
1982,10210,1,male,35,1.278688524590164,1,1
1982,10210,1,male,36,3.0769230769230775,2,2
1982,10210,1,male,37,1.1999999999999997,1,1
1982,10210,2,female,8,1,1,1
1982,10210,2,female,9,4.3451373164565545,4,2
1982,10210,2,female,10,2.1235955056179776,3,2
1982,10210,2,female,11,1.5483870967741937,4,2
1982,10210,2,female,12,5.6442669449627525,6,5
1982,10210,2,female,13,3.947691050265631,4,3
1982,10210,2,female,14,4.3605548775971315,8,5
1982,10210,2,female,15,6.809562784788479,7,5
1982,10210,2,female,16,4.14686849980423,9,8
1982,10210,2,female,17,4.880334458304958,10,7
1982,10210,2,female,18,3.6694059363270184,12,11
1982,10210,2,female,19,4.113847768228838,15,12
1982,10210,2,female,20,6.652381428504756,19,14
1982,10210,2,female,21,8.610341593470823,18,13
1982,10210,2,female,22,3.8517303878231366,17,13
1982,10210,2,female,23,8.76478940895224,20,14
1982,10210,2,female,24,7.355405673102613,19,12
1982,10210,2,female,25,6.236603112734413,18,14
1982,10210,2,female,26,6.218016853517498,19,13
1982,10210,2,female,27,7.58825436943522,17,14
1982,10210,2,female,28,8.444228308567281,19,15
1982,10210,2,female,29,6.028903681223483,20,13
1982,10210,2,female,30,7.757129583394579,19,13
1982,10210,2,female,31,8.210278608843758,20,15
1982,10210,2,female,32,5.463823354104685,17,13
1982,10210,2,female,33,10.017799701087334,19,15
1982,10210,2,female,34,3.7610048057736107,16,12
1982,10210,2,female,35,5.23926618186977,17,11
1982,10210,2,female,36,11.840821630529977,17,11
1982,10210,2,female,37,5.311504281952057,11,9
1982,10210,2,female,38,3.7230336745002863,6,5
1982,10210,2,female,39,NA,1,1
1982,10210,2,female,40,2.602732710698297,3,3
1982,10210,2,female,42,1.3333333333333333,1,1
1982,10210,2,female,46,1.8250950570342208,2,2
1982,10285,0,total,9,0.7894736842105263,1,1
1982,10285,0,total,12,NA,1,1
1982,10285,0,total,13,2.4000000000000004,1,1
1982,10285,0,total,22,24.00000000000001,2,1
1982,10285,0,total,22,24.00000000000001,2,1
1982,10285,0,total,23,Inf,2,1
1982,10285,0,total,23,Inf,2,1
1982,10285,0,total,24,2.6346589463976455,7,2
1982,10285,0,total,24,2.6346589463976455,7,5
1982,10285,0,total,25,4.285246797446718,9,4
1982,10285,0,total,25,4.285246797446718,9,2
1982,10285,0,total,26,10.369513812800816,13,5
1982,10285,0,total,26,10.369513812800816,13,5
1982,10285,0,total,27,4.959256418652203,12,3
1982,10285,0,total,27,4.959256418652203,12,4
1982,10285,0,total,28,4.461040977879799,14,6
1982,10285,0,total,28,4.461040977879799,14,4
1982,10285,0,total,29,5.8938447115884465,16,3
1982,10285,0,total,29,5.8938447115884465,16,4
1982,10285,0,total,30,8.382754862380917,15,5
1982,10285,0,total,30,8.382754862380917,15,5
1982,10285,0,total,31,4.549078688211404,16,4
1982,10285,0,total,31,4.549078688211404,16,6
1982,10285,0,total,32,2.0497867873462075,16,4
1982,10285,0,total,32,2.0497867873462075,16,6
1982,10285,0,total,33,5.639539806900124,16,4
1982,10285,0,total,33,5.639539806900124,16,6
1982,10285,0,total,34,4.607637670405367,15,5
