year,species_code,sex,sex_desc,iss,nss,nhls
1982,10110,0,total_pre,529.9290127893482,2841,44
1982,10110,1,male,281.0959917817785,1237,44
1982,10110,2,female,378.3846321959316,1578,44
1982,10110,4,total_post,529.9289773401724,2841,44
1982,10110,12,female_male,652.5790781652731,2815,44
1982,10115,0,total_pre,221.0853411006246,1228,41
1982,10115,1,male,94.52244081960465,520,33
1982,10115,2,female,163.69449653800984,695,36
1982,10115,4,total_post,221.08534323195758,1228,41
1982,10115,12,female_male,246.27201384090944,1215,40
1982,10130,0,total_pre,1435.7725416816263,11088,109
1982,10130,1,male,862.7242741158192,5097,109
1982,10130,2,female,947.5696347636211,4998,109
1982,10130,4,total_post,1435.7725600061574,11088,109
1982,10130,12,female_male,1735.1927572793113,10095,109
1982,10210,0,total_pre,2767.8297018063627,37023,246
1982,10210,1,male,1523.9151854366762,13838,218
1982,10210,2,female,2247.114245000716,23178,246
1982,10210,4,total_post,2767.8297041172377,37023,246
1982,10210,12,female_male,3252.346728600452,37016,246
1982,10285,0,total_pre,2400.066212338866,14274,152
1982,10285,1,male,1422.8967284439057,7452,148
1982,10285,2,female,1495.6213680400951,6822,152
1982,10285,4,total_post,2400.066201133136,14274,152
1982,10285,12,female_male,2352.3753343256203,14274,152
1982,21720,0,total_pre,2449.3018336945865,10863,313
1982,21720,1,male,1395.1627806784925,5288,300
1982,21720,2,female,1412.9330498768757,5434,307
1982,21720,4,total_post,2449.301903547499,10863,313
1982,21720,12,female_male,2816.073914013287,10722,310
1982,21740,0,total_pre,1158.298041299574,42182,308
1982,21740,1,male,874.0928902639458,16896,276
1982,21740,2,female,919.6548776613773,17356,275
1982,21740,4,total_post,1158.298040953669,42182,308
1982,21740,12,female_male,1804.1711848393215,34252,289
1983,10110,0,total_pre,978.9429300410208,6149,84
1983,10110,1,male,509.4598265017885,2380,84
1983,10110,2,female,756.2555699469139,3767,83
1983,10110,4,total_post,978.9429363527142,6149,84
1983,10110,12,female_male,1246.6448793155305,6147,84
1983,10112,0,total_pre,193.68214114074433,692,13
1983,10112,1,male,109.88491702446672,324,13
1983,10112,2,female,123.6716505346173,368,13
1983,10112,4,total_post,193.68215474898113,692,13
1983,10112,12,female_male,233.31056563643392,692,13
1983,10115,0,total_pre,374.0765849163268,951,55
1983,10115,1,male,187.46339779369887,409,47
1983,10115,2,female,199.70200673834097,455,47
1983,10115,4,total_post,374.07657176719107,951,55
1983,10115,12,female_male,380.59135013559575,864,55
1983,10130,0,total_pre,1627.0141478714297,15727,170
